day 0,day 1,day 2,day 3,day 4,day 5,day 6,day 7,day 8,day 9,day 10,day 11,day 12,day 13,day 14,day 15,day 16,day 17,day 18,day 19,day 20,day 21,day 22,day 23,day 24,day 25,day 26,day 27,day 28,day 29,day 30,day 31,day 32,day 33,day 34,day 35,day 36,day 37,day 38,day 39,day 40,day 41,day 42,day 43,day 44,day 45,day 46,day 47,day 48,day 49,day 50,day 51,day 52,day 53,day 54,day 55,day 56,day 57,day 58,day 59,day 60,day 61,day 62,day 63,day 64,day 65,day 66,day 67,day 68,day 69,day 70,day 71,day 72,day 73,day 74,day 75,day 76,day 77,day 78,day 79,day 80,day 81,day 82,day 83,day 84,day 85,day 86,day 87,day 88,day 89
40.872440944881895,41.47244094488191,41.314173228346455,40.54566929133859,39.10866141732282,37.21889763779527,34.97795275590551,32.23149606299213,29.715748031496062,29.035433070866148,38.67952755905512,39.33700787401576,39.23700787401575,38.40708661417322,37.15275590551181,35.31417322834646,33.03149606299212,30.35511811023622,28.00944881889764,27.714173228346457,28.15275590551181,28.515748031496067,28.89370078740157,29.11417322834645,29.384251968503936,29.796062992125982,30.222834645669288,30.6755905511811,31.034645669291343,31.4007874015748,32.02125984251969,33.0771653543307,34.63464566929134,36.79448818897637,38.38661417322834,39.00787401574802,38.79842519685039,37.89606299212599,36.59055118110236,34.91889763779528,32.89685039370078,30.512598425196853,28.162204724409456,27.506299212598428,27.786614173228347,28.046456692913388,28.418110236220468,28.85748031496063,29.3496062992126,30.055118110236226,30.752755905511812,31.38818897637795,32.234645669291346,33.232283464566926,34.28425196850394,35.870078740157474,38.04251968503937,40.48267716535434,41.83700787401574,42.400000000000006,42.28267716535433,41.44251968503938,40.301574803149606,38.78346456692913,36.83779527559055,34.564566929133846,31.795275590551185,30.171653543307087,30.4259842519685,30.918110236220475,31.48897637795276,32.34724409448818,33.17874015748031,34.22677165354331,35.436220472440944,36.71338582677164,38.18976377952756,39.90629921259843,41.70551181102362,43.8984251968504,46.79133858267716,49.4496062992126,51.03385826771654,51.71338582677165,51.71023622047244,51.203149606299206,50.02362204724409,48.162992125984246,45.86377952755906,43.19212598425198
39.02283464566929,40.74566929133859,41.43464566929133,41.2755905511811,40.31811023622047,38.85433070866142,37.030708661417314,34.62125984251968,31.846456692913375,29.228346456692915,36.806299212598425,38.73779527559056,39.44645669291339,39.21889763779527,38.44330708661417,37.07086614173228,35.217322834645664,32.88267716535433,30.21574803149606,27.936220472440944,27.929133858267715,28.2496062992126,28.56929133858268,28.71574803149605,28.98818897637795,29.37637795275591,29.73385826771654,30.15275590551181,30.467716535433077,30.71259842519685,31.23070866141732,32.05354330708661,33.18661417322834,34.70000000000001,36.931496062992125,38.70866141732284,39.182677165354335,38.82834645669291,38.003937007874015,36.81259842519684,35.221259842519686,33.10551181102362,30.696062992125984,28.093700787401573,27.510236220472443,27.685826771653534,28.055118110236226,28.403149606299213,28.876377952755902,29.525196850393694,30.145669291338585,30.73937007874016,31.499999999999996,32.383464566929135,33.24566929133859,34.52047244094489,36.125196850393706,38.22677165354332,40.78188976377954,42.25118110236221,42.7496062992126,42.42677165354332,41.74645669291339,40.669291338582674,39.11102362204725,37.15511811023621,34.65511811023622,31.932283464566925,30.19527559055118,30.50236220472441,31.011811023622048,31.807086614173237,32.562204724409455,33.567716535433064,34.708661417322844,35.846456692913385,37.24566929133859,38.819685039370064,40.38740157480315,42.14488188976378,44.2023622047244,47.314173228346455,50.13700787401575,51.61023622047245,52.22755905511812,52.21181102362205,51.5283464566929,50.11181102362205,48.22598425196851,45.92362204724409
37.329921259842514,38.87952755905512,40.71574803149607,41.39921259842521,41.05590551181103,40.06220472440945,38.68661417322835,36.68503937007874,34.2763779527559,31.382677165354327,34.92125984251968,36.90629921259842,38.84173228346457,39.42992125984252,39.25669291338583,38.37401574803151,36.97716535433072,35.100787401574806,32.73937007874015,30.15511811023622,28.14330708661417,28.01417322834645,28.29763779527559,28.37874015748032,28.588976377952758,28.97716535433071,29.313385826771658,29.68031496062992,29.92992125984252,30.13937007874016,30.543307086614178,31.24251968503937,32.155118110236224,33.21811023622047,34.81338582677165,37.265354330708654,38.87086614173227,39.22204724409449,38.95196850393701,38.232283464566926,37.11259842519685,35.4503937007874,33.285039370078735,30.63070866141732,28.12913385826772,27.407086614173227,27.687401574803157,28.034645669291347,28.44251968503937,29.05590551181103,29.6007874015748,30.14724409448819,30.861417322834647,31.64015748031496,32.38976377952756,33.46299212598425,34.774803149606306,36.28267716535432,38.53700787401575,41.21417322834645,42.595275590551175,42.894488188976375,42.73858267716535,42.122047244094496,40.981889763779535,39.40944881889763,37.23622047244095,34.777165354330705,32.019685039370074,30.29606299212598,30.60393700787401,31.309448818897632,32.0,32.9503937007874,34.0244094488189,35.097637795275595,36.37165354330708,37.8740157480315,39.28661417322834,40.80472440944882,42.41338582677165,44.65590551181102,47.98740157480314,50.71889763779527,52.111811023622046,52.71889763779527,52.53149606299212,51.60866141732283,50.14960629921259,48.25433070866142
36.21338582677165,37.17007874015748,38.85354330708662,40.6787401574803,41.18976377952756,40.792913385826765,39.90078740157481,38.34724409448819,36.366141732283474,33.82834645669291,33.682677165354335,35.02283464566929,36.99527559055118,38.83149606299214,39.466141732283454,39.184251968503936,38.28188976377953,36.87952755905511,34.96456692913386,32.681102362204726,30.326771653543307,28.216535433070863,28.051968503937008,28.08818897637795,28.258267716535432,28.585826771653544,28.907086614173227,29.24330708661417,29.44015748031496,29.59055118110236,29.975590551181103,30.5472440944882,31.336220472440942,32.16850393700788,33.30866141732283,35.10314960629922,37.43070866141731,38.92913385826773,39.36377952755905,39.1748031496063,38.53543307086614,37.35669291338583,35.61653543307087,33.22047244094489,30.684251968503933,28.068503937007872,27.39763779527559,27.66929133858268,28.07322834645669,28.61102362204725,29.11102362204725,29.59448818897638,30.275590551181097,30.98661417322834,31.634645669291345,32.592125984251965,33.702362204724416,34.91732283464566,36.5724409448819,38.9984251968504,41.556692913385824,42.73543307086614,43.21889763779528,43.1244094488189,42.431496062992125,41.252755905511805,39.471653543307085,37.34803149606299,34.87401574803149,32.17952755905512,30.40866141732284,30.888976377952755,31.48818897637794,32.39055118110237,33.3984251968504,34.40866141732284,35.618110236220474,36.99527559055118,38.33858267716536,39.68818897637796,41.04173228346457,42.82519685039371,45.272440944881886,48.58661417322836,51.223622047244085,52.60708661417323,53.026771653543314,52.59448818897638,51.6244094488189,50.137007874015744
35.374803149606294,36.03858267716535,37.1259842519685,38.79527559055118,40.48031496062991,40.94409448818897,40.65669291338583,39.56850393700786,38.04015748031495,35.93228346456693,32.75748031496063,33.77165354330708,35.06456692913385,37.01102362204724,38.87952755905513,39.40944881889764,39.103937007874,38.207874015748025,36.761417322834646,34.914173228346456,32.807874015748034,30.398425196850397,28.246456692913387,27.837007874015757,27.965354330708667,28.24488188976377,28.51338582677166,28.844881889763776,28.99370078740157,29.094488188976385,29.41732283464567,29.973228346456693,30.634645669291334,31.33070866141732,32.24724409448818,33.55669291338583,35.244094488188985,37.512598425196856,39.08503937007873,39.59133858267717,39.46850393700788,38.78188976377954,37.50787401574803,35.5496062992126,33.25590551181102,30.64015748031496,28.08976377952756,27.372440944881888,27.7236220472441,28.26456692913386,28.654330708661416,29.1007874015748,29.737795275590557,30.38661417322835,30.970866141732284,31.816535433070865,32.83937007874016,33.835433070866145,35.2007874015748,37.0236220472441,39.34173228346457,41.70314960629923,43.05984251968504,43.60236220472441,43.42362204724409,42.67716535433071,41.30551181102362,39.56850393700787,37.44488188976378,35.02362204724409,32.38503937007874,30.73779527559055,31.051181102362204,31.877165354330717,32.8236220472441,33.77165354330708,34.93228346456693,36.241732283464565,37.46220472440945,38.72440944881889,39.91732283464566,41.42047244094489,43.4,45.83543307086613,49.096850393700784,51.71338582677165,52.888188976377954,53.08346456692912,52.59055118110236,51.592913385826776
34.68582677165355,35.18897637795275,36.052755905511816,37.03464566929134,38.61259842519685,40.2527559055118,40.81811023622048,40.31732283464567,39.28188976377953,37.633858267716526,32.00551181102363,32.852755905511806,33.78188976377954,35.107086614173234,37.08425196850395,38.83149606299213,39.33385826771653,39.033070866141735,38.09370078740156,36.71417322834645,35.01811023622047,32.88897637795275,30.444881889763774,28.037795275590547,27.71496062992125,27.943307086614176,28.17007874015748,28.446456692913383,28.574803149606293,28.64094488188976,28.928346456692918,29.417322834645667,30.053543307086613,30.612598425196847,31.39055118110236,32.45905511811024,33.670078740157486,35.30236220472442,37.69685039370079,39.32913385826772,39.89763779527559,39.72283464566929,38.931496062992125,37.44960629921261,35.573228346456695,33.22047244094488,30.66929133858268,28.098425196850396,27.43779527559055,27.913385826771652,28.276377952755904,28.646456692913382,29.251968503937004,29.83385826771653,30.361417322834647,31.15511811023622,32.060629921259846,32.95669291338583,34.12677165354331,35.65275590551181,37.33543307086614,39.5015748031496,42.04330708661417,43.44566929133858,43.89055118110236,43.64409448818897,42.71732283464568,41.41259842519685,39.66062992125985,37.59763779527558,35.26850393700788,32.811023622047244,30.91968503937008,31.44015748031497,32.30787401574803,33.19606299212599,34.28740157480315,35.54803149606298,36.710236220472446,37.82598425196849,38.92913385826772,40.27007874015748,41.9503937007874,43.94251968503937,46.34251968503937,49.61732283464567,51.99527559055118,52.94330708661417,53.06692913385827,52.52992125984252
34.118110236220474,34.49448818897639,35.11732283464567,35.94881889763779,36.862204724409445,38.4,40.13385826771654,40.48740157480314,40.04330708661417,38.87952755905512,31.396062992125984,32.1,32.841732283464566,33.83464566929134,35.155905511811035,37.03307086614172,38.77244094488189,39.27007874015747,38.93858267716536,38.04724409448819,36.79133858267716,35.096850393700784,32.93070866141733,30.247244094488185,27.92677165354331,27.701574803149605,27.87165354330709,28.10236220472441,28.162992125984253,28.21968503937008,28.482677165354332,28.92125984251969,29.486614173228343,30.014960629921266,30.681889763779523,31.580314960629924,32.542519685039366,33.69999999999999,35.49685039370078,37.96929133858267,39.63779527559056,40.15433070866142,39.86929133858268,38.87874015748032,37.47086614173229,35.53543307086615,33.224409448818896,30.673228346456693,28.207086614173228,27.62834645669292,27.91811023622047,28.26692913385827,28.79527559055118,29.332283464566927,29.816535433070865,30.53858267716536,31.388976377952748,32.17244094488189,33.25275590551181,34.57637795275591,35.954330708661416,37.46535433070866,39.83307086614173,42.43464566929134,43.72677165354331,44.085039370078746,43.6708661417323,42.830708661417326,41.50944881889764,39.841732283464566,37.872440944881895,35.72992125984252,33.09921259842519,31.337007874015743,31.861417322834647,32.67086614173228,33.706299212598424,34.89842519685039,36.01259842519685,37.06141732283465,38.01889763779528,39.27007874015749,40.7732283464567,42.4740157480315,44.44094488188976,46.85748031496063,49.8968503937008,52.062204724409455,52.9259842519685,52.98661417322835
33.61417322834645,33.92362204724409,34.41653543307086,35.01338582677166,35.76692913385827,36.640944881889766,38.29291338582678,39.8251968503937,40.21574803149606,39.662204724409456,30.87244094488189,31.477952755905516,32.06692913385827,32.91338582677165,33.87559055118111,35.10314960629922,37.001574803149616,38.71417322834645,39.18740157480315,38.905511811023615,38.12047244094488,36.86771653543308,35.134645669291345,32.72755905511811,30.137007874015744,27.918110236220475,27.6244094488189,27.809448818897643,27.80787401574803,27.80472440944882,28.056692913385827,28.46220472440945,28.99212598425197,29.446456692913383,30.102362204724407,30.85196850393701,31.65354330708661,32.562204724409455,33.9031496062992,35.77559055118109,38.29370078740157,39.91496062992125,40.28897637795275,39.815748031496064,38.89842519685039,37.43858267716535,35.528346456692915,33.20629921259843,30.804724409448816,28.4244094488189,27.61968503937008,27.903937007874017,28.424409448818896,28.86771653543307,29.31181102362205,29.98267716535434,30.772440944881893,31.49527559055118,32.468503937007874,33.69055118110235,34.86299212598425,36.07007874015748,37.76535433070867,40.23464566929134,42.73385826771655,43.92283464566929,44.11968503937007,43.78897637795275,42.948031496063,41.70944881889763,40.13700787401575,38.35905511811024,36.0755905511811,33.5968503937008,31.789763779527554,32.218110236220475,33.18031496062992,34.32440944881889,35.359055118110234,36.35039370078741,37.23307086614174,38.34488188976377,39.75826771653544,41.27086614173228,42.96850393700788,44.92992125984252,47.12047244094487,49.98661417322835,52.04173228346457,52.825196850393695
33.15826771653543,33.437795275590545,33.848031496063,34.305511811023614,34.826771653543304,35.53622047244095,36.50787401574802,37.97165354330709,39.55511811023623,39.834645669291326,30.40236220472441,30.93543307086614,31.43858267716536,32.155118110236224,32.94488188976378,33.825196850393695,35.042519685039366,36.940157480314966,38.65196850393702,39.1732283464567,38.971653543307085,38.18897637795276,36.902362204724405,34.915748031496065,32.61102362204725,30.11968503937008,27.845669291338584,27.55826771653543,27.49370078740157,27.438582677165357,27.65275590551181,28.037007874015742,28.52992125984252,28.93937007874016,29.54330708661417,30.24015748031496,30.912598425196848,31.656692913385825,32.771653543307096,34.175590551181095,36.06141732283464,38.58661417322835,40.03543307086613,40.24960629921257,39.842519685039385,38.88661417322835,37.40551181102362,35.48897637795277,33.32283464566929,31.02992125984252,28.45433070866142,27.61023622047245,28.066929133858267,28.47165354330709,28.833858267716533,29.466929133858265,30.211811023622044,30.87322834645669,31.798425196850385,32.9,33.962204724409446,34.968503937007874,36.34409448818897,38.14094488188976,40.5724409448819,42.93464566929132,43.94566929133858,44.23070866141733,43.91574803149606,43.15826771653544,42.00551181102363,40.66535433070865,38.74881889763781,36.60157480314962,34.11968503937008,32.183464566929125,32.7251968503937,33.79606299212598,34.78740157480315,35.68346456692914,36.52204724409449,37.55905511811024,38.81259842519684,40.24645669291337,41.76377952755906,43.45905511811024,45.20708661417324,47.21574803149607,50.00472440944882,51.94330708661417
