station _1,station _10,station _11,station _12,station _13,station _14,station _15,station _16,station _17,station _18,station _19,station _2,station _20,station _21,station _22,station _23,station _24,station _25,station _3,station _4,station _5,station _6,station _7,station _8,station _9
15.22222222222222,4.777777777777779,4.833333333333335,7.722222222222221,9.055555555555554,18.88888888888889,28.000000000000004,11.055555555555555,8.555555555555555,8.777777777777777,11.833333333333332,8.166666666666668,6.166666666666667,0.8888888888888896,17.166666666666664,19.33333333333333,6.666666666666666,19.833333333333336,3.722222222222224,9.444444444444445,16.61111111111111,3.5555555555555545,12.666666666666664,10.0,-7.722222222222221
13.777777777777777,4.500000000000001,3.944444444444445,7.833333333333334,8.944444444444445,19.72222222222222,25.33333333333333,10.111111111111112,6.888888888888888,4.166666666666667,9.444444444444445,8.166666666666668,4.666666666666666,0.7222222222222207,16.72222222222222,20.11111111111111,5.1111111111111125,18.05555555555556,3.333333333333333,9.166666666666666,15.333333333333334,3.055555555555556,11.77777777777778,9.444444444444445,-7.944444444444445
12.666666666666664,4.166666666666667,3.3888888888888897,9.72222222222222,9.000000000000002,20.11111111111111,23.000000000000004,8.944444444444445,5.611111111111112,1.4444444444444453,8.055555555555555,8.22222222222222,3.722222222222224,0.3333333333333341,15.277777777777777,20.444444444444443,4.166666666666667,14.833333333333334,3.111111111111112,8.944444444444445,14.27777777777778,2.555555555555556,8.88888888888889,9.11111111111111,-8.111111111111112
11.722222222222223,3.944444444444445,2.944444444444443,11.444444444444445,9.77777777777778,20.0,21.27777777777777,8.111111111111112,4.61111111111111,-0.4444444444444448,7.277777777777779,10.0,2.944444444444443,0.4999999999999992,12.27777777777778,20.38888888888889,3.4999999999999982,13.166666666666668,2.7777777777777777,8.722222222222223,13.444444444444446,2.1666666666666656,6.61111111111111,8.722222222222223,-8.277777777777777
10.944444444444446,3.6666666666666674,2.388888888888887,13.22222222222222,11.166666666666668,19.166666666666668,20.0,7.333333333333335,3.777777777777776,-1.722222222222223,6.555555555555554,11.61111111111111,2.333333333333335,3.611111111111111,9.77777777777778,19.666666666666668,2.666666666666665,11.722222222222223,2.555555555555556,8.61111111111111,12.833333333333334,1.7777777777777792,5.1111111111111125,8.499999999999998,-7.888888888888888
10.333333333333334,3.444444444444446,3.944444444444445,14.77777777777778,12.944444444444445,17.166666666666664,18.77777777777777,6.555555555555554,2.999999999999999,-2.5,5.999999999999998,13.11111111111111,1.7777777777777792,7.388888888888887,8.444444444444446,17.055555555555557,2.000000000000001,10.444444444444445,2.444444444444444,9.77777777777778,11.944444444444445,1.4444444444444453,4.000000000000002,8.277777777777777,-5.888888888888889
9.77777777777778,3.5555555555555545,8.61111111111111,16.11111111111111,14.833333333333334,15.333333333333334,17.88888888888889,5.9444444444444455,2.2777777777777786,-2.999999999999999,5.333333333333334,14.5,1.6111111111111105,9.666666666666666,7.388888888888887,15.0,1.4444444444444453,9.611111111111107,3.3888888888888897,11.444444444444445,11.333333333333332,1.1111111111111112,3.1666666666666683,8.111111111111112,-3.888888888888889
9.388888888888888,5.166666666666665,12.555555555555555,17.27777777777778,16.666666666666668,14.222222222222223,16.88888888888889,5.277777777777778,1.7777777777777792,-3.277777777777777,4.666666666666666,15.777777777777777,1.3333333333333326,11.11111111111111,6.388888888888888,13.555555555555554,0.9999999999999984,8.666666666666668,5.666666666666668,13.277777777777777,10.72222222222222,3.1666666666666683,2.2777777777777786,8.166666666666668,-1.722222222222223
9.000000000000002,6.722222222222223,15.555555555555555,17.944444444444443,18.277777777777786,13.22222222222222,16.333333333333332,4.777777777777779,1.1111111111111112,-3.444444444444444,4.11111111111111,16.77777777777778,1.0555555555555547,11.944444444444445,5.833333333333333,12.555555555555555,0.5555555555555556,7.999999999999999,7.88888888888889,14.77777777777778,10.166666666666664,5.7222222222222205,1.6666666666666663,8.111111111111112,0.0
8.666666666666668,8.444444444444446,17.72222222222222,18.33333333333333,19.388888888888893,12.444444444444445,15.61111111111111,4.27777777777778,0.7222222222222207,-3.777777777777778,3.6666666666666674,17.444444444444443,1.1111111111111112,12.72222222222222,5.277777777777778,11.77777777777778,0.2222222222222214,7.444444444444444,9.77777777777778,15.999999999999998,9.72222222222222,7.88888888888889,1.1111111111111112,8.833333333333332,1.3333333333333326
