day 0,day 1,day 2,day 3,day 4,day 5,day 6,day 7,day 8,day 9,day 10,day 11,day 12,day 13,day 14,day 15,day 16,day 17,day 18,day 19,day 20,day 21,day 22,day 23,day 24,day 25,day 26,day 27,day 28,day 29,day 30,day 31,day 32,day 33,day 34,day 35,day 36,day 37,day 38,day 39,day 40,day 41,day 42,day 43,day 44,day 45,day 46,day 47,day 48,day 49,day 50,day 51,day 52,day 53,day 54,day 55,day 56,day 57,day 58,day 59,day 60,day 61,day 62,day 63,day 64,day 65,day 66,day 67,day 68,day 69,day 70,day 71,day 72,day 73,day 74,day 75,day 76,day 77,day 78,day 79,day 80,day 81,day 82,day 83,day 84,day 85,day 86,day 87,day 88,day 89,day 90,Median
53.05,53.7,55.1,55.7,57.7,59.3,62.25,66.65,68.25,68.05,67.4,65.7,63.5,60.45,57.25,53.45,48.650000000000006,43.55,41.95,42.3,42.5,43.1,43.75,44.3,44.7,45.3,46.25,47.25,48.2,49.7,52.25,55.7,57.5,58.05,57.85,56.95,55.3,53.05,49.7,45.0,39.75,36.3,36.0,36.4,36.65,36.8,36.75,36.9,37.150000000000006,37.65,38.05,38.650000000000006,39.6,40.4,42.55,45.55,47.9,49.05,49.05,48.0,46.05,43.35,39.85,35.0,30.700000000000003,29.3,29.15,29.2,29.200000000000003,29.200000000000003,29.0,29.0,29.15,29.45,29.55,29.95,30.8,31.45,32.5,34.95,37.7,38.75,38.05,37.15,35.45,33.349999999999994,31.0,28.35,25.0,24.0,24.5,42.5
52.4,53.0,53.45,54.85,55.45,57.25,58.650000000000006,61.85,66.35,67.75,67.45,66.7,65.05000000000001,62.65,59.85,56.75,53.1,48.3,43.1,41.75,41.95,42.35,42.9,43.55,43.9,44.35,45.0,45.75,46.6,47.85,49.15,51.900000000000006,55.4,57.0,57.650000000000006,57.55,56.5,54.85,52.8,49.45,44.650000000000006,39.35,35.849999999999994,35.75,36.25,36.35,36.400000000000006,36.5,36.7,36.75,37.25,37.75,38.3,39.25,39.95,41.9,45.05,47.35,48.8,48.85,47.7,45.75,42.95,39.3,34.4,30.3,29.0,28.9,28.85,28.65,28.65,28.6,28.55,28.65,29.0,29.25,29.8,30.75,31.25,32.150000000000006,34.55,37.4,38.35,37.9,37.0,35.25,33.45,31.05,28.3,25.200000000000003,24.05,42.35
51.45,52.3,52.75,53.150000000000006,54.6,55.2,56.7,58.150000000000006,61.55,65.8,67.05,66.75,65.95,64.25,62.0,59.25,56.35,52.7,47.85,42.8,41.45,41.75,42.150000000000006,42.650000000000006,43.25,43.5,44.0,44.55,45.35,46.0,47.3,48.85,51.400000000000006,55.0,56.6,57.25,57.2,56.2,54.55,52.55,49.0,44.150000000000006,38.85,35.55,35.6,36.05,36.150000000000006,36.0,36.2,36.35,36.5,36.95,37.3,37.8,38.8,39.5,41.400000000000006,44.5,47.0,48.6,48.650000000000006,47.6,45.3,42.5,38.75,33.95,29.9,28.7,28.55,28.45,28.3,28.2,28.15,28.1,28.4,28.8,29.2,29.65,30.5,31.0,32.0,34.1,36.95,38.150000000000006,37.8,37.0,35.2,33.5,30.85,28.25,25.0,42.5
50.85,51.150000000000006,52.0,52.35,53.1,54.2,54.95,56.2,57.8,61.1,64.9,66.25,66.1,65.15,63.5,61.4,59.2,56.150000000000006,52.25,47.3,42.25,41.25,41.5,41.85,42.4,43.05,43.2,43.7,44.25,45.0,45.55,47.0,48.55,50.85,54.6,56.25,57.0,57.150000000000006,56.0,54.4,52.25,48.7,43.75,38.6,35.3,35.45,35.6,35.650000000000006,35.7,35.85,36.05,36.2,36.45,36.900000000000006,37.65,38.2,39.0,40.95,44.2,46.650000000000006,48.4,48.3,47.2,44.75,41.95,38.35,33.650000000000006,29.65,28.3,28.0,28.0,27.8,27.65,27.700000000000003,27.75,28.15,28.7,29.05,29.5,30.25,30.700000000000003,31.95,33.75,36.7,38.05,37.55,36.9,35.2,33.5,30.8,28.3,42.25
49.85,50.55,50.95,51.5,52.35,52.75,53.75,54.85,55.85,57.4,60.400000000000006,64.05,65.5,65.4,64.4,62.9,60.9,58.95,55.85,52.05,47.05,41.9,41.05,41.4,41.6,42.15,42.75,43.05,43.55,44.0,44.55,45.150000000000006,46.6,48.150000000000006,50.5,54.25,55.85,56.8,56.9,55.75,54.150000000000006,51.75,48.35,43.4,38.35,35.1,35.3,35.3,35.3,35.4,35.55,35.650000000000006,35.9,36.1,36.6,37.1,37.7,38.5,40.45,43.95,46.4,48.05,47.7,46.55,44.1,41.45,37.75,33.2,29.05,27.75,27.75,27.55,27.45,27.4,27.4,27.6,28.0,28.5,28.950000000000003,29.3,30.0,30.4,31.85,33.55,36.7,37.85,37.7,36.7,35.15,33.4,30.8,42.15
48.95,49.6,50.25,50.6,51.3,51.85,52.4,53.25,54.45,55.6,56.8,59.5,62.95,64.55,64.7,63.75,62.4,60.650000000000006,58.75,55.6,51.75,46.7,41.55,40.9,41.1,41.45,41.9,42.35,42.85,43.15,43.65,44.1,44.75,46.1,47.75,50.15,53.7,55.75,56.55,56.7,55.650000000000006,53.75,51.25,48.0,43.05,37.9,34.95,35.0,34.9,34.95,35.1,35.25,35.349999999999994,35.4,35.849999999999994,36.1,36.6,37.3,37.95,40.15,43.7,46.35,47.4,47.2,45.95,43.75,40.95,37.05,32.9,28.4,27.450000000000003,27.15,27.05,27.1,26.95,27.25,27.5,27.85,28.5,28.85,29.05,29.55,29.95,31.7,33.650000000000006,36.6,37.5,37.55,36.55,35.15,33.25,42.35
48.6,48.7,49.400000000000006,49.95,50.3,50.95,51.4,52.0,52.8,54.1,55.1,56.2,58.5,62.05,63.9,64.05000000000001,63.2,62.1,60.25,58.45,55.4,51.5,46.4,41.1,40.75,41.05,41.2,41.7,42.150000000000006,42.45,42.85,43.35,43.650000000000006,44.55,45.7,47.4,49.75,53.2,55.5,56.4,56.3,55.4,53.3,51.1,47.6,42.6,37.6,34.650000000000006,34.6,34.65,34.650000000000006,34.7,35.05,35.0,35.2,35.5,35.8,36.25,36.9,37.55,39.8,43.6,45.9,46.7,46.55,45.55,43.2,40.2,36.3,32.349999999999994,27.9,27.0,26.8,26.75,26.55,26.85,27.05,27.4,27.8,28.4,28.700000000000003,28.8,29.15,29.85,31.6,33.55,36.45,37.4,37.5,36.55,34.9,42.45
51.45,48.35,48.5,49.1,49.55,49.900000000000006,50.35,51.1,51.7,52.5,53.650000000000006,54.55,55.55,57.65,61.45,63.3,63.45,62.95,61.7,60.2,58.25,55.2,51.25,46.05,40.9,40.65,40.85,41.0,41.55,41.8,42.15,42.45,42.9,43.3,44.3,45.35,47.0,49.400000000000006,52.8,55.35,56.2,55.900000000000006,54.95,53.05,50.75,47.0,42.05,37.150000000000006,34.3,34.349999999999994,34.3,34.349999999999994,34.45,34.650000000000006,34.5,34.75,35.150000000000006,35.4,35.8,36.45,37.25,39.55,43.05,45.45,46.2,46.1,44.95,42.4,39.400000000000006,35.5,32.0,27.5,26.65,26.45,26.2,26.5,26.75,26.9,27.3,27.8,28.25,28.2,28.55,28.95,30.0,31.450000000000003,33.45,36.3,37.35,37.3,36.35,42.15
55.5,51.05,48.05,48.15,48.8,49.25,49.45,50.05,50.7,51.45,52.2,53.1,53.95,54.8,57.15,60.9,62.75,62.95,62.55,61.400000000000006,59.95,58.150000000000006,54.85,50.95,45.650000000000006,40.75,40.5,40.6,40.650000000000006,41.2,41.4,41.9,42.05,42.5,42.900000000000006,43.9,44.85,46.650000000000006,48.95,52.5,55.1,56.0,55.5,54.75,52.7,50.25,46.400000000000006,41.55,36.65,34.0,34.1,34.1,34.25,34.150000000000006,34.05,34.1,34.349999999999994,34.8,34.9,35.4,36.2,36.95,39.1,42.650000000000006,45.0,45.9,45.65,44.15,41.55,38.55,34.8,31.450000000000003,27.05,26.2,26.0,26.200000000000003,26.4,26.6,26.95,27.4,27.7,27.8,27.700000000000003,28.35,28.85,30.0,31.200000000000003,33.5,36.25,37.1,36.9,41.9
59.4,55.2,50.6,47.65,47.900000000000006,48.35,48.75,49.1,49.8,50.4,51.0,51.650000000000006,52.35,53.25,54.4,56.5,60.400000000000006,62.25,62.55,62.150000000000006,61.55,59.7,57.75,54.6,50.65,45.4,40.55,40.1,40.150000000000006,40.3,40.85,41.0,41.45,41.7,42.15,42.6,43.35,44.55,46.45,48.650000000000006,52.1,54.75,55.55,55.3,54.2,52.3,49.650000000000006,46.05,41.15,36.3,33.75,33.849999999999994,33.9,33.95,33.9,33.65,33.7,33.95,34.400000000000006,34.45,35.150000000000006,36.05,36.5,38.7,42.150000000000006,44.5,45.5,45.0,43.3,40.8,38.150000000000006,34.55,31.05,26.65,25.75,25.95,26.05,26.35,26.7,26.95,27.35,27.25,27.4,27.6,28.35,29.05,30.1,31.05,33.2,35.900000000000006,36.75,41.7
