Cluster 0,Cluster 1
45.56399999999999,25.62436194895591
44.96657142857143,25.23897911832947
44.44428571428571,24.90788863109049
43.97028571428572,24.608352668213456
43.52914285714286,24.32853828306264
43.13514285714287,24.071461716937353
42.804857142857145,23.871461716937358
42.54514285714286,23.693735498839906
43.286857142857144,23.864269141531324
46.470285714285716,25.71322505800464
49.71942857142857,28.065661252900235
52.476285714285716,30.162645011600926
54.57028571428571,31.84524361948956
56.06485714285714,33.07424593967518
56.997142857142855,33.79141531322505
57.304571428571435,33.89419953596288
56.79,33.16403712296984
54.83428571428571,31.29048723897912
51.972571428571435,29.56171693735499
50.00228571428571,28.430858468677496
48.72828571428572,27.647331786542924
47.72542857142857,27.00046403712297
46.88085714285715,26.459628770301624
46.162,25.98352668213457
45.528285714285715,25.58051044083527
44.92914285714286,25.194199535962877
44.39857142857143,24.858932714617172
43.928,24.55754060324826
43.482,24.27447795823666
43.09571428571429,24.01809744779582
42.75942857142857,23.82088167053364
42.503142857142855,23.63874709976798
43.245999999999995,23.809048723897913
46.44085714285714,25.65893271461717
49.703428571428574,28.02273781902552
52.47942857142858,30.137587006960555
54.57228571428572,31.83735498839907
56.08,33.078422273781904
57.02142857142857,33.80208816705336
57.33857142857143,33.917633410672856
56.84257142857143,33.19907192575406
54.90914285714286,31.33410672853828
52.047999999999995,29.582830626450114
50.06371428571428,28.431786542923433
48.79028571428571,27.643155452436197
47.780857142857144,26.989095127610206
46.93314285714286,26.447099767981435
46.21142857142857,25.973781902552204
45.572857142857146,25.569837587006962
44.976,25.180046403712304
44.441428571428574,24.846867749419953
43.972,24.54663573085847
43.524,24.264037122969835
43.13828571428572,24.013225058004643
42.81085714285714,23.817169373549884
42.55285714285714,23.640603248259858
43.28742857142857,23.812296983758696
46.488857142857135,25.680974477958237
49.74257142857143,28.054988399071927
52.522285714285715,30.18631090487239
54.622285714285724,31.904408352668213
56.13085714285715,33.14988399071925
57.082571428571434,33.893503480278426
57.40542857142857,34.02529002320186
56.91885714285715,33.3169373549884
55.016571428571424,31.467285382830624
52.15800000000001,29.693039443155453
50.168000000000006,28.536658932714616
48.88885714285715,27.745243619489553
47.87742857142857,27.08955916473318
47.036857142857144,26.54547563805104
46.317142857142855,26.07795823665893
45.67628571428572,25.67308584686775
45.082,25.279814385150807
44.54571428571428,24.94709976798144
44.070571428571434,24.645475638051046
43.62942857142857,24.35939675174014
43.24657142857143,24.109512761020884
42.91885714285714,23.90974477958237
42.664,23.735498839907194
43.39485714285715,23.907656612529003
46.60628571428572,25.77285382830626
49.87542857142858,28.152436194895593
52.65828571428572,30.28027842227378
54.76628571428571,31.992575406032486
56.287142857142854,33.24083526682134
57.24942857142857,33.97610208816705
57.57914285714286,34.106496519721574
57.112285714285726,33.3953596287703
55.22342857142857,31.561252900232017
52.35742857142858,29.77935034802784
50.348,28.623201856148498
49.06057142857143,27.82691415313225
48.04257142857142,27.17470997679814
47.20514285714285,26.63410672853828
46.478,26.154060324825984
45.83857142857143,25.747331786542926
45.23085714285715,25.35127610208817
44.68714285714286,25.016009280742463
44.198,24.710904872389786
43.74485714285714,24.422273781902554
43.35171428571428,24.163573085846867
43.023428571428575,23.956380510440837
42.756571428571434,23.774245939675172
43.481142857142856,23.93573085846868
