Cluster 0,Cluster 1,Cluster 2
84.93795293790032,64.89243171318473,49.428556214479855
85.61679894179895,65.15084264759108,49.01261996540647
86.08122639933165,65.29307551467926,48.79320681986656
86.36025090504039,65.15188286389474,48.398268594020266
86.90079782790309,65.02532732962892,48.153264640474426
87.29114898357003,65.18661003597964,48.26988386459105
87.84406042884989,65.36844968171852,48.370475166790214
88.32730047340574,65.40230205871707,48.76825969854213
90.44377638540797,66.16893721658043,53.5551388682975
91.94949624060149,68.0642138766473,61.937204595997045
88.96387190197716,70.39121521790041,66.89678972078082
83.53974074074075,72.09424261778544,69.3177756362738
77.95914118629908,72.33362351237997,68.72586310847542
72.35042717905877,71.4769232079368,66.65900098838645
67.50902701197437,70.35538374741863,63.99884161106993
63.27903675856307,69.60016265355219,61.58243686681493
60.56113617376775,68.21747141853484,58.84323498888067
61.63494541910331,64.80399033446169,54.08912478379046
63.441257588415496,62.38739413680782,50.30147096614777
65.16806154274576,62.42503225394392,48.506648134420566
67.92266360345309,62.52336420344468,47.34632493204843
69.59711389585074,62.68196227459496,46.57148949839387
71.35603007518796,62.735087820144344,46.06568816407216
72.57821915900864,63.19006727555299,45.742407956510995
73.20572542467279,63.240411317621515,45.120914751667904
74.32802116402117,63.65152498350046,44.999551025450955
75.19631439710386,64.06656000510954,45.02712330121077
75.91557226399331,64.18031934597944,44.94643143068941
76.74270258980785,64.45114304570905,44.94932048430937
77.43690364800892,64.85270826680292,45.26800098838646
78.27274881648565,65.2280407059675,45.61683790462071
79.04651740462268,65.64713780843499,46.21739065974796
81.07811445279866,66.61369334270081,51.171259451445515
82.53522584238374,68.46115390347235,59.49518112181863
79.37493984962406,70.89644695663281,64.33292241166295
73.86596519075465,72.62397628323859,66.60302619224116
68.14478306878307,72.80143365055034,65.91919817148505
62.484945697577274,71.9250754720998,63.78608104768965
57.6862589807853,70.79073513444466,61.20594069681245
53.72401030353662,69.9946002852824,59.012408697800836
51.28142829295461,68.94969321496242,56.532362737830496
52.81552241715399,65.84130804113177,52.3780533728688
55.40125898078531,63.69570479657661,49.126084012849034
57.56806571985519,64.0410110493709,47.755054361255254
60.63657365636314,64.39300185220668,47.049189028910305
62.74724728487886,64.75832258201869,46.58501037805783
64.811447786132,65.09961337846757,46.32531455399061
66.48636842105262,65.70033446168914,46.22447541388683
67.57595238095237,65.86923569862255,45.88386508524833
69.01002199944305,66.4291701262481,45.978943167778596
70.32306321358952,67.08373868982989,46.12811415863602
71.47264411027568,67.41721189670221,46.226837904620716
72.7401172375383,67.88630708309381,46.40538991845812
73.81557894736841,68.45181899469885,46.884013590313806
75.07618602060707,68.85712822805561,47.423799110452194
76.11150793650793,69.31169125630707,48.23565900667161
78.5813492063492,70.57231930339996,53.322197183098595
80.1751701475912,72.53725639224203,61.4226019273536
76.98715566694514,75.03628792233506,66.08982382011365
71.34016151489836,76.7749494368866,68.15178206078576
65.51425368977999,76.85695216197229,67.46597356066223
59.77394597605125,75.8962298013668,65.2374850506548
54.99123363965468,74.85464648400078,62.570620706696324
51.07720996936786,74.15262289497774,60.299974054855454
49.010532999164596,73.19476634519171,58.05574796145294
50.980141743247025,70.0748129697047,54.419476896466506
