station _1,station _10,station _11,station _12,station _13,station _14,station _15,station _16,station _17,station _18,station _19,station _2,station _20,station _21,station _22,station _23,station _24,station _25,station _26,station _27,station _28,station _29,station _3,station _30,station _31,station _32,station _33,station _34,station _35,station _36,station _37,station _38,station _39,station _4,station _40,station _41,station _42,station _43,station _44,station _45,station _5,station _6,station _7,station _8,station _9
25.944444444444446,6.722222222222223,14.444444444444445,2.1111111111111094,16.88888888888889,14.833333333333334,18.722222222222225,15.666666666666668,16.222222222222225,10.0,23.94444444444444,24.5,11.38888888888889,12.611111111111112,18.38888888888889,19.05555555555556,13.61111111111111,18.666666666666664,10.611111111111112,23.5,8.944444444444445,15.111111111111112,18.22222222222222,21.666666666666668,19.05555555555556,6.388888888888888,15.499999999999998,12.72222222222222,24.27777777777778,19.666666666666668,13.777777777777777,19.0,16.944444444444443,6.944444444444445,10.666666666666668,10.72222222222222,28.833333333333336,17.0,12.833333333333334,17.61111111111111,19.61111111111111,7.166666666666666,8.277777777777777,18.88888888888889,2.999999999999999
25.27777777777778,6.500000000000002,14.11111111111111,1.6111111111111105,15.22222222222222,14.944444444444445,16.333333333333332,15.333333333333334,16.11111111111111,9.444444444444445,21.666666666666668,24.611111111111107,11.166666666666668,12.333333333333334,19.388888888888893,17.666666666666664,13.055555555555555,17.944444444444443,10.333333333333334,21.5,8.499999999999998,14.444444444444445,17.61111111111111,22.722222222222225,17.5,5.999999999999998,14.611111111111107,12.27777777777778,24.5,18.111111111111107,17.333333333333336,18.277777777777786,16.5,6.444444444444445,10.333333333333334,10.388888888888893,28.72222222222222,15.72222222222222,12.388888888888888,16.333333333333332,17.555555555555557,6.888888888888888,7.944444444444443,18.5,2.6111111111111125
24.444444444444443,6.166666666666667,13.88888888888889,1.277777777777776,13.944444444444445,15.38888888888889,13.944444444444445,15.055555555555555,15.999999999999998,9.333333333333332,18.000000000000004,24.22222222222221,11.055555555555555,12.055555555555555,20.33333333333333,16.61111111111111,12.5,17.27777777777778,10.055555555555555,18.88888888888889,8.22222222222222,13.833333333333332,17.444444444444443,23.444444444444446,16.5,5.666666666666668,13.833333333333332,11.944444444444445,24.33333333333333,16.72222222222222,20.444444444444443,17.77777777777778,16.222222222222225,5.777777777777777,10.055555555555555,10.111111111111112,28.000000000000004,13.88888888888889,11.888888888888888,15.61111111111111,16.166666666666668,6.500000000000002,7.611111111111112,16.88888888888889,2.1111111111111094
23.666666666666664,6.166666666666667,13.61111111111111,1.3333333333333326,12.833333333333334,17.22222222222222,12.111111111111107,14.888888888888888,15.833333333333332,9.333333333333332,16.11111111111111,22.83333333333333,10.999999999999998,11.77777777777778,21.11111111111111,15.666666666666668,12.0,16.5,9.72222222222222,17.444444444444443,8.055555555555555,13.277777777777777,19.388888888888893,23.722222222222225,15.61111111111111,5.333333333333334,13.11111111111111,11.555555555555554,23.722222222222225,15.444444444444445,23.05555555555556,17.27777777777778,15.999999999999998,5.222222222222221,10.111111111111112,10.0,26.27777777777777,12.666666666666664,11.38888888888889,14.77777777777778,14.888888888888888,6.333333333333332,7.333333333333335,13.777777777777777,1.6666666666666665
23.05555555555556,6.222222222222223,13.38888888888889,7.277777777777779,11.833333333333332,19.05555555555556,11.055555555555555,14.77777777777778,15.833333333333332,12.555555555555555,15.0,19.55555555555556,13.11111111111111,11.555555555555554,21.44444444444444,14.611111111111107,11.722222222222223,15.999999999999998,9.611111111111107,16.11111111111111,7.777777777777778,12.833333333333334,23.22222222222222,23.33333333333333,14.77777777777778,5.0,12.5,11.222222222222223,22.444444444444446,14.388888888888888,24.944444444444446,16.88888888888889,15.666666666666668,5.777777777777777,12.0,10.111111111111112,23.000000000000004,11.944444444444445,11.055555555555555,14.27777777777778,13.833333333333332,7.055555555555557,7.166666666666666,11.722222222222223,1.3333333333333326
22.166666666666668,9.888888888888888,13.777777777777777,11.77777777777778,11.11111111111111,20.666666666666668,10.111111111111112,15.166666666666664,16.11111111111111,16.166666666666668,14.27777777777778,17.77777777777778,14.72222222222222,11.77777777777778,21.05555555555556,13.777777777777777,11.333333333333332,15.499999999999998,9.555555555555555,15.055555555555555,7.666666666666665,12.388888888888888,26.22222222222222,21.44444444444444,13.88888888888889,5.277777777777778,11.833333333333332,11.77777777777778,20.777777777777786,13.499999999999998,26.38888888888889,16.444444444444446,16.333333333333332,9.555555555555555,14.333333333333332,12.666666666666664,20.611111111111107,11.500000000000002,11.38888888888889,13.722222222222223,12.944444444444445,9.888888888888888,7.000000000000001,10.111111111111112,3.3888888888888897
21.38888888888889,12.999999999999998,15.777777777777777,14.833333333333334,10.555555555555555,21.666666666666668,9.222222222222223,16.88888888888889,17.27777777777778,19.111111111111114,13.944444444444445,16.944444444444443,15.666666666666668,13.61111111111111,20.05555555555556,12.999999999999998,11.833333333333332,15.055555555555555,12.5,14.222222222222223,7.666666666666665,11.888888888888888,28.38888888888889,18.94444444444444,13.22222222222222,7.722222222222221,11.277777777777777,14.222222222222223,20.11111111111111,12.777777777777777,27.27777777777777,16.11111111111111,19.166666666666668,13.277777777777777,16.444444444444446,15.666666666666668,18.833333333333336,11.38888888888889,14.388888888888888,13.11111111111111,12.22222222222222,12.111111111111107,7.055555555555557,8.777777777777777,5.9444444444444455
20.444444444444443,15.777777777777777,18.22222222222222,16.833333333333332,10.166666666666664,21.72222222222221,8.499999999999998,18.666666666666664,18.33333333333333,20.83333333333333,13.499999999999998,16.222222222222225,16.5,15.88888888888889,18.722222222222225,12.555555555555555,15.055555555555555,16.444444444444446,15.61111111111111,13.499999999999998,8.38888888888889,11.666666666666666,30.0,16.88888888888889,12.555555555555555,9.72222222222222,10.72222222222222,16.5,19.444444444444443,12.22222222222222,27.83333333333333,15.72222222222222,22.38888888888889,16.333333333333332,18.22222222222222,18.61111111111111,17.333333333333336,11.222222222222223,17.22222222222222,12.666666666666664,11.77777777777778,13.88888888888889,8.555555555555555,7.666666666666665,8.833333333333332
20.0,17.83333333333333,20.500000000000004,18.38888888888889,9.77777777777778,21.44444444444444,7.777777777777778,20.33333333333333,18.88888888888889,21.888888888888893,12.944444444444445,15.555555555555555,17.333333333333336,18.444444444444446,17.27777777777778,11.944444444444445,17.83333333333333,19.388888888888893,18.277777777777786,12.777777777777777,10.166666666666664,13.166666666666668,31.166666666666664,15.555555555555555,11.944444444444445,11.500000000000002,10.333333333333334,18.05555555555556,18.77777777777777,11.666666666666666,27.944444444444443,15.38888888888889,24.611111111111107,18.722222222222225,19.666666666666668,21.05555555555556,15.88888888888889,11.055555555555555,19.55555555555556,12.055555555555555,10.999999999999998,15.499999999999998,10.111111111111112,6.833333333333331,11.444444444444445
23.88888888888889,19.166666666666668,22.05555555555556,19.388888888888893,9.333333333333332,21.0,7.388888888888887,21.333333333333336,19.33333333333333,22.55555555555556,12.333333333333334,14.944444444444445,18.33333333333333,20.88888888888889,16.666666666666668,11.61111111111111,20.27777777777778,21.77777777777778,20.33333333333333,12.333333333333334,11.944444444444445,15.555555555555555,32.0,14.444444444444445,11.38888888888889,13.38888888888889,11.11111111111111,19.388888888888893,18.22222222222222,11.11111111111111,27.5,15.111111111111112,25.944444444444446,20.38888888888889,20.72222222222222,22.38888888888889,14.555555555555555,10.72222222222222,21.72222222222221,11.500000000000002,10.611111111111112,16.833333333333332,11.722222222222223,5.999999999999998,13.38888888888889
