station _1,station _10,station _11,station _12,station _13,station _14,station _15,station _16,station _17,station _18,station _19,station _2,station _20,station _21,station _22,station _23,station _24,station _25,station _26,station _27,station _28,station _29,station _3,station _30,station _31,station _32,station _33,station _34,station _35,station _36,station _37,station _38,station _39,station _4,station _40,station _41,station _42,station _43,station _44,station _45,station _5,station _6,station _7,station _8,station _9
10.22222222222222,5.9444444444444455,10.88888888888889,1.0555555555555547,7.333333333333335,12.111111111111107,7.777777777777778,18.22222222222222,12.22222222222222,12.555555555555555,15.61111111111111,9.333333333333332,9.5,8.38888888888889,11.166666666666668,8.333333333333334,14.833333333333334,10.833333333333334,6.888888888888888,8.333333333333334,13.11111111111111,4.61111111111111,8.277777777777777,7.000000000000001,4.555555555555557,1.3888888888888888,8.499999999999998,9.166666666666666,9.166666666666666,4.833333333333335,5.611111111111112,11.61111111111111,11.055555555555555,6.888888888888888,10.72222222222222,7.555555555555556,14.055555555555554,7.722222222222221,8.777777777777777,8.833333333333332,10.333333333333334,2.388888888888887,6.77777777777778,5.999999999999998,10.833333333333334
9.666666666666666,5.611111111111112,10.444444444444445,0.5555555555555556,6.888888888888888,11.722222222222223,7.222222222222222,17.88888888888889,12.166666666666666,12.0,15.277777777777777,8.777777777777777,9.222222222222223,8.111111111111112,11.888888888888888,7.944444444444443,13.499999999999998,10.444444444444445,6.722222222222223,7.833333333333334,14.055555555555554,4.27777777777778,7.944444444444443,6.61111111111111,4.166666666666667,0.944444444444446,7.999999999999999,8.777777777777777,8.666666666666668,4.666666666666666,5.0,11.333333333333332,10.777777777777777,6.333333333333332,10.22222222222222,7.444444444444444,15.38888888888889,7.555555555555556,8.277777777777777,7.388888888888887,9.888888888888888,2.1666666666666656,8.22222222222222,5.277777777777778,9.388888888888888
9.000000000000002,5.38888888888889,10.22222222222222,0.1111111111111126,6.500000000000002,11.38888888888889,6.722222222222223,17.5,12.055555555555555,11.61111111111111,13.944444444444445,8.333333333333334,9.000000000000002,7.833333333333334,12.555555555555555,7.611111111111112,12.444444444444445,9.833333333333334,6.666666666666666,7.666666666666665,14.555555555555555,3.944444444444445,7.722222222222221,6.444444444444445,3.777777777777776,0.7222222222222207,7.5,8.38888888888889,8.22222222222222,7.555555555555556,4.166666666666667,11.166666666666668,10.72222222222222,5.666666666666668,9.666666666666666,7.111111111111109,15.88888888888889,8.499999999999998,7.88888888888889,6.61111111111111,9.555555555555555,1.9444444444444444,9.611111111111107,4.61111111111111,8.277777777777777
8.499999999999998,5.166666666666665,9.944444444444445,0.777777777777777,6.166666666666667,11.055555555555555,6.222222222222223,16.61111111111111,12.0,11.277777777777777,11.444444444444445,7.88888888888889,8.777777777777777,7.555555555555556,13.277777777777777,7.333333333333335,11.333333333333332,9.388888888888888,7.333333333333335,7.5,14.833333333333334,3.5555555555555545,7.333333333333335,7.166666666666666,3.444444444444446,0.4999999999999992,7.055555555555557,7.999999999999999,7.88888888888889,10.055555555555555,3.722222222222224,10.999999999999998,10.666666666666668,5.166666666666665,9.333333333333332,7.055555555555557,15.277777777777777,11.222222222222223,7.722222222222221,5.9444444444444455,9.166666666666666,1.722222222222223,10.72222222222222,4.000000000000002,7.3888888888888875
8.111111111111112,5.1111111111111125,9.72222222222222,5.555555555555555,5.888888888888889,11.11111111111111,5.777777777777777,15.72222222222222,11.944444444444445,12.388888888888888,9.833333333333334,7.722222222222221,8.666666666666668,7.444444444444444,13.944444444444445,7.388888888888887,10.499999999999998,9.000000000000002,10.944444444444446,7.333333333333335,14.444444444444445,3.277777777777777,7.111111111111109,9.444444444444445,3.1666666666666683,0.166666666666665,6.666666666666666,7.666666666666665,7.5,11.944444444444445,3.277777777777777,12.388888888888888,11.833333333333332,4.61111111111111,8.944444444444445,7.611111111111112,13.722222222222223,13.722222222222223,7.388888888888887,5.333333333333334,8.833333333333332,1.888888888888888,11.444444444444445,3.4999999999999982,6.722222222222223
8.111111111111112,8.38888888888889,9.555555555555555,9.222222222222223,7.999999999999999,11.500000000000002,5.277777777777778,15.22222222222222,12.166666666666666,16.333333333333332,9.11111111111111,7.611111111111112,8.61111111111111,7.999999999999999,14.555555555555555,9.833333333333334,9.77777777777778,8.722222222222223,13.722222222222223,7.388888888888887,13.166666666666668,2.999999999999999,9.27777777777778,11.666666666666666,2.7777777777777777,0.3333333333333341,6.833333333333331,7.277777777777779,7.166666666666666,13.722222222222223,3.055555555555556,14.77777777777778,14.944444444444445,5.38888888888889,8.61111111111111,10.555555555555555,11.444444444444445,15.777777777777777,7.388888888888887,4.833333333333335,8.61111111111111,4.27777777777778,11.888888888888888,3.4999999999999982,5.999999999999998
12.555555555555555,11.38888888888889,10.611111111111112,11.77777777777778,10.72222222222222,12.388888888888888,6.166666666666667,14.72222222222222,13.38888888888889,19.61111111111111,8.555555555555555,10.72222222222222,9.388888888888888,9.77777777777778,14.888888888888888,11.944444444444445,9.27777777777778,8.38888888888889,15.833333333333332,9.055555555555554,12.055555555555555,2.722222222222221,13.055555555555555,13.277777777777777,2.7777777777777777,2.055555555555557,9.5,7.166666666666666,6.833333333333331,15.333333333333334,6.166666666666667,16.77777777777778,17.388888888888886,8.666666666666668,8.722222222222223,13.499999999999998,10.055555555555555,16.555555555555554,9.27777777777778,4.388888888888888,9.27777777777778,6.277777777777776,12.0,7.444444444444444,5.333333333333334
16.666666666666668,14.11111111111111,13.166666666666668,13.555555555555554,13.166666666666668,14.444444444444445,9.72222222222222,14.166666666666666,14.166666666666666,21.72222222222221,8.22222222222222,13.22222222222222,11.277777777777777,11.666666666666666,14.888888888888888,13.833333333333332,8.833333333333332,8.499999999999998,17.333333333333336,10.944444444444446,11.500000000000002,3.055555555555556,16.333333333333332,14.611111111111107,4.222222222222223,3.777777777777776,11.833333333333332,9.000000000000002,7.722222222222221,16.555555555555554,9.222222222222223,18.277777777777786,18.88888888888889,11.666666666666666,10.611111111111112,15.72222222222222,9.055555555555554,16.61111111111111,11.222222222222223,3.888888888888889,12.333333333333334,7.944444444444443,11.722222222222223,11.166666666666668,4.777777777777779
19.166666666666668,16.222222222222225,15.72222222222222,14.888888888888888,15.22222222222222,16.333333333333332,12.22222222222222,13.61111111111111,14.944444444444445,23.22222222222222,7.944444444444443,15.22222222222222,12.166666666666666,13.61111111111111,14.000000000000002,15.333333333333334,8.444444444444446,10.611111111111112,18.111111111111107,12.88888888888889,10.88888888888889,4.555555555555557,18.33333333333333,15.61111111111111,5.777777777777777,5.38888888888889,14.000000000000002,10.999999999999998,9.27777777777778,17.555555555555557,12.055555555555555,18.94444444444444,19.944444444444446,14.11111111111111,12.611111111111112,17.5,8.277777777777777,16.444444444444446,12.88888888888889,3.4999999999999982,14.944444444444445,9.388888888888888,10.833333333333334,14.166666666666666,4.2777777777777795
21.0,17.61111111111111,17.72222222222222,15.944444444444446,16.77777777777778,17.72222222222222,14.27777777777778,13.166666666666668,15.555555555555555,24.27777777777778,7.611111111111112,16.88888888888889,12.88888888888889,15.333333333333334,13.055555555555555,16.444444444444446,8.055555555555555,12.666666666666664,17.944444444444443,14.72222222222222,10.277777777777777,6.277777777777776,19.55555555555556,16.222222222222225,7.166666666666666,6.888888888888888,15.777777777777777,12.611111111111112,10.833333333333334,17.944444444444443,14.27777777777778,19.22222222222221,20.55555555555556,15.944444444444446,14.388888888888888,18.38888888888889,7.333333333333335,15.944444444444446,14.27777777777778,2.999999999999999,17.22222222222222,10.611111111111112,9.611111111111107,16.166666666666668,3.8333333333333326
