station _1,station _10,station _11,station _12,station _13,station _14,station _15,station _16,station _17,station _18,station _19,station _2,station _20,station _3,station _4,station _5,station _6,station _7,station _8,station _9
26.55555555555556,32.0,34.111111111111114,20.38888888888889,23.55555555555556,28.166666666666668,33.833333333333336,34.77777777777777,37.27777777777777,27.333333333333336,35.833333333333336,23.33333333333333,29.0,40.61111111111111,31.5,24.72222222222222,32.05555555555556,21.888888888888893,29.77777777777777,38.833333333333336
30.33333333333333,30.55555555555556,34.166666666666664,19.666666666666668,22.944444444444443,29.833333333333336,32.83333333333333,33.44444444444444,35.833333333333336,26.333333333333336,33.888888888888886,25.88888888888889,27.88888888888889,39.22222222222222,30.38888888888889,24.944444444444446,30.944444444444446,21.44444444444444,31.555555555555557,39.0
33.166666666666664,29.444444444444443,33.888888888888886,19.166666666666668,22.55555555555556,31.83333333333333,31.72222222222221,32.27777777777777,34.38888888888889,25.500000000000004,31.38888888888889,28.94444444444444,27.0,36.61111111111112,28.33333333333333,27.111111111111107,29.88888888888889,21.11111111111111,33.05555555555556,38.888888888888886
35.111111111111114,28.38888888888889,33.388888888888886,18.722222222222225,22.55555555555556,33.666666666666664,30.611111111111107,31.333333333333336,33.11111111111111,24.33333333333333,29.611111111111107,31.666666666666664,26.166666666666664,34.44444444444444,28.33333333333333,29.111111111111114,28.88888888888889,21.77777777777778,34.33333333333333,38.5
36.77777777777778,27.22222222222222,32.333333333333336,20.83333333333333,24.22222222222221,35.27777777777778,29.5,30.38888888888889,31.888888888888893,23.38888888888889,28.27777777777778,33.55555555555556,25.38888888888889,32.83333333333333,27.27777777777777,30.55555555555556,27.88888888888889,24.33333333333333,35.38888888888889,37.666666666666664
38.22222222222222,26.27777777777777,30.77777777777778,23.722222222222225,26.22222222222222,36.5,28.666666666666664,29.5,30.72222222222222,22.38888888888889,27.166666666666668,35.111111111111114,24.88888888888889,31.5,26.333333333333336,31.83333333333333,27.22222222222222,26.77777777777778,36.11111111111111,36.166666666666664
39.38888888888889,25.666666666666668,29.55555555555556,26.44444444444444,28.05555555555556,37.333333333333336,28.22222222222222,28.666666666666664,29.611111111111107,22.444444444444446,26.11111111111111,36.333333333333336,26.55555555555556,30.55555555555556,25.38888888888889,32.94444444444444,26.944444444444443,28.88888888888889,36.61111111111112,34.77777777777777
40.33333333333333,27.5,28.55555555555556,28.833333333333336,29.611111111111107,37.88888888888889,29.27777777777778,27.88888888888889,28.61111111111111,25.500000000000004,24.944444444444446,37.22222222222222,29.0,29.833333333333336,24.666666666666668,33.77777777777778,28.5,30.27777777777778,36.88888888888889,33.77777777777778
40.833333333333336,30.166666666666664,27.61111111111111,30.83333333333333,30.944444444444446,37.94444444444444,31.0,27.444444444444446,27.666666666666664,28.22222222222222,23.88888888888889,37.72222222222222,31.55555555555556,29.166666666666664,22.55555555555556,34.49999999999999,30.500000000000004,31.55555555555556,36.77777777777778,32.666666666666664
40.94444444444444,32.44444444444445,26.666666666666664,32.333333333333336,32.05555555555556,37.66666666666666,33.0,26.72222222222221,26.888888888888893,30.72222222222222,22.77777777777778,37.88888888888889,33.833333333333336,28.61111111111111,24.5,35.0,32.44444444444445,32.55555555555555,36.05555555555556,31.611111111111114
