Cluster 0,Cluster 1,Cluster 2
37.37181208053691,23.27678018575851,51.778260869565216
36.80838926174496,22.922600619195048,51.207453416149065
36.31308724832215,22.628482972136222,50.69875776397515
35.85872483221477,22.3594427244582,50.25341614906832
35.42818791946309,22.108668730650155,49.851552795031054
35.05671140939597,21.878018575851396,49.46335403726708
34.752684563758386,21.69566563467492,49.14472049689441
34.5003355704698,21.529721362229104,48.91055900621118
35.002684563758386,21.69287925696594,49.72857142857143
37.84194630872483,23.423529411764704,52.87763975155279
40.91342281879195,25.677708978328177,56.037267080745345
43.583557046979855,27.689783281733742,58.67142857142857
45.66342281879195,29.29721362229102,60.65962732919255
47.18087248322148,30.458823529411767,62.06583850931677
48.14731543624161,31.10959752321981,62.92422360248447
48.46946308724832,31.153869969040244,63.188819875776396
47.92919463087247,30.36377708978328,62.70683229813665
45.86174496644295,28.500619195046443,61.01055900621118
43.28288590604026,26.90990712074304,58.13229813664596
41.52885906040269,25.879876160990715,56.14099378881988
40.359731543624164,25.156037151702787,54.89627329192546
39.43087248322148,24.56130030959752,53.90310559006212
38.64261744966443,24.061300309597524,53.08757763975156
37.96073825503356,23.623839009287927,52.396273291925475
37.354026845637584,23.25572755417957,51.807453416149066
36.79161073825503,22.90092879256966,51.22981366459627
36.294295302013424,22.597832817337462,50.71366459627329
35.84228187919463,22.328173374613,50.26770186335404
35.40771812080537,22.073684210526313,49.86149068322981
35.04161073825503,21.840866873065018,49.486335403726706
34.736912751677856,21.662848297213625,49.154658385093164
34.49026845637584,21.489473684210527,48.92049689440993
34.99295302013423,21.654489164086687,49.7360248447205
37.83657718120805,23.38606811145511,52.902484472049686
40.92181208053692,25.65232198142415,56.07204968944099
43.60369127516778,27.686377708978323,58.72981366459627
45.68691275167785,29.31207430340557,60.71863354037268
47.21577181208053,30.486996904024764,62.13788819875777
48.18489932885905,31.14798761609907,63.00807453416149
48.51812080536913,31.20557275541796,63.28074534161491
47.98859060402685,30.429411764705886,62.82236024844719
45.942953020134226,28.57554179566564,61.13850931677018
43.355704697986575,26.959752321981423,58.267080745341616
41.590268456375846,25.90835913312694,56.255279503105584
40.414093959731545,25.18297213622291,55.01428571428571
39.48422818791946,24.57894736842105,54.00807453416149
38.69362416107383,24.078328173374615,53.18819875776397
38.01140939597316,23.644891640866874,52.49068322981366
37.40402684563759,23.275851393188855,51.89192546583851
36.839597315436244,22.918266253869966,51.31925465838509
36.33791946308725,22.61950464396285,50.79937888198758
35.89127516778524,22.346749226006192,50.35527950310559
35.457382550335566,22.091331269349844,49.94658385093168
35.09429530201342,21.86377708978328,49.57142857142857
34.79194630872483,21.688235294117646,49.252795031055896
34.548322147651,21.521671826625386,49.01055900621118
35.047986577181206,21.688235294117646,49.81428571428572
37.88825503355705,23.442724458204335,53.0055900621118
40.95469798657718,25.725077399380808,56.1857142857143
43.63187919463087,27.78266253869969,58.857142857142854
45.72449664429531,29.427863777089787,60.85403726708075
47.258053691275165,30.606811145510836,62.27018633540373
48.238255033557046,31.290402476780184,63.150310559006215
48.58187919463088,31.36377708978328,63.42795031055901
48.06342281879194,30.595665634674923,62.98074534161491
46.0510067114094,28.75541795665635,61.316770186335404
43.46510067114094,27.113312693498454,58.43975155279502
41.7010067114094,26.057585139318885,56.40745341614906
40.52986577181208,25.324148606811146,55.15341614906833
39.59563758389262,24.72105263157895,54.14472049689441
38.81476510067114,24.216099071207434,53.32546583850932
38.13926174496644,23.785448916408672,52.62981366459627
37.53456375838926,23.41733746130031,52.01677018633541
36.977852348993295,23.05263157894737,51.44037267080745
36.48053691275168,22.749845201238386,50.91801242236024
36.03221476510067,22.478018575851394,50.459006211180125
35.61409395973154,22.21362229102167,50.04472049689441
35.258389261744966,21.98297213622291,49.67080745341615
34.960738255033554,21.7984520123839,49.350931677018636
34.723489932885904,21.632198142414865,49.10931677018634
35.21946308724832,21.796284829721365,49.91801242236025
38.062416107382546,23.541176470588233,53.136024844720495
41.131879194630876,25.82941176470589,56.347204968944084
43.80805369127516,27.88080495356037,59.03043478260871
45.89697986577181,29.519814241486067,61.04844720496894
47.436241610738264,30.69969040247678,62.486335403726706
48.4241610738255,31.373065015479877,63.37329192546583
48.76510067114094,31.44736842105263,63.66521739130435
48.258053691275165,30.679256965944273,63.23229813664597
46.26812080536913,28.852321981424147,61.57080745341616
43.685906040268456,27.19969040247678,58.671428571428564
41.912080536912754,26.145820433436526,56.61180124223603
40.74295302013423,25.405572755417957,55.33664596273292
39.81375838926174,24.80371517027864,54.311180124223604
39.03825503355705,24.30340557275542,53.4888198757764
38.361073825503354,23.857585139318886,52.77701863354037
37.75503355704698,23.487306501547987,52.16894409937888
37.19362416107383,23.11764705882353,51.57453416149068
36.68825503355705,22.81486068111455,51.04409937888199
36.23187919463087,22.538390092879254,50.5695652173913
35.80268456375839,22.273065015479876,50.14472049689441
35.43489932885905,22.032817337461303,49.76645962732919
35.13187919463087,21.840557275541794,49.45093167701864
34.88489932885906,21.66749226006192,49.19378881987577
35.36409395973154,21.824148606811143,50.006211180124225
38.1741610738255,23.555727554179565,53.26894409937888
41.2244966442953,25.827244582043345,56.521118012422356
43.89228187919463,27.86037151702787,59.229192546583846
45.96946308724832,29.499071207430337,61.265217391304354
47.50234899328859,30.667801857585143,62.70931677018634
