station _1,station _10,station _11,station _12,station _13,station _14,station _15,station _16,station _17,station _18,station _19,station _2,station _20,station _3,station _4,station _5,station _6,station _7,station _8,station _9
30.500000000000004,36.0,35.27777777777778,34.111111111111114,27.88888888888889,23.55555555555556,25.83333333333333,34.77777777777777,24.111111111111114,38.72222222222222,35.05555555555555,37.55555555555555,26.44444444444444,39.27777777777778,29.611111111111107,34.72222222222222,37.55555555555555,22.61111111111111,29.55555555555556,23.666666666666664
33.166666666666664,34.888888888888886,34.22222222222222,34.166666666666664,30.166666666666664,22.944444444444443,25.222222222222225,34.0,23.38888888888889,38.61111111111111,36.22222222222222,38.5,29.166666666666664,36.61111111111112,31.0,33.55555555555556,37.94444444444444,22.38888888888889,28.166666666666668,24.055555555555554
35.111111111111114,33.22222222222222,33.333333333333336,33.888888888888886,32.05555555555556,22.55555555555556,24.55555555555556,33.0,22.83333333333333,38.27777777777778,37.16666666666667,38.888888888888886,31.83333333333333,34.38888888888889,32.22222222222222,32.388888888888886,38.22222222222222,22.5,26.83333333333333,26.833333333333332
36.77777777777778,31.83333333333333,32.16666666666667,33.388888888888886,33.55555555555556,22.55555555555556,24.833333333333336,31.888888888888893,22.666666666666664,37.55555555555555,37.5,39.11111111111112,33.77777777777778,32.77777777777778,33.333333333333336,31.333333333333336,37.88888888888889,24.33333333333333,25.88888888888889,29.111111111111114
38.27777777777778,30.83333333333333,31.27777777777777,32.333333333333336,34.61111111111111,24.22222222222221,27.22222222222222,30.83333333333333,25.83333333333333,36.22222222222222,37.388888888888886,38.833333333333336,35.27777777777778,31.44444444444444,34.22222222222222,30.33333333333333,36.99999999999999,26.166666666666664,25.11111111111111,30.999999999999996
39.44444444444444,29.72222222222222,30.444444444444443,30.77777777777778,35.166666666666664,26.22222222222222,29.05555555555556,29.77777777777777,29.111111111111114,34.888888888888886,36.44444444444444,37.88888888888889,36.333333333333336,30.500000000000004,35.0,29.27777777777778,35.44444444444444,28.000000000000004,24.388888888888893,32.55555555555555
40.33333333333333,28.666666666666664,29.611111111111107,29.55555555555556,35.44444444444444,28.05555555555556,31.27777777777777,28.88888888888889,31.944444444444443,33.72222222222222,35.166666666666664,35.833333333333336,37.22222222222222,29.77777777777777,35.44444444444444,28.33333333333333,33.666666666666664,29.55555555555556,23.833333333333336,33.94444444444444
40.888888888888886,27.77777777777778,28.88888888888889,28.55555555555556,35.111111111111114,29.611111111111107,33.166666666666664,28.444444444444446,33.833333333333336,32.44444444444445,33.666666666666664,33.72222222222222,37.55555555555555,29.05555555555556,35.666666666666664,27.722222222222225,32.333333333333336,30.77777777777778,24.0,35.0
41.0,27.0,28.22222222222222,27.61111111111111,34.27777777777778,30.944444444444446,34.833333333333336,29.5,35.33333333333333,31.38888888888889,31.944444444444443,32.22222222222222,37.66666666666666,28.5,35.5,27.38888888888889,31.166666666666664,31.666666666666664,26.77777777777778,35.666666666666664
40.833333333333336,26.333333333333336,27.722222222222225,26.666666666666664,32.22222222222222,32.05555555555556,36.05555555555556,31.22222222222222,36.388888888888886,30.33333333333333,30.500000000000004,30.944444444444446,37.27777777777777,27.88888888888889,34.77777777777777,28.88888888888889,30.166666666666664,32.5,29.33333333333333,36.166666666666664
40.05555555555555,25.77777777777778,27.83333333333333,25.944444444444446,30.11111111111111,32.94444444444444,36.99999999999999,33.166666666666664,37.11111111111111,29.388888888888893,29.5,29.72222222222222,36.11111111111111,27.333333333333336,33.55555555555556,30.77777777777778,29.33333333333333,32.72222222222222,31.38888888888889,36.388888888888886
37.61111111111112,25.222222222222225,30.0,25.38888888888889,28.72222222222222,33.388888888888886,37.55555555555555,35.05555555555555,37.66666666666666,28.5,28.55555555555556,28.94444444444444,34.33333333333333,26.944444444444443,32.16666666666667,32.72222222222222,28.61111111111111,32.611111111111114,33.0,36.27777777777778
34.38888888888889,24.611111111111107,31.888888888888893,24.77777777777777,27.27777777777777,33.55555555555556,37.61111111111112,36.72222222222222,37.72222222222222,27.722222222222225,27.61111111111111,28.22222222222222,33.0,28.22222222222222,30.77777777777778,34.33333333333333,28.000000000000004,32.05555555555556,34.61111111111111,35.44444444444444
33.94444444444444,24.666666666666668,33.833333333333336,24.166666666666664,25.944444444444446,33.388888888888886,37.333333333333336,38.27777777777778,37.388888888888886,26.944444444444443,26.888888888888893,27.444444444444446,31.83333333333333,30.38888888888889,29.77777777777777,35.77777777777778,27.38888888888889,31.05555555555556,35.833333333333336,33.72222222222222
33.333333333333336,26.55555555555556,35.55555555555556,23.666666666666664,24.944444444444446,32.77777777777778,36.55555555555555,39.44444444444444,36.22222222222222,26.38888888888889,26.166666666666664,26.888888888888893,30.611111111111107,32.44444444444445,28.88888888888889,37.05555555555556,26.944444444444443,29.05555555555556,36.99999999999999,31.888888888888893
32.666666666666664,28.88888888888889,37.11111111111111,23.277777777777786,23.94444444444444,31.55555555555556,34.61111111111111,40.38888888888889,33.5,26.83333333333333,25.500000000000004,26.166666666666664,29.388888888888893,34.44444444444444,28.166666666666668,38.27777777777778,26.55555555555556,27.666666666666664,37.83333333333333,30.27777777777778
31.77777777777778,30.944444444444446,38.27777777777778,22.88888888888889,23.166666666666668,30.444444444444443,32.77777777777778,41.05555555555556,31.55555555555556,29.05555555555556,24.944444444444446,25.55555555555556,28.33333333333333,36.27777777777778,27.444444444444446,39.16666666666666,26.166666666666664,26.77777777777778,38.22222222222222,29.111111111111114
31.05555555555556,32.55555555555555,39.33333333333333,23.277777777777786,22.333333333333336,29.166666666666664,31.72222222222221,41.22222222222222,30.05555555555555,31.166666666666664,24.166666666666664,25.11111111111111,27.38888888888889,37.72222222222222,26.77777777777778,39.77777777777777,26.44444444444444,26.0,38.333333333333336,28.333333333333332
30.27777777777778,33.888888888888886,39.833333333333336,25.05555555555555,21.666666666666668,28.000000000000004,30.88888888888889,41.22222222222222,28.833333333333336,32.88888888888889,24.05555555555556,25.0,26.55555555555556,39.05555555555555,26.22222222222222,40.16666666666666,28.166666666666668,25.222222222222225,37.88888888888889,27.61111111111111
29.22222222222221,34.94444444444445,40.05555555555555,27.22222222222222,21.0,27.0,30.05555555555555,40.833333333333336,27.77777777777778,34.55555555555556,26.166666666666664,27.38888888888889,25.77777777777778,40.11111111111112,25.944444444444446,40.22222222222222,30.27777777777778,24.611111111111107,37.11111111111111,27.055555555555557
