station _1,station _10,station _11,station _12,station _13,station _14,station _15,station _16,station _17,station _18,station _19,station _2,station _20,station _3,station _4,station _5,station _6,station _7,station _8,station _9
9.000000000000002,12.111111111111107,9.5,6.111111111111111,7.333333333333335,8.833333333333332,10.88888888888889,10.944444444444446,10.499999999999998,8.38888888888889,9.055555555555554,8.277777777777777,10.666666666666668,11.38888888888889,9.833333333333334,10.666666666666668,12.666666666666664,19.666666666666668,10.0,12.777777777777777
8.555555555555555,11.61111111111111,9.055555555555554,5.9444444444444455,6.888888888888888,8.499999999999998,10.444444444444445,10.611111111111112,10.055555555555555,7.944444444444443,8.38888888888889,7.944444444444443,10.555555555555555,11.11111111111111,9.388888888888888,10.166666666666664,12.166666666666666,20.38888888888889,9.666666666666666,12.111111111111109
8.055555555555555,11.166666666666668,9.166666666666666,5.777777777777777,6.500000000000002,8.166666666666668,10.111111111111112,10.277777777777777,9.72222222222222,7.611111111111112,7.722222222222221,7.722222222222221,10.499999999999998,11.222222222222223,9.11111111111111,9.72222222222222,11.77777777777778,20.777777777777786,9.333333333333332,11.38888888888889
8.055555555555555,10.611111111111112,11.666666666666666,5.9444444444444455,6.166666666666667,7.944444444444443,9.72222222222222,10.666666666666668,9.11111111111111,7.277777777777779,7.111111111111109,7.333333333333335,11.722222222222223,13.61111111111111,8.722222222222223,9.388888888888888,11.444444444444445,20.500000000000004,9.11111111111111,10.88888888888889
12.5,10.055555555555555,14.333333333333332,8.499999999999998,5.888888888888889,7.999999999999999,9.5,12.72222222222222,9.000000000000002,7.166666666666666,6.666666666666666,7.111111111111109,14.833333333333334,16.222222222222225,8.444444444444446,9.11111111111111,11.055555555555555,19.166666666666668,8.944444444444445,10.222222222222221
16.61111111111111,9.611111111111107,16.555555555555554,11.277777777777777,7.999999999999999,9.611111111111107,9.166666666666666,14.888888888888888,12.388888888888888,9.000000000000002,6.388888888888888,9.27777777777778,17.333333333333336,18.444444444444446,8.277777777777777,9.72222222222222,10.72222222222222,16.77777777777778,11.444444444444445,9.888888888888888
19.166666666666668,10.166666666666664,18.5,13.88888888888889,10.72222222222222,11.555555555555554,9.000000000000002,16.88888888888889,16.11111111111111,10.999999999999998,9.27777777777778,13.055555555555555,18.88888888888889,20.27777777777778,8.22222222222222,12.22222222222222,10.444444444444445,15.277777777777777,14.666666666666666,11.944444444444445
21.0,12.444444444444445,20.166666666666664,15.88888888888889,13.166666666666668,13.055555555555555,11.166666666666668,18.5,18.88888888888889,12.666666666666664,12.5,16.333333333333332,19.88888888888889,21.55555555555556,10.555555555555555,14.444444444444445,10.333333333333334,14.333333333333332,17.11111111111111,15.277777777777777
22.333333333333336,14.666666666666666,21.44444444444444,17.388888888888886,15.22222222222222,14.333333333333332,12.999999999999998,19.833333333333336,20.777777777777786,13.944444444444445,15.111111111111112,18.33333333333333,20.55555555555556,22.444444444444446,12.999999999999998,16.38888888888889,12.055555555555555,13.555555555555554,18.88888888888889,17.61111111111111
23.166666666666668,16.666666666666668,22.22222222222222,18.33333333333333,16.77777777777778,15.38888888888889,14.611111111111107,20.777777777777786,22.0,15.0,17.11111111111111,19.55555555555556,20.83333333333333,23.05555555555556,14.666666666666666,17.83333333333333,14.11111111111111,12.777777777777777,20.38888888888889,19.499999999999996
23.55555555555556,18.166666666666668,22.55555555555556,18.77777777777777,17.77777777777778,16.222222222222225,16.11111111111111,21.38888888888889,22.77777777777778,15.88888888888889,18.77777777777777,20.38888888888889,20.88888888888889,23.33333333333333,15.999999999999998,18.94444444444444,15.999999999999998,12.055555555555555,21.611111111111114,21.222222222222225
23.722222222222225,19.22222222222221,22.38888888888889,18.77777777777777,18.5,16.88888888888889,17.333333333333336,21.666666666666668,23.277777777777786,16.444444444444446,20.222222222222225,21.0,20.444444444444443,23.111111111111107,17.0,19.72222222222222,17.72222222222222,11.500000000000002,22.38888888888889,22.555555555555554
23.22222222222222,20.05555555555556,21.333333333333336,18.000000000000004,18.833333333333336,17.27777777777778,18.277777777777786,21.5,23.38888888888889,16.88888888888889,21.166666666666664,21.11111111111111,18.722222222222225,21.83333333333333,17.77777777777778,20.222222222222225,18.94444444444444,11.11111111111111,22.666666666666664,23.444444444444446
21.55555555555556,20.666666666666668,18.88888888888889,15.944444444444446,18.61111111111111,17.11111111111111,19.0,20.777777777777786,23.111111111111107,16.833333333333332,21.83333333333333,20.611111111111107,17.27777777777778,19.666666666666668,18.33333333333333,20.444444444444443,20.0,10.72222222222222,22.722222222222225,24.222222222222218
17.22222222222222,21.05555555555556,17.22222222222222,14.166666666666666,17.5,16.444444444444446,19.166666666666668,19.55555555555556,21.72222222222221,16.11111111111111,21.888888888888893,19.05555555555556,16.055555555555554,18.05555555555556,18.5,20.38888888888889,20.72222222222222,10.388888888888893,22.22222222222222,24.499999999999996
15.166666666666664,21.05555555555556,15.88888888888889,12.777777777777777,14.888888888888888,15.38888888888889,18.722222222222225,18.05555555555556,18.77777777777777,14.77777777777778,21.44444444444444,16.222222222222225,14.944444444444445,16.666666666666668,18.22222222222222,19.61111111111111,20.944444444444446,9.944444444444445,21.05555555555556,24.388888888888893
14.11111111111111,20.500000000000004,14.888888888888888,11.38888888888889,13.38888888888889,14.388888888888888,17.11111111111111,16.88888888888889,17.0,13.555555555555554,20.11111111111111,14.5,14.166666666666666,15.61111111111111,16.72222222222222,17.944444444444443,20.55555555555556,9.611111111111107,18.94444444444444,23.666666666666664
13.22222222222222,19.05555555555556,14.166666666666666,10.277777777777777,12.0,13.166666666666668,15.499999999999998,15.999999999999998,15.444444444444445,12.333333333333334,17.388888888888886,13.22222222222222,13.555555555555554,14.77777777777778,14.833333333333334,16.5,19.166666666666668,9.27777777777778,17.444444444444443,21.38888888888889
12.611111111111112,17.166666666666664,13.333333333333332,9.444444444444445,10.999999999999998,12.27777777777778,14.611111111111107,15.0,14.27777777777778,11.38888888888889,15.499999999999998,11.77777777777778,13.055555555555555,13.944444444444445,13.277777777777777,15.444444444444445,17.11111111111111,9.444444444444445,16.055555555555554,19.166666666666668
12.0,15.999999999999998,12.72222222222222,8.666666666666668,10.0,11.61111111111111,13.88888888888889,14.11111111111111,13.61111111111111,10.777777777777777,14.388888888888888,10.833333333333334,12.5,13.38888888888889,12.27777777777778,14.444444444444445,15.88888888888889,11.38888888888889,14.611111111111107,17.444444444444443
11.38888888888889,15.055555555555555,12.0,7.944444444444443,9.27777777777778,10.88888888888889,13.22222222222222,13.38888888888889,12.833333333333334,10.22222222222222,13.22222222222222,10.22222222222222,12.111111111111107,12.777777777777777,11.722222222222223,13.444444444444446,15.0,13.444444444444446,13.166666666666668,16.222222222222225
10.944444444444446,13.944444444444445,11.333333333333332,7.388888888888887,8.61111111111111,10.333333333333334,12.72222222222222,12.777777777777777,12.22222222222222,9.611111111111107,12.111111111111107,9.5,11.722222222222223,12.444444444444445,11.277777777777777,12.5,14.166666666666666,15.333333333333334,12.055555555555555,15.333333333333334
10.22222222222222,13.22222222222222,10.777777777777777,6.944444444444445,8.22222222222222,9.833333333333334,12.055555555555555,12.111111111111107,11.555555555555554,9.11111111111111,11.166666666666668,9.055555555555554,11.277777777777777,12.055555555555555,10.72222222222222,11.77777777777778,13.61111111111111,17.11111111111111,11.333333333333332,14.5
9.666666666666666,12.72222222222222,10.111111111111112,6.61111111111111,7.833333333333334,9.27777777777778,11.61111111111111,11.555555555555554,10.944444444444446,8.722222222222223,10.277777777777777,8.777777777777777,11.055555555555555,11.61111111111111,10.277777777777777,11.11111111111111,13.11111111111111,18.5,10.72222222222222,13.722222222222223
9.000000000000002,12.166666666666666,9.666666666666666,6.277777777777776,7.277777777777779,8.777777777777777,10.999999999999998,11.11111111111111,10.499999999999998,8.277777777777777,9.166666666666666,8.38888888888889,10.777777777777777,11.444444444444445,9.888888888888888,10.666666666666668,12.611111111111112,19.55555555555556,10.166666666666664,12.944444444444443
