,0
0,0
1,2
2,4
3,2
4,2
5,2
6,2
7,4
8,1
9,1
10,4
11,4
12,4
13,1
14,1
15,0
16,1
17,4
18,1
19,4
20,1
21,4
22,1
23,1
24,1
25,4
26,1
27,1
28,3
29,1
30,4
31,4
32,1
33,3
34,4
35,4
36,1
37,1
38,4
39,4
40,1
41,0
42,1
43,4
44,4
45,2
46,1
47,2
48,1
49,4
50,2
51,4
52,4
53,1
54,1
55,1
56,2
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,4
65,0
66,1
67,2
68,2
69,1
70,0
71,1
72,1
73,1
74,2
75,1
76,2
77,1
78,4
79,2
80,1
81,1
82,4
83,1
84,1
85,2
86,0
87,2
88,1
89,1
90,3
91,2
92,4
93,4
94,3
95,2
96,4
97,2
98,4
99,2
100,2
101,2
102,2
103,2
104,2
105,2
106,2
107,2
108,2
109,2
110,2
111,2
112,4
113,2
114,4
115,0
116,0
117,0
118,1
119,0
120,0
121,0
122,0
123,1
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,1
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,1
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,1
166,0
167,0
168,0
169,1
170,4
171,2
172,1
173,1
174,1
175,4
176,4
177,4
178,4
179,4
180,4
181,1
182,2
183,1
184,4
185,2
186,1
187,1
188,1
189,4
190,4
191,1
192,4
193,1
194,4
195,2
196,4
197,0
198,1
199,1
200,4
201,1
202,1
203,1
204,1
205,4
206,2
207,0
208,1
209,1
210,4
211,1
212,4
213,1
214,4
215,1
216,1
217,4
218,1
219,1
220,1
221,1
222,1
223,4
224,1
225,1
226,1
227,4
228,1
229,0
230,1
231,1
232,1
233,1
234,1
235,1
236,2
237,1
238,2
239,1
240,1
241,1
242,1
243,1
244,1
245,1
246,1
247,1
248,1
249,1
250,1
251,1
252,1
253,1
254,1
255,2
256,1
257,1
258,1
259,0
260,1
261,1
262,1
263,3
264,1
265,1
266,1
267,2
268,2
269,3
270,2
271,2
272,2
273,2
274,2
275,2
276,2
277,4
278,4
279,4
280,2
281,4
282,2
283,2
284,2
285,2
286,4
287,2
288,2
289,2
290,4
291,4
292,4
293,2
294,3
295,2
296,4
297,2
298,2
299,4
300,2
301,2
302,4
303,4
304,2
305,4
306,4
307,2
308,2
309,2
310,2
311,2
312,2
313,2
314,2
315,2
316,2
317,2
318,2
319,2
320,2
321,3
322,2
323,2
324,2
325,2
326,2
327,2
328,2
329,2
330,2
331,2
332,2
333,2
334,2
335,2
336,2
337,2
338,2
339,2
340,2
341,2
342,2
343,2
344,2
345,2
346,2
347,2
348,2
349,3
350,2
351,2
352,3
353,2
354,2
355,2
356,2
357,2
358,2
359,2
360,2
361,2
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,1
373,1
374,2
375,1
376,1
377,1
378,2
379,1
380,2
381,1
382,2
383,2
384,3
385,1
386,2
387,3
388,2
389,2
390,3
391,2
392,2
393,4
394,4
395,3
396,1
397,1
398,1
399,1
400,4
401,4
402,4
403,1
404,1
405,4
406,1
407,3
408,2
409,1
410,2
411,1
412,2
413,1
414,4
415,1
416,4
417,2
418,1
419,4
420,1
421,2
422,4
423,4
424,1
425,4
426,4
427,1
428,4
429,4
430,3
431,4
432,1
433,4
434,4
435,4
436,1
437,4
438,4
439,3
440,4
441,4
442,4
443,4
444,4
445,2
446,2
447,2
448,2
449,2
450,2
451,4
452,2
453,2
454,2
455,2
456,2
457,4
458,2
459,2
460,2
461,2
462,2
463,3
464,4
465,2
466,3
467,2
468,2
469,2
470,3
471,3
472,3
473,2
474,3
475,3
476,3
477,4
478,2
479,3
480,2
481,4
482,3
483,3
484,2
485,2
486,2
487,4
488,4
489,3
490,3
491,3
492,4
493,4
494,4
495,3
496,3
497,4
498,4
499,4
500,3
501,3
502,2
503,3
504,4
505,1
506,3
507,3
508,3
509,3
510,3
511,2
512,3
513,3
514,3
515,3
516,3
517,3
518,3
519,3
520,3
521,3
522,3
523,3
524,3
525,4
526,1
527,1
528,4
529,2
530,4
531,1
532,4
533,4
534,4
535,1
536,1
537,0
538,1
539,4
540,0
541,1
542,4
543,4
544,0
545,2
546,4
547,4
548,1
549,1
550,4
551,1
552,1
553,1
554,2
555,1
556,1
557,1
558,2
559,1
560,1
561,1
562,1
563,0
564,1
565,1
566,1
567,1
568,0
569,0
570,1
571,1
572,1
573,4
574,1
575,1
576,1
577,4
578,2
579,4
580,4
581,4
582,4
583,4
584,4
585,2
586,3
587,4
588,4
589,4
590,4
591,4
592,2
593,4
594,2
595,4
596,4
597,0
598,0
599,0
600,3
601,3
602,3
603,3
604,4
605,1
606,3
607,2
608,4
609,2
610,3
611,2
612,3
613,3
614,4
615,1
616,4
617,1
618,1
619,1
620,4
621,4
622,4
623,3
624,1
625,4
626,1
627,1
628,4
629,4
630,1
631,4
632,1
633,4
634,3
635,3
636,1
637,4
638,1
639,1
640,4
641,4
642,1
643,4
644,1
645,2
646,1
647,4
648,1
649,4
650,2
651,1
652,4
653,1
654,1
655,4
656,4
657,4
658,4
659,1
660,1
661,4
662,1
663,1
664,1
665,1
666,4
667,4
668,4
669,2
670,2
671,4
672,2
673,2
674,1
675,2
676,4
677,1
678,0
679,1
680,1
681,1
682,1
683,0
684,2
685,1
686,1
687,1
688,1
689,1
690,1
691,1
692,1
693,1
694,2
695,2
696,1
697,2
698,2
699,2
700,2
701,2
702,2
703,2
704,4
705,2
706,2
707,2
708,2
709,3
710,2
711,2
712,2
713,2
714,2
715,3
716,3
717,4
718,2
719,4
720,3
721,3
722,4
723,4
724,4
725,3
726,3
727,3
728,3
729,4
730,4
731,2
732,2
733,2
734,2
735,2
736,4
737,2
738,4
739,4
740,4
741,2
742,3
743,2
744,2
745,2
746,2
747,2
748,4
749,2
750,2
751,2
752,2
753,2
754,2
755,2
756,2
757,2
758,2
759,2
760,2
761,2
762,2
763,2
764,2
765,2
766,2
767,2
768,2
769,2
770,2
771,2
772,2
773,2
774,2
775,2
776,2
777,2
778,4
