Cluster 0,Cluster 1,Cluster 2
34.93553719008265,22.996180555555554,47.27857142857143
34.46818181818182,22.603125,46.69166666666666
34.051239669421484,22.275347222222223,46.17896825396826
33.66528925619835,21.981250000000003,45.71904761904762
33.30330578512397,21.710069444444443,45.28928571428571
32.99462809917355,21.45138888888889,44.8984126984127
32.76157024793388,21.239930555555556,44.56706349206349
32.55289256198347,21.06736111111111,44.30396825396825
33.0095041322314,21.23611111111111,44.99841269841269
35.55289256198347,22.977777777777778,48.153174603174605
38.28347107438016,25.32222222222222,51.39166666666667
40.62396694214876,27.449652777777775,54.13214285714285
42.45661157024794,29.17013888888889,56.19603174603175
43.77892561983471,30.42604166666667,57.67261904761905
44.57520661157025,31.155902777777776,58.59920634920635
44.752479338842974,31.263541666666665,58.91269841269841
44.089669421487606,30.51319444444444,58.447222222222216
42.040909090909096,28.645486111111115,56.63253968253968
39.941735537190084,26.898611111111116,53.717460317460315
38.553305785123975,25.760416666666668,51.68492063492064
37.5305785123967,25.00798611111111,50.42142857142857
36.70661157024793,24.38645833333333,49.427777777777784
36.033884297520665,23.859027777777776,48.58253968253968
35.440909090909095,23.389236111111114,47.880158730158726
34.90413223140496,23.00243055555556,47.27222222222222
34.444628099173556,22.607986111111114,46.67539682539683
34.02892561983471,22.26840277777778,46.156349206349205
33.64876033057851,21.970833333333335,45.69642857142857
33.2896694214876,21.688541666666666,45.264285714285705
32.98429752066115,21.429166666666664,44.882936507936506
32.756611570247934,21.219444444444445,44.54087301587302
32.55289256198347,21.03541666666667,44.28333333333333
33.014049586776856,21.203472222222224,44.97539682539682
35.56404958677686,22.946180555555557,48.14007936507936
38.31446280991736,25.298263888888886,51.38888888888889
40.66983471074379,27.447569444444444,54.14722222222222
42.51694214876033,29.18333333333333,56.20753968253968
43.84628099173553,30.456249999999997,57.69682539682539
44.65,31.192708333333332,58.63253968253969
44.83842975206611,31.31319444444445,58.95595238095238
44.195454545454545,30.571180555555557,58.50753968253969
42.16570247933884,28.70729166666667,56.715873015873015
40.05619834710743,26.936458333333334,53.80039682539683
38.6504132231405,25.778125,51.75357142857142
37.62148760330578,25.022222222222222,50.492063492063494
36.80206611570247,24.391666666666666,49.48293650793651
36.12438016528925,23.860763888888886,48.64007936507936
35.53099173553719,23.39548611111111,47.93373015873016
34.99297520661157,23.007986111111116,47.31944444444444
34.52685950413223,22.61284722222222,46.72698412698413
34.10909090909091,22.272916666666667,46.208333333333336
33.727685950413225,21.978125000000002,45.75
33.3702479338843,21.694791666666667,45.31547619047619
33.06363636363636,21.444791666666667,44.93492063492064
32.832644628099175,21.23888888888889,44.60595238095238
32.63140495867769,21.0625,44.34444444444444
33.088016528925614,21.232291666666665,45.029761904761905
35.647933884297515,22.994444444444444,48.20396825396825
38.3896694214876,25.36423611111111,51.44603174603175
40.75247933884297,27.53159722222222,54.20992063492063
42.60867768595041,29.288541666666667,56.27857142857143
43.94462809917356,30.56423611111111,57.76706349206349
44.750826446280996,31.328472222222224,58.717063492063495
44.95,31.466666666666665,59.04563492063492
44.315702479338846,30.734027777777776,58.608730158730154
42.3103305785124,28.891666666666666,56.83849206349207
40.191322314049586,27.094097222222224,53.92698412698413
38.78305785123967,25.93402777777778,51.86746031746031
37.76157024793388,25.171527777777776,50.59365079365079
36.934710743801645,24.539583333333333,49.58769841269841
36.25867768595041,24.01111111111111,48.7468253968254
35.67272727272727,23.554166666666664,48.03650793650794
35.131818181818176,23.169791666666665,47.416666666666664
34.66859504132231,22.771180555555553,46.82301587301587
34.24710743801653,22.434722222222224,46.30238095238096
33.861157024793386,22.143402777777776,45.83412698412698
33.50826446280992,21.85347222222222,45.406349206349205
33.20165289256198,21.605555555555554,45.02896825396825
32.97520661157025,21.38993055555556,44.699999999999996
32.777272727272724,21.21597222222222,44.44087301587302
33.236363636363635,21.382986111111112,45.122619047619054
35.792561983471074,23.13888888888889,48.31547619047619
38.53140495867768,25.51215277777778,51.58730158730159
40.88305785123967,27.677083333333336,54.36309523809524
42.73264462809917,29.42534722222222,56.44920634920635
44.07231404958678,30.69895833333333,57.958333333333336
44.88181818181819,31.45347222222223,58.916666666666664
45.0809917355372,31.58784722222222,59.25674603174603
44.45578512396694,30.85104166666666,58.83849206349206
42.47107438016529,29.02152777777778,57.07896825396825
40.369008264462806,27.20763888888889,54.14642857142857
38.9706611570248,26.03923611111111,52.060317460317464
37.95950413223141,25.26145833333333,50.77420634920635
37.14462809917355,24.630208333333332,49.75277777777778
36.48429752066116,24.09652777777778,48.91309523809524
35.9,23.62013888888889,48.19166666666666
35.37148760330579,23.225347222222222,47.570634920634916
34.90826446280992,22.81875,46.962698412698415
34.48884297520661,22.477777777777774,46.43055555555556
34.107851239669415,22.175694444444446,45.94444444444444
33.74876033057851,21.883680555555557,45.50396825396825
33.43429752066116,21.622569444444444,45.119841269841274
33.20165289256198,21.4,44.79126984126984
32.998347107438015,21.21631944444444,44.518253968253966
33.445867768595036,21.370486111111113,45.19880952380952
35.97892561983471,23.10451388888889,48.41150793650794
38.7,25.459027777777777,51.703968253968256
41.04504132231405,27.599305555555556,54.4968253968254
42.89008264462809,29.340972222222224,56.592063492063495
44.22396694214876,30.600347222222226,58.10515873015873
45.03553719008264,31.35138888888889,59.067857142857136
45.237190082644624,31.488888888888887,59.409126984126985
44.61942148760331,30.76944444444444,58.99563492063493
42.65578512396694,28.95069444444444,57.236111111111114
40.53471074380166,27.122569444444444,54.275396825396825
39.12520661157024,25.95173611111111,52.15912698412698
38.10702479338843,25.167708333333334,50.84920634920635
37.28181818181818,24.523263888888888,49.82301587301587
36.60082644628099,23.988194444444446,48.961111111111116
36.0198347107438,23.509375,48.2281746031746
35.47685950413223,23.110069444444445,47.57738095238095
35.00371900826446,22.709722222222222,46.970238095238095
34.578099173553724,22.367361111111112,46.426587301587304
34.18471074380166,22.063194444444445,45.932142857142864
33.81942148760331,21.76979166666667,45.47738095238095
33.49462809917355,21.500694444444445,45.08253968253969
33.25454545454546,21.280208333333334,44.73650793650794
33.039256198347104,21.098958333333332,44.459920634920636
33.47644628099173,21.259375000000002,45.137698412698406
36.01280991735537,23.010069444444444,48.358730158730154
38.733471074380155,25.376388888888886,51.65992063492063
41.07685950413223,27.54618055555555,54.46031746031746
42.93512396694214,29.30868055555556,56.55992063492064
44.27809917355371,30.588541666666668,58.06984126984127
45.09628099173553,31.365972222222222,59.03174603174603
45.30867768595041,31.525000000000002,59.378571428571426
44.70247933884298,30.82326388888889,58.978968253968254
42.740909090909085,29.018749999999997,57.236507936507934
40.610743801652895,27.151041666666668,54.26190476190476
39.196694214876025,25.964930555555554,52.12142857142857
38.18223140495868,25.173263888888886,50.80277777777778
37.35661157024793,24.530555555555555,49.76190476190476
36.67479338842975,23.98854166666667,48.89642857142857
36.08760330578513,23.520833333333332,48.160714285714285
35.540909090909096,23.11909722222222,47.50595238095238
35.06363636363637,22.714583333333334,46.88968253968254
34.62520661157024,22.371875000000003,46.32857142857143
34.22107438016529,22.068402777777777,45.83134920634921
33.84297520661157,21.773958333333333,45.37103174603175
33.51735537190083,21.505208333333332,44.978968253968254
33.2702479338843,21.28576388888889,44.63650793650794
33.053719008264466,21.110416666666666,44.35476190476191
33.493388429752066,21.268402777777776,45.038492063492065
36.033884297520665,23.03194444444445,48.298412698412704
38.76611570247935,25.415972222222226,51.63690476190476
41.12438016528925,27.602430555555557,54.46468253968254
42.99214876033057,29.378124999999997,56.58293650793651
44.34380165289256,30.676041666666663,58.114285714285714
45.17479338842975,31.467361111111114,59.09285714285714
45.39132231404959,31.64409722222222,59.44722222222222
44.80578512396694,30.953472222222217,59.05873015873016
42.85702479338842,29.154861111111114,57.32142857142857
40.69834710743802,27.24826388888889,54.323809523809516
39.26280991735537,26.04618055555556,52.15
38.24586776859504,25.245486111111113,50.80912698412698
37.406198347107434,24.594791666666666,49.756349206349206
36.7194214876033,24.054166666666667,48.8904761904762
36.123553719008264,23.577083333333334,48.1404761904762
35.5607438016529,23.179166666666664,47.48333333333333
35.065289256198355,22.77673611111111,46.85674603174603
34.6210743801653,22.43263888888889,46.294841269841264
34.211983471074376,22.12916666666667,45.791666666666664
33.82561983471074,21.83923611111111,45.31984126984126
33.4900826446281,21.572916666666668,44.92579365079365
33.23842975206612,21.356944444444444,44.578968253968256
