day 0,day 1,day 2,day 3,day 4,day 5,day 6,day 7,day 8,day 9,day 10,day 11,day 12,day 13,day 14,day 15,day 16,day 17,day 18,day 19,day 20,day 21,day 22,day 23,day 24,day 25,day 26,day 27,day 28,day 29,day 30,day 31,day 32,day 33,day 34,day 35,day 36,day 37,day 38,day 39,day 40,day 41,day 42,day 43,day 44,day 45,day 46,day 47,day 48,day 49,day 50,day 51,day 52,day 53,day 54,day 55,day 56,day 57,day 58,day 59,day 60,day 61,day 62,day 63,day 64,day 65,day 66,day 67,day 68,day 69,day 70,day 71,day 72,day 73,day 74,day 75,day 76,day 77,day 78,day 79,day 80,day 81,day 82,day 83,day 84,day 85,day 86,day 87,day 88,day 89,day 90,Mean
95.7378698224852,96.44615384615383,97.20887573964498,98.07692307692308,99.14378698224851,100.5923076923077,103.14260355029585,106.05562130177516,107.43076923076924,107.80710059171598,107.3656804733728,106.23846153846154,104.55325443786982,102.18816568047338,99.3846153846154,96.05029585798816,92.3810650887574,88.95680473372782,87.87100591715976,87.91005917159762,88.03550295857988,88.34733727810651,88.70650887573963,89.01183431952663,89.45029585798817,89.84260355029586,90.31183431952662,90.98579881656806,91.66272189349112,92.70414201183434,94.26923076923076,96.8715976331361,98.75976331360948,99.2224852071006,98.96804733727812,98.20059171597632,96.88520710059171,94.90650887573965,92.37455621301775,89.27514792899409,85.7396449704142,83.19763313609468,82.97988165680474,83.12958579881656,83.34437869822486,83.5414201183432,83.7958579881657,84.09763313609467,84.49644970414202,84.94497041420118,85.4792899408284,85.97692307692307,86.47396449704142,87.1337278106509,88.11301775147928,89.8923076923077,92.00946745562128,92.5674556213018,92.2585798816568,91.43372781065088,90.12899408284024,88.31479289940829,85.95207100591715,83.13076923076922,80.30355029585799,79.11656804733727,79.09585798816568,79.27041420118344,79.40828402366864,79.47928994082841,79.5828402366864,79.57100591715977,79.56686390532543,79.70236686390533,79.74201183431951,79.89763313609468,80.29349112426034,80.92781065088757,81.7869822485207,83.0852071005917,84.76686390532544,85.43313609467457,85.1207100591716,84.3224852071006,83.09349112426034,81.63254437869823,79.90710059171599,78.07692307692308,76.63313609467454,76.49940828402367,76.86272189349113,88.95213602965082
94.99112426035502,95.58165680473374,96.2621301775148,97.02366863905326,97.84437869822484,98.82426035502958,100.18875739644972,102.79053254437868,105.8378698224852,107.19704142011834,107.45088757396452,106.88698224852072,105.71183431952664,103.92011834319528,101.72781065088758,98.98816568047336,95.7041420118343,92.04911242603548,88.63136094674556,87.55325443786982,87.60118343195265,87.8378698224852,88.13372781065088,88.38047337278105,88.77396449704143,89.1301775147929,89.55088757396452,90.12307692307692,90.66449704142012,91.407100591716,92.37455621301775,93.9550295857988,96.57692307692308,98.4473372781065,98.97810650887575,98.80532544378696,98.05917159763314,96.64437869822484,94.74674556213016,92.18934911242604,89.01479289940828,85.48994082840238,82.97928994082841,82.78224852071007,82.96153846153847,83.0940828402367,83.28816568047338,83.55976331360948,83.9207100591716,84.33136094674556,84.81183431952662,85.2568047337278,85.65088757396451,86.10118343195265,86.70769230769231,87.67218934911244,89.50769230769231,91.494674556213,92.20236686390533,92.04378698224852,91.3378698224852,90.05621301775149,88.21124260355028,85.75562130177515,82.91420118343196,80.11538461538461,78.90295857988166,79.01065088757397,79.11538461538461,79.13254437869821,79.22011834319527,79.16982248520709,79.1390532544379,79.26153846153845,79.26153846153846,79.38639053254437,79.67810650887573,80.18047337278107,80.80355029585797,81.5585798816568,82.7662721893491,84.49112426035502,85.096449704142,84.91360946745561,84.22130177514792,83.21124260355028,81.90769230769232,80.29704142011836,78.42485207100592,76.7899408284024,76.7147928994083,88.91715976331362
94.29704142011836,94.82781065088756,95.41065088757398,96.08875739644972,96.79704142011832,97.5431952662722,98.44911242603553,99.89349112426036,102.5153846153846,105.56508875739644,106.8224852071006,106.97633136094674,106.35443786982248,105.08165680473373,103.47810650887574,101.32781065088756,98.62840236686394,95.3733727810651,91.71301775147928,88.26568047337278,87.23846153846154,87.40710059171597,87.61656804733728,87.80532544378698,88.1621301775148,88.46627218934911,88.85384615384615,89.3715976331361,89.81893491124261,90.41775147928992,91.08934911242604,92.098224852071,93.69763313609468,96.23668639053254,98.19112426035502,98.8171597633136,98.66508875739646,97.82544378698223,96.4887573964497,94.54437869822485,91.94911242603553,88.81065088757397,85.2396449704142,82.77218934911241,82.6112426035503,82.70295857988168,82.85325443786982,83.05147928994083,83.39053254437871,83.75502958579881,84.19585798816568,84.6094674556213,84.94792899408284,85.28579881656805,85.68106508875739,86.29704142011835,87.3378698224852,89.02307692307691,91.14437869822486,91.98639053254438,91.93905325443788,91.26686390532544,89.95384615384616,88.01479289940829,85.49881656804736,82.66863905325444,79.86568047337278,78.83136094674556,78.85976331360946,78.84437869822484,78.86686390532545,78.79704142011833,78.75088757396449,78.83136094674556,78.82426035502958,78.90473372781064,79.17573964497042,79.57455621301776,80.07928994082839,80.5834319526627,81.25029585798818,82.50414201183429,84.16982248520709,84.89940828402366,84.8224852071006,84.33846153846153,83.48106508875742,82.2810650887574,80.61893491124262,78.54733727810653,76.98757396449706,88.87799596852851
93.67633136094676,94.1396449704142,94.6639053254438,95.2378698224852,95.86745562130176,96.51065088757396,97.18639053254438,98.1810650887574,99.62307692307692,102.20887573964497,105.1585798816568,106.3508875739645,106.42544378698226,105.7343195266272,104.64792899408285,103.07810650887572,100.95798816568046,98.29704142011836,95.04437869822485,91.33076923076923,87.93727810650888,87.04615384615384,87.17928994082841,87.29526627218935,87.60591715976332,87.86390532544378,88.21715976331362,88.66686390532544,89.07455621301776,89.57573964497041,90.1094674556213,90.81834319526628,91.86745562130176,93.40059171597632,95.9449704142012,98.0266272189349,98.67337278106508,98.43313609467457,97.67100591715976,96.28284023668638,94.33254437869822,91.79644970414202,88.5810650887574,85.00769230769231,82.57988165680473,82.36153846153846,82.46863905325444,82.61597633136095,82.8940828402367,83.2301775147929,83.63491124260355,83.99940828402367,84.31065088757397,84.58994082840236,84.88047337278105,85.298224852071,85.99881656804733,86.91834319526627,88.7,90.93550295857987,91.89053254437871,91.86390532544378,91.15088757396452,89.74437869822485,87.72899408284025,85.22248520710059,82.40473372781065,79.73609467455623,78.67100591715977,78.58165680473373,78.5834319526627,78.44082840236688,78.39171597633134,78.4396449704142,78.39112426035504,78.46863905325444,78.705325443787,79.07988165680473,79.4869822485207,79.86923076923078,80.296449704142,81.01065088757399,82.19822485207101,83.96982248520709,84.8130177514793,84.94319526627217,84.61124260355027,83.84260355029586,82.57455621301774,80.73668639053254,78.69644970414201,88.83175108914755
93.13727810650887,93.51952662721894,93.98047337278106,94.49940828402366,95.02958579881656,95.59112426035502,96.1621301775148,96.93254437869822,97.9189349112426,99.35502958579882,101.798224852071,104.66508875739646,105.78757396449704,105.8189349112426,105.32071005917156,104.2473372781065,102.69467455621304,100.62189349112424,97.97278106508875,94.67455621301777,91.0266272189349,87.71005917159763,86.80236686390533,86.86094674556213,87.10769230769232,87.3224852071006,87.63136094674557,88.03254437869822,88.38343195266272,88.83668639053255,89.28579881656805,89.86390532544378,90.61005917159764,91.59881656804734,93.11952662721896,95.73550295857989,97.85976331360946,98.43550295857987,98.27218934911242,97.47928994082838,96.08994082840236,94.21065088757398,91.57810650887572,88.3585798816568,84.75798816568046,82.29940828402367,82.11834319526628,82.22721893491124,82.4585798816568,82.7473372781065,83.11124260355031,83.44260355029586,83.72189349112426,83.96035502958578,84.18994082840238,84.50828402366862,85.01775147928993,85.6189349112426,86.64556213017752,88.49822485207102,90.84674556213018,91.80710059171598,91.73609467455624,90.93431952662723,89.43905325443788,87.42662721893491,84.96272189349114,82.23017751479289,79.52544378698225,78.38757396449704,78.31775147928994,78.14733727810652,78.04260355029587,78.07041420118344,78.00887573964496,78.0396449704142,78.27869822485208,78.61538461538464,78.99585798816568,79.27100591715977,79.58757396449705,80.06923076923077,80.71952662721893,81.98402366863905,83.90236686390534,84.94497041420118,85.22958579881654,84.96923076923076,84.11242603550295,82.68579881656804,80.84082840236687,88.76255283178361
92.67869822485208,92.98579881656804,93.37278106508876,93.82011834319526,94.28994082840238,94.75621301775148,95.25917159763311,95.93313609467457,96.68165680473376,97.67159763313607,98.99349112426036,101.3171597633136,104.0828402366864,105.1869822485207,105.40828402366864,104.91301775147927,103.8621301775148,102.35739644970415,100.29881656804734,97.60295857988166,94.40710059171596,90.79230769230767,87.4189349112426,86.50059171597633,86.69171597633135,86.83254437869823,87.11183431952662,87.44378698224853,87.75976331360947,88.15147928994084,88.5508875739645,89.04674556213017,89.6662721893491,90.35917159763314,91.3343195266272,92.92899408284022,95.52307692307691,97.61242603550296,98.26863905325442,98.08816568047338,97.28579881656806,95.99940828402369,94.0112426035503,91.3905325443787,88.09171597633136,84.4189349112426,82.04852071005918,81.88284023668638,82.06923076923078,82.3059171597633,82.63313609467458,82.93017751479289,83.17159763313609,83.37100591715978,83.5680473372781,83.8396449704142,84.23550295857987,84.66804733727811,85.38047337278105,86.47396449704144,88.41005917159764,90.75207100591714,91.67159763313607,91.51183431952664,90.6153846153846,89.11183431952661,87.17041420118343,84.75798816568046,81.98639053254438,79.20769230769231,78.12544378698225,77.87337278106509,77.76449704142013,77.73195266272188,77.65266272189349,77.6585798816568,77.8603550295858,78.19881656804733,78.54201183431952,78.7863905325444,79.01005917159763,79.36153846153847,79.78461538461539,80.50650887573964,81.93727810650887,84.04437869822485,85.22485207100591,85.5852071005917,85.2242603550296,84.22485207100591,82.75857988165677,88.66800182066454
92.34437869822486,92.52544378698228,92.83846153846154,93.2153846153846,93.61005917159764,94.02130177514796,94.43136094674556,95.03254437869822,95.67218934911244,96.44615384615383,97.32958579881657,98.5621301775148,100.75917159763311,103.47278106508875,104.7810650887574,105.00769230769232,104.5242603550296,103.51775147928994,102.04437869822485,99.93668639053254,97.3698224852071,94.20295857988164,90.48934911242604,87.07810650887575,86.32781065088756,86.4171597633136,86.63964497041421,86.92189349112427,87.18461538461538,87.52307692307691,87.86863905325444,88.32485207100592,88.85325443786982,89.4301775147929,90.1112426035503,91.15443786982247,92.73846153846154,95.25325443786984,97.44023668639052,98.07278106508872,97.89881656804737,97.20059171597632,95.8094674556213,93.8550295857988,91.11242603550296,87.73076923076923,84.1112426035503,81.78994082840235,81.72662721893492,81.9319526627219,82.19940828402368,82.46272189349112,82.67100591715976,82.82840236686391,82.98520710059172,83.23313609467455,83.58639053254439,83.91834319526627,84.45325443786982,85.22071005917161,86.39763313609468,88.31538461538462,90.607100591716,91.44733727810652,91.18520710059173,90.2715976331361,88.87159763313609,86.94970414201184,84.48461538461537,81.62366863905324,78.88757396449702,77.67218934911243,77.498224852071,77.44733727810652,77.31124260355031,77.31005917159762,77.49230769230769,77.7828402366864,78.13076923076925,78.32130177514793,78.52899408284024,78.7869822485207,79.08402366863906,79.56745562130179,80.4810650887574,82.1094674556213,84.33609467455621,85.58639053254439,85.82603550295859,85.34023668639053,84.28579881656805,88.55099161193836
93.93254437869822,92.17988165680474,92.38284023668638,92.68047337278108,93.00650887573966,93.35207100591714,93.71301775147928,94.22366863905324,94.78165680473374,95.4449704142012,96.11242603550296,96.92840236686392,98.10118343195263,100.17869822485208,103.04911242603552,104.37396449704144,104.61242603550296,104.1852071005917,103.2136094674556,101.68284023668636,99.72366863905329,97.18816568047336,93.9076923076923,90.103550295858,86.84733727810651,86.05917159763314,86.23313609467456,86.46094674556211,86.67278106508876,86.96331360946745,87.24852071005917,87.6473372781065,88.12544378698226,88.6076923076923,89.18165680473373,89.93254437869822,90.96745562130178,92.49526627218935,95.04733727810653,97.22485207100593,97.87810650887576,97.81775147928994,97.02721893491125,95.68224852071006,93.58875739644972,90.73727810650888,87.398224852071,83.80295857988166,81.61775147928994,81.59467455621302,81.83017751479291,82.03136094674556,82.21301775147928,82.33372781065088,82.44437869822484,82.65976331360947,82.97278106508877,83.27692307692307,83.72130177514792,84.31124260355028,85.15207100591716,86.32544378698226,88.17810650887574,90.3775147928994,91.11005917159764,90.83195266272187,90.04319526627218,88.6378698224852,86.64852071005917,84.09940828402367,81.25976331360948,78.39704142011836,77.31242603550295,77.18165680473373,77.02485207100591,76.98224852071004,77.15562130177514,77.41538461538462,77.72544378698225,77.90355029585798,78.06745562130178,78.3076923076923,78.50532544378699,78.86686390532546,79.55384615384615,80.66094674556213,82.4224852071006,84.70236686390533,85.82130177514792,85.94023668639052,85.39112426035503,88.4364262955979
97.4449704142012,93.73017751479291,92.0449704142012,92.23076923076924,92.48047337278106,92.7568047337278,93.05266272189348,93.50887573964496,93.97100591715976,94.55621301775147,95.11360946745565,95.7224852071006,96.49349112426034,97.5680473372781,99.75917159763311,102.6284023668639,103.98461538461537,104.2775147928994,103.87692307692308,102.86094674556212,101.4775147928994,99.56153846153848,96.88994082840236,93.50710059171598,89.77988165680473,86.53431952662721,85.88343195266273,86.0585798816568,86.21183431952662,86.44319526627218,86.68343195266272,87.02603550295858,87.4562130177515,87.89644970414199,88.3662721893491,89.00118343195267,89.75443786982248,90.76272189349112,92.32366863905324,94.80236686390532,97.0260355029586,97.80118343195264,97.64615384615384,96.9189349112426,95.4136094674556,93.203550295858,90.396449704142,87.09822485207098,83.58047337278107,81.47633136094676,81.50355029585799,81.66153846153847,81.78639053254439,81.87751479289942,81.9473372781065,82.14260355029587,82.41597633136097,82.6869822485207,83.09526627218935,83.59408284023668,84.25443786982248,85.096449704142,86.20473372781065,87.96272189349112,90.04556213017752,90.75621301775148,90.6112426035503,89.79881656804734,88.3207100591716,86.2455621301775,83.70295857988165,80.71834319526626,78.00473372781067,76.99408284023669,76.77041420118341,76.69467455621304,76.84082840236688,77.08284023668641,77.35857988165682,77.49585798816568,77.64970414201183,77.85266272189351,78.03846153846155,78.30059171597632,78.86449704142012,79.7491124260355,80.98934911242603,82.80887573964496,84.9360946745562,85.94319526627221,85.9887573964497,88.34984069185253
100.98994082840235,97.23017751479291,93.52899408284024,91.89349112426036,92.03017751479292,92.23372781065088,92.46153846153848,92.8449704142012,93.25088757396448,93.74970414201182,94.22662721893492,94.73846153846154,95.31183431952662,95.996449704142,97.20295857988164,99.35443786982248,102.20946745562132,103.63550295857988,103.95502958579884,103.52426035502958,102.66745562130176,101.32662721893487,99.2680473372781,96.48402366863904,93.105325443787,89.40769230769232,86.32426035502958,85.69763313609467,85.82130177514793,85.9869822485207,86.16863905325444,86.46863905325444,86.83905325443787,87.23017751479291,87.64852071005916,88.18994082840236,88.82366863905325,89.56153846153845,90.61065088757395,92.10946745562129,94.55621301775147,96.92366863905325,97.62307692307692,97.5550295857988,96.64852071005916,95.03727810650886,92.86153846153849,90.09585798816568,86.87278106508877,83.37810650887575,81.37455621301774,81.33195266272189,81.4284023668639,81.44970414201184,81.49112426035504,81.65976331360947,81.89230769230768,82.13905325443785,82.52544378698224,82.9881656804734,83.54497041420119,84.20828402366865,84.98579881656804,86.02011834319526,87.66390532544379,89.70236686390531,90.54023668639054,90.35739644970415,89.47100591715977,87.90059171597633,85.8207100591716,83.14556213017748,80.28757396449706,77.63609467455622,76.57869822485208,76.45325443786982,76.56568047337278,76.76745562130176,77.03372781065087,77.13431952662722,77.24792899408284,77.44437869822487,77.58994082840238,77.83136094674559,78.31005917159766,79.07159763313611,80.098224852071,81.39526627218935,83.05562130177516,85.05680473372782,85.98875739644971,88.29503868912153
