station _1,station _10,station _11,station _12,station _13,station _14,station _15,station _16,station _17,station _18,station _19,station _2,station _20,station _21,station _22,station _23,station _24,station _25,station _26,station _27,station _28,station _29,station _3,station _30,station _31,station _32,station _33,station _4,station _5,station _6,station _7,station _8,station _9
14.166666666666666,6.888888888888888,12.111111111111107,11.222222222222223,8.61111111111111,7.333333333333335,10.444444444444445,7.222222222222222,8.499999999999998,6.555555555555554,7.000000000000001,6.111111111111111,7.333333333333335,6.77777777777778,7.722222222222221,7.166666666666666,10.22222222222222,10.333333333333334,11.944444444444445,10.88888888888889,11.500000000000002,7.333333333333335,11.333333333333332,9.11111111111111,6.888888888888888,5.222222222222221,3.8333333333333326,10.333333333333334,17.166666666666664,10.166666666666664,9.833333333333334,12.111111111111107,11.666666666666666
16.277777777777775,6.77777777777778,11.944444444444445,9.388888888888888,8.499999999999998,7.88888888888889,11.444444444444445,7.222222222222222,8.333333333333334,7.166666666666666,6.722222222222223,5.888888888888889,7.055555555555557,6.666666666666666,7.5,7.000000000000001,10.055555555555555,10.333333333333334,11.666666666666666,10.777777777777777,10.999999999999998,7.055555555555557,10.999999999999998,8.833333333333332,6.666666666666666,5.1111111111111125,3.722222222222224,10.22222222222222,16.166666666666668,9.888888888888888,9.611111111111107,11.722222222222223,11.333333333333332
17.77777777777778,7.88888888888889,12.0,8.111111111111112,8.444444444444446,9.77777777777778,12.22222222222222,7.555555555555556,8.277777777777777,10.777777777777777,6.500000000000002,5.999999999999998,6.944444444444445,6.388888888888888,7.5,6.77777777777778,9.833333333333334,10.166666666666664,11.333333333333332,10.777777777777777,10.833333333333334,7.000000000000001,10.833333333333334,8.61111111111111,6.555555555555554,4.944444444444444,3.5555555555555545,11.77777777777778,14.055555555555554,9.666666666666666,9.444444444444445,11.38888888888889,11.222222222222223
18.833333333333336,12.5,11.944444444444445,7.111111111111109,8.22222222222222,11.722222222222223,12.833333333333334,9.333333333333332,8.055555555555555,13.61111111111111,6.333333333333332,8.777777777777777,7.000000000000001,6.277777777777776,7.222222222222222,8.722222222222223,9.611111111111107,10.499999999999998,11.222222222222223,12.5,10.777777777777777,7.555555555555556,10.72222222222222,8.499999999999998,6.388888888888888,4.944444444444444,3.3888888888888897,14.27777777777778,12.777777777777777,9.5,9.388888888888888,11.055555555555555,11.055555555555555
19.166666666666668,15.555555555555555,12.833333333333334,6.277777777777776,7.999999999999999,13.833333333333332,13.555555555555554,10.999999999999998,7.944444444444443,15.72222222222222,6.833333333333331,12.444444444444445,7.222222222222222,6.111111111111111,7.611111111111112,12.0,9.611111111111107,12.666666666666664,11.055555555555555,14.666666666666666,10.666666666666668,10.499999999999998,10.777777777777777,8.333333333333334,6.277777777777776,4.888888888888888,4.166666666666667,16.333333333333332,11.944444444444445,10.499999999999998,9.166666666666666,11.11111111111111,11.166666666666668
19.0,16.5,13.722222222222223,5.7222222222222205,7.88888888888889,15.61111111111111,14.222222222222223,12.388888888888888,8.277777777777777,17.22222222222222,9.055555555555554,16.166666666666668,8.833333333333332,5.999999999999998,9.11111111111111,15.444444444444445,9.72222222222222,14.944444444444445,12.444444444444445,16.444444444444446,12.0,13.444444444444446,11.833333333333332,8.666666666666668,5.9444444444444455,4.777777777777779,5.499999999999999,17.555555555555557,11.277777777777777,13.055555555555555,9.166666666666666,11.500000000000002,12.111111111111109
18.5,17.166666666666664,14.5,5.222222222222221,7.999999999999999,16.944444444444443,14.72222222222222,13.444444444444446,10.555555555555555,17.88888888888889,11.277777777777777,18.33333333333333,10.666666666666668,6.277777777777776,10.22222222222222,17.944444444444443,12.833333333333334,16.277777777777775,14.833333333333334,18.000000000000004,14.611111111111107,15.72222222222222,14.11111111111111,10.999999999999998,6.944444444444445,4.944444444444444,6.77777777777778,17.944444444444443,10.777777777777777,15.666666666666668,11.500000000000002,12.388888888888888,14.11111111111111
17.61111111111111,17.5,14.944444444444445,4.722222222222222,8.333333333333334,17.333333333333336,14.833333333333334,14.27777777777778,12.555555555555555,17.72222222222222,13.277777777777777,19.166666666666668,12.27777777777778,8.333333333333334,10.88888888888889,18.666666666666664,15.555555555555555,17.055555555555557,16.833333333333332,18.94444444444444,16.61111111111111,17.5,16.277777777777775,13.11111111111111,9.5,5.888888888888889,7.833333333333334,17.666666666666664,10.333333333333334,17.61111111111111,14.444444444444445,14.444444444444445,15.999999999999998
16.166666666666668,17.72222222222222,15.22222222222222,4.333333333333331,10.166666666666664,17.27777777777778,14.444444444444445,14.72222222222222,14.000000000000002,17.388888888888886,14.833333333333334,19.27777777777778,13.555555555555554,10.055555555555555,11.166666666666668,18.33333333333333,17.27777777777778,17.333333333333336,18.277777777777786,19.388888888888893,18.05555555555556,18.38888888888889,17.944444444444443,14.944444444444445,11.277777777777777,7.000000000000001,8.499999999999998,17.22222222222222,10.055555555555555,18.833333333333336,16.5,16.333333333333332,17.5
14.833333333333334,17.61111111111111,15.277777777777777,4.000000000000002,11.277777777777777,16.666666666666668,13.722222222222223,14.944444444444445,14.833333333333334,16.222222222222225,15.88888888888889,19.05555555555556,14.611111111111107,10.833333333333334,11.333333333333332,17.944444444444443,18.5,17.333333333333336,19.0,19.33333333333333,18.61111111111111,18.33333333333333,19.0,15.999999999999998,12.72222222222222,7.999999999999999,8.777777777777777,17.0,9.77777777777778,19.444444444444443,17.88888888888889,17.72222222222222,18.277777777777782
