station _1,station _10,station _11,station _12,station _13,station _14,station _15,station _16,station _17,station _18,station _19,station _2,station _20,station _21,station _22,station _23,station _24,station _25,station _26,station _27,station _28,station _29,station _3,station _30,station _31,station _32,station _33,station _4,station _5,station _6,station _7,station _8,station _9
20.11111111111111,10.88888888888889,13.444444444444446,14.444444444444445,16.222222222222225,12.0,16.833333333333332,15.72222222222222,8.88888888888889,10.611111111111112,11.888888888888888,7.388888888888887,13.777777777777777,13.055555555555555,11.277777777777777,10.333333333333334,19.166666666666668,11.444444444444445,13.277777777777777,12.388888888888888,14.833333333333334,10.999999999999998,15.0,8.833333333333332,17.444444444444443,8.555555555555555,15.166666666666664,14.666666666666666,13.166666666666668,16.055555555555554,12.777777777777777,20.27777777777778,15.444444444444443
18.444444444444446,10.666666666666668,13.38888888888889,13.38888888888889,17.333333333333336,11.722222222222223,16.333333333333332,17.5,8.61111111111111,10.333333333333334,11.61111111111111,7.000000000000001,13.333333333333332,12.444444444444445,10.999999999999998,10.111111111111112,19.111111111111114,11.222222222222223,13.055555555555555,12.166666666666666,14.444444444444445,10.666666666666668,14.77777777777778,8.666666666666668,15.666666666666668,8.444444444444446,13.61111111111111,14.444444444444445,13.166666666666668,18.33333333333333,12.72222222222222,20.500000000000004,15.111111111111112
17.333333333333336,10.444444444444445,13.333333333333332,12.5,18.38888888888889,11.555555555555554,15.999999999999998,18.88888888888889,8.499999999999998,10.055555555555555,11.38888888888889,6.666666666666666,13.055555555555555,11.944444444444445,10.499999999999998,10.0,18.444444444444446,10.999999999999998,12.88888888888889,11.888888888888888,14.11111111111111,10.333333333333334,14.666666666666666,8.444444444444446,14.444444444444445,8.499999999999998,12.388888888888888,14.222222222222223,12.999999999999998,19.88888888888889,12.388888888888888,20.222222222222225,14.944444444444443
16.555555555555554,10.22222222222222,14.444444444444445,11.722222222222223,19.5,11.77777777777778,15.666666666666668,20.05555555555556,9.444444444444445,9.72222222222222,11.11111111111111,6.833333333333331,12.88888888888889,11.555555555555554,9.555555555555555,10.944444444444446,17.166666666666664,10.88888888888889,12.88888888888889,11.722222222222223,13.833333333333332,10.111111111111112,14.555555555555555,8.333333333333334,13.444444444444446,8.38888888888889,11.555555555555554,14.055555555555554,12.777777777777777,20.944444444444446,12.333333333333334,19.72222222222222,14.888888888888888
15.833333333333332,10.111111111111112,15.38888888888889,11.222222222222223,20.666666666666668,13.722222222222223,15.277777777777777,20.88888888888889,12.111111111111107,9.611111111111107,11.722222222222223,10.111111111111112,12.88888888888889,11.222222222222223,9.055555555555554,14.27777777777778,14.944444444444445,10.944444444444446,14.833333333333334,11.888888888888888,13.61111111111111,9.944444444444445,14.944444444444445,10.555555555555555,12.777777777777777,8.22222222222222,11.11111111111111,13.833333333333332,13.944444444444445,21.222222222222225,12.27777777777778,19.222222222222214,15.222222222222221
15.111111111111112,10.277777777777777,16.11111111111111,10.72222222222222,21.611111111111114,16.11111111111111,14.888888888888888,21.222222222222225,13.944444444444445,9.555555555555555,14.222222222222223,13.944444444444445,13.277777777777777,10.88888888888889,8.722222222222223,17.944444444444443,13.61111111111111,12.666666666666664,16.88888888888889,13.722222222222223,13.444444444444446,10.055555555555555,16.77777777777778,12.999999999999998,11.833333333333332,8.61111111111111,10.666666666666668,13.666666666666668,17.0,21.222222222222225,12.666666666666664,18.444444444444446,17.0
14.666666666666666,14.055555555555554,16.72222222222222,10.444444444444445,22.05555555555556,18.722222222222225,14.72222222222222,21.0,15.111111111111112,12.5,16.666666666666668,17.77777777777778,15.0,10.666666666666668,8.499999999999998,20.944444444444446,12.555555555555555,15.166666666666664,18.5,15.944444444444446,13.944444444444445,12.611111111111112,18.77777777777777,15.444444444444445,11.277777777777777,9.72222222222222,10.277777777777777,14.222222222222223,19.5,20.88888888888889,15.944444444444446,17.444444444444443,18.777777777777775
14.222222222222223,17.77777777777778,16.77777777777778,10.0,21.83333333333333,21.11111111111111,14.27777777777778,20.222222222222225,15.666666666666668,15.61111111111111,19.166666666666668,19.944444444444446,17.055555555555557,10.499999999999998,8.22222222222222,22.11111111111111,11.722222222222223,17.388888888888886,19.55555555555556,17.77777777777778,16.444444444444446,15.61111111111111,20.666666666666668,16.833333333333332,10.72222222222222,10.944444444444446,10.111111111111112,16.666666666666668,21.333333333333336,19.88888888888889,18.77777777777777,17.055555555555557,20.38888888888889
13.777777777777777,19.111111111111114,16.77777777777778,9.666666666666666,21.0,22.55555555555556,13.944444444444445,18.666666666666664,15.666666666666668,18.277777777777786,21.27777777777777,20.666666666666668,19.111111111111114,10.388888888888893,7.999999999999999,22.22222222222222,11.38888888888889,18.38888888888889,20.11111111111111,19.22222222222221,18.722222222222225,18.55555555555556,22.166666666666668,17.166666666666664,10.388888888888893,11.833333333333332,9.833333333333334,18.77777777777777,22.444444444444446,18.277777777777786,20.83333333333333,16.833333333333332,21.333333333333336
13.444444444444446,19.944444444444446,16.61111111111111,9.333333333333332,19.77777777777777,22.333333333333336,13.722222222222223,17.444444444444443,15.666666666666668,20.33333333333333,22.333333333333336,20.666666666666668,20.88888888888889,10.277777777777777,7.88888888888889,22.11111111111111,11.055555555555555,18.55555555555556,20.222222222222225,20.166666666666664,20.38888888888889,21.0,22.83333333333333,17.166666666666664,10.111111111111112,12.388888888888888,9.611111111111107,20.38888888888889,22.83333333333333,17.27777777777778,22.27777777777777,16.666666666666668,21.666666666666668
