Cluster 0,Cluster 1,Cluster 2,Cluster 3,Cluster 4
44.65838926174496,25.75665529010239,59.62222222222221,37.36515837104073,13.39310344827586
44.01610738255033,25.372354948805462,59.14761904761906,36.8185520361991,13.165517241379309
43.453691275167785,25.05529010238908,58.72222222222223,36.335746606334844,12.95344827586207
42.96778523489933,24.769965870307168,58.336507936507935,35.87918552036199,12.767241379310347
42.50738255033557,24.494880546075084,57.9920634920635,35.457918552036205,12.629310344827584
42.08389261744966,24.252559726962456,57.695238095238096,35.08506787330317,12.448275862068966
41.7261744966443,24.06621160409556,57.43968253968254,34.78778280542986,12.29137931034483
41.455033557046974,23.887372013651877,57.260317460317445,34.5393665158371,12.196551724137933
42.24295302013423,24.094539249146756,58.03174603174603,35.04434389140271,12.158620689655173
45.46577181208053,25.961433447098976,61.041269841269845,37.934841628959276,13.167241379310346
48.86174496644295,28.329351535836178,63.892063492063485,40.9972850678733,14.855172413793106
51.81073825503355,30.406825938566556,66.13809523809523,43.63846153846155,16.551724137931036
54.10604026845637,32.04812286689419,67.7031746031746,45.69457013574661,18.020689655172415
55.81946308724832,33.221501706484645,68.68888888888888,47.178733031674206,19.16896551724138
56.936912751677866,33.88566552901024,69.2047619047619,48.11719457013575,19.813793103448276
57.40335570469799,33.9518771331058,69.17777777777778,48.41719457013575,19.83793103448276
57.01208053691275,33.18293515358362,68.5873015873016,47.843438914027146,19.07586206896552
55.0751677852349,31.266211604095563,67.18095238095239,45.74298642533937,17.59310344827586
51.94026845637584,29.602047781569972,64.73809523809524,43.19683257918552,16.344827586206893
49.73892617449665,28.521843003412968,63.06507936507936,41.48868778280543,15.54137931034483
48.281879194630875,27.765870307167233,62.17777777777778,40.335746606334844,15.001724137931035
47.16375838926175,27.141979522184297,61.41587301587302,39.41809954751131,14.543103448275861
46.21879194630873,26.609215017064848,60.77777777777777,38.65158371040724,14.212068965517238
45.43422818791946,26.145051194539246,60.24285714285715,37.9764705882353,13.901724137931033
44.7751677852349,25.754266211604097,59.75555555555555,37.3683257918552,13.648275862068964
44.1234899328859,25.367918088737202,59.28253968253968,36.82579185520362,13.420689655172414
43.55436241610738,25.048122866894197,58.85714285714285,36.33393665158371,13.193103448275863
43.06510067114094,24.760068259385665,58.47301587301587,35.88461538461539,13.006896551724138
42.60536912751678,24.481569965870307,58.11904761904763,35.45882352941176,12.858620689655174
42.19530201342282,24.24061433447099,57.82698412698413,35.09140271493212,12.662068965517243
41.83020134228188,24.058361774744025,57.55396825396825,34.79321266968326,12.510344827586206
41.56107382550336,23.875767918088737,57.37936507936508,34.55113122171946,12.38793103448276
42.35704697986578,24.08600682593857,58.131746031746026,35.053393665158374,12.350000000000001
45.58120805369128,25.9518771331058,61.18571428571429,37.949321266968326,13.367241379310345
48.98120805369128,28.327986348122867,64.05555555555556,41.029411764705884,15.081034482758621
51.94496644295302,30.426621160409557,66.33015873015873,43.68325791855204,16.801724137931036
54.237583892617444,32.081228668941975,67.90634920634919,45.740271493212674,18.31551724137931
55.96711409395972,33.26484641638225,68.9,47.23710407239818,19.48275862068966
57.094630872483215,33.937542662116044,69.42857142857142,48.177375565610866,20.141379310344828
57.565771812080534,34.01638225255972,69.41269841269842,48.489592760181,20.18448275862069
57.199999999999996,33.26143344709897,68.83492063492062,47.92760180995475,19.425862068965518
55.29597315436242,31.358703071672355,67.42857142857143,45.841628959276015,17.93103448275862
52.169798657718125,29.67337883959044,64.97142857142858,43.28733031674208,16.650000000000002
49.959731543624166,28.576109215017063,63.266666666666666,41.56425339366516,15.812068965517241
48.51476510067115,27.81740614334471,62.37301587301588,40.400000000000006,15.270689655172413
47.383221476510066,27.184982935153585,61.596825396825395,39.483257918552034,14.808620689655172
46.44228187919463,26.654948805460748,60.944444444444436,38.709502262443436,14.46896551724138
45.65436241610738,26.19283276450512,60.407936507936505,38.03348416289592,14.16551724137931
44.981208053691276,25.795904436860067,59.92222222222221,37.428054298642536,13.931034482758623
44.33758389261746,25.406143344709896,59.44920634920634,36.88144796380091,13.70344827586207
43.76241610738255,25.08668941979522,59.026984126984125,36.38733031674208,13.486206896551725
43.26778523489933,24.798976109215015,58.650793650793645,35.94570135746607,13.289655172413791
42.80268456375839,24.51877133105802,58.300000000000004,35.5212669683258,13.14655172413793
42.390604026845644,24.284641638225256,58.01111111111111,35.156561085972854,12.951724137931036
42.03422818791946,24.103754266211602,57.75555555555556,34.85972850678733,12.80862068965517
41.763758389261746,23.92559726962457,57.56984126984127,34.621719457013576,12.694827586206896
42.537583892617455,24.139249146757678,58.333333333333336,35.12262443438913,12.649999999999999
45.762416107382556,26.025938566552902,61.44126984126984,38.01357466063349,13.700000000000001
49.14161073825504,28.415358361774746,64.35873015873015,41.075565610859734,15.439655172413794
52.104026845637584,30.531740614334467,66.66825396825396,43.725791855203624,17.194827586206895
54.3986577181208,32.20511945392491,68.25873015873016,45.792307692307695,18.73620689655172
56.12617449664429,33.39249146757679,69.24603174603175,47.29457013574661,19.913793103448278
57.26577181208053,34.085665529010235,69.78571428571429,48.244343891402714,20.599999999999998
57.749664429530206,34.180546075085324,69.77301587301586,48.56244343891402,20.658620689655173
57.38926174496644,33.43412969283277,69.2063492063492,48.016289592760174,19.90344827586207
