station _1,station _10,station _11,station _12,station _13,station _14,station _15,station _16,station _17,station _18,station _19,station _2,station _20,station _21,station _22,station _23,station _24,station _25,station _26,station _27,station _28,station _29,station _3,station _30,station _31,station _32,station _33,station _34,station _35,station _36,station _37,station _38,station _39,station _4,station _40,station _41,station _42,station _43,station _44,station _45,station _46,station _47,station _48,station _5,station _6,station _7,station _8,station _9
23.33333333333333,16.166666666666668,23.77777777777777,21.83333333333333,23.05555555555556,22.5,23.55555555555556,23.666666666666664,22.666666666666664,21.0,23.5,23.61111111111111,20.944444444444446,21.0,25.33333333333333,25.11111111111111,24.666666666666668,24.33333333333333,23.94444444444444,25.222222222222225,24.666666666666668,19.27777777777778,13.38888888888889,17.11111111111111,13.666666666666668,14.388888888888888,17.72222222222222,19.77777777777777,21.55555555555556,12.166666666666666,25.222222222222225,25.944444444444446,23.88888888888889,23.05555555555556,25.05555555555555,22.05555555555556,25.0,25.0,26.27777777777777,23.61111111111111,16.333333333333332,25.27777777777778,13.11111111111111,12.444444444444445,25.166666666666664,22.38888888888889,25.500000000000004,24.72222222222222
23.722222222222225,15.666666666666668,23.38888888888889,22.05555555555556,23.444444444444446,22.722222222222225,23.722222222222225,23.444444444444446,23.55555555555556,20.72222222222222,23.55555555555556,23.55555555555556,21.38888888888889,21.166666666666664,24.944444444444446,25.222222222222225,25.33333333333333,25.11111111111111,24.05555555555556,25.611111111111107,25.05555555555555,17.555555555555557,13.166666666666668,16.38888888888889,13.444444444444446,13.499999999999998,18.55555555555556,19.388888888888893,21.44444444444444,12.0,24.611111111111107,25.27777777777778,23.5,23.88888888888889,23.722222222222225,21.72222222222221,24.77777777777777,24.77777777777777,26.22222222222222,23.666666666666664,16.055555555555554,24.77777777777777,12.666666666666664,12.27777777777778,25.166666666666664,22.166666666666668,25.222222222222225,24.611111111111107
23.61111111111111,15.22222222222222,22.83333333333333,22.0,23.61111111111111,22.55555555555556,23.666666666666664,22.83333333333333,24.111111111111114,20.0,23.33333333333333,23.277777777777786,21.5,21.0,24.27777777777778,25.11111111111111,25.72222222222222,25.500000000000004,23.94444444444444,25.72222222222222,25.05555555555555,15.833333333333332,12.944444444444445,15.777777777777777,13.333333333333332,13.166666666666668,19.166666666666668,18.55555555555556,20.777777777777786,11.888888888888888,23.88888888888889,24.666666666666668,22.77777777777778,24.388888888888893,22.77777777777778,21.5,24.33333333333333,24.444444444444443,26.05555555555556,23.33333333333333,15.777777777777777,24.111111111111114,12.166666666666666,12.166666666666666,25.166666666666664,21.77777777777778,24.388888888888893,24.333333333333332
23.33333333333333,15.0,21.888888888888893,21.333333333333336,23.38888888888889,22.11111111111111,23.33333333333333,22.05555555555556,24.22222222222221,18.94444444444444,22.88888888888889,22.38888888888889,21.166666666666664,20.27777777777778,23.22222222222222,24.72222222222222,25.83333333333333,25.55555555555556,23.444444444444446,25.500000000000004,24.833333333333336,14.833333333333334,12.833333333333334,15.333333333333334,13.22222222222222,12.999999999999998,19.388888888888893,17.166666666666664,19.33333333333333,11.61111111111111,22.83333333333333,24.166666666666664,21.72222222222221,24.666666666666668,22.166666666666668,21.27777777777777,23.55555555555556,23.833333333333336,25.611111111111107,22.77777777777778,15.555555555555555,23.111111111111107,11.666666666666666,12.0,24.77777777777777,21.0,23.000000000000004,23.88888888888889
23.000000000000004,14.833333333333334,21.27777777777777,20.05555555555556,22.666666666666664,21.333333333333336,22.666666666666664,21.333333333333336,24.0,18.111111111111107,22.11111111111111,21.05555555555556,20.38888888888889,18.55555555555556,22.11111111111111,24.111111111111114,25.72222222222222,25.222222222222225,22.722222222222225,25.11111111111111,24.388888888888893,14.27777777777778,13.333333333333332,14.888888888888888,13.055555555555555,12.88888888888889,19.111111111111114,16.055555555555554,17.83333333333333,11.277777777777777,22.05555555555556,23.77777777777777,20.666666666666668,24.611111111111107,21.5,21.05555555555556,22.5,23.000000000000004,24.944444444444446,21.944444444444443,15.444444444444445,22.0,11.277777777777777,12.055555555555555,24.111111111111114,19.77777777777777,21.27777777777777,23.22222222222222
22.166666666666668,14.555555555555555,20.777777777777786,18.5,21.5,19.944444444444446,21.611111111111114,20.944444444444446,23.111111111111107,17.666666666666664,20.944444444444446,19.27777777777778,18.833333333333336,17.055555555555557,21.5,23.166666666666668,25.38888888888889,24.5,21.666666666666668,24.33333333333333,23.666666666666664,13.833333333333332,15.777777777777777,14.611111111111107,12.944444444444445,12.666666666666664,18.277777777777786,15.555555555555555,16.77777777777778,11.166666666666668,21.44444444444444,23.38888888888889,19.88888888888889,23.77777777777777,21.05555555555556,20.88888888888889,21.333333333333336,22.38888888888889,23.94444444444444,21.27777777777777,15.22222222222222,21.44444444444444,11.055555555555555,13.777777777777777,23.05555555555556,18.33333333333333,20.33333333333333,22.444444444444446
20.777777777777786,14.11111111111111,20.33333333333333,17.27777777777778,20.05555555555556,18.33333333333333,20.777777777777786,20.55555555555556,21.611111111111114,17.388888888888886,19.55555555555556,18.444444444444446,17.166666666666664,16.166666666666668,21.0,22.22222222222222,24.55555555555556,23.166666666666668,19.944444444444446,23.5,22.61111111111111,13.666666666666668,18.38888888888889,14.333333333333332,12.999999999999998,12.5,16.72222222222222,15.277777777777777,15.88888888888889,10.999999999999998,20.944444444444446,22.88888888888889,19.33333333333333,22.333333333333336,20.666666666666668,20.72222222222222,20.83333333333333,22.0,22.666666666666664,20.777777777777786,15.166666666666664,21.0,10.777777777777777,15.555555555555555,21.5,17.444444444444443,19.61111111111111,22.166666666666668
19.444444444444443,13.722222222222223,20.0,16.38888888888889,19.111111111111114,17.444444444444443,20.27777777777778,20.222222222222225,19.5,17.166666666666664,18.88888888888889,17.88888888888889,16.61111111111111,15.277777777777777,20.611111111111107,21.72222222222221,23.33333333333333,21.333333333333336,18.77777777777777,22.722222222222225,21.38888888888889,13.444444444444446,20.38888888888889,14.000000000000002,14.833333333333334,12.27777777777778,15.166666666666664,15.055555555555555,15.277777777777777,11.277777777777777,20.55555555555556,22.61111111111111,18.94444444444444,20.27777777777778,20.33333333333333,20.666666666666668,20.444444444444443,21.666666666666668,21.888888888888893,20.38888888888889,15.055555555555555,20.611111111111107,10.388888888888893,17.27777777777778,20.777777777777786,16.72222222222222,18.94444444444444,22.055555555555557
18.88888888888889,13.555555555555554,19.666666666666668,15.777777777777777,18.61111111111111,17.0,19.88888888888889,19.88888888888889,18.166666666666668,16.88888888888889,18.33333333333333,17.333333333333336,16.222222222222225,14.611111111111107,20.222222222222225,21.27777777777777,21.72222222222221,20.33333333333333,18.111111111111107,22.5,20.88888888888889,13.277777777777777,21.666666666666668,13.666666666666668,16.833333333333332,12.111111111111107,14.333333333333332,14.833333333333334,14.77777777777778,12.5,20.166666666666664,22.27777777777777,18.55555555555556,19.0,19.833333333333336,20.777777777777786,20.222222222222225,21.44444444444444,21.38888888888889,20.05555555555556,14.888888888888888,20.222222222222225,10.166666666666664,18.55555555555556,20.38888888888889,16.222222222222225,18.33333333333333,21.999999999999996
18.61111111111111,13.277777777777777,19.22222222222221,15.277777777777777,18.22222222222222,16.38888888888889,19.444444444444443,19.5,17.388888888888886,16.77777777777778,17.88888888888889,16.88888888888889,15.999999999999998,14.166666666666666,19.833333333333336,20.88888888888889,20.944444444444446,19.5,17.61111111111111,22.333333333333336,20.33333333333333,13.11111111111111,22.444444444444446,14.333333333333332,18.38888888888889,12.0,13.777777777777777,14.555555555555555,14.444444444444445,13.833333333333332,19.944444444444446,21.944444444444443,18.277777777777786,18.05555555555556,19.444444444444443,21.38888888888889,19.944444444444446,21.27777777777777,21.05555555555556,19.72222222222222,15.055555555555555,19.833333333333336,10.055555555555555,19.444444444444443,20.11111111111111,15.666666666666668,17.77777777777778,21.888888888888893
18.444444444444446,12.944444444444445,18.88888888888889,14.833333333333334,17.83333333333333,15.944444444444446,18.94444444444444,19.166666666666668,16.77777777777778,16.5,17.333333333333336,16.333333333333332,15.777777777777777,13.722222222222223,19.55555555555556,20.500000000000004,20.33333333333333,18.722222222222225,17.166666666666664,22.22222222222222,19.77777777777777,12.833333333333334,22.88888888888889,15.88888888888889,19.444444444444443,11.77777777777778,13.333333333333332,14.388888888888888,14.11111111111111,15.055555555555555,19.666666666666668,21.77777777777778,18.166666666666668,17.388888888888886,19.05555555555556,23.277777777777786,19.666666666666668,21.11111111111111,20.72222222222222,19.33333333333333,15.72222222222222,19.5,10.055555555555555,20.11111111111111,19.72222222222222,15.22222222222222,17.22222222222222,21.722222222222218
18.277777777777786,13.499999999999998,18.61111111111111,14.444444444444445,17.444444444444443,15.555555555555555,18.5,18.77777777777777,16.333333333333332,16.277777777777775,16.88888888888889,15.944444444444446,15.61111111111111,13.333333333333332,19.27777777777778,20.166666666666664,19.666666666666668,18.000000000000004,16.77777777777778,22.11111111111111,19.166666666666668,12.666666666666664,22.944444444444443,17.83333333333333,19.833333333333336,11.666666666666666,12.88888888888889,14.27777777777778,13.88888888888889,16.055555555555554,19.388888888888893,21.55555555555556,17.944444444444443,16.77777777777778,18.77777777777777,24.77777777777777,19.444444444444443,20.88888888888889,20.38888888888889,18.94444444444444,16.555555555555554,19.166666666666668,11.222222222222223,20.33333333333333,19.5,14.833333333333334,16.77777777777778,21.666666666666668
18.000000000000004,16.11111111111111,18.33333333333333,14.055555555555554,17.0,15.055555555555555,18.05555555555556,18.5,15.944444444444446,16.055555555555554,16.444444444444446,15.444444444444445,15.277777777777777,13.11111111111111,18.94444444444444,19.833333333333336,19.22222222222221,17.388888888888886,16.38888888888889,21.944444444444443,18.55555555555556,12.388888888888888,22.61111111111111,19.55555555555556,20.0,11.500000000000002,12.388888888888888,14.11111111111111,13.61111111111111,16.72222222222222,19.22222222222221,21.333333333333336,17.77777777777778,16.277777777777775,18.722222222222225,25.500000000000004,19.166666666666668,20.83333333333333,20.166666666666664,18.666666666666664,17.555555555555557,18.833333333333336,12.72222222222222,20.05555555555556,19.388888888888893,14.5,16.444444444444446,21.5
17.88888888888889,18.38888888888889,18.111111111111107,13.722222222222223,16.61111111111111,14.611111111111107,17.666666666666664,18.33333333333333,15.499999999999998,15.833333333333332,15.999999999999998,15.166666666666664,15.0,12.72222222222222,18.666666666666664,19.5,18.88888888888889,16.833333333333332,15.999999999999998,21.77777777777778,18.05555555555556,12.27777777777778,21.611111111111114,21.222222222222225,19.944444444444446,11.444444444444445,12.166666666666666,13.88888888888889,13.333333333333332,17.055555555555557,19.05555555555556,21.166666666666664,17.666666666666664,15.777777777777777,18.61111111111111,25.944444444444446,19.05555555555556,20.72222222222222,19.88888888888889,18.38888888888889,18.61111111111111,18.61111111111111,14.27777777777778,19.27777777777778,19.05555555555556,14.166666666666666,16.166666666666668,21.38888888888889
17.72222222222222,19.944444444444446,17.944444444444443,13.499999999999998,16.277777777777775,14.388888888888888,17.444444444444443,18.05555555555556,15.111111111111112,15.72222222222222,15.61111111111111,15.0,14.666666666666666,12.444444444444445,18.444444444444446,19.166666666666668,18.61111111111111,16.38888888888889,15.666666666666668,21.611111111111114,17.61111111111111,12.0,19.444444444444443,22.61111111111111,19.5,11.277777777777777,11.833333333333332,13.722222222222223,13.166666666666668,17.11111111111111,18.94444444444444,21.0,17.666666666666664,15.444444444444445,18.666666666666664,26.166666666666664,19.05555555555556,20.666666666666668,19.77777777777777,18.111111111111107,19.388888888888893,18.33333333333333,15.72222222222222,17.5,18.833333333333336,13.777777777777777,15.88888888888889,21.277777777777775
