,0
0,4
1,1
2,3
3,5
4,8
5,5
6,5
7,3
8,8
9,8
10,3
11,0
12,0
13,7
14,0
15,0
16,2
17,0
18,8
19,2
20,2
21,7
22,2
23,7
24,7
25,2
26,0
27,2
28,3
29,2
30,3
31,3
32,2
33,3
34,2
35,1
36,2
37,2
38,3
39,3
40,2
41,4
42,8
43,1
44,1
45,1
46,2
47,1
48,2
49,2
50,1
51,2
52,1
53,8
54,8
55,4
56,8
57,8
58,8
59,8
60,2
61,4
62,8
63,8
64,1
65,4
66,2
67,8
68,8
69,2
70,8
71,8
72,8
73,2
74,1
75,2
76,8
77,8
78,3
79,8
80,8
81,8
82,1
83,8
84,8
85,8
86,2
87,8
88,8
89,8
90,5
91,5
92,1
93,3
94,3
95,5
96,3
97,1
98,3
99,1
100,5
101,5
102,1
103,1
104,5
105,5
106,5
107,1
108,1
109,1
110,1
111,1
112,3
113,1
114,3
115,4
116,4
117,4
118,2
119,4
120,4
121,4
122,4
123,4
124,4
125,4
126,4
127,4
128,4
129,4
130,4
131,4
132,4
133,4
134,4
135,4
136,4
137,4
138,4
139,4
140,4
141,4
142,4
143,4
144,4
145,4
146,4
147,4
148,4
149,4
150,4
151,4
152,4
153,4
154,4
155,4
156,4
157,4
158,4
159,4
160,4
161,4
162,4
163,4
164,4
165,4
166,4
167,4
168,4
169,8
170,1
171,1
172,2
173,2
174,2
175,8
176,2
177,3
178,2
179,3
180,1
181,8
182,1
183,8
184,1
185,1
186,2
187,8
188,8
189,1
190,1
191,8
192,1
193,8
194,1
195,1
196,1
197,4
198,2
199,2
200,2
201,2
202,2
203,4
204,8
205,1
206,1
207,4
208,2
209,2
210,2
211,2
212,3
213,2
214,2
215,2
216,2
217,8
218,2
219,4
220,8
221,8
222,2
223,2
224,2
225,2
226,2
227,2
228,8
229,4
230,2
231,2
232,8
233,8
234,8
235,8
236,8
237,2
238,1
239,8
240,2
241,8
242,2
243,2
244,2
245,2
246,8
247,8
248,8
249,8
250,8
251,8
252,8
253,8
254,8
255,8
256,8
257,2
258,8
259,4
260,8
261,2
262,8
263,1
264,8
265,8
266,8
267,8
268,8
269,1
270,8
271,8
272,8
273,1
274,1
275,5
276,3
277,3
278,1
279,1
280,1
281,3
282,1
283,1
284,1
285,1
286,1
287,1
288,1
289,1
290,3
291,3
292,1
293,1
294,3
295,1
296,3
297,1
298,1
299,3
300,1
301,3
302,1
303,3
304,1
305,1
306,1
307,1
308,5
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,5
317,5
318,5
319,1
320,5
321,5
322,1
323,1
324,1
325,1
326,5
327,1
328,5
329,5
330,5
331,5
332,5
333,5
334,5
335,5
336,5
337,5
338,1
339,5
340,5
341,5
342,5
343,1
344,5
345,5
346,5
347,5
348,1
349,5
350,5
351,5
352,5
353,5
354,5
355,5
356,5
357,5
358,5
359,5
360,5
361,5
362,4
363,4
364,4
365,4
366,4
367,4
368,4
369,4
370,4
371,4
372,8
373,8
374,8
375,8
376,8
377,8
378,5
379,8
380,8
381,8
382,8
383,8
384,5
385,8
386,1
387,5
388,5
389,5
390,1
391,1
392,1
393,8
394,3
395,1
396,8
397,0
398,0
399,0
400,0
401,2
402,7
403,2
404,7
405,2
406,2
407,1
408,5
409,0
410,1
411,0
412,5
413,0
414,0
415,0
416,7
417,5
418,0
419,0
420,0
421,1
422,3
423,7
424,7
425,7
426,1
427,0
428,8
429,3
430,7
431,7
432,2
433,7
434,7
435,0
436,7
437,0
438,0
439,7
440,7
441,2
442,7
443,7
444,7
445,5
446,5
447,5
448,5
449,5
450,5
451,3
452,5
453,5
454,5
455,5
456,5
457,3
458,5
459,5
460,5
461,5
462,5
463,3
464,3
465,5
466,3
467,5
468,5
469,5
470,5
471,1
472,3
473,1
474,1
475,3
476,3
477,1
478,1
479,1
480,5
481,3
482,3
483,3
484,1
485,5
486,1
487,3
488,3
489,5
490,3
491,3
492,8
493,3
494,3
495,7
496,3
497,3
498,7
499,3
500,3
501,7
502,7
503,7
504,3
505,2
506,3
507,7
508,7
509,6
510,6
511,5
512,6
513,6
514,5
515,6
516,6
517,6
518,6
519,6
520,6
521,6
522,6
523,6
524,6
525,0
526,2
527,7
528,0
529,1
530,2
531,2
532,8
533,1
