Cluster 0,Cluster 1,Cluster 2,Cluster 3
40.9880658436214,29.37575757575758,16.974436090225563,54.99272727272727
40.37407407407408,28.97407407407407,16.639097744360903,54.44636363636362
39.84197530864198,28.623232323232326,16.36616541353383,53.958181818181814
39.357613168724285,28.307407407407403,16.115037593984965,53.52090909090909
38.892592592592585,28.004040404040406,15.900000000000002,53.14545454545455
38.49094650205761,27.731313131313133,15.689473684210524,52.780909090909084
38.15061728395061,27.52895622895623,15.507518796992482,52.482727272727274
37.87489711934156,27.345791245791244,15.354135338345865,52.26727272727273
38.55925925925925,27.555218855218854,15.450375939849625,53.120000000000005
41.72551440329219,29.487542087542085,17.094736842105263,56.31181818181818
45.02427983539095,31.857912457912462,19.37518796992481,59.44090909090909
47.87818930041153,33.94646464646464,21.463909774436093,61.97818181818182
50.07901234567901,35.62255892255892,23.13834586466165,63.84
51.6835390946502,36.84478114478115,24.365413533834587,65.1009090909091
52.707407407407416,37.58754208754209,25.015037593984964,65.84272727272727
53.083127572016465,37.73030303030303,25.026315789473685,66.01272727272728
52.57777777777778,37.07744107744108,24.130075187969926,65.49545454545454
50.47613168724279,35.231986531986536,22.21654135338346,63.8890909090909
47.58065843621399,33.456228956228955,20.649624060150373,61.11363636363637
45.60493827160494,32.295286195286195,19.62105263157895,59.17454545454546
44.28971193415638,31.4959595959596,18.893984962406012,58.011818181818185
43.26707818930041,30.83703703703703,18.294736842105262,57.06727272727274
42.39711934156379,30.276094276094277,17.817293233082705,56.29272727272727
41.657201646090535,29.78148148148148,17.39774436090225,55.63545454545455
41.00411522633745,29.357912457912455,17.054135338345862,55.05999999999999
40.391769547325104,28.954545454545453,16.718796992481202,54.505454545454555
39.852263374485595,28.603367003367005,16.433834586466165,54.00636363636365
39.36954732510288,28.284511784511785,16.18421052631579,53.57545454545454
38.901646090534975,27.98047138047138,15.960150375939849,53.19090909090908
38.50617283950617,27.71212121212121,15.74135338345865,52.83818181818183
38.16213991769547,27.511111111111116,15.566165413533833,52.52818181818182
37.89259259259259,27.33265993265993,15.38796992481203,52.31
38.583127572016465,27.54074074074074,15.484962406015038,53.15454545454545
41.75267489711935,29.46767676767677,17.145112781954886,56.37454545454545
45.06255144032922,31.84276094276094,19.45037593984962,59.523636363636356
47.934156378600825,33.943771043771044,21.56917293233083,62.08272727272727
50.13127572016461,35.63131313131313,23.273684210526312,63.94909090909091
51.74650205761318,36.86363636363637,24.518045112781955,65.22727272727273
52.78024691358025,37.60774410774411,25.18496240601504,65.9772727272727
53.166666666666664,37.759932659932666,25.21654135338346,66.15454545454544
52.67695473251029,37.121212121212125,24.326315789473682,65.66181818181818
50.60493827160494,35.288888888888884,22.41127819548872,64.06090909090909
47.70946502057614,33.49696969696969,20.809022556390982,61.28545454545454
45.72510288065844,32.319528619528626,19.75187969924812,59.32090909090909
44.41111111111111,31.51616161616162,19.018045112781955,58.15636363636364
43.3872427983539,30.847811447811452,18.416541353383455,57.193636363636365
42.51810699588478,30.287205387205386,17.933834586466165,56.40818181818182
41.776131687242795,29.792929292929294,17.521804511278198,55.74727272727274
41.118930041152254,29.365993265993268,17.183458646616543,55.16454545454546
40.50864197530864,28.957912457912457,16.84736842105263,54.61272727272728
39.96337448559672,28.607744107744107,16.56766917293233,54.112727272727284
39.479835390946505,28.292255892255895,16.31503759398496,53.686363636363645
39.008641975308635,27.990235690235686,16.087218045112785,53.30363636363637
38.61234567901235,27.726262626262628,15.87593984962406,52.95545454545453
38.2769547325103,27.52053872053872,15.71578947368421,52.65363636363636
38.011111111111106,27.34545454545454,15.54736842105263,52.422727272727265
38.690123456790126,27.55723905723906,15.641353383458648,53.26545454545455
41.851440329218114,29.499663299663304,17.327067669172934,56.52545454545453
45.135802469135804,31.878451178451183,19.657142857142855,59.702727272727266
48.00205761316872,33.991919191919195,21.801503759398496,62.285454545454535
50.203292181069955,35.69191919191919,23.536842105263155,64.16636363636363
51.82304526748971,36.92861952861953,24.785714285714285,65.43727272727271
52.86296296296296,37.69292929292929,25.472180451127816,66.20636363636363
53.257201646090536,37.86161616161616,25.519548872180454,66.38454545454546
52.77777777777778,37.235016835016836,24.63533834586466,65.8990909090909
50.74609053497942,35.41649831649832,22.737593984962405,64.31
47.858024691358025,33.60909090909092,21.09548872180451,61.52636363636364
45.87777777777777,32.425925925925924,20.03533834586466,59.532727272727286
44.561728395061735,31.62053872053872,19.296992481203006,58.354545454545445
43.53621399176954,30.947474747474754,18.70075187969925,57.389090909090896
42.68024691358024,30.389225589225585,18.206015037593986,56.597272727272724
41.941563786008224,29.901346801346804,17.7984962406015,55.93545454545455
41.28724279835391,29.474410774410778,17.458646616541355,55.33727272727273
40.68024691358024,29.068686868686868,17.104511278195485,54.788181818181826
40.13827160493827,28.723569023569024,16.814285714285717,54.276363636363634
39.651440329218104,28.405050505050504,16.56390977443609,53.8390909090909
39.19423868312757,28.104040404040408,16.322556390977446,53.447272727272725
38.80082304526749,27.842760942760947,16.10827067669173,53.10181818181819
38.46378600823046,27.64006734006734,15.92932330827068,52.80272727272727
38.20246913580247,27.468686868686866,15.757894736842106,52.57454545454545
38.87407407407408,27.68686868686869,15.839097744360902,53.42181818181817
42.0358024691358,29.633333333333333,17.504511278195487,56.71272727272728
45.327983539094646,32.025925925925925,19.820300751879696,59.92363636363636
48.19547325102881,34.13771043771044,21.955639097744363,62.51545454545455
50.39670781893005,35.834006734006735,23.68045112781955,64.42181818181818
52.023045267489714,37.07946127946128,24.91804511278195,65.71818181818182
53.078600823045264,37.83535353535353,25.59624060150376,66.48636363636363
53.47777777777778,38.001010101010095,25.645864661654134,66.67545454545454
53.022633744855966,37.36902356902357,24.763157894736842,66.2009090909091
51.00946502057613,35.56801346801347,22.876691729323305,64.61363636363636
48.117283950617285,33.75353535353535,21.226315789473688,61.81454545454545
46.11934156378601,32.56969696969697,20.169924812030075,59.79636363636363
44.800411522633745,31.765319865319864,19.415037593984962,58.596363636363634
43.77489711934157,31.1,18.81203007518797,57.61090909090909
42.92469135802469,30.546801346801352,18.317293233082705,56.81636363636365
42.184362139917695,30.051515151515147,17.887969924812033,56.131818181818176
41.52921810699589,29.62828282828283,17.533834586466167,55.540000000000006
40.91111111111112,29.221885521885522,17.17218045112782,54.97272727272728
40.36008230452675,28.874410774410777,16.880451127819548,54.455454545454565
39.86131687242798,28.55622895622896,16.618045112781953,54.0
39.38724279835391,28.24781144781145,16.386466165413538,53.60545454545455
38.98312757201646,27.982154882154884,16.153383458646616,53.25090909090908
38.64362139917696,27.76835016835017,15.974436090225566,52.95636363636363
38.367489711934155,27.591919191919196,15.790225563909773,52.720909090909075
39.032098765432096,27.79663299663299,15.867669172932327,53.56272727272728
42.18271604938271,29.720875420875416,17.516541353383456,56.89545454545455
45.474485596707815,32.08585858585859,19.834586466165412,60.13818181818183
48.348971193415636,34.17744107744108,21.951127819548873,62.75181818181818
50.548148148148144,35.868350168350176,23.67744360902256,64.66909090909091
52.18189300411523,37.090235690235694,24.91578947368421,65.97090909090909
53.23909465020576,37.84309764309764,25.604511278195485,66.73636363636363
53.639094650205756,38.0047138047138,25.66992481203008,66.93181818181819
53.18930041152263,37.38249158249158,24.817293233082705,66.45545454545453
51.18641975308642,35.5959595959596,22.942857142857143,64.86636363636362
48.26460905349794,33.76767676767677,21.27142857142857,62.05181818181817
46.23744855967078,32.58013468013468,20.218796992481202,60.00363636363636
44.90658436213992,31.765656565656563,19.459398496240603,58.776363636363634
43.867489711934155,31.084848484848486,18.855639097744362,57.795454545454554
42.99794238683128,30.522558922558925,18.357142857142858,56.97272727272726
42.251851851851846,30.024579124579123,17.930075187969923,56.28
41.56913580246914,29.594949494949493,17.57067669172932,55.660909090909115
40.939506172839515,29.189225589225586,17.220300751879698,55.10000000000001
40.376131687242804,28.83434343434343,16.931578947368422,54.582727272727276
39.864197530864196,28.51111111111111,16.66842105263158,54.11909090909091
39.38106995884773,28.198316498316498,16.43308270676692,53.71090909090909
38.96584362139918,27.91952861952862,16.197744360902256,53.350909090909084
38.615637860082316,27.703703703703702,16.019548872180454,53.03363636363637
38.33827160493828,27.51683501683502,15.84360902255639,52.790909090909096
38.998353909465024,27.722895622895624,15.918045112781954,53.63
42.148148148148145,29.64915824915825,17.60225563909775,56.986363636363635
45.443621399176955,32.01683501683502,19.945112781954887,60.23363636363637
48.31399176954732,34.11952861952862,22.108270676691735,62.86090909090909
50.51604938271605,35.82659932659933,23.869924812030078,64.7790909090909
52.14773662551441,37.064646464646465,25.13458646616541,66.07636363636364
53.21069958847737,37.826936026936025,25.858646616541353,66.84272727272727
53.620987654320984,38.0077441077441,25.942105263157895,67.03454545454545
53.18930041152263,37.4010101010101,25.100751879699253,66.56636363636362
51.21275720164609,35.622895622895626,23.215037593984967,64.99090909090908
48.27777777777778,33.77070707070707,21.50451127819549,62.16181818181818
46.24074074074074,32.573063973063974,20.430075187969926,60.08363636363636
44.90246913580247,31.760606060606058,19.655639097744363,58.853636363636355
43.85637860082304,31.084511784511786,19.043609022556392,57.855454545454535
42.98024691358025,30.520875420875424,18.541353383458645,57.02727272727274
42.23539094650205,30.03030303030303,18.111278195488723,56.32454545454545
41.54485596707818,29.601346801346796,17.74812030075188,55.70181818181819
40.910699588477364,29.18552188552188,17.400000000000006,55.13454545454544
40.32880658436214,28.83400673400673,17.096240601503762,54.598181818181814
39.81152263374486,28.50875420875421,16.824060150375942,54.134545454545446
39.319341563786004,28.19158249158249,16.585714285714282,53.718181818181804
38.91193415637859,27.91447811447811,16.338345864661655,53.356363636363646
38.56502057613169,27.7003367003367,16.150375939849624,53.034545454545444
38.28971193415638,27.51548821548821,15.974436090225563,52.78272727272728
38.955555555555556,27.72053872053872,16.051879699248122,53.620909090909095
42.13744855967079,29.645791245791248,17.763909774436094,57.00727272727272
45.46337448559672,32.01919191919192,20.132330827067673,60.29818181818181
48.36213991769547,34.12861952861953,22.327819548872185,62.94454545454545
50.58683127572016,35.84377104377104,24.1,64.87636363636364
52.24156378600823,37.09057239057239,25.392481203007517,66.1809090909091
53.32098765432099,37.86666666666667,26.13157894736842,66.95818181818181
53.737860082304536,38.05656565656565,26.23458646616541,67.16
53.32427983539095,37.463973063973064,25.409774436090224,66.69363636363637
51.36008230452675,35.70134680134681,23.518796992481203,65.11090909090908
48.38765432098765,33.82255892255892,21.760902255639095,62.276363636363634
46.316049382716045,32.613468013468015,20.665413533834588,60.16545454545456
44.958436213991774,31.794949494949496,19.887218045112782,58.91909090909091
43.900000000000006,31.105050505050507,19.275187969924815,57.90636363636363
43.0238683127572,30.542760942760946,18.76390977443609,57.07727272727272
42.265843621399185,30.043097643097642,18.326315789473682,56.36090909090909
41.568312757201646,29.61111111111111,17.95714285714286,55.738181818181815
40.91604938271605,29.190909090909095,17.61127819548872,55.16181818181818
40.33703703703704,28.83265993265993,17.30225563909775,54.62545454545454
39.8156378600823,28.5,17.038345864661654,54.156363636363636
39.318930041152264,28.17676767676768,16.806766917293235,53.72545454545455
38.906172839506176,27.893939393939394,16.564661654135335,53.36454545454546
38.55884773662551,27.676430976430975,16.3827067669173,53.034545454545444
38.28600823045267,27.48989898989899,16.217293233082707,52.778181818181814
38.96790123456789,27.697979797979794,16.30902255639098,53.635454545454536
42.180658436213996,29.642760942760948,18.05263157894737,57.06909090909091
45.54320987654321,32.049831649831646,20.444360902255642,60.374545454545455
48.47201646090535,34.18350168350168,22.66015037593985,63.03818181818182
50.71975308641976,35.91447811447811,24.465413533834585,64.97818181818181
52.38518518518518,37.183164983164986,25.766165413533834,66.27909090909091
53.47325102880659,37.966329966329965,26.50902255639098,67.05727272727273
53.90864197530864,38.16026936026936,26.619548872180456,67.25545454545454
53.4761316872428,37.56363636363636,25.79624060150376,66.78272727272727
51.548971193415646,35.78686868686869,23.796240601503758,65.21272727272726
48.53703703703704,33.8979797979798,22.10075187969925,62.39545454545455
46.498353909465024,32.72828282828283,21.023308270676694,60.341818181818184
45.09753086419753,31.886531986531985,20.250375939849626,59.00090909090908
44.02674897119341,31.189898989898996,19.627067669172934,57.98181818181818
43.14732510288066,30.62962962962963,19.12330827067669,57.160000000000004
42.388888888888886,30.132996632996633,18.675939849624058,56.43363636363636
41.68724279835391,29.671717171717173,18.268421052631577,55.79909090909091
41.042386831275714,29.25387205387206,17.910526315789475,55.21181818181817
40.4604938271605,28.894276094276094,17.594736842105267,54.67363636363636
39.93950617283951,28.56464646464647,17.32330827067669,54.20363636363636
39.44732510288066,28.24040404040404,17.071428571428573,53.78454545454544
39.04650205761317,27.956902356902358,16.81954887218045,53.42636363636363
38.70082304526749,27.744107744107744,16.625563909774435,53.11000000000001
38.434156378600825,27.558585858585857,16.451127819548873,52.85545454545454
39.11934156378601,27.779124579124584,16.541353383458645,53.71636363636363
42.329218106995896,29.719865319865317,18.285714285714285,57.17727272727272
45.68518518518518,32.12087542087542,20.685714285714287,60.51
48.61028806584362,34.26161616161616,22.905263157894733,63.19636363636364
50.8604938271605,36.0020202020202,24.707518796992478,65.15727272727273
52.52222222222221,37.27542087542087,26.025563909774437,66.46545454545455
53.60864197530865,38.07508417508418,26.786466165413533,67.24
54.04650205761317,38.270707070707076,26.903007518796993,67.4609090909091
53.632510288065845,37.68720538720539,26.093233082706767,67.00272727272727
51.727983539094645,35.931649831649835,24.10751879699248,65.43909090909092
48.721399176954726,34.039730639730635,22.390977443609025,62.59636363636365
46.66090534979425,32.864309764309766,21.313533834586465,60.50727272727273
45.25390946502058,32.02424242424242,20.527067669172933,59.15909090909091
44.17654320987654,31.33265993265993,19.894736842105264,58.13909090909092
43.294238683127574,30.768686868686867,19.378947368421056,57.32090909090908
42.533333333333324,30.27037037037037,18.92556390977444,56.58454545454544
41.82633744855967,29.809090909090905,18.506015037593986,55.93909090909092
41.18024691358025,29.392929292929296,18.15488721804511,55.36545454545455
40.59711934156378,29.03400673400673,17.828571428571426,54.82272727272727
40.077366255144035,28.705387205387204,17.550375939849623,54.35909090909092
39.592181069958855,28.380808080808077,17.296240601503758,53.94454545454545
39.190123456790126,28.1006734006734,17.043609022556392,53.58909090909091
38.85349794238684,27.881481481481487,16.85639097744361,53.27727272727274
38.58477366255144,27.7020202020202,16.669924812030075,53.041818181818165
39.281893004115226,27.932323232323238,16.7609022556391,53.90818181818182
42.50411522633745,29.872390572390575,18.516541353383456,57.404545454545456
45.870370370370374,32.254208754208754,20.923308270676692,60.763636363636365
48.81069958847737,34.38114478114478,23.137593984962407,63.47454545454544
51.0679012345679,36.10909090909091,24.939097744360907,65.43636363636364
52.73950617283951,37.379461279461275,26.24812030075188,66.73818181818181
53.834567901234564,38.176094276094275,27.012030075187965,67.51727272727273
54.27325102880659,38.38181818181818,27.15187969924812,67.73090909090908
53.86049382716049,37.81986531986532,26.35413533834586,67.28
51.98806584362139,36.096632996633,24.370676691729326,65.72818181818182
48.97160493827161,34.209090909090904,22.643609022556394,62.878181818181815
46.900823045267494,33.04343434343434,21.558646616541356,60.769090909090906
45.490123456790116,32.21178451178451,20.7593984962406,59.39545454545455
44.40452674897119,31.528282828282826,20.13233082706767,58.374545454545455
43.525925925925925,30.98148148148148,19.614285714285714,57.54181818181818
42.76378600823045,30.48888888888889,19.169924812030075,56.79272727272727
42.056378600823045,30.044107744107745,18.745112781954887,56.14181818181819
41.40658436213992,29.63703703703704,18.394736842105264,55.56727272727272
40.827983539094646,29.28787878787879,18.066165413533835,55.021818181818176
40.29876543209876,28.96666666666666,17.80225563909775,54.56
39.80534979423869,28.646127946127944,17.545864661654136,54.13727272727273
39.39341563786008,28.371717171717176,17.275187969924815,53.7809090909091
39.05102880658437,28.146464646464647,17.081954887218046,53.469090909090916
38.77613168724281,27.962626262626262,16.898496240601503,53.21
39.47530864197531,28.188215488215494,16.98872180451128,54.08090909090909
42.7037037037037,30.111784511784514,18.74812030075188,57.64272727272727
46.07860082304527,32.46531986531987,21.148872180451125,61.04272727272727
49.0238683127572,34.57979797979797,23.369924812030074,63.768181818181816
51.290946502057615,36.28316498316499,25.181203007518796,65.74181818181818
52.97489711934156,37.544444444444444,26.502255639097747,67.06636363636363
54.07942386831275,38.33670033670034,27.271428571428572,67.83272727272728
54.53621399176954,38.54781144781145,27.41578947368421,68.06272727272727
54.13786008230453,37.998989898989905,26.646616541353385,67.6181818181818
52.281481481481485,36.29730639730639,24.672932330827066,66.08454545454545
49.25020576131687,34.3986531986532,22.933082706766914,63.22363636363635
47.14444444444444,33.21851851851852,21.852631578947367,61.06909090909091
45.714403292181075,32.377104377104374,21.060902255639096,59.6790909090909
44.62304526748971,31.695286195286194,20.430075187969923,58.64818181818181
43.739917695473245,31.14343434343434,19.914285714285718,57.81181818181819
42.966666666666654,30.657239057239053,19.46691729323308,57.05727272727271
42.25514403292181,30.209090909090904,19.06015037593985,56.406363636363636
41.60370370370371,29.795622895622895,18.70902255639098,55.81272727272727
41.02181069958847,29.44511784511785,18.37894736842105,55.271818181818176
40.49341563786008,29.123569023569026,18.106766917293232,54.80545454545454
39.98888888888889,28.797306397306397,17.854135338345866,54.391818181818174
39.57942386831276,28.51750841750842,17.58872180451128,54.024545454545446
39.22551440329218,28.2983164983165,17.390225563909777,53.69
38.94526748971194,28.104713804713807,17.20075187969925,53.43090909090909
39.650617283950616,28.334006734006735,17.29022556390977,54.31454545454545
42.90987654320987,30.262626262626263,19.05263157894737,57.89818181818181
46.312345679012346,32.61986531986531,21.448872180451126,61.33545454545454
49.28765432098765,34.72457912457913,23.659398496240602,64.07909090909092
51.57530864197531,36.42929292929293,25.460150375939847,66.05181818181819
53.26296296296295,37.686868686868685,26.773684210526316,67.39090909090909
54.37736625514403,38.47575757575758,27.542105263157893,68.16090909090909
54.8358024691358,38.69090909090909,27.682706766917295,68.40727272727273
54.45637860082305,38.15791245791246,26.926315789473684,67.96181818181817
52.613991769547326,36.478451178451174,24.97218045112782,66.44636363636364
49.55843621399176,34.560269360269366,23.222556390977438,63.58272727272727
47.41810699588478,33.36936026936027,22.138345864661655,61.38636363636363
45.973251028806594,32.52727272727273,21.337593984962403,59.977272727272734
44.86625514403292,31.844107744107745,20.710526315789473,58.92636363636363
