day 0,day 1,day 2,day 3,day 4,day 5,day 6,day 7,day 8,day 9,day 10,day 11,day 12,day 13,day 14,day 15,day 16,day 17,day 18,day 19,day 20,day 21,day 22,day 23,day 24,day 25,day 26,day 27,day 28,day 29,day 30,day 31,day 32,day 33,day 34,day 35,day 36,day 37,day 38,day 39,day 40,day 41,day 42,day 43,day 44,day 45,day 46,day 47,day 48,day 49,day 50,day 51,day 52,day 53,day 54,day 55,day 56,day 57,day 58,day 59,day 60,day 61,day 62,day 63,day 64,day 65,day 66,day 67,day 68,day 69,day 70,day 71,day 72,day 73,day 74,day 75,day 76,day 77,day 78,day 79,day 80,day 81,day 82,day 83,day 84,day 85,day 86,day 87,day 88,day 89,day 90,day 91,day 92,day 93
42.66228070175439,43.84210526315788,45.07456140350877,46.59824561403509,48.48947368421053,50.9140350877193,54.04122807017544,56.24385964912281,57.37017543859649,57.72894736842105,57.58771929824562,57.00701754385965,55.972807017543865,54.57719298245614,52.88684210526316,50.74649122807018,48.06929824561404,45.09473684210526,43.58333333333334,44.07543859649123,44.7359649122807,45.63421052631578,46.59912280701754,47.69035087719298,49.00526315789474,50.48157894736842,52.0078947368421,53.76228070175439,56.030701754385966,59.18333333333333,62.47280701754386,64.35526315789474,65.2921052631579,65.6280701754386,65.44561403508771,64.96754385964913,64.07192982456141,62.79561403508772,60.968421052631584,58.70263157894737,56.00964912280702,53.07982456140351,50.42105263157895,50.21140350877192,51.06754385964912,51.96315789473684,52.94473684210525,54.026315789473685,55.18684210526315,56.467543859649126,58.10701754385965,59.92105263157895,62.04210526315789,65.17456140350878,67.94736842105263,69.61491228070176,70.74561403508773,71.25263157894737,71.15263157894738,70.65526315789474,69.89122807017544,68.74385964912281,67.31929824561404,65.44649122807019,63.10877192982458,60.58771929824562,58.04473684210527,57.138596491228064,57.93684210526317,58.99473684210526,60.21929824561404,61.42105263157894,62.780701754385966,64.22543859649122,65.7421052631579,67.59473684210526,70.12368421052632,73.69035087719297,76.44999999999999,78.11578947368422,79.14561403508772,79.49736842105264,79.28596491228069,78.66666666666666,77.69035087719297,76.3640350877193,74.65964912280702,72.54561403508772,69.92807017543859,66.95350877192982,64.06491228070176,62.740350877192974,63.32368421052631,64.19210526315788
41.832456140350885,42.86754385964912,43.9842105263158,45.31140350877193,46.96754385964913,48.8561403508772,51.28333333333335,54.43421052631579,56.57456140350877,57.6078947368421,58.05877192982456,57.9780701754386,57.4,56.3921052631579,55.14122807017545,53.44035087719298,51.15263157894736,48.45,45.51842105263158,43.77719298245614,44.12982456140351,44.944736842105264,45.80350877192983,46.787719298245605,48.01754385964912,49.35,50.68508771929824,52.23333333333333,54.11228070175438,56.45438596491228,59.44122807017544,62.64649122807018,64.48508771929825,65.42456140350878,65.79473684210525,65.84122807017545,65.37719298245614,64.48508771929825,63.10350877192982,61.30263157894737,59.00087719298245,56.33508771929824,53.42280701754385,50.8,50.47280701754386,51.2842105263158,52.175438596491226,53.157017543859645,54.17719298245614,55.3438596491228,56.82719298245614,58.414035087719306,60.02543859649123,62.0921052631579,65.20263157894738,68.08947368421053,69.92631578947368,70.96140350877194,71.39298245614036,71.39824561403509,71.02807017543859,70.30175438596491,69.33771929824562,67.9140350877193,66.04210526315791,63.70614035087719,61.06140350877193,58.47543859649124,57.52368421052631,58.343859649122805,59.4719298245614,60.54122807017544,61.8078947368421,63.13947368421053,64.46491228070175,66.0201754385965,67.89298245614034,70.3201754385965,73.82543859649122,76.61491228070176,78.28245614035087,79.1421052631579,79.43157894736842,79.29649122807017,78.76666666666665,77.86578947368422,76.6421052631579,75.0061403508772,72.89473684210526,70.26491228070175,67.30087719298247,64.37894736842105,62.970175438596485,63.48859649122807
41.07017543859649,42.03245614035088,42.98771929824562,44.22105263157896,45.68245614035088,47.32894736842105,49.20877192982456,51.678947368421056,54.76929824561403,56.821929824561394,57.95614035087719,58.444736842105264,58.36315789473684,57.82543859649123,56.97368421052631,55.68859649122807,53.85526315789474,51.55701754385965,48.86140350877193,45.76754385964912,43.85,44.33596491228069,45.102631578947374,45.98245614035088,47.1061403508772,48.35,49.537719298245605,50.89298245614035,52.59912280701754,54.53245614035088,56.71929824561405,59.6280701754386,62.78771929824561,64.61578947368422,65.60701754385964,66.19736842105263,66.26491228070175,65.78508771929825,64.76315789473684,63.4201754385965,61.56842105263157,59.30175438596491,56.68070175438596,53.81491228070175,51.08947368421052,50.69298245614036,51.49298245614036,52.39035087719299,53.29473684210526,54.34122807017545,55.73684210526315,57.14122807017544,58.526315789473685,60.06228070175438,62.11666666666667,65.36666666666666,68.39736842105263,70.14122807017543,71.10614035087718,71.63070175438597,71.76052631578948,71.43333333333334,70.90438596491228,69.94298245614036,68.50701754385965,66.62280701754386,64.21403508771931,61.52368421052631,58.911403508771926,57.93859649122807,58.81491228070176,59.78771929824561,60.94122807017544,62.17280701754386,63.36491228070175,64.73684210526316,66.31315789473685,68.08157894736843,70.42894736842106,74.00789473684212,76.7798245614035,78.28333333333335,79.07456140350878,79.4640350877193,79.40701754385962,78.93947368421054,78.15614035087722,77.00175438596489,75.38859649122806,73.25263157894737,70.60087719298247,67.56929824561404,64.59561403508772,63.13859649122808
40.36403508771929,41.26052631578948,42.13684210526316,43.23245614035088,44.607017543859655,46.04122807017543,47.67719298245613,49.58508771929824,51.99473684210528,55.015789473684194,57.174561403508775,58.32807017543859,58.820175438596486,58.81140350877192,58.41578947368421,57.49999999999999,56.09912280701754,54.27368421052631,51.95350877192983,49.12631578947367,45.9359649122807,44.09736842105263,44.487719298245615,45.28421052631579,46.30438596491227,47.4342105263158,48.51842105263157,49.740350877193,51.26929824561403,53.00701754385965,54.80701754385965,56.89210526315789,59.79122807017544,62.92982456140351,64.80526315789474,66.01929824561404,66.61140350877193,66.65350877192982,66.04824561403508,65.08333333333334,63.66929824561404,61.84649122807018,59.6578947368421,57.07456140350877,54.107017543859655,51.34473684210526,50.9078947368421,51.714035087719296,52.52543859649123,53.48070175438596,54.73157894736842,56.04035087719299,57.26228070175439,58.56929824561404,60.09736842105262,62.28245614035087,65.67105263157895,68.61929824561403,70.28245614035087,71.34210526315789,71.99298245614035,72.16491228070174,72.04824561403508,71.50614035087719,70.54035087719299,69.1,67.15789473684211,64.72280701754386,61.99912280701754,59.34649122807018,58.4061403508772,59.129824561403495,60.2,61.30701754385965,62.400877192982456,63.61929824561405,65.0377192982456,66.49561403508771,68.18947368421053,70.60175438596491,74.1798245614035,76.78771929824562,78.22192982456141,79.12719298245614,79.56754385964915,79.58771929824562,79.23333333333335,78.51578947368421,77.38947368421053,75.75087719298246,73.56929824561405,70.83684210526316,67.78245614035089,64.77105263157895
39.77105263157895,40.53859649122807,41.34736842105263,42.37982456140351,43.62368421052632,44.95526315789474,46.367543859649125,48.05263157894738,49.885087719298255,52.23333333333333,55.39122807017544,57.542105263157886,58.71140350877193,59.29210526315789,59.42368421052632,58.94035087719299,57.91754385964912,56.51754385964912,54.650877192982456,52.20789473684211,49.34035087719298,46.272807017543855,44.27807017543859,44.67280701754386,45.60526315789474,46.62368421052632,47.59824561403509,48.70789473684211,50.10964912280702,51.67543859649122,53.27982456140351,54.986842105263165,57.04824561403509,59.9359649122807,63.12894736842106,65.23070175438596,66.43684210526315,66.99035087719298,66.90438596491228,66.36666666666667,65.3122807017544,63.925438596491226,62.19561403508773,60.04649122807017,57.34473684210526,54.35877192982456,51.61666666666667,51.13245614035088,51.84824561403509,52.718421052631584,53.871929824561406,55.04210526315791,56.16929824561404,57.31666666666666,58.59912280701754,60.25877192982456,62.5640350877193,65.91754385964913,68.76754385964912,70.52456140350878,71.70614035087719,72.3798245614035,72.77368421052633,72.65,72.10877192982456,71.1236842105263,69.6359649122807,67.6938596491228,65.24035087719298,62.45964912280702,59.83157894736842,58.73508771929824,59.54824561403509,60.56052631578948,61.51842105263158,62.657017543859645,63.925438596491226,65.22456140350877,66.60350877192982,68.34473684210526,70.76754385964911,74.22192982456141,76.74736842105263,78.27894736842106,79.23508771929822,79.75438596491227,79.88333333333334,79.5798245614035,78.9140350877193,77.76666666666665,76.05789473684209,73.79035087719296,71.04385964912281,67.96666666666667
39.25701754385965,39.93771929824561,40.61929824561403,41.58947368421053,42.775438596491234,43.97631578947369,45.27368421052632,46.75350877192983,48.32894736842105,50.09824561403509,52.59736842105264,55.780701754385966,57.92105263157895,59.189473684210526,59.90350877192982,59.93508771929823,59.3640350877193,58.3421052631579,56.878947368421066,54.89035087719298,52.45175438596492,49.69385964912281,46.54035087719298,44.50175438596493,44.99298245614034,45.911403508771926,46.78070175438597,47.7859649122807,49.08508771929824,50.520175438596496,51.95789473684211,53.45877192982456,55.14912280701754,57.17105263157895,60.12982456140351,63.55789473684212,65.63508771929826,66.80087719298245,67.22017543859648,67.21842105263158,66.57631578947368,65.5578947368421,64.29561403508772,62.59473684210526,60.289473684210535,57.583333333333336,54.64736842105263,51.8921052631579,51.27192982456141,52.043859649122815,53.11228070175439,54.18947368421052,55.16754385964913,56.222807017543865,57.35087719298246,58.75,60.51929824561405,62.82456140350878,66.10087719298245,69.02894736842104,70.90614035087718,72.1140350877193,72.98333333333332,73.35526315789474,73.2482456140351,72.68771929824561,71.65701754385965,70.19035087719297,68.23508771929825,65.72719298245613,62.93333333333334,60.18070175438597,59.164035087719306,59.900877192982456,60.76052631578948,61.77192982456141,62.95614035087719,64.11754385964912,65.33070175438597,66.7421052631579,68.50964912280702,70.80701754385964,74.18771929824561,76.8122807017544,78.39473684210525,79.43157894736842,80.05350877192983,80.23421052631579,79.98421052631576,79.30438596491229,78.07105263157894,76.26666666666668,73.99473684210525,71.25350877192982
38.8140350877193,39.40526315789474,40.01491228070176,40.86666666666667,41.98947368421053,43.11578947368421,44.29210526315789,45.65350877192982,47.02543859649123,48.5140350877193,50.4421052631579,52.99122807017544,56.15789473684211,58.40526315789473,59.80438596491228,60.39736842105263,60.34561403508772,59.77894736842104,58.68508771929825,57.10526315789475,55.13333333333333,52.80438596491228,49.9780701754386,46.86842105263159,44.861403508771936,45.28508771929824,46.0736842105263,46.95701754385964,48.16140350877193,49.49999999999999,50.81228070175438,52.1359649122807,53.62280701754387,55.28070175438596,57.32982456140351,60.56315789473685,63.97280701754385,65.98859649122807,67.01315789473684,67.52543859649123,67.41929824561403,66.80789473684212,65.93859649122807,64.68508771929824,62.82280701754385,60.53333333333333,57.86315789473683,54.9438596491228,52.07456140350877,51.49210526315789,52.45175438596491,53.41842105263159,54.3140350877193,55.23859649122807,56.24824561403509,57.50877192982456,58.99824561403509,60.79035087719298,63.02368421052631,66.36228070175439,69.4078947368421,71.30526315789474,72.69122807017543,73.55526315789473,73.94210526315791,73.81754385964913,73.21929824561406,72.22894736842106,70.7701754385965,68.74298245614035,66.19385964912281,63.27543859649124,60.60175438596492,59.51228070175439,60.09473684210526,61.00263157894737,62.07368421052632,63.150000000000006,64.21929824561404,65.4640350877193,66.89912280701755,68.54122807017545,70.7578947368421,74.26315789473684,76.94210526315787,78.60263157894738,79.72368421052633,80.40087719298246,80.63859649122809,80.37456140350878,79.60438596491228,78.27543859649123,76.46842105263157,74.20877192982455
39.467543859649126,38.95701754385964,39.47368421052632,40.25614035087718,41.27105263157895,42.31929824561404,43.42280701754385,44.66666666666666,45.90087719298246,47.19824561403508,48.85877192982456,50.84122807017545,53.35877192982456,56.63333333333334,59.01842105263157,60.277192982456135,60.82280701754386,60.776315789473685,60.11315789473685,58.90263157894736,57.348245614035086,55.47368421052632,53.11842105263158,50.34649122807018,47.300877192982455,45.1859649122807,45.44561403508772,46.25175438596492,47.33157894736843,48.583333333333336,49.78070175438596,50.98859649122808,52.30526315789475,53.75964912280701,55.42368421052631,57.73245614035088,60.98070175438597,64.33333333333334,66.20701754385965,67.31315789473685,67.71403508771931,67.65438596491228,67.20701754385964,66.3175438596491,64.88859649122807,63.0561403508772,60.81666666666666,58.16228070175438,55.150877192982456,52.34649122807018,51.89912280701754,52.765789473684215,53.55175438596491,54.39035087719297,55.27105263157896,56.4061403508772,57.73684210526316,59.27456140350876,61.00614035087718,63.287719298245605,66.74035087719298,69.8201754385965,71.88508771929824,73.24736842105264,74.13245614035088,74.50964912280702,74.35,73.79473684210527,72.80964912280702,71.30263157894737,69.21228070175438,66.53070175438596,63.65964912280703,60.95701754385966,59.71052631578947,60.33070175438597,61.3061403508772,62.25701754385965,63.242982456140346,64.35087719298247,65.61929824561405,66.92280701754386,68.48070175438596,70.82280701754387,74.41754385964913,77.1464912280702,78.89824561403509,80.06754385964915,80.80350877192983,81.02105263157894,80.66578947368423,79.82280701754387,78.47631578947367,76.68684210526315
42.43157894736842,39.67105263157895,39.0140350877193,39.7219298245614,40.66228070175438,41.589473684210525,42.6298245614035,43.80614035087719,44.91052631578948,46.06929824561403,47.527192982456135,49.25877192982456,51.18157894736843,53.79210526315789,57.25087719298247,59.47280701754386,60.70350877192983,61.25087719298245,61.090350877192975,60.32105263157895,59.142105263157895,57.67192982456141,55.80526315789473,53.49561403508772,50.8122807017544,47.714035087719296,45.37631578947368,45.61491228070176,46.62631578947368,47.770175438596496,48.8701754385965,49.96228070175439,51.16315789473685,52.44649122807017,53.89298245614035,55.81754385964913,58.14298245614036,61.36315789473684,64.55263157894737,66.50877192982456,67.49035087719298,67.94385964912281,68.06140350877193,67.56842105263158,66.51315789473685,65.11315789473684,63.33245614035087,61.11578947368421,58.38333333333334,55.43070175438597,52.77631578947368,52.22105263157894,52.9,53.6280701754386,54.42982456140351,55.43421052631579,56.63859649122808,58.025438596491234,59.491228070175445,61.25701754385965,63.62280701754386,67.15438596491228,70.38070175438597,72.42807017543859,73.82192982456141,74.69210526315791,75.01929824561404,74.9298245614035,74.39385964912282,73.3701754385965,71.75350877192982,69.53070175438596,66.87982456140352,64.00877192982455,61.19035087719298,59.95614035087719,60.628070175438594,61.48157894736842,62.35877192982456,63.37543859649123,64.50175438596492,65.64912280701753,66.8561403508772,68.53684210526316,70.98947368421052,74.62280701754386,77.45263157894739,79.23333333333332,80.46666666666667,81.1719298245614,81.31052631578947,80.87368421052632,80.01315789473682,78.69912280701753
45.40526315789474,42.6640350877193,39.81491228070175,39.280701754385966,40.12894736842106,40.963157894736845,41.88947368421052,43.0078947368421,44.04736842105264,45.06491228070175,46.39824561403508,47.928070175438606,49.56578947368421,51.55175438596492,54.37719298245613,57.70263157894736,59.89473684210526,61.13421052631578,61.5561403508772,61.290350877192985,60.56140350877194,59.4517543859649,58.011403508771934,56.18684210526315,53.97280701754386,51.24298245614036,47.98596491228071,45.58421052631579,45.99561403508772,47.06842105263158,48.05789473684211,49.05526315789473,50.14035087719298,51.30614035087719,52.57807017543859,54.28771929824561,56.22368421052632,58.54035087719298,61.617543859649125,64.86052631578947,66.68859649122807,67.71578947368421,68.36666666666667,68.40701754385965,67.75175438596492,66.74210526315791,65.3798245614035,63.63684210526316,61.34298245614036,58.65087719298246,55.8298245614035,53.11842105263158,52.36228070175439,52.967543859649126,53.67280701754387,54.59824561403509,55.66140350877193,56.93859649122807,58.23947368421054,59.75701754385964,61.570175438596486,64.02543859649124,67.69999999999999,70.92105263157895,72.98333333333333,74.36315789473684,75.19912280701755,75.60263157894735,75.51228070175438,74.96140350877194,73.8236842105263,72.07280701754387,69.85614035087718,67.23947368421054,64.28245614035087,61.46578947368421,60.24912280701754,60.80701754385965,61.578947368421055,62.47543859649122,63.52894736842106,64.53157894736843,65.57017543859648,66.91929824561403,68.68947368421053,71.20263157894738,74.93157894736842,77.7877192982456,79.62368421052632,80.82456140350877,81.42894736842105,81.509649122807,81.07631578947367,80.23245614035089
