station _1,station _10,station _100,station _101,station _102,station _103,station _104,station _105,station _106,station _107,station _108,station _109,station _11,station _110,station _111,station _112,station _113,station _114,station _115,station _116,station _117,station _118,station _119,station _12,station _120,station _121,station _122,station _123,station _124,station _125,station _126,station _127,station _13,station _14,station _15,station _16,station _17,station _18,station _19,station _2,station _20,station _21,station _22,station _23,station _24,station _25,station _26,station _27,station _28,station _29,station _3,station _30,station _31,station _32,station _33,station _34,station _35,station _36,station _37,station _38,station _39,station _4,station _40,station _41,station _42,station _43,station _44,station _45,station _46,station _47,station _48,station _49,station _5,station _50,station _51,station _52,station _53,station _54,station _55,station _56,station _57,station _58,station _59,station _6,station _60,station _61,station _62,station _63,station _64,station _65,station _66,station _67,station _68,station _69,station _7,station _70,station _71,station _72,station _73,station _74,station _75,station _76,station _77,station _78,station _79,station _8,station _80,station _81,station _82,station _83,station _84,station _85,station _86,station _87,station _88,station _89,station _9,station _90,station _91,station _92,station _93,station _94,station _95,station _96,station _97,station _98,station _99
14.11111111111111,28.72222222222222,12.611111111111112,16.555555555555554,15.88888888888889,23.277777777777786,27.38888888888889,20.11111111111111,22.944444444444443,20.11111111111111,21.55555555555556,10.944444444444446,29.27777777777778,15.666666666666668,18.38888888888889,10.0,15.833333333333332,16.277777777777775,15.055555555555555,12.88888888888889,9.555555555555555,12.999999999999998,18.55555555555556,8.88888888888889,21.222222222222225,5.666666666666668,19.33333333333333,16.61111111111111,16.72222222222222,12.666666666666664,26.888888888888893,14.444444444444445,25.77777777777778,20.611111111111107,19.5,15.22222222222222,26.666666666666664,9.222222222222223,19.77777777777777,35.27777777777778,26.05555555555556,23.277777777777786,16.166666666666668,24.77777777777777,19.388888888888893,24.611111111111107,25.11111111111111,22.666666666666664,14.333333333333332,10.166666666666664,7.388888888888887,8.777777777777777,15.277777777777777,22.38888888888889,22.0,21.222222222222225,11.61111111111111,19.666666666666668,19.55555555555556,12.166666666666666,20.33333333333333,17.0,10.388888888888893,28.111111111111107,11.722222222222223,14.77777777777778,17.0,27.05555555555556,12.611111111111112,23.444444444444446,15.88888888888889,23.38888888888889,11.11111111111111,14.27777777777778,7.333333333333335,14.166666666666666,28.77777777777777,25.666666666666668,11.555555555555554,22.55555555555556,21.611111111111114,17.555555555555557,22.0,13.333333333333332,11.61111111111111,14.666666666666666,14.000000000000002,29.611111111111107,13.944444444444445,14.888888888888888,10.777777777777777,5.999999999999998,34.0,10.944444444444446,23.22222222222222,23.111111111111107,12.5,26.44444444444444,28.72222222222222,20.72222222222222,27.05555555555556,11.888888888888888,22.38888888888889,16.666666666666668,8.444444444444446,14.666666666666666,8.944444444444445,15.72222222222222,7.388888888888887,7.999999999999999,10.444444444444445,23.94444444444444,20.666666666666668,28.666666666666664,18.722222222222225,8.722222222222223,11.11111111111111,20.11111111111111,21.333333333333336,24.33333333333333,14.000000000000002,21.83333333333333,19.77777777777777,24.22222222222221,20.666666666666668,11.222222222222223,13.166666666666668
13.833333333333332,28.666666666666664,12.333333333333334,16.11111111111111,15.0,21.944444444444443,27.83333333333333,17.11111111111111,19.444444444444443,20.777777777777786,21.0,10.555555555555555,27.88888888888889,15.277777777777777,16.72222222222222,9.72222222222222,14.611111111111107,15.22222222222222,13.944444444444445,12.611111111111112,9.27777777777778,12.777777777777777,18.55555555555556,8.499999999999998,20.83333333333333,5.38888888888889,17.055555555555557,16.277777777777775,16.5,12.388888888888888,27.0,14.11111111111111,25.83333333333333,19.833333333333336,18.111111111111107,17.0,26.666666666666664,8.88888888888889,19.833333333333336,34.33333333333333,26.5,23.000000000000004,15.61111111111111,22.444444444444446,21.27777777777777,25.05555555555555,25.88888888888889,22.61111111111111,14.11111111111111,9.888888888888888,7.000000000000001,8.444444444444446,14.611111111111107,22.0,22.11111111111111,21.333333333333336,11.38888888888889,19.666666666666668,19.05555555555556,11.77777777777778,21.11111111111111,14.666666666666666,10.166666666666664,27.61111111111111,11.444444444444445,14.555555555555555,16.666666666666668,27.05555555555556,12.388888888888888,23.38888888888889,15.555555555555555,21.77777777777778,10.88888888888889,12.999999999999998,7.000000000000001,14.000000000000002,28.72222222222222,26.11111111111111,11.277777777777777,21.55555555555556,21.222222222222225,16.77777777777778,21.333333333333336,12.944444444444445,11.444444444444445,14.388888888888888,13.722222222222223,29.72222222222222,13.666666666666668,14.555555555555555,10.277777777777777,5.666666666666668,32.83333333333333,10.22222222222222,23.666666666666664,23.444444444444446,12.388888888888888,26.0,29.0,19.22222222222221,28.22222222222222,11.11111111111111,24.0,18.77777777777777,8.111111111111112,14.444444444444445,8.666666666666668,15.499999999999998,7.111111111111109,7.722222222222221,10.055555555555555,22.944444444444443,20.38888888888889,28.55555555555556,19.5,8.444444444444446,11.055555555555555,20.38888888888889,21.0,24.444444444444443,13.722222222222223,19.33333333333333,17.27777777777778,22.166666666666668,21.166666666666664,10.944444444444446,12.999999999999998
13.666666666666668,28.22222222222222,12.055555555555555,15.72222222222222,14.27777777777778,21.05555555555556,27.55555555555555,15.333333333333334,17.88888888888889,21.11111111111111,19.444444444444443,10.388888888888893,26.166666666666664,15.0,15.72222222222222,9.611111111111107,13.944444444444445,14.5,13.22222222222222,12.388888888888888,9.055555555555554,12.388888888888888,17.944444444444443,8.277777777777777,19.388888888888893,5.166666666666665,15.61111111111111,16.055555555555554,16.333333333333332,12.166666666666666,26.72222222222221,13.777777777777777,25.38888888888889,17.444444444444443,15.72222222222222,18.166666666666668,26.05555555555556,8.555555555555555,19.55555555555556,32.27777777777777,26.611111111111114,21.888888888888893,15.22222222222222,21.44444444444444,22.77777777777778,25.166666666666664,26.333333333333336,21.944444444444443,14.000000000000002,9.666666666666666,6.666666666666666,8.111111111111112,14.055555555555554,21.0,21.944444444444443,21.11111111111111,11.333333333333332,19.05555555555556,16.77777777777778,11.38888888888889,21.611111111111114,13.444444444444446,9.888888888888888,26.333333333333336,11.222222222222223,15.72222222222222,15.38888888888889,26.55555555555556,12.22222222222222,22.77777777777778,14.27777777777778,20.83333333333333,10.666666666666668,12.055555555555555,6.722222222222223,13.777777777777777,28.111111111111107,26.38888888888889,10.999999999999998,20.88888888888889,19.72222222222222,16.11111111111111,20.777777777777786,12.5,11.444444444444445,14.11111111111111,13.444444444444446,29.27777777777778,13.333333333333332,14.166666666666666,9.888888888888888,7.277777777777779,30.77777777777778,10.611111111111112,23.5,23.166666666666668,12.27777777777778,24.944444444444446,28.833333333333336,17.83333333333333,29.05555555555556,10.499999999999998,25.27777777777778,20.38888888888889,7.777777777777778,14.222222222222223,8.38888888888889,15.333333333333334,6.833333333333331,7.5,9.666666666666666,20.944444444444446,20.222222222222225,28.111111111111107,20.11111111111111,8.111111111111112,10.88888888888889,20.27777777777778,19.833333333333336,24.05555555555556,13.444444444444446,17.88888888888889,16.055555555555554,21.166666666666664,21.27777777777777,10.777777777777777,12.88888888888889
13.333333333333332,26.77777777777778,11.77777777777778,15.38888888888889,13.722222222222223,20.222222222222225,26.55555555555556,14.222222222222223,16.555555555555554,21.27777777777777,17.11111111111111,10.166666666666664,24.88888888888889,14.888888888888888,15.0,11.38888888888889,13.499999999999998,14.000000000000002,12.611111111111112,12.166666666666666,8.88888888888889,12.22222222222222,16.333333333333332,11.888888888888888,16.166666666666668,5.777777777777777,14.72222222222222,15.833333333333332,16.166666666666668,11.944444444444445,25.83333333333333,13.444444444444446,23.94444444444444,15.333333333333334,14.388888888888888,18.77777777777777,24.611111111111107,8.277777777777777,18.05555555555556,30.666666666666668,26.38888888888889,19.166666666666668,14.888888888888888,20.72222222222222,23.722222222222225,24.77777777777777,26.44444444444444,20.166666666666664,13.777777777777777,9.388888888888888,6.833333333333331,7.833333333333334,13.555555555555554,18.38888888888889,21.333333333333336,20.500000000000004,13.166666666666668,17.61111111111111,14.11111111111111,11.166666666666668,21.83333333333333,12.444444444444445,9.77777777777778,23.05555555555556,10.999999999999998,17.77777777777778,12.944444444444445,25.444444444444443,12.0,21.44444444444444,12.27777777777778,20.0,10.777777777777777,11.277777777777777,6.444444444444445,13.666666666666668,26.611111111111114,26.44444444444444,10.72222222222222,20.33333333333333,17.11111111111111,15.555555555555555,20.27777777777778,12.166666666666666,13.444444444444446,13.944444444444445,13.22222222222222,28.166666666666668,13.11111111111111,13.88888888888889,9.888888888888888,9.222222222222223,28.833333333333336,13.22222222222222,22.444444444444446,21.888888888888893,12.72222222222222,23.38888888888889,27.88888888888889,16.944444444444443,29.611111111111107,9.944444444444445,26.05555555555556,21.666666666666668,7.722222222222221,14.055555555555554,8.166666666666668,15.111111111111112,6.555555555555554,7.277777777777779,9.444444444444445,18.05555555555556,20.0,27.05555555555556,20.27777777777778,7.833333333333334,11.055555555555555,19.111111111111114,16.61111111111111,22.88888888888889,13.22222222222222,17.0,15.333333333333334,20.500000000000004,21.0,10.555555555555555,12.777777777777777
13.11111111111111,24.833333333333336,11.61111111111111,15.055555555555555,13.11111111111111,19.61111111111111,23.05555555555556,13.22222222222222,15.666666666666668,21.11111111111111,15.999999999999998,10.0,23.77777777777777,14.611111111111107,14.555555555555555,13.61111111111111,13.11111111111111,13.38888888888889,12.111111111111107,13.722222222222223,9.333333333333332,12.055555555555555,14.72222222222222,15.999999999999998,14.388888888888888,8.277777777777777,13.944444444444445,15.555555555555555,16.77777777777778,11.77777777777778,23.38888888888889,13.166666666666668,20.88888888888889,14.11111111111111,13.61111111111111,19.05555555555556,22.166666666666668,8.111111111111112,15.166666666666664,29.22222222222221,25.222222222222225,17.72222222222222,14.611111111111107,20.27777777777778,24.33333333333333,23.88888888888889,26.333333333333336,16.72222222222222,15.666666666666668,10.944444444444446,10.111111111111112,7.555555555555556,13.166666666666668,16.666666666666668,20.05555555555556,19.0,14.944444444444445,15.38888888888889,12.88888888888889,12.166666666666666,21.55555555555556,11.77777777777778,9.5,21.222222222222225,12.333333333333334,20.11111111111111,11.61111111111111,23.22222222222222,12.666666666666664,19.33333333333333,11.666666666666666,19.33333333333333,13.055555555555555,10.833333333333334,6.277777777777776,13.499999999999998,24.166666666666664,25.83333333333333,10.444444444444445,19.77777777777777,15.88888888888889,15.277777777777777,19.88888888888889,11.888888888888888,15.666666666666668,13.777777777777777,13.38888888888889,25.72222222222222,12.944444444444445,13.61111111111111,12.22222222222222,11.222222222222223,27.27777777777777,15.88888888888889,20.27777777777778,20.05555555555556,16.055555555555554,21.77777777777778,25.500000000000004,16.277777777777775,29.666666666666668,9.444444444444445,26.5,22.444444444444446,9.222222222222223,13.833333333333332,7.999999999999999,16.72222222222222,6.61111111111111,7.111111111111109,9.27777777777778,16.944444444444443,20.166666666666664,24.444444444444443,20.0,9.388888888888888,13.722222222222223,15.944444444444446,14.944444444444445,19.5,13.055555555555555,16.38888888888889,14.833333333333334,19.944444444444446,19.72222222222222,10.944444444444446,12.611111111111112
14.055555555555554,23.111111111111107,11.722222222222223,14.666666666666666,12.5,18.833333333333336,21.0,12.555555555555555,15.055555555555555,20.72222222222222,15.277777777777777,9.888888888888888,22.77777777777778,14.333333333333332,14.000000000000002,15.777777777777777,12.72222222222222,12.944444444444445,11.666666666666666,16.72222222222222,11.888888888888888,13.61111111111111,13.499999999999998,19.72222222222222,13.555555555555554,10.444444444444445,13.333333333333332,16.166666666666668,19.05555555555556,11.61111111111111,21.222222222222225,12.999999999999998,19.0,13.333333333333332,12.999999999999998,18.722222222222225,20.611111111111107,7.833333333333334,13.61111111111111,28.000000000000004,22.38888888888889,16.88888888888889,14.444444444444445,19.833333333333336,24.72222222222222,20.83333333333333,25.500000000000004,15.166666666666664,18.166666666666668,13.166666666666668,13.944444444444445,7.333333333333335,12.72222222222222,15.72222222222222,17.83333333333333,17.27777777777778,16.5,14.388888888888888,12.0,13.833333333333332,20.444444444444443,10.999999999999998,10.111111111111112,20.11111111111111,15.0,22.05555555555556,10.72222222222222,21.83333333333333,14.5,18.166666666666668,10.833333333333334,18.722222222222225,15.88888888888889,10.22222222222222,6.61111111111111,15.166666666666664,22.61111111111111,24.444444444444443,10.555555555555555,19.27777777777778,14.944444444444445,14.888888888888888,19.55555555555556,11.666666666666666,17.666666666666664,14.888888888888888,14.888888888888888,24.111111111111114,13.11111111111111,13.38888888888889,14.611111111111107,13.055555555555555,26.22222222222222,18.444444444444446,18.77777777777777,18.61111111111111,18.77777777777777,20.666666666666668,23.94444444444444,15.38888888888889,29.22222222222221,9.000000000000002,26.22222222222222,22.55555555555556,14.72222222222222,13.666666666666668,7.722222222222221,19.33333333333333,8.333333333333334,7.777777777777778,10.777777777777777,16.222222222222225,22.22222222222222,22.88888888888889,18.61111111111111,12.0,16.222222222222225,14.000000000000002,14.000000000000002,17.666666666666664,14.666666666666666,15.88888888888889,14.222222222222223,19.5,16.555555555555554,14.611111111111107,12.944444444444443
17.055555555555557,21.888888888888893,13.61111111111111,14.222222222222223,12.0,17.944444444444443,19.5,11.61111111111111,14.388888888888888,19.72222222222222,14.833333333333334,11.77777777777778,21.72222222222221,14.055555555555554,13.499999999999998,17.333333333333336,12.333333333333334,12.611111111111112,11.222222222222223,19.22222222222221,14.222222222222223,15.833333333333332,12.611111111111112,22.27777777777777,12.833333333333334,12.111111111111107,12.833333333333334,18.444444444444446,21.333333333333336,13.38888888888889,20.11111111111111,13.499999999999998,18.05555555555556,12.611111111111112,12.444444444444445,17.88888888888889,19.666666666666668,8.777777777777777,12.666666666666664,27.0,20.11111111111111,16.38888888888889,14.166666666666666,19.444444444444443,24.72222222222222,17.77777777777778,23.666666666666664,14.166666666666666,20.72222222222222,15.277777777777777,17.77777777777778,9.055555555555554,12.333333333333334,15.055555555555555,16.555555555555554,16.166666666666668,17.555555555555557,13.722222222222223,11.277777777777777,15.777777777777777,17.72222222222222,8.833333333333332,12.166666666666666,19.388888888888893,17.72222222222222,23.444444444444446,10.111111111111112,20.88888888888889,16.277777777777775,17.388888888888886,10.22222222222222,18.166666666666668,18.05555555555556,9.833333333333334,8.555555555555555,17.61111111111111,21.72222222222221,21.55555555555556,12.666666666666664,18.88888888888889,14.333333333333332,14.611111111111107,19.22222222222221,11.61111111111111,19.27777777777778,16.72222222222222,16.77777777777778,22.88888888888889,14.944444444444445,13.166666666666668,16.833333333333332,14.555555555555555,25.27777777777778,20.500000000000004,17.444444444444443,17.61111111111111,20.83333333333333,19.55555555555556,22.77777777777778,14.611111111111107,28.000000000000004,8.61111111111111,24.944444444444446,21.77777777777778,19.22222222222221,14.222222222222223,7.666666666666665,21.944444444444443,10.22222222222222,10.333333333333334,13.277777777777777,15.666666666666668,24.05555555555556,22.05555555555556,15.61111111111111,14.055555555555554,18.22222222222222,13.11111111111111,13.38888888888889,16.61111111111111,16.77777777777778,15.444444444444445,13.722222222222223,19.0,14.666666666666666,17.333333333333336,15.333333333333334
19.27777777777778,21.222222222222225,15.833333333333332,14.000000000000002,11.555555555555554,17.11111111111111,18.61111111111111,11.055555555555555,13.777777777777777,17.555555555555557,14.388888888888888,14.000000000000002,20.72222222222222,13.833333333333332,13.11111111111111,18.444444444444446,11.944444444444445,12.22222222222222,10.833333333333334,21.11111111111111,16.444444444444446,17.72222222222222,11.77777777777778,23.94444444444444,12.22222222222222,13.499999999999998,12.333333333333334,20.88888888888889,23.166666666666668,15.61111111111111,19.27777777777778,16.055555555555554,17.388888888888886,12.0,12.0,15.61111111111111,18.77777777777777,11.38888888888889,12.0,26.166666666666664,19.0,15.777777777777777,15.111111111111112,19.166666666666668,24.388888888888893,16.444444444444446,21.38888888888889,13.61111111111111,22.444444444444446,16.833333333333332,19.944444444444446,11.666666666666666,11.944444444444445,14.555555555555555,15.833333333333332,15.61111111111111,18.277777777777786,13.055555555555555,10.666666666666668,17.5,15.999999999999998,9.888888888888888,14.666666666666666,18.722222222222225,19.88888888888889,24.27777777777778,9.5,20.222222222222225,17.388888888888886,16.833333333333332,9.444444444444445,17.72222222222222,19.61111111111111,9.444444444444445,10.277777777777777,20.166666666666664,20.944444444444446,19.88888888888889,14.944444444444445,18.61111111111111,13.833333333333332,14.222222222222223,18.77777777777777,11.666666666666666,20.444444444444443,18.666666666666664,18.77777777777777,21.83333333333333,17.166666666666664,12.88888888888889,18.722222222222225,15.72222222222222,24.55555555555556,21.83333333333333,16.333333333333332,16.72222222222222,22.22222222222222,18.77777777777777,22.0,14.11111111111111,26.55555555555556,8.277777777777777,21.55555555555556,19.72222222222222,21.55555555555556,16.666666666666668,10.388888888888893,23.94444444444444,11.944444444444445,12.555555555555555,15.666666666666668,15.166666666666664,25.500000000000004,21.38888888888889,14.166666666666666,15.72222222222222,19.388888888888893,12.388888888888888,12.777777777777777,15.88888888888889,18.666666666666664,14.888888888888888,13.22222222222222,18.61111111111111,13.499999999999998,19.0,17.88888888888889
21.222222222222225,20.500000000000004,17.666666666666664,13.61111111111111,11.333333333333332,16.222222222222225,17.944444444444443,10.499999999999998,13.333333333333332,16.5,14.000000000000002,15.999999999999998,19.944444444444446,13.61111111111111,12.777777777777777,19.22222222222221,11.666666666666666,11.944444444444445,10.555555555555555,22.444444444444446,18.05555555555556,19.33333333333333,11.166666666666668,24.77777777777777,11.666666666666666,14.444444444444445,12.0,23.000000000000004,24.5,17.72222222222222,18.61111111111111,18.444444444444446,16.833333333333332,11.500000000000002,11.61111111111111,14.055555555555554,18.166666666666668,13.38888888888889,11.61111111111111,25.55555555555556,18.22222222222222,15.277777777777777,17.72222222222222,18.833333333333336,23.33333333333333,15.61111111111111,20.222222222222225,13.11111111111111,23.61111111111111,17.88888888888889,20.666666666666668,14.166666666666666,11.666666666666666,14.055555555555554,15.333333333333334,15.166666666666664,18.55555555555556,12.666666666666664,10.111111111111112,18.833333333333336,15.055555555555555,9.5,16.72222222222222,18.22222222222222,21.222222222222225,24.833333333333336,9.000000000000002,19.61111111111111,18.166666666666668,16.38888888888889,8.88888888888889,17.388888888888886,20.72222222222222,9.055555555555554,11.77777777777778,21.77777777777778,20.33333333333333,19.05555555555556,16.833333333333332,18.33333333333333,13.444444444444446,13.833333333333332,18.5,13.22222222222222,21.166666666666664,20.27777777777778,20.500000000000004,20.944444444444446,19.27777777777778,14.000000000000002,20.11111111111111,16.72222222222222,23.833333333333336,22.666666666666664,15.277777777777777,15.944444444444446,22.666666666666664,17.944444444444443,21.27777777777777,13.499999999999998,25.05555555555555,8.055555555555555,19.388888888888893,17.666666666666664,22.83333333333333,18.77777777777777,13.722222222222223,25.33333333333333,13.333333333333332,14.5,17.5,14.72222222222222,26.38888888888889,20.83333333333333,13.333333333333332,16.833333333333332,19.88888888888889,11.833333333333332,12.22222222222222,15.166666666666664,20.166666666666664,14.611111111111107,12.944444444444445,18.33333333333333,12.5,20.11111111111111,19.666666666666668
22.55555555555556,19.944444444444446,19.111111111111114,13.38888888888889,11.055555555555555,15.499999999999998,17.055555555555557,10.166666666666664,12.666666666666664,15.88888888888889,13.722222222222223,17.5,19.27777777777778,13.277777777777777,12.388888888888888,19.666666666666668,11.333333333333332,11.555555555555554,10.22222222222222,23.33333333333333,19.05555555555556,20.38888888888889,10.499999999999998,25.166666666666664,11.166666666666668,15.111111111111112,11.666666666666666,24.611111111111107,25.55555555555556,19.5,18.000000000000004,20.55555555555556,16.222222222222225,10.999999999999998,11.166666666666668,13.055555555555555,17.61111111111111,15.0,11.11111111111111,24.88888888888889,17.666666666666664,14.833333333333334,20.166666666666664,18.55555555555556,20.55555555555556,14.944444444444445,19.33333333333333,12.72222222222222,24.33333333333333,18.55555555555556,20.666666666666668,15.944444444444446,11.333333333333332,13.666666666666668,14.888888888888888,14.666666666666666,18.61111111111111,12.333333333333334,9.611111111111107,19.77777777777777,14.27777777777778,9.000000000000002,18.111111111111107,17.83333333333333,22.22222222222222,25.166666666666664,8.444444444444446,19.05555555555556,18.666666666666664,16.055555555555554,8.277777777777777,17.055555555555557,21.5,8.777777777777777,12.944444444444445,22.722222222222225,19.77777777777777,18.22222222222222,18.33333333333333,18.111111111111107,13.055555555555555,13.61111111111111,18.22222222222222,15.38888888888889,21.666666666666668,21.611111111111114,21.944444444444443,20.05555555555556,20.72222222222222,16.444444444444446,21.166666666666664,17.22222222222222,23.05555555555556,23.22222222222222,14.333333333333332,15.055555555555555,22.666666666666664,17.22222222222222,20.500000000000004,12.88888888888889,24.0,7.88888888888889,17.944444444444443,16.055555555555554,23.55555555555556,20.38888888888889,16.88888888888889,26.166666666666664,14.333333333333332,15.944444444444446,18.77777777777777,14.388888888888888,26.888888888888893,20.33333333333333,12.666666666666664,17.555555555555557,19.88888888888889,11.222222222222223,11.77777777777778,14.72222222222222,21.27777777777777,14.222222222222223,12.666666666666664,18.000000000000004,11.888888888888888,20.83333333333333,20.222222222222225
