Cluster 0,Cluster 1
86.158217012617,70.37608874071664
86.5680074888075,70.27557461917927
86.82723516483517,69.98210635875752
87.19387838827839,69.5584595869247
87.75222564102565,69.2109522415569
88.20265266585267,69.14498530926437
88.72850761090761,69.21292248062016
89.52724949124949,69.27461484252181
94.05400879120879,70.08638564536238
97.84619780219779,73.52554046728464
97.74456621896621,76.76163977882582
94.87636923076924,79.37506917113895
90.45426536426537,80.86101176343037
85.34088856328857,81.45278196996803
80.47079706959707,81.69121830107878
76.42985315425315,81.91539567409335
73.97364981684981,81.601126958313
75.17891982091982,77.95184479861224
75.82378233618233,73.17994665799317
76.04096621896622,71.53097853309481
77.39075311355312,70.63752371659349
78.02456410256411,69.9866545237708
78.93054424094424,69.48330682495798
79.7683234839235,69.36951677779584
80.30154253154252,68.94523120290562
80.93095791615791,68.97116495907193
81.4951986975987,68.91052252398764
82.01186145706144,68.6906456876457
82.7824656084656,68.63853531739578
83.40645681725682,68.79517666829294
84.00364542124541,69.00133577275437
84.9865978021978,69.37586577763321
89.47736377696378,70.31333664010408
93.39254212454213,73.77449666612458
93.24319918599917,77.07214636526265
90.38910476190476,79.65880435843228
85.98790345950346,81.11074478234944
80.83181164021163,81.685312300103
76.03682849002848,81.84049054046729
72.17813203093203,82.01568732043151
69.91603776963777,81.92418328183446
71.30987757427758,78.46444196888383
72.42351355311357,73.92705746191793
72.86042995522996,72.51401203447715
74.46623606023606,71.73018751016426
75.2488113960114,71.25614403426032
76.32746536426538,70.92887846262265
77.37011347171348,70.895369924649
78.09589808709808,70.55136249796715
78.90474595034594,70.65198292405267
79.62435522995523,70.72557060768689
80.35879820919821,70.68298281563398
81.31870932030932,70.81502580365371
82.16935059015059,71.0504528649645
83.0185597069597,71.25431934731934
84.10022564102563,71.64843606006396
88.78291135531136,72.79619022063208
92.99818168498169,76.27031847996963
93.10853333333334,79.57954794817586
90.30721823361824,82.10277687428851
85.93366853886853,83.50028346072534
80.62191225071226,83.99437962812381
75.84636939356939,84.13465197593105
71.97819796499796,84.35037941128638
69.91441383801384,84.31302482788531
71.4118945054945,80.8595470266168
72.89453642653642,76.41499783162574
73.46555034595035,75.09475302217163
75.29741457061458,74.47109497479265
76.41290907610909,74.13755239334309
77.5858021978022,73.96961484252182
78.85172030932031,74.001796714913
79.7287706959707,73.77743286171194
80.71633406593406,74.0884612132054
81.54524753764753,74.34813471025097
82.37296817256816,74.38577546484524
83.3426091982092,74.7329825445872
84.39462124542125,75.11108277768743
85.40273618233618,75.58072185179161
86.61614717134715,76.13312863880306
91.42882653642654,77.4833981135144
95.4288538868539,81.28197154008782
95.28515164835164,84.77736547948174
92.24606951566952,87.48266433566432
87.75809442409444,88.94321222963083
82.53602360602362,89.67863912831355
77.74215986975986,89.93357835962487
74.00224680504681,90.23149108256085
72.07759918599918,90.34957451076056
73.89334521774522,87.147183823928
75.74557330077332,82.98566617878245
76.68027399267399,81.77541177427224
78.70020219780218,81.51078657776333
79.98995864875864,81.43315558085325
81.38324265364267,81.5578665365642
82.7418468050468,81.77351444679351
83.87533544973545,81.84510353987099
85.11498087098089,82.42717168103214
86.18695742775743,82.86847812652465
87.24514155474155,83.25203279666071
88.5057037037037,83.69070791998699
89.91087619047619,84.29107800726405
91.12469124949125,84.84750154496666
92.53591648351649,85.64911020762185
97.4324284900285,87.09575676261723
101.50836483516485,90.92785433945899
101.1929421245421,94.29352658968938
97.94773626373626,97.05969648181278
93.52532307692307,98.46415568927196
88.28710443630445,99.01931961836613
83.46850272690273,99.24179221553639
79.95453886853886,99.48570396270397
78.17739926739927,99.66394080338264
80.25318697598698,96.75196514338374
82.68743410663411,92.80846316474224
83.98301457061456,91.822860573535
86.23064094424095,91.69620295983087
87.91622824582824,91.76108852387921
89.57653544973545,91.9677183823928
91.17711208791208,92.31478592725105
92.5060157916158,92.55457060768688
94.09629124949123,93.15026123488914
95.51249816849815,93.7330501436548
96.78422678062678,94.17382468694096
98.24215547415548,94.74908028405704
99.86264875864875,95.42005854610507
101.23404753764754,96.08755705534776
102.82970907610908,96.86681628449071
107.98782124542124,98.33112598254459
112.11403630443633,102.14762487125277
111.66726853886856,105.42588545562965
108.36832087912086,107.89705106521386
103.70420626780627,109.22473811459858
98.39426145706145,109.75822084891853
93.55004949124948,109.81154816501328
89.95067806267805,110.14747270558897
88.34445421245421,110.31698487558954
90.42907415547417,107.30981818181817
93.46460284900284,103.52133376700819
95.07672690272689,102.6373459641134
97.6927610907611,102.78343692741366
99.54413935693935,103.02413731230011
101.44178282458283,103.39337393614139
103.11120504680505,103.84778928823117
104.65806805046806,104.21433533907953
106.43936263736265,104.96339030736704
108.03388685388686,105.7391447931913
109.49361188441186,106.36309042120672
111.10181684981687,107.04287331273379
112.81444265364266,108.00054583401096
114.31994839234837,108.85547590394103
116.03876060236058,109.7923833685694
121.13492617012619,111.4967626714371
125.14164981684982,115.37897240743753
124.57923516483518,118.74440293814713
121.02089344729345,121.14184116658534
116.15734212454213,122.46240304656585
110.60024045584046,122.89635908277768
105.7126297110297,122.93692416111021
102.27927586487586,123.17344440830487
100.76215205535205,123.45100146365262
102.9255838827839,120.63640353445005
106.70739991859992,116.96640911801374
108.66616849816849,116.27105702824309
111.50439820919821,116.58396427603404
113.59223736263735,116.88128199707269
115.5732621896622,117.39756323521438
117.33345494505492,118.02931013172875
119.08714106634108,118.55531853417901
121.12052454212454,119.38589342440507
122.81719674399673,120.32170027646775
124.52420138380138,121.02228308125984
126.21926023606028,121.7315425272402
128.13230769230768,122.6473126253591
