station _1,station _10,station _11,station _12,station _13,station _14,station _15,station _16,station _17,station _18,station _19,station _2,station _3,station _4,station _5,station _6,station _7,station _8,station _9
39.38888888888889,37.333333333333336,19.88888888888889,23.55555555555556,36.77777777777778,27.27777777777777,38.44444444444444,34.55555555555556,37.94444444444444,18.166666666666668,36.16666666666666,24.05555555555556,37.22222222222222,24.72222222222222,34.72222222222222,21.888888888888893,29.77777777777777,38.16666666666666,24.111111111111114
39.05555555555555,36.0,19.27777777777778,22.944444444444443,35.833333333333336,26.72222222222221,38.94444444444444,35.05555555555555,37.72222222222222,17.333333333333336,37.22222222222222,23.33333333333333,38.0,24.944444444444446,33.55555555555556,21.44444444444444,31.55555555555556,38.77777777777778,23.499999999999996
37.88888888888889,34.33333333333333,18.88888888888889,22.55555555555556,34.77777777777777,26.166666666666664,39.11111111111112,35.27777777777778,36.83333333333333,16.61111111111111,38.16666666666666,22.944444444444443,38.44444444444444,27.111111111111107,32.388888888888886,21.11111111111111,33.05555555555556,38.94444444444444,23.499999999999996
34.66666666666667,33.0,21.0,22.55555555555556,33.72222222222222,25.666666666666668,38.72222222222222,35.111111111111114,35.61111111111111,15.999999999999998,38.5,22.722222222222225,38.5,29.111111111111114,31.333333333333336,21.77777777777778,34.33333333333333,38.833333333333336,26.11111111111111
32.11111111111111,31.611111111111114,23.88888888888889,24.22222222222221,32.55555555555555,25.83333333333333,37.77777777777778,34.61111111111111,34.05555555555555,19.444444444444443,38.61111111111111,25.33333333333333,38.22222222222222,30.55555555555556,30.33333333333333,24.33333333333333,35.38888888888889,38.44444444444444,28.666666666666664
31.333333333333336,30.444444444444443,26.611111111111114,26.22222222222222,31.38888888888889,27.333333333333336,35.666666666666664,33.5,32.22222222222222,22.88888888888889,38.27777777777778,28.666666666666664,37.44444444444445,31.83333333333333,29.27777777777778,26.77777777777778,36.11111111111111,37.61111111111112,30.944444444444446
30.83333333333333,29.444444444444443,28.94444444444444,28.05555555555556,30.38888888888889,29.388888888888893,33.61111111111111,32.27777777777777,30.72222222222222,26.05555555555556,37.27777777777777,31.5,35.61111111111111,32.94444444444444,28.33333333333333,28.88888888888889,36.61111111111112,36.11111111111111,32.94444444444444
30.166666666666664,28.5,30.944444444444446,29.611111111111107,29.388888888888893,31.38888888888889,32.27777777777777,31.05555555555556,29.72222222222222,28.72222222222222,35.44444444444444,33.44444444444444,34.05555555555555,33.77777777777778,27.722222222222225,30.27777777777778,36.88888888888889,34.72222222222222,34.55555555555556
29.444444444444443,27.666666666666664,32.44444444444445,30.944444444444446,29.0,33.0,31.05555555555556,29.833333333333336,28.61111111111111,30.72222222222222,34.05555555555555,35.111111111111114,32.666666666666664,34.49999999999999,27.38888888888889,31.55555555555556,36.77777777777778,33.72222222222222,35.888888888888886
28.833333333333336,26.888888888888893,33.5,32.05555555555556,31.166666666666664,34.33333333333333,30.05555555555555,28.72222222222222,27.61111111111111,32.22222222222222,32.94444444444444,36.27777777777778,31.44444444444444,35.0,28.88888888888889,32.55555555555555,36.05555555555556,32.666666666666664,36.88888888888889
