day 0,day 1,day 2,day 3,day 4,day 5,day 6,day 7,day 8,day 9,day 10,day 11,day 12,day 13,day 14,day 15,day 16,day 17,day 18,day 19,day 20,day 21,day 22,day 23,day 24,day 25,day 26,day 27,day 28,day 29,day 30,day 31,day 32,day 33,day 34,day 35,day 36,day 37,day 38,day 39,day 40,day 41,day 42,day 43,day 44,day 45,day 46,day 47,day 48,day 49,day 50,day 51,day 52,day 53,day 54,day 55,day 56,day 57,day 58,day 59,day 60,day 61,day 62,day 63,day 64,day 65,day 66,day 67,day 68,day 69,day 70,day 71,day 72,day 73,day 74,day 75,day 76,day 77,day 78,day 79,day 80,day 81,day 82,day 83,day 84,day 85,day 86,day 87,day 88,day 89,day 90,Median
55.15,56.45,57.650000000000006,59.7,61.4,63.25,66.5,70.3,71.80000000000001,71.95,70.8,68.8,66.0,62.95,59.55,55.4,50.25,45.5,43.6,44.0,44.25,44.85,45.35,45.65,46.1,47.45,48.6,49.9,50.8,52.2,54.55,58.55,60.45,60.8,60.1,58.650000000000006,56.650000000000006,54.05,50.75,46.4,40.8,36.95,36.5,36.7,36.85,37.45,37.9,38.45,39.0,39.35,39.6,40.3,41.4,42.55,44.55,48.15,50.8,51.150000000000006,50.7,49.35,48.0,45.35,41.35,36.95,32.25,29.8,29.35,29.35,29.450000000000003,29.450000000000003,29.4,29.3,29.65,30.05,30.35,30.75,31.55,32.95,34.2,36.9,40.0,41.2,40.8,40.35,39.05,35.9,32.2,28.5,25.95,24.8,25.1,44.25
54.0,54.85,56.1,57.2,59.15,60.650000000000006,62.45,65.55,69.85,71.4,71.4,70.05000000000001,68.1,65.2,62.3,58.8,54.75,49.650000000000006,45.150000000000006,43.5,43.65,44.15,44.65,44.95,45.2,45.85,47.1,48.2,49.5,50.35,51.75,54.25,57.95,59.85,60.45,59.8,58.2,56.150000000000006,53.75,50.55,46.05,40.45,36.6,36.3,36.5,36.7,37.15,37.55,38.1,38.6,38.900000000000006,39.15,39.8,41.0,42.2,43.9,47.55,50.3,50.75,50.35,49.25,47.9,45.3,40.85,36.35,31.85,29.15,29.1,29.0,29.0,29.0,28.9,28.9,29.3,29.45,30.15,30.45,31.5,32.849999999999994,33.9,36.6,39.7,40.650000000000006,40.7,40.4,38.900000000000006,35.849999999999994,32.2,28.450000000000003,25.85,24.8,44.15
53.15,53.75,54.5,55.650000000000006,56.75,58.45,59.95,61.650000000000006,65.0,69.4,70.9,70.65,69.35,67.19999999999999,64.5,61.55,58.2,54.25,49.3,44.75,43.150000000000006,43.3,43.9,44.25,44.55,45.0,45.55,46.85,47.900000000000006,49.05,49.95,51.35,53.85,57.6,59.6,60.05,59.35,57.9,55.9,53.6,50.25,45.75,40.15,36.45,36.25,36.2,36.55,36.85,37.2,37.65,38.3,38.5,38.8,39.5,40.6,41.8,43.4,46.95,49.9,50.4,50.150000000000006,49.05,47.6,44.8,40.25,35.75,31.35,28.8,28.65,28.55,28.6,28.45,28.55,28.6,28.75,29.25,29.95,30.4,31.4,32.6,33.65,36.25,39.15,40.6,40.7,40.3,38.75,36.0,32.0,28.5,26.05,44.25
52.150000000000006,52.8,53.45,54.2,55.25,56.25,57.75,59.150000000000006,61.25,64.4,68.75,70.19999999999999,69.9,68.45,66.55000000000001,63.75,60.9,57.75,53.9,49.05,44.3,42.75,42.95,43.55,43.85,44.3,44.8,45.2,46.5,47.55,48.55,49.75,51.05,53.3,57.2,59.2,59.6,59.0,57.6,55.85,53.400000000000006,50.05,45.400000000000006,39.8,36.4,35.9,36.0,36.3,36.55,36.8,37.35,37.85,38.1,38.400000000000006,39.3,40.2,41.25,42.7,46.5,49.55,50.2,49.9,48.85,47.1,44.05,39.8,35.3,31.0,28.35,28.15,28.15,27.95,28.15,28.0,28.1,28.5,29.05,29.8,30.3,31.200000000000003,32.3,33.400000000000006,35.85,39.05,40.65,40.7,40.1,38.650000000000006,35.75,32.0,28.4,44.05
51.25,51.95,52.5,53.05,53.85,54.7,55.65,57.2,58.85,60.8,63.7,68.0,69.4,69.05,67.8,65.65,63.150000000000006,60.55,57.45,53.45,48.650000000000006,44.1,42.3,42.65,43.15,43.7,44.1,44.55,45.1,46.15,47.150000000000006,48.15,49.25,50.6,52.85,56.75,58.900000000000006,59.35,58.75,57.25,55.55,52.85,49.75,45.3,39.5,36.1,35.8,35.8,36.0,36.35,36.7,36.95,37.400000000000006,37.55,38.15,38.8,39.65,40.8,42.3,46.2,49.25,49.8,49.6,48.3,46.6,43.4,39.2,34.8,30.5,27.85,27.95,27.700000000000003,27.6,27.5,27.700000000000003,27.950000000000003,28.4,29.05,29.700000000000003,30.15,31.0,32.0,33.2,35.599999999999994,39.0,40.650000000000006,40.75,39.900000000000006,38.35,35.55,31.9,44.1
50.5,50.95,51.650000000000006,52.150000000000006,52.85,53.45,54.1,55.150000000000006,56.8,58.45,60.25,62.95,67.1,68.65,68.45,66.95,65.0,62.8,60.150000000000006,56.9,53.1,48.45,43.9,42.15,42.45,43.0,43.5,43.85,44.25,44.8,45.65,46.75,47.8,48.9,50.150000000000006,52.5,56.3,58.6,59.05,58.4,56.85,55.05,52.45,49.65,44.95,39.05,35.8,35.45,35.5,35.8,36.3,36.5,36.5,36.8,37.150000000000006,37.8,38.4,39.25,40.35,42.05,45.8,48.9,49.55,49.1,47.650000000000006,46.2,42.85,38.650000000000006,34.15,29.9,27.6,27.4,27.15,27.15,27.200000000000003,27.55,27.9,28.35,28.9,29.55,30.0,30.8,31.55,33.0,35.5,38.85,40.7,40.55,39.65,38.2,35.55,43.9
50.1,50.3,50.650000000000006,51.35,52.05,52.55,53.0,53.6,54.900000000000006,56.35,57.8,59.55,62.1,66.25,68.05000000000001,67.6,66.25,64.65,62.45,59.6,56.75,52.650000000000006,48.15,43.7,42.0,42.3,42.8,43.25,43.5,44.05,44.45,45.3,46.45,47.25,48.55,49.75,52.15,56.0,58.25,58.65,57.9,56.5,54.7,52.4,49.25,44.45,38.5,35.45,35.1,35.25,35.75,36.05,36.1,36.0,36.45,36.85,37.45,37.95,38.85,39.95,41.65,45.45,48.5,49.2,48.55,47.2,45.65,42.45,38.0,33.55,29.2,27.15,26.85,26.75,26.700000000000003,27.1,27.55,27.9,28.15,28.9,29.4,29.7,30.55,31.45,32.95,35.45,39.0,40.45,40.400000000000006,39.75,38.0,44.05
52.8,49.8,49.9,50.5,51.0,51.75,52.1,52.55,53.5,54.6,55.8,57.05,58.8,61.35,65.7,67.2,66.85,65.9,64.3,62.0,59.5,56.65,52.5,47.9,43.25,41.7,42.15,42.55,42.8,43.3,43.7,44.1,45.1,46.1,46.85,48.1,49.35,51.75,55.5,57.95,58.2,57.55,56.2,54.3,51.95,48.6,43.75,38.05,35.099999999999994,34.85,35.25,35.5,35.650000000000006,35.55,35.45,36.2,36.4,37.0,37.650000000000006,38.650000000000006,39.75,41.45,44.9,48.1,48.85,48.0,46.75,44.95,41.55,37.35,33.05,28.7,26.6,26.5,26.3,26.65,27.05,27.45,27.8,28.200000000000003,28.8,29.1,29.45,30.4,31.45,32.9,35.4,38.9,40.25,40.3,39.45,43.75
58.5,52.45,49.5,49.6,50.25,50.7,51.25,51.6,52.4,53.25,54.15,55.3,56.25,58.0,60.650000000000006,65.15,66.55,66.5,65.5,63.85,61.95,59.35,56.45,51.95,47.55,42.85,41.6,41.6,42.05,42.45,42.900000000000006,43.35,43.9,44.75,45.7,46.45,47.65,48.95,51.4,55.15,57.45,57.85,57.2,55.900000000000006,53.900000000000006,51.6,48.0,43.3,37.7,34.85,34.75,34.95,35.25,35.15,34.95,35.2,35.75,36.0,36.7,37.35,38.3,39.6,41.0,44.4,47.5,48.35,47.5,46.150000000000006,44.0,40.95,36.85,32.400000000000006,28.35,26.2,26.0,26.200000000000003,26.5,27.05,27.45,27.85,28.1,28.55,28.8,29.45,30.4,31.450000000000003,33.1,35.45,38.55,40.2,40.05,43.9
63.45,58.3,52.1,49.15,49.45,49.85,50.150000000000006,50.55,51.1,52.150000000000006,52.85,53.55,54.6,55.5,57.5,60.0,64.55000000000001,66.15,66.05,64.85,63.85,61.8,59.2,55.9,51.55,47.1,42.7,41.150000000000006,41.15,41.7,41.95,42.6,43.150000000000006,43.7,44.35,45.25,46.0,47.1,48.65,51.0,54.75,57.1,57.6,57.15,55.45,53.5,51.150000000000006,47.55,42.9,37.25,34.650000000000006,34.45,34.7,34.650000000000006,34.5,34.55,34.75,35.35,35.650000000000006,36.3,36.95,38.1,39.15,40.6,43.85,47.1,47.9,47.150000000000006,45.3,43.25,40.35,36.3,31.8,27.700000000000003,25.75,25.9,25.950000000000003,26.4,27.0,27.3,27.7,27.85,28.200000000000003,28.8,29.450000000000003,30.25,31.55,33.25,35.45,38.45,39.8,43.7
67.25,63.1,57.8,51.85,48.75,49.0,49.400000000000006,49.4,50.05,50.8,51.75,52.35,52.900000000000006,53.85,54.95,57.0,59.55,64.15,65.65,65.44999999999999,64.85,63.75,61.75,58.8,55.5,51.25,46.75,42.45,40.6,40.85,41.2,41.650000000000006,42.15,42.95,43.2,43.9,44.75,45.6,46.7,48.25,50.65,54.35,56.95,57.35,56.650000000000006,54.9,53.15,50.8,47.25,42.45,36.900000000000006,34.2,34.2,34.05,34.05,34.2,34.150000000000006,34.349999999999994,34.9,35.3,36.05,36.8,37.650000000000006,38.65,40.05,43.3,46.6,47.45,46.5,44.900000000000006,42.6,39.75,35.8,31.1,27.2,25.5,25.75,25.85,26.5,26.8,27.15,27.5,27.75,28.25,28.75,29.4,30.35,31.55,33.1,35.4,38.3,43.3
70.35,66.9,62.85,57.3,51.7,48.4,48.7,48.75,49.15,49.8,50.6,51.2,51.75,52.35,53.3,54.5,56.65,59.2,63.6,65.05000000000001,65.35,64.85,63.6,61.45,58.55,55.35,51.25,46.150000000000006,41.75,40.2,40.35,40.9,41.2,41.75,42.6,42.9,43.6,44.400000000000006,45.25,46.25,47.95,50.150000000000006,54.0,56.65,56.8,55.900000000000006,54.4,52.85,50.5,46.75,41.95,36.6,34.05,33.7,33.7,33.75,33.75,33.8,33.9,34.650000000000006,35.1,36.0,36.4,37.2,38.150000000000006,39.45,42.6,46.35,46.7,46.0,44.45,42.2,39.35,35.1,30.75,27.1,25.35,25.6,25.8,26.5,26.7,27.0,27.3,27.65,28.2,28.75,29.4,30.2,31.5,33.1,35.3,43.6
72.8,70.05000000000001,66.5,62.4,56.7,51.25,48.150000000000006,48.35,48.55,48.900000000000006,49.6,50.2,50.7,51.3,52.0,52.8,54.0,56.3,58.75,62.95,64.9,65.19999999999999,64.6,63.15,61.150000000000006,58.3,55.15,50.75,45.6,41.3,39.8,40.05,40.5,40.75,41.4,42.25,42.55,43.2,44.150000000000006,44.85,45.8,47.3,49.7,53.6,56.15,56.1,55.45,54.0,52.55,50.2,46.400000000000006,41.6,36.2,33.6,33.35,33.4,33.2,33.4,33.45,33.7,34.3,35.05,35.5,36.0,36.7,37.5,39.05,41.95,45.75,46.1,45.35,43.85,41.6,38.900000000000006,34.55,30.6,27.0,25.15,25.55,25.9,26.45,26.5,26.8,27.3,27.55,28.25,28.85,29.35,29.9,31.55,32.9,43.85
74.55,72.4,69.75,66.05,61.65,56.1,50.55,47.85,47.95,48.2,48.7,49.15,49.75,50.3,50.95,51.5,52.45,53.75,55.9,58.35,62.75,64.6,65.0,64.05,62.9,60.95,58.1,54.5,50.45,45.05,40.8,39.6,39.650000000000006,40.0,40.35,41.05,41.85,42.25,43.05,43.85,44.5,45.25,46.9,49.25,53.1,55.45,55.4,55.05,53.650000000000006,52.2,49.8,45.75,41.25,35.95,33.25,33.1,32.9,32.95,33.0,33.2,33.4,34.25,34.599999999999994,35.15,35.5,36.1,37.05,38.35,41.1,45.05,45.55,44.7,43.25,41.05,38.5,34.3,30.3,26.8,25.05,25.700000000000003,25.75,26.05,26.3,26.7,27.200000000000003,27.65,28.200000000000003,28.7,29.200000000000003,29.950000000000003,31.3,43.85
