station _1,station _10,station _11,station _12,station _13,station _14,station _15,station _16,station _17,station _18,station _19,station _2,station _3,station _4,station _5,station _6,station _7,station _8,station _9
15.999999999999998,17.27777777777778,16.88888888888889,12.833333333333334,34.66666666666667,23.88888888888889,34.94444444444445,25.27777777777778,26.5,20.38888888888889,20.611111111111107,14.27777777777778,21.11111111111111,32.88888888888889,15.61111111111111,13.11111111111111,19.666666666666668,18.33333333333333,34.166666666666664
15.22222222222222,16.88888888888889,15.22222222222222,12.611111111111112,33.666666666666664,22.22222222222222,34.49999999999999,25.05555555555555,25.611111111111107,19.5,20.222222222222225,13.944444444444445,20.666666666666668,32.611111111111114,15.111111111111112,12.999999999999998,17.83333333333333,16.166666666666668,32.05555555555556
14.5,16.5,13.944444444444445,13.38888888888889,31.55555555555556,21.0,33.05555555555556,23.88888888888889,23.000000000000004,18.55555555555556,19.77777777777777,13.499999999999998,20.27777777777778,31.666666666666664,14.666666666666666,12.833333333333334,16.666666666666668,14.72222222222222,30.38888888888889
13.833333333333332,16.222222222222225,12.833333333333334,15.666666666666668,30.0,20.0,30.05555555555555,22.27777777777777,20.55555555555556,17.61111111111111,19.388888888888893,13.11111111111111,19.88888888888889,30.05555555555555,14.388888888888888,15.277777777777777,15.833333333333332,13.666666666666668,29.0
13.38888888888889,16.166666666666668,11.833333333333332,17.555555555555557,28.94444444444444,18.94444444444444,28.38888888888889,20.55555555555556,19.27777777777778,16.61111111111111,20.944444444444446,12.944444444444445,19.55555555555556,28.38888888888889,14.166666666666666,18.5,14.888888888888888,12.72222222222222,27.88888888888889
12.999999999999998,18.444444444444446,11.11111111111111,19.166666666666668,28.111111111111107,17.944444444444443,26.944444444444443,19.33333333333333,18.111111111111107,15.944444444444446,24.05555555555556,13.833333333333332,21.5,27.05555555555556,15.88888888888889,21.05555555555556,14.166666666666666,12.055555555555555,26.888888888888893
12.555555555555555,21.55555555555556,10.555555555555555,20.444444444444443,27.111111111111107,17.166666666666664,25.77777777777778,18.444444444444446,17.055555555555557,15.277777777777777,26.83333333333333,17.555555555555557,24.111111111111114,26.0,18.38888888888889,23.111111111111107,13.444444444444446,11.38888888888889,25.72222222222222
11.722222222222223,24.33333333333333,10.166666666666664,21.5,26.166666666666664,16.444444444444446,24.944444444444446,17.72222222222222,16.055555555555554,18.722222222222225,28.88888888888889,21.27777777777777,26.5,25.222222222222225,20.83333333333333,24.666666666666668,12.88888888888889,10.833333333333334,24.888888888888886
11.166666666666668,26.5,9.77777777777778,22.38888888888889,25.27777777777778,15.833333333333332,23.833333333333336,16.944444444444443,15.166666666666664,22.22222222222222,30.27777777777778,23.77777777777777,28.5,24.5,22.88888888888889,25.77777777777778,12.27777777777778,10.22222222222222,24.0
10.777777777777777,28.111111111111107,9.333333333333332,22.88888888888889,24.55555555555556,15.22222222222222,22.944444444444443,16.38888888888889,14.333333333333332,25.38888888888889,31.333333333333336,25.500000000000004,30.05555555555555,23.833333333333336,24.33333333333333,26.333333333333336,11.833333333333332,9.888888888888888,23.111111111111107
10.22222222222222,29.111111111111114,9.000000000000002,23.05555555555556,23.722222222222225,14.77777777777778,22.38888888888889,15.999999999999998,13.61111111111111,28.111111111111107,31.944444444444443,26.666666666666664,31.11111111111111,23.33333333333333,25.38888888888889,26.611111111111114,11.444444444444445,9.27777777777778,22.388888888888886
9.611111111111107,29.72222222222222,8.777777777777777,22.666666666666664,23.05555555555556,14.444444444444445,21.77777777777778,15.499999999999998,12.944444444444445,30.11111111111111,32.27777777777777,27.38888888888889,32.0,22.77777777777778,26.11111111111111,26.333333333333336,11.055555555555555,8.833333333333332,21.666666666666668
10.72222222222222,30.11111111111111,8.277777777777777,21.38888888888889,22.38888888888889,14.11111111111111,21.166666666666664,15.0,12.444444444444445,31.611111111111114,32.333333333333336,27.88888888888889,32.44444444444445,22.27777777777777,26.5,25.33333333333333,10.833333333333334,8.333333333333334,20.999999999999996
16.11111111111111,29.944444444444446,8.444444444444446,20.33333333333333,21.888888888888893,13.88888888888889,20.500000000000004,14.666666666666666,11.833333333333332,32.5,31.77777777777778,27.83333333333333,32.55555555555555,21.83333333333333,26.55555555555556,22.83333333333333,12.333333333333334,7.88888888888889,20.833333333333332
20.222222222222225,29.27777777777778,11.166666666666668,19.05555555555556,21.77777777777778,14.77777777777778,20.27777777777778,14.27777777777778,11.277777777777777,32.88888888888889,30.05555555555555,27.166666666666668,32.16666666666667,21.611111111111114,25.944444444444446,21.222222222222225,15.944444444444446,7.88888888888889,23.333333333333332
22.88888888888889,27.444444444444446,13.944444444444445,17.77777777777778,24.22222222222221,17.27777777777778,20.05555555555556,13.944444444444445,11.166666666666668,33.05555555555556,28.55555555555556,24.666666666666668,30.83333333333333,21.72222222222221,24.27777777777778,19.55555555555556,18.77777777777777,10.166666666666664,26.166666666666664
24.72222222222222,25.55555555555556,16.5,16.944444444444443,26.11111111111111,19.61111111111111,22.77777777777778,14.833333333333334,14.444444444444445,32.666666666666664,27.27777777777777,21.83333333333333,28.72222222222222,24.111111111111114,22.722222222222225,17.944444444444443,20.83333333333333,12.833333333333334,28.666666666666664
25.88888888888889,23.94444444444444,18.55555555555556,16.11111111111111,28.22222222222222,21.5,26.38888888888889,17.333333333333336,17.444444444444443,31.666666666666664,26.05555555555556,20.222222222222225,27.111111111111107,26.38888888888889,21.44444444444444,16.555555555555554,22.38888888888889,15.333333333333334,30.611111111111107
