Cluster 0,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5
62.85,27.2,15.3,64.5,36.0,51.75
59.05,25.7,13.85,61.55,34.4,48.75
56.2,24.7,12.45,58.55,33.3,46.7
53.95,23.7,11.15,57.1,32.4,45.1
51.75,22.8,10.45,56.1,31.8,44.05
50.35,22.4,9.75,55.400000000000006,31.15,43.349999999999994
49.15,21.7,9.4,54.7,30.6,42.55
47.95,21.2,9.0,54.0,30.05,41.8
46.9,20.8,8.899999999999999,53.45,29.7,41.2
45.7,20.3,8.95,53.0,29.4,40.7
45.1,20.1,8.6,52.45,29.05,40.25
44.75,19.9,8.55,52.05,28.75,39.7
44.1,19.6,8.5,51.5,28.45,39.5
43.45,19.3,8.45,51.150000000000006,28.1,39.05
43.1,19.1,8.45,50.9,27.95,38.8
45.25,19.3,8.399999999999999,51.35,28.25,38.849999999999994
49.4,21.9,8.3,54.6,30.35,41.9
53.95,24.6,10.3,57.650000000000006,32.5,45.3
57.45,26.5,11.95,60.45,34.650000000000006,48.349999999999994
60.349999999999994,28.1,13.350000000000001,62.7,36.0,50.7
62.8,29.0,15.149999999999999,64.5,37.3,52.45
64.15,29.8,16.4,65.8,38.05,53.849999999999994
65.19999999999999,30.0,16.7,66.7,38.2,54.5
65.44999999999999,29.6,16.15,66.19999999999999,37.75,54.2
63.15,27.3,15.35,64.55000000000001,36.150000000000006,51.95
59.349999999999994,26.0,13.95,61.599999999999994,34.5,48.8
56.45,24.8,12.65,58.65,33.45,46.849999999999994
54.15,24.0,11.3,57.2,32.5,45.2
51.95,23.2,10.7,56.2,31.8,44.150000000000006
50.5,22.6,9.95,55.45,31.3,43.349999999999994
49.400000000000006,21.9,9.7,54.8,30.75,42.7
48.05,21.5,9.25,54.05,30.3,41.95
47.05,21.1,8.95,53.599999999999994,29.75,41.3
45.95,20.8,8.85,53.05,29.45,40.6
45.25,20.5,8.45,52.5,29.0,40.25
45.05,20.0,8.5,52.05,28.7,39.7
44.3,19.7,8.35,51.65,28.45,39.45
43.6,19.5,8.4,51.25,28.25,39.0
43.25,19.4,8.35,51.05,28.1,38.8
45.45,19.6,8.35,51.55,28.2,38.95
49.55,22.2,8.5,54.55,30.35,42.05
54.150000000000006,24.4,10.5,57.75,32.6,45.5
57.65,26.5,12.1,60.5,34.8,48.6
60.55,27.9,13.45,62.8,36.1,50.9
63.0,29.0,15.399999999999999,64.65,37.4,52.7
64.30000000000001,29.6,16.65,66.05,38.1,54.1
65.30000000000001,29.9,16.950000000000003,66.85,38.2,54.8
65.6,29.7,16.4,66.19999999999999,37.8,54.4
63.3,27.6,15.7,64.69999999999999,36.2,52.3
59.6,26.0,14.25,61.85,34.55,48.95
56.55,24.9,12.9,58.75,33.5,46.9
54.349999999999994,24.0,11.649999999999999,57.25,32.7,45.349999999999994
52.2,23.2,11.0,56.25,31.95,44.2
50.7,22.7,10.3,55.55,31.45,43.5
49.55,22.2,10.0,54.9,31.0,42.8
48.25,21.7,9.6,54.2,30.5,41.95
47.2,21.1,9.35,53.75,29.95,41.25
46.2,20.7,9.1,53.25,29.55,40.7
45.5,20.4,8.8,52.7,29.2,40.3
45.05,20.1,8.75,52.150000000000006,28.85,39.7
44.400000000000006,19.8,8.65,51.650000000000006,28.5,39.45
43.7,19.6,8.75,51.3,28.25,39.1
43.3,19.3,8.7,51.2,28.15,38.75
45.55,19.5,8.7,51.55,28.299999999999997,39.150000000000006
49.650000000000006,22.2,8.8,54.65,30.4,42.1
54.25,24.2,10.85,58.05,32.6,45.55
57.75,26.3,12.55,60.8,34.8,48.75
60.6,27.8,13.9,63.150000000000006,36.150000000000006,51.1
63.099999999999994,28.9,15.899999999999999,64.95,37.3,52.95
64.4,29.6,17.15,66.25,38.1,54.3
65.30000000000001,29.7,17.4,66.9,38.3,55.0
65.65,29.4,16.9,66.3,37.75,54.55
63.4,27.6,16.2,65.0,36.150000000000006,52.5
59.75,25.9,14.75,62.0,34.5,49.25
56.650000000000006,24.8,13.35,58.849999999999994,33.5,47.150000000000006
54.45,24.0,12.1,57.400000000000006,32.650000000000006,45.45
52.25,23.2,11.5,56.400000000000006,31.9,44.349999999999994
50.7,22.6,10.7,55.7,31.3,43.55
49.599999999999994,22.0,10.5,55.099999999999994,30.85,42.9
48.25,21.7,10.15,54.5,30.3,42.05
47.3,21.1,9.8,53.95,29.85,41.4
46.25,20.8,9.45,53.4,29.4,40.849999999999994
45.65,20.2,9.100000000000001,52.8,29.1,40.4
45.15,19.8,9.05,52.2,28.65,39.8
44.5,19.5,8.95,51.8,28.3,39.4
43.849999999999994,19.2,8.95,51.5,28.0,39.1
43.5,19.0,8.8,51.35,27.85,38.849999999999994
45.7,19.5,8.85,51.7,28.0,39.25
49.7,22.1,9.05,54.9,30.05,42.2
54.2,24.1,11.1,58.3,32.45,45.7
57.75,26.0,12.95,61.05,34.4,48.9
60.65,27.5,14.3,63.4,35.9,51.1
63.2,28.6,16.3,65.3,37.05,53.0
64.5,29.5,17.5,66.55,37.8,54.4
65.30000000000001,29.5,17.9,66.94999999999999,37.9,55.1
65.65,29.2,17.4,66.45,37.5,54.75
63.5,27.4,16.6,65.4,36.1,52.650000000000006
59.9,25.7,15.05,62.45,34.349999999999994,49.3
56.849999999999994,24.7,13.6,59.05,33.4,47.2
54.650000000000006,23.9,12.350000000000001,57.55,32.4,45.5
52.400000000000006,23.1,11.7,56.55,31.85,44.55
50.8,22.6,10.95,55.95,31.25,43.8
49.65,22.1,10.8,55.45,30.8,43.05
48.35,21.7,10.45,54.75,30.2,42.1
47.55,21.1,9.85,54.2,29.7,41.45
46.6,20.6,9.5,53.6,29.3,40.95
45.95,20.1,9.3,53.1,28.85,40.349999999999994
45.35,19.7,8.95,52.5,28.55,39.849999999999994
44.599999999999994,19.4,8.85,52.15,28.2,39.4
44.0,19.2,8.75,51.8,27.95,39.2
43.7,19.0,8.8,51.7,27.7,38.9
45.75,19.4,8.85,52.0,27.9,39.45
49.7,21.9,9.35,55.25,29.95,42.2
54.2,24.1,11.45,58.6,32.3,45.849999999999994
57.75,25.9,13.399999999999999,61.349999999999994,34.2,48.9
60.55,27.4,14.8,63.6,35.8,51.2
62.95,28.5,16.6,65.35,36.9,53.1
64.45,29.5,17.85,66.85,37.7,54.4
65.19999999999999,29.5,18.3,67.15,37.849999999999994,55.1
