station _1,station _10,station _11,station _12,station _13,station _14,station _15,station _16,station _17,station _18,station _19,station _2,station _20,station _21,station _22,station _23,station _24,station _25,station _26,station _27,station _28,station _29,station _3,station _30,station _31,station _32,station _33,station _34,station _35,station _36,station _37,station _38,station _39,station _4,station _40,station _41,station _42,station _43,station _44,station _45,station _46,station _47,station _48,station _49,station _5,station _6,station _7,station _8,station _9,station _1.1,station _10.1,station _11.1,station _12.1,station _13.1,station _14.1,station _15.1,station _16.1,station _17.1,station _18.1,station _19.1,station _2.1,station _20.1,station _21.1,station _22.1,station _23.1,station _24.1,station _25.1,station _26.1,station _27.1,station _28.1,station _29.1,station _3.1,station _30.1,station _31.1,station _32.1,station _33.1,station _34.1,station _35.1,station _36.1,station _37.1,station _38.1,station _39.1,station _4.1,station _40.1,station _41.1,station _42.1,station _43.1,station _44.1,station _45.1,station _46.1,station _47.1,station _48.1,station _49.1,station _5.1,station _6.1,station _7.1,station _8.1,station _9
23.444444444444446,19.944444444444446,23.833333333333336,20.27777777777778,22.11111111111111,18.722222222222225,20.444444444444443,26.333333333333336,20.83333333333333,22.5,19.55555555555556,24.444444444444443,20.611111111111107,29.55555555555556,18.444444444444446,27.27777777777777,22.944444444444443,19.88888888888889,20.27777777777778,21.38888888888889,24.55555555555556,20.72222222222222,20.38888888888889,20.38888888888889,27.22222222222222,21.611111111111114,26.27777777777777,26.27777777777777,21.166666666666664,31.333333333333336,25.38888888888889,26.22222222222222,20.27777777777778,19.27777777777778,27.166666666666668,26.83333333333333,25.444444444444443,26.72222222222221,25.83333333333333,22.166666666666668,22.11111111111111,21.888888888888893,23.94444444444444,18.77777777777777,25.38888888888889,26.11111111111111,21.888888888888893,22.77777777777778,25.666666666666668,24.0,25.72222222222222,24.5,20.27777777777778,22.11111111111111,18.166666666666668,21.77777777777778,26.333333333333336,21.333333333333336,22.83333333333333,18.33333333333333,18.5,17.944444444444443,25.77777777777778,20.38888888888889,20.944444444444446,26.05555555555556,27.61111111111111,21.27777777777777,25.88888888888889,26.11111111111111,21.222222222222225,25.77777777777778,20.38888888888889,32.77777777777778,21.944444444444443,19.55555555555556,26.888888888888893,21.166666666666664,24.388888888888893,21.222222222222225,23.77777777777777,21.27777777777777,20.72222222222222,25.33333333333333,29.388888888888893,25.444444444444443,25.0,21.166666666666664,23.166666666666668,26.5,23.55555555555556,27.27777777777777,22.166666666666668,20.27777777777778,21.55555555555556,24.88888888888889,22.22222222222222,26.277777777777775
24.0,19.666666666666668,23.666666666666664,20.0,21.77777777777778,18.22222222222222,20.11111111111111,25.88888888888889,20.444444444444443,22.333333333333336,19.27777777777778,25.27777777777778,20.33333333333333,29.833333333333336,18.22222222222222,27.166666666666668,22.61111111111111,19.444444444444443,19.944444444444446,20.88888888888889,24.388888888888893,20.38888888888889,19.833333333333336,20.166666666666664,27.27777777777777,21.5,28.000000000000004,26.0,20.944444444444446,31.666666666666664,25.11111111111111,25.666666666666668,20.05555555555556,19.111111111111114,27.166666666666668,27.22222222222222,25.166666666666664,26.666666666666664,24.833333333333336,21.38888888888889,23.722222222222225,21.222222222222225,23.61111111111111,20.27777777777778,25.944444444444446,26.55555555555556,20.500000000000004,22.22222222222222,25.33333333333333,23.94444444444444,25.55555555555556,24.22222222222221,20.0,21.77777777777778,17.666666666666664,21.38888888888889,25.88888888888889,20.88888888888889,22.61111111111111,18.05555555555556,20.611111111111107,17.444444444444443,25.72222222222222,20.166666666666664,20.55555555555556,25.444444444444443,27.38888888888889,20.83333333333333,26.05555555555556,26.0,20.777777777777786,24.444444444444443,20.166666666666664,32.77777777777778,21.77777777777778,19.22222222222221,26.666666666666664,20.944444444444446,23.88888888888889,21.0,23.444444444444446,20.944444444444446,20.33333333333333,24.111111111111114,29.55555555555556,25.166666666666664,24.611111111111107,20.88888888888889,23.000000000000004,26.27777777777777,23.277777777777786,27.166666666666668,21.72222222222221,20.05555555555556,21.38888888888889,25.0,21.722222222222214,26.277777777777775
24.444444444444443,19.33333333333333,23.38888888888889,19.833333333333336,21.5,17.72222222222222,19.77777777777777,25.38888888888889,20.11111111111111,22.11111111111111,19.05555555555556,25.88888888888889,20.05555555555556,29.77777777777777,18.05555555555556,26.666666666666664,22.38888888888889,19.22222222222221,19.666666666666668,20.444444444444443,24.22222222222221,20.05555555555556,19.444444444444443,20.05555555555556,27.166666666666668,22.38888888888889,29.33333333333333,25.77777777777778,20.777777777777786,31.55555555555556,24.666666666666668,25.11111111111111,19.833333333333336,18.94444444444444,26.72222222222221,27.55555555555555,24.833333333333336,26.333333333333336,23.5,20.611111111111107,24.944444444444446,20.88888888888889,23.277777777777786,21.888888888888893,26.166666666666664,26.72222222222221,19.666666666666668,21.72222222222221,24.666666666666668,23.61111111111111,25.33333333333333,23.88888888888889,19.833333333333336,21.5,17.444444444444443,21.05555555555556,25.38888888888889,20.55555555555556,22.38888888888889,17.83333333333333,22.38888888888889,17.0,25.38888888888889,19.944444444444446,20.27777777777778,24.444444444444443,27.0,20.444444444444443,26.05555555555556,25.83333333333333,20.444444444444443,22.5,20.05555555555556,32.44444444444445,21.72222222222221,19.0,26.333333333333336,20.777777777777786,23.166666666666668,20.777777777777786,23.166666666666668,20.666666666666668,20.0,23.05555555555556,29.27777777777778,24.833333333333336,24.0,20.666666666666668,22.38888888888889,25.83333333333333,23.05555555555556,26.666666666666664,21.333333333333336,19.77777777777777,21.166666666666664,24.77777777777777,21.27777777777777,26.166666666666664
24.611111111111107,19.111111111111114,23.33333333333333,21.05555555555556,21.333333333333336,17.5,19.388888888888893,24.55555555555556,19.77777777777777,21.944444444444443,18.88888888888889,25.944444444444446,19.833333333333336,29.166666666666664,18.55555555555556,26.11111111111111,22.27777777777777,18.833333333333336,19.444444444444443,20.11111111111111,24.111111111111114,19.833333333333336,19.05555555555556,19.88888888888889,26.55555555555556,23.444444444444446,30.666666666666668,25.55555555555556,20.666666666666668,31.44444444444444,23.94444444444444,24.72222222222222,19.666666666666668,20.500000000000004,26.22222222222222,27.444444444444446,24.111111111111114,26.05555555555556,22.77777777777778,20.0,25.77777777777778,20.55555555555556,22.944444444444443,23.166666666666668,26.05555555555556,26.83333333333333,19.0,21.333333333333336,23.833333333333336,23.33333333333333,24.833333333333336,23.666666666666664,21.05555555555556,21.333333333333336,17.0,20.666666666666668,24.55555555555556,20.166666666666664,22.166666666666668,17.666666666666664,24.0,16.666666666666668,24.611111111111107,19.72222222222222,19.944444444444446,23.5,26.27777777777777,20.166666666666664,25.77777777777778,25.666666666666668,20.11111111111111,21.27777777777777,19.88888888888889,32.05555555555556,22.55555555555556,18.833333333333336,26.05555555555556,20.666666666666668,22.11111111111111,20.55555555555556,22.77777777777778,20.500000000000004,19.72222222222222,22.55555555555556,28.88888888888889,24.111111111111114,23.33333333333333,20.55555555555556,21.611111111111114,25.27777777777778,22.88888888888889,26.05555555555556,20.944444444444446,19.5,21.0,24.33333333333333,21.0,25.999999999999996
24.833333333333336,18.88888888888889,23.277777777777786,23.000000000000004,21.166666666666664,17.055555555555557,19.166666666666668,23.77777777777777,19.5,21.888888888888893,18.722222222222225,26.05555555555556,21.11111111111111,28.5,20.444444444444443,24.944444444444446,23.55555555555556,18.5,20.666666666666668,19.833333333333336,24.0,19.666666666666668,18.77777777777777,19.72222222222222,25.55555555555556,24.22222222222221,31.611111111111114,25.27777777777778,20.500000000000004,31.05555555555556,23.22222222222222,24.388888888888893,19.444444444444443,22.88888888888889,25.38888888888889,27.27777777777777,23.05555555555556,25.38888888888889,22.22222222222222,19.55555555555556,26.38888888888889,20.27777777777778,22.722222222222225,24.22222222222221,25.611111111111107,26.666666666666664,18.38888888888889,21.0,23.55555555555556,22.666666666666664,24.166666666666664,23.5,23.000000000000004,21.166666666666664,16.666666666666668,20.33333333333333,23.77777777777777,19.833333333333336,22.05555555555556,17.444444444444443,25.222222222222225,16.38888888888889,23.444444444444446,20.83333333333333,19.666666666666668,23.05555555555556,25.0,19.833333333333336,25.27777777777778,25.444444444444443,19.833333333333336,20.27777777777778,19.72222222222222,31.22222222222222,23.55555555555556,18.61111111111111,25.83333333333333,20.500000000000004,21.11111111111111,20.38888888888889,22.55555555555556,20.27777777777778,19.55555555555556,22.22222222222222,28.22222222222222,23.05555555555556,22.722222222222225,20.444444444444443,20.777777777777786,24.5,22.722222222222225,24.88888888888889,20.611111111111107,20.72222222222222,20.88888888888889,23.666666666666664,20.72222222222222,25.611111111111107
24.72222222222222,19.77777777777777,24.33333333333333,24.77777777777777,22.05555555555556,16.666666666666668,18.88888888888889,23.444444444444446,19.27777777777778,22.83333333333333,19.72222222222222,25.666666666666668,23.55555555555556,27.444444444444446,22.5,23.77777777777777,25.222222222222225,18.33333333333333,23.166666666666668,19.666666666666668,23.88888888888889,20.222222222222225,18.55555555555556,20.222222222222225,24.166666666666664,24.88888888888889,32.388888888888886,25.11111111111111,20.72222222222222,30.27777777777778,22.444444444444446,23.94444444444444,20.500000000000004,24.666666666666668,24.166666666666664,26.888888888888893,21.888888888888893,24.72222222222222,21.888888888888893,19.22222222222221,26.83333333333333,20.05555555555556,22.444444444444446,25.05555555555555,24.388888888888893,26.44444444444444,17.88888888888889,20.777777777777786,23.38888888888889,21.5,23.277777777777786,23.38888888888889,24.77777777777777,22.05555555555556,16.333333333333332,19.944444444444446,23.444444444444446,19.61111111111111,22.0,17.166666666666664,26.05555555555556,16.055555555555554,21.72222222222221,22.88888888888889,19.388888888888893,22.722222222222225,23.5,19.666666666666668,24.55555555555556,25.33333333333333,19.666666666666668,19.33333333333333,20.222222222222225,30.11111111111111,24.388888888888893,19.111111111111114,25.611111111111107,20.72222222222222,20.72222222222222,20.33333333333333,22.38888888888889,20.11111111111111,19.444444444444443,21.888888888888893,27.444444444444446,21.888888888888893,22.5,20.944444444444446,20.222222222222225,23.666666666666664,22.55555555555556,23.833333333333336,20.38888888888889,22.5,21.55555555555556,22.55555555555556,20.555555555555557,25.0
24.72222222222222,22.0,25.666666666666668,26.11111111111111,23.666666666666664,16.38888888888889,18.833333333333336,23.166666666666668,20.72222222222222,24.05555555555556,22.166666666666668,24.944444444444446,25.38888888888889,26.11111111111111,24.05555555555556,23.22222222222222,26.5,18.166666666666668,25.38888888888889,21.83333333333333,24.388888888888893,22.27777777777777,20.500000000000004,22.22222222222222,22.722222222222225,25.444444444444443,32.72222222222222,25.05555555555555,22.05555555555556,29.33333333333333,21.83333333333333,23.666666666666664,22.77777777777778,26.166666666666664,23.111111111111107,26.27777777777777,21.44444444444444,24.0,21.55555555555556,18.833333333333336,26.888888888888893,19.72222222222222,22.333333333333336,25.500000000000004,22.55555555555556,25.88888888888889,17.22222222222222,20.611111111111107,23.277777777777786,20.05555555555556,22.166666666666668,23.33333333333333,26.11111111111111,23.666666666666664,16.166666666666668,19.61111111111111,23.166666666666668,19.33333333333333,22.944444444444443,16.833333333333332,26.611111111111114,15.88888888888889,20.88888888888889,24.666666666666668,19.166666666666668,22.38888888888889,22.61111111111111,20.88888888888889,23.61111111111111,25.222222222222225,20.27777777777778,18.5,22.22222222222222,28.72222222222222,25.05555555555555,20.83333333333333,25.33333333333333,22.05555555555556,20.500000000000004,21.38888888888889,22.166666666666668,19.88888888888889,20.944444444444446,21.5,26.27777777777777,21.44444444444444,22.333333333333336,23.61111111111111,19.77777777777777,23.38888888888889,22.944444444444443,23.277777777777786,20.944444444444446,24.27777777777778,23.61111111111111,21.11111111111111,21.77777777777778,24.166666666666664
24.388888888888893,23.722222222222225,26.77777777777778,27.27777777777777,25.11111111111111,16.222222222222225,19.0,22.88888888888889,22.944444444444443,25.222222222222225,23.55555555555556,23.77777777777777,26.77777777777778,25.166666666666664,25.38888888888889,22.77777777777778,27.38888888888889,18.111111111111107,26.888888888888893,24.388888888888893,25.500000000000004,24.444444444444443,23.61111111111111,24.166666666666664,22.05555555555556,25.83333333333333,32.88888888888889,26.333333333333336,23.77777777777777,28.38888888888889,21.44444444444444,23.33333333333333,24.111111111111114,27.333333333333336,22.55555555555556,25.444444444444443,21.222222222222225,23.666666666666664,21.166666666666664,18.55555555555556,27.0,19.55555555555556,23.722222222222225,25.72222222222222,21.27777777777777,24.833333333333336,16.833333333333332,21.888888888888893,23.166666666666668,19.5,21.666666666666668,24.444444444444443,27.27777777777777,25.11111111111111,16.277777777777775,19.27777777777778,22.88888888888889,20.83333333333333,24.111111111111114,16.555555555555554,26.72222222222221,15.88888888888889,20.611111111111107,26.22222222222222,19.05555555555556,22.05555555555556,21.944444444444443,23.38888888888889,22.22222222222222,25.11111111111111,22.333333333333336,17.83333333333333,24.166666666666664,27.55555555555555,25.55555555555556,22.38888888888889,25.11111111111111,23.77777777777777,20.38888888888889,23.5,21.83333333333333,19.666666666666668,23.22222222222222,21.222222222222225,25.666666666666668,21.222222222222225,22.166666666666668,25.222222222222225,19.388888888888893,23.166666666666668,23.722222222222225,22.83333333333333,22.38888888888889,25.72222222222222,25.05555555555555,20.222222222222225,24.111111111111114,23.88888888888889
23.722222222222225,24.88888888888889,27.61111111111111,28.27777777777778,26.38888888888889,16.38888888888889,20.72222222222222,22.722222222222225,24.88888888888889,26.11111111111111,24.5,22.0,27.61111111111111,24.77777777777777,26.38888888888889,22.333333333333336,28.111111111111107,18.33333333333333,28.05555555555556,25.944444444444446,26.44444444444444,25.944444444444446,25.944444444444446,25.72222222222222,21.611111111111114,25.944444444444446,32.83333333333333,27.722222222222225,25.38888888888889,27.666666666666664,21.166666666666664,22.944444444444443,25.05555555555555,28.33333333333333,22.166666666666668,24.444444444444443,21.05555555555556,23.5,20.88888888888889,18.277777777777786,26.83333333333333,19.33333333333333,25.444444444444443,25.72222222222222,20.444444444444443,23.33333333333333,16.444444444444446,24.166666666666664,23.05555555555556,19.22222222222221,21.222222222222225,25.77777777777778,28.27777777777778,26.38888888888889,19.166666666666668,19.05555555555556,22.722222222222225,23.05555555555556,25.27777777777778,16.555555555555554,26.888888888888893,17.944444444444443,20.27777777777778,27.5,19.33333333333333,21.611111111111114,21.333333333333336,25.55555555555556,21.333333333333336,25.166666666666664,24.5,17.22222222222222,25.72222222222222,27.0,25.944444444444446,23.61111111111111,25.11111111111111,25.38888888888889,20.27777777777778,24.944444444444446,21.72222222222221,20.72222222222222,25.0,20.83333333333333,25.38888888888889,21.05555555555556,22.0,26.11111111111111,19.0,22.88888888888889,24.666666666666668,22.444444444444446,23.88888888888889,27.0,26.05555555555556,19.55555555555556,26.05555555555556,23.777777777777775
22.88888888888889,25.72222222222222,28.33333333333333,28.94444444444444,27.38888888888889,19.33333333333333,22.5,22.38888888888889,26.38888888888889,26.72222222222221,25.222222222222225,21.11111111111111,28.111111111111107,24.388888888888893,27.22222222222222,21.944444444444443,28.666666666666664,21.0,28.88888888888889,27.0,27.22222222222222,27.05555555555556,27.5,26.888888888888893,21.38888888888889,26.05555555555556,32.333333333333336,28.94444444444444,26.83333333333333,27.5,20.83333333333333,22.666666666666664,25.666666666666668,28.94444444444444,21.83333333333333,24.0,20.83333333333333,23.38888888888889,20.611111111111107,18.000000000000004,26.5,19.111111111111114,26.77777777777778,25.11111111111111,19.55555555555556,22.55555555555556,16.055555555555554,26.11111111111111,22.944444444444443,18.94444444444444,20.72222222222222,26.83333333333333,28.94444444444444,27.38888888888889,21.5,18.94444444444444,22.38888888888889,25.0,26.11111111111111,19.27777777777778,26.44444444444444,20.38888888888889,20.0,28.666666666666664,21.333333333333336,21.333333333333336,20.944444444444446,27.05555555555556,20.611111111111107,26.11111111111111,26.0,16.833333333333332,26.888888888888893,26.666666666666664,26.05555555555556,24.77777777777777,26.38888888888889,26.83333333333333,20.166666666666664,25.83333333333333,21.72222222222221,22.88888888888889,26.44444444444444,20.500000000000004,25.166666666666664,20.83333333333333,21.83333333333333,26.77777777777778,18.77777777777777,22.61111111111111,25.72222222222222,22.11111111111111,25.27777777777778,28.000000000000004,26.77777777777778,18.833333333333336,27.55555555555555,23.666666666666664
