station _1,station _10,station _11,station _12,station _13,station _14,station _15,station _16,station _17,station _18,station _19,station _2,station _20,station _21,station _22,station _23,station _24,station _25,station _26,station _27,station _28,station _29,station _3,station _30,station _31,station _32,station _33,station _34,station _35,station _36,station _37,station _38,station _4,station _5,station _6,station _7,station _8,station _9
14.11111111111111,8.444444444444446,16.38888888888889,17.444444444444443,13.444444444444446,12.27777777777778,14.11111111111111,19.72222222222222,10.777777777777777,20.0,12.166666666666666,20.11111111111111,8.333333333333334,8.499999999999998,17.22222222222222,16.88888888888889,14.222222222222223,7.944444444444443,8.499999999999998,11.222222222222223,13.38888888888889,15.88888888888889,15.666666666666668,12.388888888888888,14.444444444444445,11.277777777777777,8.833333333333332,22.05555555555556,8.444444444444446,4.333333333333331,14.5,14.666666666666666,12.0,13.166666666666668,11.722222222222223,12.5,14.833333333333334,15.666666666666668
13.833333333333332,8.166666666666668,16.166666666666668,15.444444444444445,13.11111111111111,12.055555555555555,13.88888888888889,18.166666666666668,10.555555555555555,18.05555555555556,11.888888888888888,17.88888888888889,8.055555555555555,8.499999999999998,17.388888888888886,15.944444444444446,12.999999999999998,7.833333333333334,8.22222222222222,11.11111111111111,13.166666666666668,15.499999999999998,15.22222222222222,12.166666666666666,14.166666666666666,10.999999999999998,8.666666666666668,19.833333333333336,8.444444444444446,4.333333333333331,15.277777777777777,12.88888888888889,11.77777777777778,13.166666666666668,11.444444444444445,12.388888888888888,14.944444444444445,15.333333333333334
13.666666666666668,8.111111111111112,16.166666666666668,14.166666666666666,13.055555555555555,11.77777777777778,13.777777777777777,17.333333333333336,10.333333333333334,16.222222222222225,11.61111111111111,15.833333333333332,7.944444444444443,8.38888888888889,17.166666666666664,15.333333333333334,12.388888888888888,7.833333333333334,8.055555555555555,10.88888888888889,12.999999999999998,15.277777777777777,14.833333333333334,11.888888888888888,13.833333333333332,10.72222222222222,8.444444444444446,16.88888888888889,8.333333333333334,4.11111111111111,15.666666666666668,11.666666666666666,11.61111111111111,12.999999999999998,11.222222222222223,12.27777777777778,15.38888888888889,15.055555555555555
13.333333333333332,7.999999999999999,16.055555555555554,13.11111111111111,12.88888888888889,11.555555555555554,13.944444444444445,16.666666666666668,10.166666666666664,15.499999999999998,11.38888888888889,14.000000000000002,7.944444444444443,8.277777777777777,16.444444444444446,14.72222222222222,11.833333333333332,7.777777777777778,7.777777777777778,10.611111111111112,12.88888888888889,15.055555555555555,14.555555555555555,11.722222222222223,13.61111111111111,10.388888888888893,8.333333333333334,15.111111111111112,8.22222222222222,4.166666666666667,15.88888888888889,11.055555555555555,11.77777777777778,12.777777777777777,10.944444444444446,12.72222222222222,17.22222222222222,14.888888888888888
13.11111111111111,7.833333333333334,15.944444444444446,12.22222222222222,13.333333333333332,11.77777777777778,14.27777777777778,15.999999999999998,10.055555555555555,14.77777777777778,11.11111111111111,12.777777777777777,8.722222222222223,8.777777777777777,15.0,14.11111111111111,11.444444444444445,7.611111111111112,7.777777777777778,10.444444444444445,12.777777777777777,14.888888888888888,14.444444444444445,11.888888888888888,13.444444444444446,10.111111111111112,10.555555555555555,14.055555555555554,8.666666666666668,4.11111111111111,15.666666666666668,10.666666666666668,13.722222222222223,13.944444444444445,10.833333333333334,16.055555555555554,19.055555555555557,14.777777777777779
14.055555555555554,10.388888888888893,15.833333333333332,11.500000000000002,15.777777777777777,13.666666666666668,15.999999999999998,15.499999999999998,10.055555555555555,14.27777777777778,11.666666666666666,11.944444444444445,10.499999999999998,9.555555555555555,14.388888888888888,13.666666666666668,11.11111111111111,7.777777777777778,10.611111111111112,10.777777777777777,12.611111111111112,15.333333333333334,14.388888888888888,13.722222222222223,14.000000000000002,10.0,12.999999999999998,12.999999999999998,9.833333333333334,4.833333333333335,15.111111111111112,10.499999999999998,15.944444444444446,17.0,12.388888888888888,18.77777777777777,20.666666666666668,15.166666666666664
17.055555555555557,15.055555555555555,15.777777777777777,10.944444444444446,17.0,16.055555555555554,17.22222222222222,15.0,12.0,13.777777777777777,14.11111111111111,11.11111111111111,12.388888888888888,10.444444444444445,13.88888888888889,13.166666666666668,10.777777777777777,9.388888888888888,13.944444444444445,14.5,12.944444444444445,17.5,14.77777777777778,15.944444444444446,16.444444444444446,10.0,15.444444444444445,12.388888888888888,11.11111111111111,5.9444444444444455,14.000000000000002,10.277777777777777,17.555555555555557,19.5,14.833333333333334,20.83333333333333,21.666666666666668,16.88888888888889
19.27777777777778,17.055555555555557,15.72222222222222,10.444444444444445,18.05555555555556,18.61111111111111,18.166666666666668,14.388888888888888,14.444444444444445,13.333333333333332,16.5,10.499999999999998,13.777777777777777,11.277777777777777,13.444444444444446,12.777777777777777,10.555555555555555,10.833333333333334,17.166666666666664,17.22222222222222,15.38888888888889,19.444444444444443,16.72222222222222,17.77777777777778,18.722222222222225,12.555555555555555,16.833333333333332,11.500000000000002,12.0,7.055555555555557,13.333333333333332,10.111111111111112,18.5,21.333333333333336,17.166666666666664,22.22222222222222,21.722222222222214,18.666666666666664
21.222222222222225,17.83333333333333,15.61111111111111,10.111111111111112,19.05555555555556,21.0,19.111111111111114,13.944444444444445,15.88888888888889,13.055555555555555,19.0,9.944444444444445,14.944444444444445,12.111111111111107,12.999999999999998,12.5,10.333333333333334,11.722222222222223,19.166666666666668,18.88888888888889,18.000000000000004,21.0,18.88888888888889,19.22222222222221,20.33333333333333,15.666666666666668,17.166666666666664,10.944444444444446,12.5,7.88888888888889,12.777777777777777,10.055555555555555,18.666666666666664,22.444444444444446,18.88888888888889,22.666666666666664,21.44444444444444,20.33333333333333
22.55555555555556,18.38888888888889,15.444444444444445,9.72222222222222,20.27777777777778,22.444444444444446,20.11111111111111,13.61111111111111,17.0,12.833333333333334,21.11111111111111,9.388888888888888,15.833333333333332,12.72222222222222,12.611111111111112,12.22222222222222,10.22222222222222,12.055555555555555,19.55555555555556,20.05555555555556,19.72222222222222,22.11111111111111,20.777777777777786,20.166666666666664,21.27777777777777,18.61111111111111,17.166666666666664,10.388888888888893,12.833333333333334,8.333333333333334,12.388888888888888,10.0,18.5,22.83333333333333,19.88888888888889,22.666666666666664,21.0,21.333333333333336
23.111111111111107,18.722222222222225,15.444444444444445,9.333333333333332,21.27777777777777,22.22222222222222,21.05555555555556,13.22222222222222,17.444444444444443,12.611111111111112,22.166666666666668,9.055555555555554,16.38888888888889,13.055555555555555,12.166666666666666,12.111111111111107,10.166666666666664,12.111111111111107,19.61111111111111,20.72222222222222,20.33333333333333,22.444444444444446,22.27777777777777,20.55555555555556,21.55555555555556,21.05555555555556,16.944444444444443,10.0,12.944444444444445,8.499999999999998,11.888888888888888,10.0,18.277777777777786,22.61111111111111,20.27777777777778,22.38888888888889,20.444444444444443,21.666666666666668
23.111111111111107,18.666666666666664,15.277777777777777,9.000000000000002,21.72222222222221,21.55555555555556,21.38888888888889,12.999999999999998,17.444444444444443,12.333333333333334,22.22222222222222,8.666666666666668,16.38888888888889,13.166666666666668,11.77777777777778,11.888888888888888,10.055555555555555,12.0,19.166666666666668,20.777777777777786,20.500000000000004,22.27777777777777,23.05555555555556,20.500000000000004,21.222222222222225,22.38888888888889,16.166666666666668,9.77777777777778,12.777777777777777,8.22222222222222,11.500000000000002,10.0,18.000000000000004,22.166666666666668,20.33333333333333,21.77777777777778,19.72222222222222,21.666666666666668
22.61111111111111,18.38888888888889,15.166666666666664,8.666666666666668,21.55555555555556,20.500000000000004,21.0,12.88888888888889,17.333333333333336,12.0,21.944444444444443,8.38888888888889,15.72222222222222,12.944444444444445,11.500000000000002,11.77777777777778,9.888888888888888,11.666666666666666,18.61111111111111,20.500000000000004,20.444444444444443,22.0,23.05555555555556,19.944444444444446,20.83333333333333,22.666666666666664,15.0,9.444444444444445,12.333333333333334,7.5,11.222222222222223,10.0,17.444444444444443,21.38888888888889,19.944444444444446,20.666666666666668,18.77777777777777,21.44444444444444
21.944444444444443,17.333333333333336,15.333333333333334,8.666666666666668,20.72222222222222,19.55555555555556,20.05555555555556,12.833333333333334,16.88888888888889,11.722222222222223,21.333333333333336,8.111111111111112,14.166666666666666,12.0,11.277777777777777,12.0,10.277777777777777,11.222222222222223,17.666666666666664,19.61111111111111,20.166666666666664,21.611111111111114,22.5,19.0,20.500000000000004,22.05555555555556,13.055555555555555,9.222222222222223,11.333333333333332,6.222222222222223,10.833333333333334,9.944444444444445,16.38888888888889,20.166666666666664,19.05555555555556,18.77777777777777,18.22222222222222,21.277777777777775
20.88888888888889,15.333333333333334,16.555555555555554,11.055555555555555,19.388888888888893,18.38888888888889,18.61111111111111,13.055555555555555,16.38888888888889,11.61111111111111,20.222222222222225,7.666666666666665,13.38888888888889,11.222222222222223,11.11111111111111,12.999999999999998,12.611111111111112,10.166666666666664,15.88888888888889,18.277777777777786,19.72222222222222,20.88888888888889,22.05555555555556,17.61111111111111,19.72222222222222,21.0,11.666666666666666,9.11111111111111,10.666666666666668,5.666666666666668,10.611111111111112,10.555555555555555,15.499999999999998,18.22222222222222,17.5,17.444444444444443,18.000000000000004,20.666666666666668
19.33333333333333,13.777777777777777,17.555555555555557,13.88888888888889,17.88888888888889,17.055555555555557,17.166666666666664,14.833333333333334,15.444444444444445,11.888888888888888,18.22222222222222,8.444444444444446,12.611111111111112,10.72222222222222,10.944444444444446,14.166666666666666,14.5,9.5,13.722222222222223,15.88888888888889,18.833333333333336,19.55555555555556,21.11111111111111,16.77777777777778,18.722222222222225,19.27777777777778,10.833333333333334,9.27777777777778,10.277777777777777,5.277777777777778,10.444444444444445,12.055555555555555,14.888888888888888,16.88888888888889,16.444444444444446,16.444444444444446,17.77777777777778,19.666666666666668
