day 0,day 1,day 2,day 3,day 4,day 5,day 6,day 7,day 8,day 9,day 10,day 11,day 12,day 13,day 14,day 15,day 16,day 17,day 18,day 19,day 20,day 21,day 22,day 23,day 24,day 25,day 26,day 27,day 28,day 29,day 30,day 31,day 32,day 33,day 34,day 35,day 36,day 37,day 38,day 39,day 40,day 41,day 42,day 43,day 44,day 45,day 46,day 47,day 48,day 49,day 50,day 51,day 52,day 53,day 54,day 55,day 56,day 57,day 58,day 59,day 60,day 61,day 62,day 63,day 64,day 65,day 66,day 67,day 68,day 69,day 70,day 71,day 72,day 73,day 74,day 75,day 76,day 77,day 78,day 79,day 80,day 81,day 82,day 83,day 84,day 85,day 86,day 87,day 88,day 89,day 90,Median
67.8,68.4,69.1,69.75,70.6,72.2,75.15,78.95,80.2,80.69999999999999,80.35,79.19999999999999,77.85,75.8,73.05000000000001,69.9,65.5,61.150000000000006,59.35,59.55,59.650000000000006,59.95,59.9,60.05,60.25,60.4,60.7,61.35,62.150000000000006,63.650000000000006,65.85,69.45,71.9,72.75,72.2,71.55,69.85,67.3,64.2,60.35,56.25,51.7,50.8,50.8,50.8,51.0,51.2,51.5,52.0,52.45,52.7,53.4,54.25,55.35,57.150000000000006,60.6,63.6,64.35,63.9,62.7,60.85,58.6,55.55,51.8,47.6,44.85,44.75,44.95,45.45,46.05,46.35,46.7,46.75,47.150000000000006,47.75,48.45,49.2,50.4,52.05,54.9,57.45,57.9,57.85,56.75,54.9,52.55,49.95,47.05,44.2,43.4,43.7,59.35
67.15,67.45,68.1,68.75,69.45,70.25,71.9,74.9,78.69999999999999,80.1,80.5,80.05,78.9,77.3,75.35,72.75,69.55000000000001,65.1,60.75,59.2,59.35,59.4,59.4,59.5,59.55,59.6,59.85,60.2,61.0,61.85,63.3,65.25,69.0,71.69999999999999,72.4,72.0,71.19999999999999,69.55,67.0,63.9,60.1,55.8,51.45,50.35,50.35,50.4,50.7,50.9,51.3,51.650000000000006,52.0,52.4,53.1,53.85,55.1,56.7,60.4,63.35,64.0,63.5,62.4,60.75,58.5,55.6,51.75,47.5,44.8,44.7,45.05,45.5,45.95,46.2,46.150000000000006,46.5,47.1,47.45,48.2,49.25,50.3,51.9,54.650000000000006,57.2,57.8,57.6,56.7,54.9,52.6,50.150000000000006,47.4,44.650000000000006,43.45,59.35
66.55,66.8,67.25,67.85,68.45,69.1,69.95,71.5,74.65,78.25,79.85,80.05,79.6,78.5,76.95,75.1,72.55,69.1,64.8,60.4,58.8,58.95,58.95,58.95,58.9,58.95,59.0,59.3,59.8,60.6,61.5,62.85,64.75,68.7,71.35,72.15,71.9,70.85,69.1,66.65,63.6,59.650000000000006,55.25,50.9,50.0,50.0,50.1,50.35,50.6,50.9,51.35,51.8,52.25,52.75,53.55,54.6,56.35,60.1,63.1,63.7,63.35,62.1,60.65,58.45,55.45,51.55,47.25,44.7,44.75,45.2,45.4,45.7,45.7,45.85,46.45,46.75,47.4,48.25,49.2,50.05,51.6,54.45,56.9,57.55,57.4,56.55,54.9,52.8,50.35,47.5,44.650000000000006,58.95
66.0,66.15,66.5,66.95,67.55,68.15,68.75,69.7,71.2,74.30000000000001,78.0,79.35,79.6,78.95,78.0,76.65,75.0,72.30000000000001,68.65,64.6,60.1,58.6,58.55,58.5,58.35,58.25,58.45,58.55,58.9,59.55,60.3,61.1,62.4,64.45,68.35,71.1,71.95,71.65,70.5,68.8,66.35,63.150000000000006,59.35,54.9,50.5,49.7,49.6,49.8,50.05,50.3,50.55,51.0,51.4,51.75,52.3,53.2,54.4,56.2,59.75,62.65,63.55,63.1,62.0,60.45,58.3,55.2,51.35,47.150000000000006,44.75,44.8,45.0,45.2,45.2,45.4,45.95,46.150000000000006,46.7,47.35,48.2,48.9,49.95,51.55,54.25,56.75,57.45,57.4,56.6,55.1,53.25,50.55,47.6,58.5
65.6,65.65,65.8,66.25,66.65,67.2,67.75,68.5,69.5,70.9,74.0,77.75,79.15,79.05,78.7,77.75,76.55,74.5,71.85,68.35,64.35,59.55,58.150000000000006,58.1,57.9,57.6,57.6,57.85,58.2,58.7,59.25,59.8,60.6,62.05,64.1,68.0,70.8,71.55,71.35,70.15,68.4,65.95,62.75,58.9,54.3,50.1,49.150000000000006,49.35,49.6,49.8,49.95,50.3,50.6,50.95,51.45,51.95,52.85,54.25,55.9,59.35,62.35,63.25,62.85,61.85,60.25,57.9,54.8,51.05,46.95,44.9,44.75,44.8,44.650000000000006,45.0,45.4,45.6,46.1,46.6,47.25,47.9,48.8,49.85,51.45,54.0,56.75,57.7,57.650000000000006,56.8,55.5,53.5,50.5,58.1
65.3,65.25,65.3,65.5,66.0,66.45,66.85,67.45,68.25,69.25,70.6,73.65,77.5,78.55,78.69999999999999,78.4,77.45,76.15,74.25,71.5,68.05000000000001,63.95,59.0,57.7,57.55,57.2,56.95,57.2,57.6,57.9,58.35,58.75,59.3,60.3,61.8,63.9,67.6,70.5,71.25,71.05,69.85,67.85,65.6,62.55,58.6,53.75,49.7,48.95,49.1,49.3,49.45,49.7,49.9,50.2,50.5,50.95,51.75,52.7,53.85,55.6,59.15,62.2,63.15,62.8,61.95,59.9,57.7,54.55,50.85,46.8,44.7,44.55,44.3,44.55,44.9,45.1,45.45,46.0,46.55,47.0,47.8,48.7,49.650000000000006,51.2,54.05,56.95,58.0,57.7,57.1,55.6,53.45,57.9
64.9,64.9,64.85,64.9,65.25,65.69999999999999,66.15,66.55,67.2,67.95,68.95,70.35,73.25,76.95,78.1,78.5,78.25,77.15,75.80000000000001,73.85,71.2,67.8,63.4,58.7,57.05,56.8,56.55,56.7,57.05,57.3,57.55,57.9,58.25,59.05,60.1,61.35,63.6,67.35,70.05,71.0,70.65,69.25,67.45,65.35,62.4,58.2,53.3,49.35,48.650000000000006,48.85,49.0,49.150000000000006,49.3,49.4,49.8,50.1,50.7,51.5,52.35,53.650000000000006,55.5,58.95,62.2,62.85,62.9,61.75,59.650000000000006,57.5,54.4,50.650000000000006,46.5,44.3,44.0,44.150000000000006,44.45,44.75,45.0,45.45,46.0,46.45,46.9,47.75,48.5,49.45,51.3,54.3,57.1,58.15,57.95,57.05,55.6,57.95
66.6,64.55,64.45,64.5,64.7,64.95,65.35,65.85,66.25,66.85,67.65,68.6,70.0,72.65,76.45,77.85,78.25,77.85,76.9,75.4,73.4,70.9,67.4,62.9,58.1,56.45,56.25,56.150000000000006,56.4,56.650000000000006,56.8,57.1,57.45,58.1,58.650000000000006,59.7,60.9,63.4,67.1,69.75,70.6,70.25,68.9,67.1,65.1,61.95,57.7,52.95,49.05,48.35,48.45,48.650000000000006,48.8,48.8,49.0,49.35,49.9,50.7,51.25,52.1,53.4,55.3,58.75,62.3,63.0,62.7,61.4,59.4,57.3,54.0,50.150000000000006,46.25,43.8,43.85,44.150000000000006,44.2,44.650000000000006,45.05,45.45,45.85,46.25,46.9,47.650000000000006,48.25,49.45,51.25,54.3,57.25,58.25,58.05,57.1,58.05
70.05000000000001,66.19999999999999,64.2,64.15,64.25,64.4,64.65,65.05,65.55,66.0,66.6,67.4,68.3,69.55,72.25,76.25,77.5,77.8,77.55,76.5,75.1,72.9,70.45,67.1,62.35,57.55,55.85,55.75,55.8,56.1,56.2,56.4,56.55,57.1,57.7,58.3,59.35,60.6,62.95,66.85,69.5,70.1,69.85,68.5,66.85,64.65,61.35,57.3,52.7,48.75,48.0,48.150000000000006,48.1,48.25,48.35,48.650000000000006,49.2,49.75,50.3,51.0,51.85,53.1,55.150000000000006,58.55,62.35,62.85,62.4,61.2,59.2,56.8,53.6,49.85,45.85,43.7,43.7,43.95,44.25,44.8,45.1,45.35,45.6,46.25,46.75,47.35,48.4,49.6,51.45,54.35,57.400000000000006,58.25,58.05,57.7
73.65,69.75,65.9,63.75,63.9,64.0,64.1,64.3,64.85,65.3,65.8,66.2,67.0,67.9,69.19999999999999,72.0,75.80000000000001,77.15,77.4,77.15,76.25,74.80000000000001,72.45,70.1,66.6,61.7,57.0,55.3,55.5,55.6,55.650000000000006,55.8,55.9,56.35,56.8,57.3,58.1,59.05,60.35,62.6,66.55,68.95,69.75,69.45,68.15,66.35,64.15,60.8,56.75,52.3,48.3,47.650000000000006,47.75,47.55,47.8,48.0,48.6,49.150000000000006,49.45,50.2,50.95,51.650000000000006,53.0,55.1,58.6,62.1,62.650000000000006,62.150000000000006,60.85,58.9,56.35,53.25,49.35,45.6,43.650000000000006,43.5,43.9,44.4,44.7,44.9,45.150000000000006,45.6,46.05,46.5,47.3,48.5,49.9,51.6,54.45,57.5,58.25,57.5
