day 0,day 1,day 2,day 3,day 4,day 5,day 6,day 7,day 8,day 9,day 10,day 11,day 12,day 13,day 14,day 15,day 16,day 17,day 18,day 19,day 20,day 21,day 22,day 23,day 24,day 25,day 26,day 27,day 28,day 29,day 30,day 31,day 32,day 33,day 34,day 35,day 36,day 37,day 38,day 39,day 40,day 41,day 42,day 43,day 44,day 45,day 46,day 47,day 48,day 49,day 50,day 51,day 52,day 53,day 54,day 55,day 56,day 57,day 58,day 59,day 60,day 61,day 62,day 63,day 64,day 65,day 66,day 67,day 68,day 69,day 70,day 71,day 72,day 73,day 74,day 75,day 76,day 77,day 78,day 79,day 80,day 81,day 82,day 83,day 84,day 85,day 86,day 87,day 88,day 89,day 90,day 91,day 92,day 93,Median
53.3,54.150000000000006,55.45,57.0,58.650000000000006,61.25,64.4,66.65,68.0,68.15,67.9,67.4,67.05,65.69999999999999,63.8,61.35,58.05,54.7,52.8,53.35,54.0,54.4,55.2,56.150000000000006,57.150000000000006,58.6,59.85,61.3,63.25,66.35,70.3,72.35,73.4,73.8,73.75,73.5,72.65,71.45,69.75,67.1,63.95,61.05,58.75,58.55,59.2,60.0,60.8,61.6,62.8,63.95,65.5,67.0,68.9,71.9,75.3,76.9,78.2,78.69999999999999,78.6,78.25,77.05,76.05,74.6,72.75,70.2,67.45,65.05,64.75,65.5,66.3,67.3,68.5,69.5,70.75,72.25,73.75,75.8,79.1,82.2,84.0,85.1,85.75,85.85,85.5,84.69999999999999,83.2,81.25,79.15,76.69999999999999,73.55,70.9,70.1,70.7,71.35,67.95
52.75,53.35,54.25,55.7,57.2,59.0,61.6,64.80000000000001,67.0,68.2,68.35,68.0,67.45,67.15,66.0,64.2,61.7,58.2,54.95,53.0,53.4,53.9,54.6,55.2,56.35,57.35,58.650000000000006,60.0,61.5,63.55,66.69999999999999,70.45,72.55,73.6,74.0,74.25,73.9,72.95,71.7,70.05,67.2,64.1,61.35,59.0,58.75,59.35,60.150000000000006,60.900000000000006,61.8,62.9,64.25,65.6,67.1,68.85,72.1,75.5,77.3,78.4,78.85,78.85,78.4,77.5,76.5,75.1,73.2,70.65,67.85,65.55,65.15,65.9,66.8,67.7,68.75,69.8,71.0,72.45,74.0,75.9,79.2,82.3,84.2,85.3,85.85,86.05,85.7,84.9,83.3,81.4,79.30000000000001,76.9,73.75,71.1,70.3,70.8,67.925
51.9,52.8,53.45,54.4,55.9,57.45,59.3,61.8,65.25,67.25,68.4,68.5,68.3,67.95,67.45,66.19999999999999,64.55,61.95,58.35,55.0,52.85,53.25,54.0,54.5,55.4,56.5,57.5,58.8,60.1,61.8,63.9,66.95,70.65,72.65,73.85,74.5,74.7,74.15,73.3,72.0,70.25,67.30000000000001,64.4,61.6,59.25,58.85,59.5,60.3,61.1,62.0,63.2,64.4,65.6,67.0,68.85,72.35,75.7,77.5,78.6,79.1,79.15,78.65,77.95,77.0,75.6,73.7,71.15,68.4,65.9,65.55,66.35,67.2,68.1,69.1,70.05,71.25,72.7,74.15,76.15,79.4,82.35,84.35,85.4,85.9,86.3,85.85,85.05,83.55,81.7,79.5,77.1,73.95,71.3,70.4,68.19999999999999
51.2,52.05,52.95,53.5,54.7,56.2,57.7,59.650000000000006,62.2,65.5,67.45,68.5,68.8,68.85,68.4,67.55,66.35,64.75,62.2,58.6,55.0,52.85,53.35,53.95,54.75,55.55,56.6,57.75,59.0,60.35,62.2,64.0,67.05,70.95,72.95,74.2,75.05,74.9,74.4,73.6,72.35,70.35,67.5,64.75,61.85,59.4,59.05,59.7,60.45,61.2,62.2,63.3,64.35,65.7,67.15,69.05,72.7,76.05,77.8,78.9,79.55,79.45,79.05,78.4,77.45,76.0,74.2,71.6,69.0,66.3,66.0,66.8,67.55,68.35,69.3,70.25,71.55000000000001,73.0,74.4,76.3,79.6,82.5,84.4,85.45,86.25,86.45,86.0,85.25,83.85,82.0,79.8,77.3,74.1,71.5,68.375
50.55,51.35,52.25,53.0,53.7,54.95,56.55,58.0,59.75,62.4,65.7,67.6,68.75,69.35,69.3,68.8,67.75,66.55,64.85,62.3,58.6,55.150000000000006,52.95,53.4,54.150000000000006,54.8,55.650000000000006,56.8,57.85,59.3,60.650000000000006,62.4,64.1,67.35,71.3,73.45,74.75,75.35,75.25,74.75,73.7,72.5,70.5,67.8,64.95,62.0,59.650000000000006,59.25,59.95,60.6,61.5,62.3,63.4,64.45,65.75,67.4,69.4,73.1,76.2,78.0,79.35,80.0,79.75,79.5,78.8,77.9,76.4,74.65,72.05000000000001,69.45,66.9,66.35,67.1,67.8,68.65,69.5,70.4,71.75,73.25,74.5,76.5,79.7,82.65,84.4,85.75,86.45,86.6,86.2,85.45,84.15,82.35,79.95,77.45,74.3,68.225
50.1,50.6,51.55,52.3,53.0,54.1,55.35,56.8,58.3,59.95,62.55,66.0,68.0,69.25,69.9,69.80000000000001,69.05,67.95,66.8,64.9,62.35,58.7,55.35,53.1,53.55,54.25,55.0,56.0,57.0,58.2,59.5,60.85,62.6,64.4,67.65,71.8,73.85,75.05,75.65,75.5,74.95,74.0,72.7,70.85,68.1,65.0,62.25,59.9,59.4,60.2,60.85,61.75,62.45,63.3,64.5,66.0,67.75,69.80000000000001,73.3,76.45,78.35,79.75,80.25,80.15,79.9,79.2,78.30000000000001,76.95,75.05,72.55000000000001,69.9,67.25,66.7,67.3,68.05,68.8,69.7,70.65,72.0,73.5,74.69999999999999,76.65,79.85,82.65,84.6,85.95,86.55,86.75,86.45,85.65,84.4,82.55,80.15,77.6,68.07499999999999
49.650000000000006,50.1,50.75,51.650000000000006,52.5,53.15,54.4,55.7,57.1,58.55,60.2,62.75,66.2,68.5,69.8,70.25,70.0,69.3,68.3,66.8,65.05,62.55,58.95,55.55,53.25,53.650000000000006,54.4,55.2,56.35,57.35,58.55,59.75,61.1,62.75,64.7,68.1,72.3,74.2,75.4,75.9,75.75,75.1,74.2,73.0,71.0,68.30000000000001,65.3,62.6,60.2,59.7,60.35,61.05,61.85,62.5,63.5,64.7,66.5,68.05,70.05,73.6,76.75,78.75,79.9,80.75,80.55,80.4,79.6,78.75,77.45,75.5,72.95,70.19999999999999,67.65,67.0,67.65,68.25,69.1,69.95,70.9,72.2,73.6,74.8,76.8,79.9,82.85,84.9,85.95,86.7,87.0,86.8,86.0,84.6,82.7,80.4,68.30000000000001
50.85,49.7,50.150000000000006,50.9,51.9,52.55,53.6,54.8,56.150000000000006,57.25,58.8,60.35,63.0,66.85,69.1,70.2,70.55,70.3,69.8,68.35,67.0,65.25,62.6,59.150000000000006,55.8,53.45,53.8,54.650000000000006,55.55,56.55,57.6,58.8,60.0,61.4,62.85,65.15,68.6,72.5,74.35,75.65,76.1,76.0,75.4,74.45,73.15,71.2,68.55000000000001,65.65,62.85,60.35,59.9,60.55,61.150000000000006,61.85,62.650000000000006,63.7,65.1,66.8,68.3,70.30000000000001,73.9,77.05,79.1,80.4,81.15,80.9,80.8,80.1,79.2,77.95,76.0,73.35,70.69999999999999,67.85,67.25,67.85,68.5,69.4,70.25,71.1,72.35,73.7,75.0,76.9,80.05,83.0,85.0,86.2,87.0,87.35,87.1,86.2,84.75,82.75,68.525
53.8,50.95,49.85,50.3,51.25,52.1,52.7,53.95,55.2,56.25,57.35,59.0,60.55,63.55,67.25,69.45,70.5,70.8,70.65,69.95,68.45,67.2,65.4,62.8,59.35,56.1,53.55,54.0,54.8,55.9,56.8,57.95,59.0,60.2,61.55,63.3,65.6,68.8,72.80000000000001,74.7,75.80000000000001,76.25,76.2,75.75,74.65,73.3,71.4,68.85,65.9,63.0,60.45,60.05,60.6,61.2,62.0,62.9,64.1,65.4,66.95,68.55,70.55,74.1,77.4,79.4,80.7,81.25,81.55,81.35,80.65,79.8,78.45,76.45,73.6,71.0,68.2,67.4,68.0,68.75,69.6,70.45,71.3,72.45,73.65,75.25,77.15,80.4,83.1,85.2,86.45,87.35,87.65,87.25,86.4,85.0,68.65
57.8,54.05,51.25,50.0,50.650000000000006,51.4,52.3,53.1,54.3,55.45,56.45,57.55,59.2,60.9,63.95,67.75,69.75,70.80000000000001,71.15,70.80000000000001,69.9,68.69999999999999,67.4,65.6,63.0,59.650000000000006,56.4,53.85,54.3,55.150000000000006,56.150000000000006,57.1,58.150000000000006,59.2,60.35,62.0,63.8,65.85,69.1,73.1,74.9,76.05,76.6,76.6,76.0,74.8,73.45,71.5,69.1,66.05,63.2,60.6,60.05,60.7,61.35,62.1,63.25,64.4,65.6,67.2,68.7,70.80000000000001,74.35,77.75,79.7,80.94999999999999,81.85,82.05,81.8,81.19999999999999,80.2,78.8,76.7,73.85,71.2,68.4,67.8,68.3,69.05,69.75,70.55,71.4,72.6,73.75,75.45,77.25,80.4,83.2,85.4,86.75,87.5,87.95,87.5,86.5,68.69999999999999
