day 0,day 1,day 2,day 3,day 4,day 5,day 6,day 7,day 8,day 9,day 10,day 11,day 12,day 13,day 14,day 15,day 16,day 17,day 18,day 19,day 20,day 21,day 22,day 23,day 24,day 25,day 26,day 27,day 28,day 29,day 30,day 31,day 32,day 33,day 34,day 35,day 36,day 37,day 38,day 39,day 40,day 41,day 42,day 43,day 44,day 45,day 46,day 47,day 48,day 49,day 50,day 51,day 52,day 53,day 54,day 55,day 56,day 57,day 58,day 59,day 60,day 61,day 62,day 63,day 64,day 65,day 66,day 67,day 68,day 69,day 70,day 71,day 72,day 73,day 74,day 75,day 76,day 77,day 78,day 79,day 80,day 81,day 82,day 83,day 84,day 85,day 86,day 87,day 88,day 89,Median
46.25,46.55,47.2,47.85,48.85,49.85,51.150000000000006,53.45,55.5,55.7,43.65,43.9,44.8,45.6,46.7,47.95,49.6,52.7,54.8,55.45,55.2,53.9,52.55,50.5,47.8,44.75,41.6,41.150000000000006,41.4,41.45,41.9,42.2,42.8,43.35,44.0,44.9,46.0,47.15,48.45,50.05,52.6,56.05,57.75,58.05,57.4,56.55,54.6,52.5,49.6,46.35,43.7,42.2,42.25,43.0,43.7,44.25,45.2,46.0,46.8,47.7,48.8,50.0,51.4,53.35,56.45,59.3,60.75,61.0,60.65,59.5,57.95,56.1,53.85,51.2,48.150000000000006,45.55,45.85,46.7,47.8,48.55,49.25,50.150000000000006,51.35,52.8,54.05,55.5,57.5,59.95,63.0,65.05,49.425
45.6,46.0,46.55,47.1,47.8,48.55,49.7,50.85,53.150000000000006,55.2,43.05,43.3,44.150000000000006,44.85,45.6,46.8,47.8,49.55,52.7,54.8,55.6,55.25,54.05,52.8,50.6,47.85,44.75,41.650000000000006,41.1,41.25,41.5,41.85,42.3,42.8,43.25,44.05,45.25,46.150000000000006,47.2,48.55,50.150000000000006,52.85,56.3,58.0,58.05,57.5,56.45,54.650000000000006,52.3,49.7,46.7,43.85,42.2,42.55,43.150000000000006,43.7,44.650000000000006,45.25,45.9,46.85,47.7,48.75,50.1,51.5,53.8,56.6,59.4,60.650000000000006,61.1,60.7,59.75,58.2,56.400000000000006,54.3,51.75,48.7,46.05,46.3,47.35,48.0,48.6,49.5,50.55,51.95,53.1,54.3,56.0,57.8,60.150000000000006,62.85,48.725
45.2,45.35,45.85,46.45,47.0,47.55,48.25,49.4,50.4,53.0,42.5,42.8,43.65,44.2,45.0,45.7,46.6,47.75,49.6,52.650000000000006,54.9,55.7,55.35,54.25,52.75,50.55,47.75,44.75,41.45,40.95,41.1,41.4,41.9,42.4,42.7,43.3,44.25,45.3,46.1,47.2,48.650000000000006,50.4,53.05,56.7,58.0,58.05,57.45,56.6,54.7,52.5,49.95,46.650000000000006,43.7,42.45,42.650000000000006,43.2,43.95,44.8,45.4,46.05,46.85,47.75,48.85,50.1,51.85,53.9,56.45,59.25,60.75,61.2,60.9,59.9,58.400000000000006,56.9,54.9,52.25,49.150000000000006,46.650000000000006,46.85,47.55,48.2,48.8,49.9,51.1,52.3,53.3,54.7,56.25,58.0,60.05,48.725
44.75,44.95,45.2,45.6,46.3,46.8,47.25,48.0,48.9,50.3,42.05,42.3,43.05,43.7,44.400000000000006,44.95,45.75,46.5,47.8,49.75,52.8,55.1,55.8,55.45,54.2,52.7,50.45,47.9,44.85,41.5,41.0,41.0,41.4,41.85,42.2,42.6,43.6,44.25,45.35,46.150000000000006,47.35,48.8,50.650000000000006,53.3,56.8,58.150000000000006,57.95,57.6,56.55,54.75,52.6,49.9,46.8,43.900000000000006,42.55,42.85,43.5,44.2,44.75,45.400000000000006,46.1,46.85,47.85,48.95,50.45,52.05,54.1,56.5,59.4,60.95,61.45,61.150000000000006,60.150000000000006,58.75,57.45,55.3,52.900000000000006,49.85,47.35,47.05,47.6,48.25,49.25,50.55,51.45,52.650000000000006,53.650000000000006,55.0,56.45,58.0,48.125
44.5,44.5,44.8,45.150000000000006,45.650000000000006,46.25,46.55,47.1,47.75,48.55,41.7,41.85,42.5,43.1,43.8,44.3,44.95,45.5,46.5,47.85,49.9,52.95,55.25,55.9,55.45,54.25,52.6,50.5,47.9,44.75,41.5,40.75,40.95,41.35,41.6,42.2,43.0,43.650000000000006,44.3,45.4,46.25,47.45,48.9,50.8,53.45,56.9,58.1,57.95,57.55,56.8,55.05,52.45,50.0,47.2,43.95,42.7,43.0,43.5,44.1,44.8,45.6,46.1,46.95,47.95,49.3,50.7,52.15,54.25,56.55,59.5,61.3,61.650000000000006,61.5,60.4,59.35,57.8,55.85,53.25,50.25,47.7,47.150000000000006,47.75,48.650000000000006,49.9,50.8,51.8,52.95,54.0,55.2,56.55,47.875
43.95,44.25,44.25,44.650000000000006,45.150000000000006,45.55,46.2,46.3,46.8,47.3,41.35,41.4,42.0,42.5,43.25,43.75,44.25,44.9,45.4,46.7,48.0,50.05,53.05,55.6,55.85,55.4,54.25,52.6,50.55,47.9,44.650000000000006,41.45,40.8,40.85,41.2,41.55,42.5,43.1,43.7,44.45,45.45,46.4,47.5,49.1,50.9,53.65,56.85,58.25,58.0,57.75,56.9,54.95,52.55,50.3,47.5,44.150000000000006,42.85,43.0,43.5,44.25,44.9,45.6,46.2,47.05,48.6,49.5,50.900000000000006,52.3,54.3,56.75,59.85,61.4,61.85,61.8,60.95,59.9,58.3,56.3,53.6,50.6,47.7,47.45,48.25,49.35,50.2,51.2,52.25,53.25,54.2,55.2,47.8
43.75,43.75,44.05,44.1,44.75,45.05,45.45,45.85,46.0,46.35,41.0,41.1,41.6,42.05,42.75,43.3,43.75,44.2,44.55,45.45,46.8,48.2,50.150000000000006,53.4,55.650000000000006,55.75,55.3,54.2,52.6,50.650000000000006,48.0,44.650000000000006,41.6,40.8,40.7,41.3,41.85,42.55,43.2,43.85,44.5,45.5,46.5,47.85,49.2,51.0,53.75,56.8,58.150000000000006,58.1,57.85,56.85,54.95,52.8,50.5,47.95,44.4,42.95,42.95,43.650000000000006,44.35,45.0,45.6,46.45,47.85,48.75,49.55,50.95,52.400000000000006,54.3,57.05,60.0,61.5,62.1,62.25,61.35,60.4,58.8,56.75,54.0,50.85,48.1,47.9,48.9,49.8,50.55,51.55,52.5,53.4,54.05,47.975
43.45,43.55,43.6,43.95,44.25,44.6,44.95,45.2,45.5,45.5,40.650000000000006,40.8,41.3,41.6,42.3,42.8,43.2,43.7,43.8,44.6,45.7,46.85,48.2,50.4,53.5,55.5,55.85,55.4,54.35,52.7,50.55,48.05,44.8,41.6,40.45,40.7,41.35,42.0,42.7,43.35,43.85,44.6,45.7,46.7,47.8,49.35,51.05,53.7,56.8,58.4,58.25,57.85,56.8,55.15,53.05,50.9,48.1,44.75,42.8,43.05,43.7,44.35,45.05,45.9,47.25,48.0,48.95,49.75,51.0,52.3,54.4,57.2,60.150000000000006,61.8,62.4,62.55,61.95,60.9,59.2,57.05,54.3,51.2,48.6,48.55,49.4,50.05,50.9,51.8,52.75,53.3,48.075
44.45,43.25,43.3,43.45,44.0,44.05,44.5,44.5,44.8,44.900000000000006,41.9,40.5,41.05,41.35,41.8,42.45,42.8,42.95,43.35,44.0,44.7,45.85,46.9,48.3,50.45,53.65,55.5,56.0,55.5,54.35,52.8,50.650000000000006,48.25,44.75,41.650000000000006,40.6,40.8,41.45,42.150000000000006,42.8,43.45,43.85,44.75,45.9,46.75,48.05,49.4,51.150000000000006,53.650000000000006,57.0,58.6,58.35,57.95,57.0,55.25,53.55,51.3,48.3,44.8,42.85,43.150000000000006,43.7,44.55,45.3,46.650000000000006,47.45,48.25,49.05,49.8,51.1,52.4,54.5,57.3,60.5,62.150000000000006,62.900000000000006,62.85,62.35,61.1,59.4,57.4,54.55,51.75,49.05,48.9,49.7,50.4,51.150000000000006,52.0,52.75,48.25
47.45,44.4,43.0,43.1,43.5,43.85,43.95,44.1,44.3,44.3,44.75,41.55,40.650000000000006,41.1,41.35,41.9,42.3,42.5,42.7,43.35,44.2,44.8,45.85,47.0,48.4,50.45,53.7,55.6,56.05,55.55,54.35,52.85,50.9,48.3,44.85,41.9,40.85,41.1,41.75,42.2,42.95,43.45,44.1,45.0,45.95,47.0,48.15,49.45,51.15,54.0,57.15,58.75,58.55,58.15,57.2,55.7,53.85,51.55,48.7,45.25,43.1,43.1,43.9,44.8,45.95,46.8,47.7,48.35,49.1,49.9,51.150000000000006,52.6,54.55,57.85,60.650000000000006,62.35,63.3,63.400000000000006,62.7,61.3,59.75,57.7,54.9,52.25,49.55,49.150000000000006,49.85,50.55,51.35,51.95,48.224999999999994
