Cluster 0,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8
117.52471052631577,23.959417260384463,25.189839918946305,174.21781045751635,21.500754019991305,109.24284863945577,35.80410526315789,77.28663967611335,25.146547263681594
109.81944736842105,24.13367724156473,24.514797365754813,174.44967320261438,21.31694697957411,105.87795918367347,34.4643516237402,72.35045883940622,25.103792150359315
102.53418421052632,24.43481583546175,23.962326241134747,171.95529411764704,21.25332246849196,102.81847789115646,33.49374468085107,67.83072874493926,25.011433941404096
95.94042105263159,24.439115472509748,23.44666261398176,169.0705882352941,20.908675213675213,99.74974489795919,32.4004882418813,63.890971659919025,24.848457711442787
90.3441052631579,24.361787874714345,23.08008308004053,168.56408496732027,20.889480660582358,97.09306122448982,31.52129227323628,60.1580971659919,24.80779215035931
84.41568421052634,24.452539991934405,22.757511651469102,168.07516339869284,21.0765239750833,94.63159863945577,30.62275923852184,57.11551956815115,25.08213377556661
79.64905263157894,24.40749495899987,22.57104660587639,167.07712418300653,21.004253223236276,92.34159013605442,29.84146248600224,54.32114709851553,25.180671088999453
75.50263157894736,24.522035219787607,22.414584599797365,166.5343790849673,20.850903230479503,90.37550170068027,29.244194848824186,52.2944669365722,25.277440574903263
78.13789473684213,24.179568490388498,23.831951367781155,166.65908496732024,22.040176734753008,94.12897108843538,30.841272116461358,59.75765182186235,24.93022996130459
93.57839473684211,23.823403011157414,26.30125329280648,169.30849673202616,27.056161813704186,103.14169217687076,32.31062038073909,78.78151147098518,23.74945052515202
109.97713157894732,23.110356902809517,28.192645390070926,173.28382352941173,33.41349268434014,104.85681122448982,33.667637178051514,95.79975708502026,21.930312880044223
120.77052631578947,22.07398306223955,29.633019250253287,179.8409477124183,38.43505215123858,102.09552721088433,34.67921164613662,108.18551956815114,20.908537313432834
127.29713157894737,21.172132679123536,30.328654508611955,184.85205882352943,40.77428147182385,99.13742346938777,34.80219036954087,112.35348178137653,20.692269762299613
130.39039473684207,20.58144911950531,30.308820668693013,185.16918300653595,41.39858684629872,95.48492346938775,34.528615901455765,110.31114709851549,20.952080707573245
130.24673684210526,19.867562844468345,29.630766970618033,181.44683006535945,40.21019918875851,91.5680612244898,33.830206047032476,104.71546558704453,21.227868435599778
127.50239473684212,19.05824774835327,28.36127355623101,181.78535947712422,38.560507750253514,87.11212585034012,32.61827099664053,97.28256410256411,21.24077722498618
120.70263157894736,17.67106801989515,26.067426545086125,180.03794117647058,35.80861437056352,82.57700680272109,30.828817469204925,87.894669365722,20.494750690989495
106.49355263157894,15.915695658018548,22.360584599797367,176.3038235294118,29.334452411994782,77.56249149659864,28.9193281075028,72.94430499325237,19.057211719181865
88.57523684210526,15.804417260384461,20.058618034447818,173.12447712418302,22.925626539185867,72.4885629251701,24.6849451287794,61.561997300944675,17.23058817025981
75.2222105263158,16.746881973383516,18.08579331306991,172.81741830065357,21.157031001014055,69.57749149659865,21.13232250839865,53.961551956815114,17.039621890547267
64.1258947368421,17.41902540664068,17.080152988855115,173.30094771241826,20.07589236563813,67.23159013605442,19.631926091825306,48.49551956815115,16.95229961304588
55.62786842105263,17.863922570237936,16.35036474164134,173.77428104575162,19.56461248732435,64.81562074829931,18.56956998880179,43.9465991902834,16.95067108899945
48.93313157894739,18.27585562575615,15.90631914893617,174.446045751634,19.210373026220488,62.6165731292517,17.859424412094068,40.43041835357625,17.072965174129358
43.729052631578945,18.824204866245463,15.533838905775077,178.42705882352942,19.585247718383307,60.5243962585034,17.428237402015682,37.4593657219973,17.182059701492534
39.09042105263158,19.262440516198417,15.03252380952381,180.05088235294116,19.485343328987394,58.373418367346936,16.947072788353864,34.40611336032389,17.25889662797125
35.595263157894735,19.87120513509881,14.963332320162106,182.6142810457516,19.85017021584818,56.55458333333333,16.392692049272117,31.46483130904184,17.729062465450525
32.26892105263158,20.603193305551823,15.011499493414385,182.822614379085,20.33481674634217,54.93083333333333,16.121193729003355,28.735465587044533,18.133307904919846
29.581157894736837,21.00926132544697,14.911602836879434,183.59202614379086,20.617862523540488,53.4150425170068,15.894038073908172,26.532523616734142,18.5521592039801
27.47460526315789,21.33519693507192,15.15732928064843,186.33882352941174,21.204922497464867,52.20020408163265,15.598936170212768,24.411025641025642,18.990740740740737
25.648000000000007,21.826246807366587,15.28641438703141,188.1285294117647,21.968706359553824,50.932763605442176,15.417576707726761,22.931295546558705,19.806110558319514
24.484710526315784,22.136812071514992,15.469201621073964,189.8461437908497,22.51113791105316,50.11992346938775,15.301780515117578,21.62851551956815,20.36220011055832
23.38365789473684,22.59774633687324,15.793972644376897,191.99794117647056,22.80520715630885,49.301666666666655,15.356333706606943,21.008920377867746,20.919024875621894
23.97884210526316,22.505369001209836,17.504264437689965,195.4329411764706,24.490031145878604,53.2411224489796,16.987641657334823,27.984655870445348,20.981092316196797
30.742605263157902,21.96982524532867,19.569629179331304,199.80173202614378,29.601996957844413,60.3390136054422,17.811713325867856,43.56866396761134,19.59487341072416
38.94344736842105,21.115237935206338,20.852736575481256,206.78379084967324,35.72596914385049,60.36532312925169,18.338309070548707,57.697989203778675,17.360074074074078
43.890815789473685,19.955055114934797,21.749654508611957,215.2358496732026,40.360241199478494,56.78915816326529,18.520732362821946,68.2832523616734,16.077062465450528
46.5542105263158,19.026453152305415,22.318624113475177,221.3285294117647,42.41083369549472,53.15913265306124,18.15959014557671,71.37649122807017,15.646965174129356
47.77168421052631,18.496558005108216,22.016957446808508,221.91176470588232,42.944076488483276,49.48591836734693,17.70705935050392,69.78967611336031,15.881967938087342
