,0
0,6
1,3
2,2
3,3
4,5
5,3
6,2
7,2
8,3
9,5
10,2
11,0
12,5
13,1
14,0
15,0
16,1
17,5
18,5
19,5
20,5
21,1
22,5
23,1
24,1
25,5
26,0
27,0
28,2
29,5
30,3
31,3
32,5
33,3
34,5
35,3
36,5
37,5
38,3
39,3
40,5
41,6
42,5
43,3
44,3
45,3
46,5
47,3
48,5
49,5
50,3
51,5
52,3
53,5
54,5
55,0
56,3
57,3
58,5
59,3
60,5
61,5
62,5
63,0
64,3
65,6
66,5
67,3
68,3
69,5
70,5
71,5
72,5
73,3
74,3
75,5
76,3
77,5
78,3
79,3
80,5
81,3
82,3
83,5
84,5
85,3
86,5
87,3
88,3
89,5
90,2
91,2
92,3
93,2
94,1
95,2
96,2
97,3
98,2
99,3
100,2
101,2
102,2
103,2
104,2
105,2
106,2
107,2
108,2
109,3
110,3
111,2
112,3
113,2
114,3
115,6
116,6
117,6
118,6
119,6
120,6
121,6
122,6
123,6
124,6
125,6
126,6
127,6
128,6
129,6
130,6
131,6
132,6
133,6
134,6
135,6
136,6
137,6
138,6
139,6
140,6
141,6
142,6
143,6
144,6
145,6
146,6
147,0
148,0
149,0
150,6
151,6
152,6
153,6
154,0
155,6
156,6
157,0
158,6
159,0
160,6
161,6
162,6
163,0
164,0
165,0
166,6
167,6
168,6
169,5
170,3
171,3
172,5
173,5
174,5
175,3
176,3
177,2
178,3
179,3
180,3
181,5
182,3
183,5
184,3
185,3
186,5
187,5
188,5
189,3
190,3
191,5
192,3
193,3
194,3
195,3
196,3
197,6
198,5
199,5
200,5
201,5
202,5
203,6
204,5
205,3
206,3
207,6
208,5
209,5
210,5
211,5
212,3
213,5
214,5
215,5
216,5
217,5
218,5
219,6
220,5
221,5
222,5
223,5
224,5
225,5
226,6
227,5
228,5
229,5
230,5
231,5
232,5
233,5
234,5
235,5
236,3
237,5
238,3
239,3
240,5
241,5
242,5
243,5
244,5
245,0
246,5
247,5
248,5
249,5
250,5
251,5
252,5
253,5
254,5
255,3
256,5
