day 0,day 1,day 2,day 3,day 4,day 5,day 6,day 7,day 8,day 9,day 10,day 11,day 12,day 13,day 14,day 15,day 16,day 17,day 18,day 19,day 20,day 21,day 22,day 23,day 24,day 25,day 26,day 27,day 28,day 29,day 30,day 31,day 32,day 33,day 34,day 35,day 36,day 37,day 38,day 39,day 40,day 41,day 42,day 43,day 44,day 45,day 46,day 47,day 48,day 49,day 50,day 51,day 52,day 53,day 54,day 55,day 56,day 57,day 58,day 59,day 60,day 61,day 62,day 63,day 64,day 65,day 66,day 67,day 68,day 69,day 70,day 71,day 72,day 73,day 74,day 75,day 76,day 77,day 78,day 79,day 80,day 81,day 82,day 83,day 84,day 85,day 86,day 87,day 88,day 89,day 90,Median
71.4,71.9,72.4,73.4,74.35,75.85,78.85,81.9,83.15,83.5,83.35,82.25,80.6,78.6,75.5,72.0,67.8,63.5,62.35,62.45,62.55,62.5,62.8,63.2,63.650000000000006,64.0,64.65,65.5,66.35,67.65,69.65,73.05,74.8,75.15,74.85,73.85,72.55,70.1,66.9,62.9,58.5,54.6,54.0,53.95,54.25,54.6,54.8,55.2,55.7,56.05,56.5,57.3,58.3,59.55,61.45,64.65,66.65,67.55,67.4,66.4,64.35,61.55,58.35,54.75,50.650000000000006,48.3,48.150000000000006,48.5,48.95,49.150000000000006,49.1,49.3,49.6,50.0,50.7,51.05,52.05,53.35,55.6,58.6,61.0,61.75,61.150000000000006,59.5,57.85,55.75,53.0,50.05,47.0,45.5,45.650000000000006,62.35
70.65,71.0,71.5,72.0,73.1,74.1,75.55,78.65,81.65,82.9,83.35,82.9,81.9,80.2,78.3,75.3,71.75,67.4,63.150000000000006,62.0,62.05,62.0,62.150000000000006,62.6,62.85,63.25,63.7,64.45,65.19999999999999,66.0,67.15,69.05,72.6,74.3,74.9,74.5,73.6,72.2,69.85,66.5,62.6,58.1,54.1,53.6,53.95,54.1,54.25,54.650000000000006,54.95,55.4,55.650000000000006,56.2,56.9,57.8,59.0,61.1,64.3,66.5,67.3,67.05,66.1,64.15,61.55,58.45,54.7,50.55,48.2,48.150000000000006,48.4,48.6,48.650000000000006,48.7,49.05,49.35,49.95,50.3,51.0,52.0,53.3,55.4,58.4,60.9,61.45,60.9,59.650000000000006,58.05,56.2,53.25,50.4,47.1,45.45,62.0
70.0,70.3,70.6,71.1,71.75,72.75,73.75,75.25,78.3,81.4,82.65,83.1,82.65,81.55,79.85,78.1,75.1,71.5,67.0,62.85,61.5,61.55,61.8,61.95,62.150000000000006,62.4,62.75,63.150000000000006,63.95,64.7,65.35,66.6,68.5,72.2,74.0,74.6,74.2,73.35,71.85,69.65,66.25,62.3,57.75,53.85,53.650000000000006,53.650000000000006,53.8,54.0,54.4,54.6,54.9,55.45,55.85,56.4,57.4,58.55,60.75,64.1,66.2,67.0,66.75,65.9,64.05,61.650000000000006,58.45,54.55,50.25,47.95,48.0,48.05,48.0,48.2,48.5,48.75,49.2,49.55,50.1,50.95,51.85,53.2,55.25,58.3,60.75,61.2,60.95,59.9,58.35,56.4,53.55,50.4,47.15,61.8
69.4,69.65,69.9,70.2,70.75,71.5,72.55,73.5,74.95,78.0,81.1,82.4,82.7,82.3,81.4,79.75,77.8,74.8,71.05,66.7,62.35,61.1,61.25,61.4,61.6,61.75,61.9,62.3,62.75,63.4,64.0,64.65,66.2,68.2,71.75,73.65,74.30000000000001,74.0,73.1,71.7,69.45,65.85,61.9,57.3,53.55,53.25,53.2,53.6,53.7,54.05,54.150000000000006,54.650000000000006,55.0,55.3,56.0,57.1,58.3,60.6,63.9,66.0,66.65,66.55,65.65,64.15,61.650000000000006,58.3,54.35,50.150000000000006,47.7,47.650000000000006,47.55,47.7,48.0,48.2,48.55,48.8,49.4,50.1,50.8,51.7,53.0,55.25,58.150000000000006,60.55,61.4,61.2,60.1,58.7,56.45,53.45,50.3,61.650000000000006
68.9,69.1,69.2,69.5,69.85,70.45,71.2,72.19999999999999,73.25,74.65,77.6,80.75,82.0,82.3,82.0,81.3,79.55,77.35,74.35,70.65,66.25,61.85,60.85,61.0,61.1,61.1,61.2,61.55,61.9,62.25,62.9,63.3,64.3,65.85,67.9,71.4,73.35,73.9,73.8,72.85,71.5,69.05,65.55,61.55,56.95,53.2,52.85,53.0,53.3,53.35,53.650000000000006,53.95,54.25,54.5,54.85,55.7,56.8,58.1,60.2,63.45,65.69999999999999,66.45,66.4,65.7,64.1,61.45,58.0,54.150000000000006,49.95,47.45,47.05,47.2,47.25,47.650000000000006,47.95,48.2,48.7,49.35,50.0,50.65,51.65,52.95,55.05,57.95,60.45,61.35,61.45,60.45,58.9,56.3,53.45,61.45
68.4,68.55,68.6,68.75,69.1,69.55,70.2,70.9,71.85,73.05,74.45,77.25,80.55,81.7,82.0,81.95,80.9,79.1,77.0,73.95,70.25,65.75,61.35,60.55,60.650000000000006,60.6,60.6,60.9,61.2,61.4,61.75,62.3,62.9,63.95,65.4,67.45,71.0,73.0,73.6,73.55,72.6,71.1,68.7,65.2,61.2,56.55,52.9,52.6,52.8,52.95,53.05,53.4,53.6,53.75,54.0,54.55,55.45,56.4,57.85,59.8,63.25,65.4,66.2,66.45,65.8,64.0,61.25,57.75,53.95,49.7,46.95,46.8,46.85,47.1,47.45,47.6,48.0,48.6,49.25,49.85,50.6,51.55,52.6,54.9,57.85,60.45,61.5,61.650000000000006,60.650000000000006,58.8,56.25,61.35
68.0,68.0,68.1,68.1,68.35,68.75,69.2,69.85,70.65,71.55,72.69999999999999,74.05,76.85,80.05,81.5,81.9,81.6,80.35,78.80000000000001,76.55,73.7,69.9,65.35,61.1,60.25,60.150000000000006,60.0,60.3,60.55,60.75,60.8,61.05,61.8,62.6,63.5,64.95,67.05,70.6,72.7,73.4,73.3,72.2,70.6,68.30000000000001,65.05,60.85,56.150000000000006,52.8,52.35,52.45,52.6,52.8,53.05,53.05,53.25,53.75,54.35,55.2,56.1,57.55,59.6,62.95,65.25,66.35,66.45,65.6,63.7,61.0,57.55,53.650000000000006,49.1,46.6,46.35,46.7,47.0,47.150000000000006,47.45,47.9,48.45,49.05,49.7,50.55,51.25,52.55,54.8,57.9,60.45,61.7,61.85,60.5,58.7,61.05
69.3,67.65,67.6,67.55,67.75,68.0,68.5,68.9,69.6,70.4,71.3,72.25,73.7,76.5,79.8,81.3,81.5,81.3,80.0,78.45,76.35,73.4,69.6,65.0,60.85,59.75,59.6,59.7,59.95,60.0,60.2,60.35,60.85,61.5,62.2,63.150000000000006,64.65,66.7,70.2,72.55,73.1,72.85,71.85,70.4,68.05,64.7,60.3,55.8,52.55,52.05,52.05,52.35,52.45,52.4,52.6,52.95,53.55,54.25,54.8,55.9,57.25,59.4,62.650000000000006,65.25,66.3,66.15,65.3,63.4,60.8,57.2,52.95,48.7,46.25,46.25,46.55,46.55,46.95,47.45,47.8,48.35,48.9,49.7,50.25,51.150000000000006,52.650000000000006,54.9,58.1,60.650000000000006,61.8,61.8,60.6,60.85
72.9,68.9,67.2,67.1,67.15,67.35,67.75,68.2,68.7,69.35,70.1,70.95,71.85,73.4,76.2,79.55,80.85,81.2,81.0,79.7,78.2,76.1,73.15,69.35,64.7,60.4,59.25,59.35,59.45,59.5,59.55,59.6,59.85,60.4,61.1,61.75,62.85,64.4,66.45,70.05,72.2,72.7,72.55,71.6,70.2,67.7,63.95,60.0,55.45,52.150000000000006,51.7,51.8,51.9,51.85,51.95,52.25,52.8,53.3,53.8,54.45,55.7,57.0,59.35,62.45,65.25,66.1,65.8,65.1,63.150000000000006,60.35,56.6,52.45,48.2,46.150000000000006,46.150000000000006,46.150000000000006,46.45,46.85,47.3,47.6,48.150000000000006,48.9,49.55,50.150000000000006,51.3,52.85,55.05,58.35,60.8,61.75,61.75,61.1
76.45,72.5,68.45,66.7,66.7,66.8,67.1,67.5,67.9,68.4,69.0,69.75,70.6,71.6,73.15,75.95,79.25,80.5,80.9,80.65,79.35,78.0,75.8,72.75,68.8,64.25,59.85,59.150000000000006,58.95,58.9,59.0,59.0,59.150000000000006,59.55,59.9,60.8,61.4,62.55,64.15,66.2,69.7,71.7,72.35,72.3,71.45,69.75,67.1,63.55,59.45,55.0,51.75,51.45,51.4,51.4,51.35,51.55,52.1,52.55,52.9,53.45,54.25,55.4,56.9,59.1,62.35,64.85,65.9,65.65,64.85,62.5,59.75,56.05,52.0,48.0,45.9,45.75,46.1,46.35,46.8,47.1,47.5,48.150000000000006,48.7,49.35,50.35,51.5,52.9,55.35,58.45,60.9,61.75,60.9
