day 0,day 1,day 2,day 3,day 4,day 5,day 6,day 7,day 8,day 9,day 10,day 11,day 12,day 13,day 14,day 15,day 16,day 17,day 18,day 19,day 20,day 21,day 22,day 23,day 24,day 25,day 26,day 27,day 28,day 29,day 30,day 31,day 32,day 33,day 34,day 35,day 36,day 37,day 38,day 39,day 40,day 41,day 42,day 43,day 44,day 45,day 46,day 47,day 48,day 49,day 50,day 51,day 52,day 53,day 54,day 55,day 56,day 57,day 58,day 59,day 60,day 61,day 62,day 63,day 64,day 65,day 66,day 67,day 68,day 69,day 70,day 71,day 72,day 73,day 74,day 75,day 76,day 77,day 78,day 79,day 80,day 81,day 82,day 83,day 84,day 85,day 86,day 87,day 88,day 89,Median
37.6,37.8,38.25,38.85,39.650000000000006,40.2,40.85,42.2,43.5,43.9,35.25,35.6,36.2,36.9,37.75,38.6,39.5,41.2,42.75,43.4,43.35,42.55,41.2,39.3,36.85,34.5,32.349999999999994,32.0,32.150000000000006,31.95,32.150000000000006,32.7,33.349999999999994,33.55,34.0,34.6,35.55,36.1,37.1,38.35,40.2,43.1,44.7,45.1,44.95,43.9,42.3,40.75,38.5,36.0,33.45,32.6,32.9,33.4,33.6,34.3,35.1,35.8,36.4,37.25,38.4,39.35,40.6,41.95,44.2,46.6,48.1,48.55,48.2,47.35,46.0,44.75,42.7,40.1,37.9,36.45,36.9,38.05,39.1,39.85,40.85,41.7,42.6,43.95,45.55,46.9,48.75,51.2,53.9,55.7,39.325
37.25,37.45,37.650000000000006,38.1,38.7,39.35,39.9,40.8,41.85,43.35,34.650000000000006,35.05,35.55,36.2,36.95,37.75,38.4,39.25,41.2,42.8,43.3,43.3,42.55,41.2,39.35,36.8,34.55,32.3,31.95,31.7,31.65,32.15,32.849999999999994,33.25,33.650000000000006,34.1,34.849999999999994,35.55,36.150000000000006,37.3,38.65,40.5,43.25,44.650000000000006,45.0,44.900000000000006,43.9,42.35,40.650000000000006,38.7,36.2,33.65,32.65,32.95,33.2,33.7,34.6,35.25,35.849999999999994,36.8,37.7,38.55,39.55,40.8,42.3,44.650000000000006,46.9,48.2,48.6,48.4,47.5,46.25,45.0,43.05,40.8,38.35,36.8,37.6,38.6,39.3,40.2,41.0,42.0,43.05,44.7,46.05,47.3,49.1,51.35,54.0,38.975
36.9,37.0,37.2,37.55,38.0,38.6,39.150000000000006,39.9,40.5,41.75,34.2,34.5,35.05,35.4,36.4,37.0,37.5,38.150000000000006,39.2,41.25,42.85,43.35,43.35,42.650000000000006,41.150000000000006,39.2,36.85,34.5,32.0,31.5,31.4,31.8,32.4,32.9,33.25,33.7,34.3,34.95,35.75,36.4,37.55,38.8,40.8,43.2,44.7,45.150000000000006,44.75,43.95,42.3,40.75,38.85,36.150000000000006,33.849999999999994,32.7,33.0,33.25,34.05,34.7,35.35,36.2,37.2,37.85,38.75,40.0,41.2,42.75,44.95,47.1,48.4,48.8,48.6,47.95,46.75,45.3,43.45,41.3,39.0,37.4,38.1,38.85,39.5,40.45,41.4,42.4,43.650000000000006,45.150000000000006,46.35,47.6,49.45,51.3,38.85
36.55,36.6,36.95,37.150000000000006,37.55,37.85,38.5,38.85,39.5,40.35,33.75,33.9,34.55,34.9,35.650000000000006,36.35,36.7,37.3,37.9,39.150000000000006,41.25,42.9,43.4,43.45,42.5,41.0,39.2,36.75,34.5,31.8,31.1,31.4,32.0,32.4,32.9,33.349999999999994,33.9,34.349999999999994,35.05,35.8,36.7,37.65,39.0,40.95,43.25,44.5,45.2,44.9,43.95,42.6,41.0,38.7,36.3,33.8,32.650000000000006,32.95,33.650000000000006,34.25,34.8,35.75,36.6,37.3,37.9,39.0,40.05,41.4,42.95,45.0,47.3,48.6,49.2,48.9,48.35,47.3,45.95,44.0,41.85,39.65,37.85,38.5,39.05,39.9,40.9,41.8,43.0,44.2,45.45,46.6,47.95,49.25,38.775000000000006
36.150000000000006,36.35,36.6,36.8,37.150000000000006,37.2,37.75,38.150000000000006,38.5,39.2,33.3,33.6,34.05,34.45,35.05,35.650000000000006,36.0,36.5,37.05,37.95,39.3,41.3,43.0,43.6,43.3,42.4,41.0,39.1,36.650000000000006,34.1,31.700000000000003,31.2,31.75,32.1,32.349999999999994,33.0,33.5,33.9,34.4,35.2,35.95,36.85,37.900000000000006,39.3,40.95,43.2,44.6,45.3,45.0,44.2,42.85,41.150000000000006,38.85,36.5,33.75,32.6,33.3,33.8,34.4,35.25,36.1,36.75,37.35,38.25,39.2,40.150000000000006,41.6,42.9,45.2,47.45,48.9,49.3,49.25,48.7,47.75,46.45,44.650000000000006,42.35,40.25,38.2,38.6,39.4,40.3,41.25,42.4,43.55,44.650000000000006,45.7,46.9,47.85,38.375
35.8,35.9,36.3,36.45,36.7,36.85,37.05,37.55,37.75,38.1,33.05,33.25,33.7,34.1,34.55,34.95,35.4,35.75,36.35,37.1,38.0,39.4,41.4,43.0,43.5,43.2,42.35,40.8,39.05,36.5,33.95,31.6,31.5,31.7,32.1,32.6,33.2,33.4,34.150000000000006,34.650000000000006,35.349999999999994,36.1,37.05,37.900000000000006,39.4,41.0,43.1,44.8,45.4,45.2,44.35,43.0,41.25,39.1,36.6,33.95,32.95,33.45,33.95,34.849999999999994,35.6,36.3,36.7,37.5,38.6,39.4,40.25,41.55,43.1,45.35,47.9,49.25,49.75,49.7,49.2,48.25,46.9,45.2,42.95,40.7,38.5,38.95,39.9,40.85,41.85,43.05,43.95,44.9,45.9,46.8,38.05
35.6,35.6,35.9,36.2,36.3,36.5,36.650000000000006,36.85,37.05,37.4,32.8,33.05,33.25,33.6,34.15,34.45,34.8,35.2,35.650000000000006,36.4,37.150000000000006,38.0,39.3,41.35,42.9,43.45,43.150000000000006,42.150000000000006,40.65,38.75,36.35,34.0,32.0,31.35,31.8,32.2,32.8,33.1,33.55,34.25,34.8,35.65,36.4,37.2,38.1,39.3,41.0,43.3,44.9,45.5,45.4,44.4,43.25,41.35,39.2,36.85,34.349999999999994,33.150000000000006,33.6,34.45,35.1,35.8,36.2,36.9,37.75,38.7,39.3,40.3,41.650000000000006,43.35,45.75,48.2,49.650000000000006,50.1,50.05,49.650000000000006,48.8,47.35,45.7,43.4,41.05,38.7,39.5,40.5,41.25,42.35,43.25,44.1,45.150000000000006,45.85,37.875
35.45,35.4,35.55,35.849999999999994,35.9,36.05,36.25,36.3,36.5,36.8,32.7,32.8,32.95,33.3,33.8,34.05,34.349999999999994,34.55,35.0,35.650000000000006,36.5,37.2,37.9,39.35,41.25,42.8,43.35,43.05,42.2,40.5,38.650000000000006,36.4,34.25,32.0,31.4,31.85,32.25,32.75,33.2,33.75,34.45,35.05,35.849999999999994,36.45,37.1,38.1,39.3,40.95,43.45,45.1,45.650000000000006,45.5,44.75,43.35,41.45,39.45,36.9,34.55,33.25,34.05,34.75,35.25,35.7,36.4,37.3,38.05,38.75,39.2,40.3,41.85,43.55,46.05,48.650000000000006,50.05,50.5,50.45,50.05,49.25,47.650000000000006,46.1,43.650000000000006,41.3,39.25,40.150000000000006,40.85,41.75,42.75,43.5,44.3,45.1,37.599999999999994
35.9,35.25,35.349999999999994,35.55,35.7,35.8,35.9,35.95,36.1,36.3,32.95,32.6,32.75,32.9,33.5,33.849999999999994,33.9,34.2,34.5,35.0,35.8,36.45,37.25,37.95,39.25,41.1,42.8,43.2,42.85,42.0,40.5,38.7,36.45,34.45,31.9,31.55,31.9,32.25,32.9,33.4,33.95,34.55,35.2,35.95,36.35,37.05,38.1,39.45,40.9,43.6,45.1,45.9,45.7,44.9,43.35,41.55,39.6,37.0,34.650000000000006,33.7,34.4,34.8,35.3,35.9,36.75,37.65,38.0,38.650000000000006,39.45,40.55,42.05,43.7,46.7,49.1,50.6,51.05,51.2,50.7,49.6,48.0,46.35,44.0,41.650000000000006,39.9,40.650000000000006,41.150000000000006,42.1,42.9,43.6,44.3,37.45
38.0,35.55,35.150000000000006,35.25,35.4,35.45,35.6,35.55,35.7,35.6,35.5,32.8,32.650000000000006,32.75,33.1,33.45,33.55,33.849999999999994,34.0,34.5,35.1,35.75,36.5,37.3,37.95,39.2,41.05,42.650000000000006,43.0,42.900000000000006,41.8,40.35,38.8,36.7,34.5,32.05,31.7,32.0,32.45,33.0,33.55,34.1,34.7,35.3,35.849999999999994,36.2,37.05,38.2,39.5,41.2,43.75,45.35,45.95,45.8,44.95,43.55,41.85,39.75,37.2,35.1,34.1,34.5,34.95,35.55,36.2,37.2,37.7,38.0,38.9,39.7,40.8,42.3,44.150000000000006,47.25,49.55,51.1,51.75,51.8,51.25,50.1,48.3,46.55,44.45,42.35,40.5,40.85,41.650000000000006,42.35,43.05,43.650000000000006,37.5
