day 0,day 1,day 2,day 3,day 4,day 5,day 6,day 7,day 8,day 9,day 10,day 11,day 12,day 13,day 14,day 15,day 16,day 17,day 18,day 19,day 20,day 21,day 22,day 23,day 24,day 25,day 26,day 27,day 28,day 29,day 30,day 31,day 32,day 33,day 34,day 35,day 36,day 37,day 38,day 39,day 40,day 41,day 42,day 43,day 44,day 45,day 46,day 47,day 48,day 49,day 50,day 51,day 52,day 53,day 54,day 55,day 56,day 57,day 58,day 59,day 60,day 61,day 62,day 63,day 64,day 65,day 66,day 67,day 68,day 69,day 70,day 71,day 72,day 73,day 74,day 75,day 76,day 77,day 78,day 79,day 80,day 81,day 82,day 83,day 84,day 85,day 86,day 87,day 88,day 89,day 90,day 91,day 92,day 93,Median
45.0,46.05,47.4,48.75,50.55,52.6,55.35,57.6,58.85,59.25,59.150000000000006,58.35,57.6,55.95,54.35,52.150000000000006,49.4,46.6,45.55,45.8,46.650000000000006,47.6,48.5,49.55,50.5,51.7,53.0,54.5,56.650000000000006,59.6,62.35,64.5,65.5,65.8,65.9,65.55,64.9,63.6,61.650000000000006,59.4,56.6,54.1,51.7,51.7,52.55,53.3,54.25,55.2,56.150000000000006,57.0,58.45,60.25,62.1,65.0,67.4,69.15,70.3,70.8,70.85,70.35,69.55,68.35,67.05,65.1,62.75,60.650000000000006,58.25,57.1,58.0,59.150000000000006,60.35,61.45,62.7,64.3,65.75,67.55,70.0,73.3,76.0,77.9,78.95,79.0,78.75,78.15,77.4,75.95,74.05,71.85,69.35,66.5,64.15,62.75,63.4,64.19999999999999,60.3
44.4,45.2,46.25,47.5,48.95,50.650000000000006,52.85,55.6,57.85,59.0,59.55,59.55,58.9,58.05,56.5,54.8,52.55,49.650000000000006,47.150000000000006,45.7,45.95,46.8,47.85,48.75,49.8,50.9,51.9,53.2,54.85,57.150000000000006,59.8,62.55,64.6,65.6,66.0,66.35,65.9,65.15,63.85,62.0,59.7,56.95,54.4,52.05,51.95,52.650000000000006,53.45,54.5,55.35,56.2,57.3,58.75,60.3,62.2,64.95,67.45,69.35,70.6,71.1,71.05,70.55,69.75,68.8,67.19999999999999,65.4,63.4,60.95,58.7,57.5,58.4,59.7,60.6,61.8,63.1,64.5,66.05,67.95,70.25,73.45,76.15,78.05,78.95,78.95,78.8,78.19999999999999,77.55,76.25,74.35,72.1,69.75,66.95,64.5,63.0,63.5,60.05
43.8,44.5,45.4,46.4,47.650000000000006,49.0,50.8,53.2,55.85,58.150000000000006,59.35,59.9,59.95,59.55,58.55,57.1,55.25,52.9,50.150000000000006,47.45,45.75,46.150000000000006,46.95,48.0,48.95,50.1,50.95,52.1,53.5,55.1,57.25,60.1,62.650000000000006,64.69999999999999,65.9,66.4,66.55,66.30000000000001,65.35,64.05,62.2,60.0,57.25,54.85,52.3,52.0,52.9,53.8,54.6,55.4,56.6,57.75,58.9,60.3,62.2,65.1,67.75,69.55,70.65,71.35,71.4,70.80000000000001,70.25,69.15,67.7,66.0,63.9,61.4,59.05,58.0,58.9,59.95,60.9,62.150000000000006,63.3,64.85,66.45,68.25,70.4,73.6,76.25,78.15,78.75,79.05000000000001,79.1,78.45,77.80000000000001,76.6,74.75,72.5,70.1,67.2,64.65,63.2,60.05
43.150000000000006,43.9,44.7,45.55,46.75,47.8,49.25,51.2,53.35,55.95,58.5,59.650000000000006,60.4,60.45,60.1,59.150000000000006,57.4,55.75,53.25,50.3,47.7,45.95,46.25,47.25,48.35,49.150000000000006,50.3,51.150000000000006,52.5,53.8,55.3,57.35,60.2,62.9,65.15,66.44999999999999,66.85,66.85,66.55000000000001,65.65,64.30000000000001,62.45,60.25,57.55,55.1,52.6,52.2,53.05,53.85,54.7,55.75,56.8,57.9,58.9,60.3,62.3,65.5,67.95,69.65,71.0,71.65,71.65,71.25,70.80000000000001,69.65,68.4,66.65,64.35,61.9,59.45,58.5,59.2,60.150000000000006,61.2,62.3,63.6,65.1,66.7,68.30000000000001,70.55,73.95,76.25,78.0,78.75,78.94999999999999,79.35,78.75,78.1,77.05,75.1,72.9,70.25,67.25,64.75,60.275
42.6,43.25,44.1,44.9,45.9,46.95,47.8,49.45,51.35,53.5,56.2,58.95,60.2,61.0,61.05,60.6,59.45,58.0,56.1,53.5,50.6,48.25,46.2,46.5,47.55,48.5,49.4,50.45,51.5,52.75,53.95,55.45,57.55,60.2,63.1,65.69999999999999,66.80000000000001,67.2,67.1,66.8,65.75,64.5,62.75,60.650000000000006,57.7,55.3,52.8,52.35,53.2,54.0,55.05,56.0,56.9,57.85,58.9,60.45,62.6,65.7,68.15,69.75,71.05,71.7,72.05,71.85,71.4,70.4,68.95,67.2,64.7,62.2,59.85,58.8,59.6,60.5,61.3,62.650000000000006,63.8,65.25,66.7,68.4,70.69999999999999,73.9,76.30000000000001,78.05,78.7,79.05,79.4,79.1,78.5,77.4,75.45,73.1,70.44999999999999,67.4,60.55
42.05,42.8,43.4,44.2,45.25,46.15,47.15,47.9,49.7,51.5,53.85,56.6,59.25,60.85,61.6,61.5,60.95,59.8,58.35,56.35,53.7,51.0,48.6,46.4,46.8,47.8,48.7,49.65,50.7,51.9,53.05,54.1,55.55,57.6,60.35,63.6,65.95,67.05,67.5,67.5,67.0,65.9,64.8,63.05,60.8,58.0,55.5,53.0,52.55,53.4,54.3,55.2,55.95,56.9,57.85,59.1,60.7,62.7,65.8,68.5,70.25,71.4,72.15,72.65,72.5,72.1,70.95,69.6,67.7,65.2,62.55,60.25,59.25,59.85,60.650000000000006,61.7,63.05,64.1,65.35,66.75,68.6,70.65,73.75,76.35,78.1,78.9,79.4,79.65,79.5,78.85,77.85,75.69999999999999,73.25,70.69999999999999,60.75
41.6,42.25,42.85,43.650000000000006,44.55,45.45,46.35,47.25,48.15,50.1,51.75,54.150000000000006,57.05,59.7,61.4,61.95,61.85,61.25,60.1,58.650000000000006,56.6,54.150000000000006,51.3,48.8,46.8,47.150000000000006,48.1,48.95,50.0,51.05,52.25,53.1,54.150000000000006,55.75,57.85,60.9,64.05,66.3,67.25,67.85,67.55,67.1,66.3,65.3,63.25,61.05,58.1,55.7,53.2,52.75,53.7,54.35,55.2,56.0,56.95,57.95,59.3,61.0,62.75,65.80000000000001,68.69999999999999,70.5,71.95,72.80000000000001,73.2,73.25,72.6,71.6,70.25,68.35,65.65,62.9,60.650000000000006,59.55,60.05,61.0,62.1,63.25,64.19999999999999,65.45,66.9,68.5,70.5,73.85,76.25,78.2,79.2,79.8,80.15,79.95,79.25,78.05,75.9,73.5,61.0
42.0,41.75,42.35,43.1,44.0,44.8,45.7,46.400000000000006,47.2,48.5,50.3,52.150000000000006,54.45,57.4,59.95,61.8,62.35,62.2,61.4,60.3,58.9,57.0,54.45,51.650000000000006,49.25,47.1,47.4,48.25,49.25,50.4,51.4,52.3,53.2,54.3,56.1,58.3,61.2,64.6,66.4,67.45,67.85,67.7,67.6,66.75,65.45,63.5,61.150000000000006,58.3,55.85,53.35,52.95,53.75,54.5,55.3,56.0,57.150000000000006,58.2,59.6,61.1,63.0,66.1,69.25,71.3,72.6,73.4,73.9,73.7,73.15,72.25,70.8,68.8,66.05,63.2,60.9,59.650000000000006,60.35,61.3,62.4,63.35,64.35,65.6,66.95,68.4,70.55,74.0,76.55,78.5,79.5,80.3,80.6,80.25,79.45,78.15,76.1,61.125
44.4,42.150000000000006,41.85,42.5,43.45,44.1,45.05,45.9,46.6,47.4,49.0,50.45,52.6,54.85,57.9,60.3,61.95,62.650000000000006,62.45,61.6,60.650000000000006,59.2,57.3,54.7,52.150000000000006,49.650000000000006,47.35,47.55,48.5,49.650000000000006,50.650000000000006,51.5,52.3,53.2,54.6,56.4,58.7,61.8,64.7,66.45,67.55,68.1,68.19999999999999,67.85,66.9,65.6,63.75,61.45,58.55,56.0,53.8,53.25,53.85,54.650000000000006,55.3,56.1,57.25,58.4,59.75,61.3,63.3,66.4,69.65,72.0,73.4,74.25,74.5,74.3,73.85,72.9,71.25,69.15,66.35,63.6,61.1,59.95,60.8,61.55,62.6,63.45,64.55,65.65,66.65,68.4,70.6,74.2,76.85,78.8,79.95,80.8,80.8,80.35,79.6,78.35,61.2
47.05,44.6,42.25,42.05,42.75,43.7,44.3,45.2,45.9,46.8,47.75,49.25,50.75,52.75,55.35,58.2,60.55,62.1,62.6,62.650000000000006,61.9,60.8,59.55,57.5,55.150000000000006,52.55,49.95,47.5,47.9,48.9,49.95,50.75,51.6,52.4,53.4,54.95,56.85,59.05,61.85,64.8,66.55,67.8,68.55,68.5,68.0,67.3,65.95,64.2,61.6,58.8,56.4,54.1,53.45,53.95,54.6,55.35,56.25,57.650000000000006,58.5,59.9,61.650000000000006,63.7,66.95,70.25,72.7,74.2,74.9,75.2,75.1,74.5,73.3,71.6,69.55,66.65,63.8,61.4,60.3,61.0,61.7,62.75,63.5,64.55,65.45,66.7,68.55,70.8,74.4,77.25,79.15,80.35,81.1,81.15,80.5,79.7,61.2
