station _1,station _10,station _11,station _12,station _13,station _14,station _15,station _16,station _17,station _18,station _19,station _2,station _20,station _21,station _22,station _23,station _24,station _25,station _26,station _27,station _28,station _29,station _3,station _30,station _31,station _32,station _33,station _34,station _35,station _36,station _37,station _38,station _39,station _4,station _40,station _41,station _42,station _43,station _44,station _45,station _46,station _47,station _48,station _49,station _5,station _50,station _51,station _52,station _53,station _54,station _55,station _56,station _57,station _58,station _59,station _6,station _60,station _61,station _62,station _63,station _64,station _65,station _66,station _67,station _68,station _69,station _7,station _70,station _71,station _72,station _73,station _74,station _75,station _76,station _77,station _78,station _79,station _8,station _80,station _81,station _82,station _83,station _84,station _85,station _86,station _87,station _88,station _89,station _9,station _90,station _91,station _92,station _93,station _94
20.83333333333333,30.72222222222222,24.833333333333336,27.722222222222225,30.666666666666668,25.38888888888889,22.722222222222225,30.33333333333333,30.444444444444443,22.05555555555556,31.05555555555556,20.83333333333333,21.5,30.38888888888889,22.444444444444446,29.88888888888889,22.22222222222222,24.55555555555556,25.05555555555555,30.27777777777778,24.72222222222222,24.388888888888893,29.444444444444443,33.333333333333336,26.666666666666664,25.611111111111107,21.83333333333333,26.11111111111111,24.5,31.333333333333336,25.55555555555556,23.22222222222222,31.55555555555556,21.55555555555556,20.88888888888889,30.72222222222222,25.33333333333333,20.88888888888889,29.944444444444446,21.222222222222225,23.833333333333336,20.88888888888889,29.611111111111107,28.77777777777777,27.444444444444446,27.111111111111107,31.166666666666664,23.55555555555556,30.666666666666668,30.611111111111107,22.55555555555556,20.83333333333333,31.44444444444444,25.0,31.55555555555556,22.333333333333336,25.500000000000004,30.88888888888889,24.666666666666668,24.111111111111114,24.666666666666668,31.888888888888893,23.277777777777786,20.222222222222225,35.166666666666664,34.0,25.444444444444443,28.94444444444444,23.277777777777786,28.5,24.388888888888893,21.333333333333336,29.5,30.05555555555555,21.11111111111111,21.666666666666668,25.77777777777778,22.27777777777777,32.05555555555556,23.444444444444446,31.77777777777778,33.888888888888886,25.11111111111111,22.666666666666664,22.444444444444446,28.05555555555556,25.611111111111107,26.27777777777777,20.83333333333333,30.611111111111107,22.83333333333333,29.666666666666668,25.555555555555557,25.0
20.611111111111107,31.38888888888889,24.611111111111107,27.05555555555556,30.83333333333333,25.0,22.5,30.72222222222222,30.944444444444446,21.666666666666668,31.166666666666664,20.38888888888889,21.11111111111111,30.222222222222225,22.333333333333336,29.88888888888889,22.05555555555556,24.27777777777778,27.38888888888889,29.388888888888893,26.611111111111114,25.944444444444446,27.83333333333333,34.49999999999999,26.44444444444444,25.33333333333333,21.5,25.611111111111107,24.27777777777778,31.38888888888889,25.38888888888889,22.944444444444443,31.944444444444443,21.333333333333336,20.55555555555556,30.83333333333333,25.11111111111111,20.611111111111107,29.72222222222222,20.944444444444446,23.55555555555556,20.72222222222222,29.33333333333333,27.55555555555555,25.88888888888889,25.444444444444443,31.0,23.38888888888889,31.11111111111111,30.72222222222222,22.27777777777777,20.500000000000004,31.666666666666664,24.611111111111107,30.11111111111111,22.22222222222222,25.05555555555555,29.33333333333333,24.22222222222221,23.55555555555556,24.444444444444443,32.11111111111111,22.83333333333333,19.944444444444446,34.44444444444444,33.72222222222222,27.05555555555556,30.55555555555556,22.77777777777778,29.611111111111107,24.111111111111114,21.333333333333336,28.88888888888889,29.388888888888893,20.88888888888889,21.44444444444444,27.55555555555555,22.0,32.05555555555556,25.444444444444443,31.944444444444443,34.44444444444444,24.666666666666668,22.55555555555556,22.38888888888889,29.388888888888893,25.166666666666664,25.500000000000004,20.55555555555556,29.944444444444446,22.722222222222225,30.500000000000004,24.666666666666668,24.611111111111107
20.444444444444443,31.5,24.388888888888893,26.55555555555556,30.666666666666668,24.611111111111107,22.38888888888889,31.0,31.166666666666664,21.333333333333336,31.22222222222222,20.05555555555556,20.83333333333333,29.833333333333336,22.22222222222222,29.944444444444446,22.0,24.05555555555556,29.5,28.38888888888889,28.22222222222222,27.444444444444446,26.44444444444444,35.38888888888889,26.166666666666664,25.05555555555555,21.27777777777777,25.27777777777778,23.94444444444444,31.22222222222222,25.166666666666664,22.722222222222225,31.944444444444443,21.166666666666664,20.38888888888889,30.77777777777778,24.944444444444446,20.444444444444443,29.55555555555556,20.777777777777786,23.277777777777786,20.500000000000004,28.88888888888889,26.166666666666664,25.05555555555555,24.55555555555556,30.55555555555556,23.166666666666668,31.333333333333336,30.88888888888889,22.05555555555556,20.27777777777778,31.44444444444444,24.166666666666664,28.88888888888889,23.666666666666664,24.666666666666668,28.33333333333333,23.88888888888889,23.000000000000004,24.27777777777778,32.333333333333336,22.5,19.55555555555556,33.0,33.05555555555556,28.166666666666668,31.44444444444444,22.38888888888889,30.27777777777778,24.0,21.222222222222225,28.000000000000004,27.944444444444443,20.777777777777786,21.77777777777778,28.88888888888889,21.77777777777778,31.72222222222221,27.166666666666668,31.888888888888893,34.72222222222222,24.27777777777778,22.444444444444446,22.333333333333336,30.27777777777778,24.77777777777777,24.88888888888889,20.222222222222225,28.72222222222222,24.0,31.166666666666664,24.111111111111114,24.27777777777778
20.33333333333333,31.38888888888889,25.0,26.05555555555556,30.222222222222225,24.22222222222221,22.22222222222222,30.77777777777778,31.11111111111111,21.05555555555556,30.83333333333333,19.666666666666668,20.500000000000004,29.166666666666664,22.61111111111111,29.72222222222222,22.22222222222222,23.88888888888889,31.11111111111111,27.77777777777778,29.388888888888893,28.77777777777777,25.666666666666668,35.72222222222222,25.88888888888889,24.833333333333336,21.166666666666664,25.0,23.722222222222225,30.666666666666668,24.88888888888889,22.55555555555556,31.611111111111114,21.0,20.222222222222225,30.0,24.833333333333336,20.500000000000004,29.111111111111114,20.666666666666668,23.111111111111107,20.38888888888889,28.444444444444446,25.38888888888889,24.388888888888893,23.88888888888889,30.11111111111111,23.05555555555556,31.27777777777777,30.38888888888889,21.888888888888893,20.05555555555556,30.55555555555556,23.833333333333336,28.000000000000004,25.72222222222222,24.22222222222221,27.5,23.666666666666664,22.444444444444446,24.111111111111114,32.16666666666667,22.27777777777777,19.27777777777778,31.38888888888889,32.16666666666667,28.833333333333336,31.77777777777778,22.38888888888889,30.666666666666668,24.88888888888889,21.222222222222225,27.0,26.11111111111111,20.611111111111107,23.722222222222225,29.944444444444446,21.55555555555556,30.77777777777778,28.61111111111111,31.666666666666664,34.72222222222222,24.0,23.444444444444446,22.27777777777777,30.666666666666668,24.388888888888893,24.27777777777778,20.0,26.666666666666664,25.944444444444446,31.38888888888889,23.722222222222225,23.94444444444444
20.500000000000004,30.944444444444446,26.83333333333333,25.55555555555556,29.5,24.833333333333336,23.000000000000004,30.444444444444443,30.500000000000004,21.38888888888889,29.88888888888889,19.72222222222222,20.666666666666668,27.944444444444443,24.833333333333336,29.33333333333333,24.05555555555556,23.61111111111111,32.16666666666667,27.444444444444446,30.27777777777778,29.833333333333336,25.0,35.72222222222222,25.611111111111107,24.611111111111107,21.333333333333336,24.77777777777777,23.5,29.72222222222222,24.666666666666668,23.444444444444446,30.83333333333333,21.333333333333336,21.611111111111114,28.88888888888889,24.666666666666668,22.166666666666668,28.38888888888889,20.83333333333333,22.944444444444443,20.83333333333333,27.722222222222225,25.0,23.833333333333336,23.33333333333333,29.33333333333333,23.166666666666668,30.611111111111107,29.611111111111107,21.77777777777778,21.11111111111111,28.88888888888889,23.55555555555556,27.22222222222222,27.5,23.833333333333336,26.72222222222221,23.444444444444446,21.888888888888893,23.94444444444444,31.333333333333336,22.166666666666668,19.166666666666668,30.33333333333333,30.944444444444446,29.388888888888893,31.611111111111114,24.05555555555556,30.83333333333333,25.944444444444446,23.000000000000004,26.27777777777777,25.222222222222225,21.27777777777777,25.666666666666668,30.72222222222222,21.38888888888889,29.111111111111114,29.55555555555556,31.27777777777777,34.38888888888889,23.722222222222225,25.222222222222225,23.05555555555556,31.11111111111111,24.111111111111114,23.833333333333336,20.666666666666668,25.444444444444443,27.722222222222225,31.22222222222222,23.277777777777786,23.777777777777775
21.72222222222221,29.833333333333336,28.55555555555556,25.11111111111111,27.944444444444443,26.666666666666664,24.77777777777777,29.611111111111107,29.388888888888893,23.22222222222222,27.61111111111111,21.5,22.5,26.27777777777777,26.944444444444443,28.55555555555556,25.77777777777778,24.05555555555556,32.94444444444444,27.22222222222222,30.944444444444446,30.72222222222222,24.5,35.05555555555555,26.22222222222222,24.444444444444443,23.55555555555556,24.55555555555556,24.166666666666664,28.27777777777778,24.5,25.27777777777778,30.0,23.000000000000004,23.666666666666664,27.5,25.500000000000004,24.111111111111114,27.111111111111107,22.55555555555556,23.277777777777786,22.666666666666664,26.944444444444443,24.55555555555556,23.38888888888889,22.77777777777778,28.5,24.88888888888889,29.611111111111107,28.166666666666668,23.444444444444446,23.33333333333333,26.55555555555556,23.277777777777786,26.5,28.55555555555556,24.55555555555556,26.0,24.22222222222221,21.888888888888893,23.77777777777777,29.944444444444446,23.33333333333333,21.166666666666664,29.27777777777778,29.388888888888893,29.611111111111107,30.77777777777778,25.83333333333333,30.55555555555556,27.22222222222222,25.27777777777778,25.944444444444446,24.666666666666668,23.77777777777777,27.27777777777777,31.166666666666664,21.611111111111114,27.666666666666664,30.33333333333333,30.500000000000004,33.666666666666664,24.5,27.111111111111107,24.166666666666664,30.944444444444446,23.833333333333336,23.38888888888889,22.88888888888889,24.833333333333336,28.94444444444444,30.88888888888889,22.944444444444443,25.11111111111111
23.277777777777786,28.111111111111107,30.33333333333333,24.666666666666668,26.05555555555556,28.61111111111111,26.55555555555556,27.5,27.61111111111111,25.05555555555555,24.833333333333336,23.77777777777777,24.22222222222221,25.33333333333333,28.55555555555556,27.444444444444446,27.27777777777777,26.0,33.61111111111111,26.944444444444443,31.611111111111114,31.44444444444444,24.05555555555556,34.0,28.000000000000004,25.38888888888889,25.55555555555556,25.05555555555555,26.44444444444444,27.22222222222222,26.27777777777777,27.111111111111107,29.05555555555556,24.88888888888889,25.88888888888889,26.55555555555556,27.22222222222222,26.11111111111111,26.166666666666664,24.666666666666668,24.833333333333336,24.833333333333336,26.72222222222221,24.166666666666664,22.944444444444443,22.444444444444446,27.27777777777777,26.77777777777778,27.333333333333336,26.44444444444444,25.944444444444446,25.444444444444443,25.27777777777778,23.111111111111107,25.88888888888889,29.22222222222221,26.333333333333336,25.33333333333333,25.944444444444446,23.77777777777777,24.72222222222222,28.111111111111107,24.833333333333336,23.277777777777786,28.38888888888889,28.166666666666668,29.55555555555556,29.33333333333333,27.722222222222225,30.05555555555555,28.38888888888889,27.27777777777777,25.666666666666668,24.27777777777778,25.944444444444446,28.61111111111111,31.27777777777777,23.444444444444446,26.55555555555556,30.77777777777778,29.388888888888893,32.22222222222222,26.333333333333336,28.55555555555556,24.833333333333336,30.611111111111107,23.5,23.000000000000004,25.11111111111111,24.22222222222221,29.666666666666668,30.0,22.722222222222225,27.055555555555557
25.166666666666664,27.0,31.77777777777778,24.33333333333333,25.11111111111111,30.444444444444443,27.944444444444443,25.33333333333333,25.11111111111111,26.77777777777778,23.833333333333336,26.333333333333336,25.77777777777778,24.72222222222222,29.72222222222222,26.38888888888889,28.666666666666664,27.944444444444443,33.77777777777778,26.72222222222221,31.77777777777778,31.611111111111114,23.666666666666664,32.5,29.388888888888893,27.22222222222222,27.333333333333336,26.83333333333333,28.444444444444446,26.5,28.77777777777777,28.33333333333333,27.88888888888889,26.5,27.666666666666664,25.83333333333333,28.61111111111111,27.61111111111111,25.666666666666668,26.611111111111114,26.611111111111114,26.72222222222221,26.611111111111114,23.833333333333336,22.55555555555556,22.22222222222222,26.0,28.33333333333333,25.666666666666668,25.444444444444443,28.111111111111107,27.333333333333336,24.444444444444443,24.27777777777778,25.27777777777778,29.33333333333333,28.38888888888889,24.833333333333336,27.55555555555555,26.166666666666664,26.55555555555556,27.05555555555556,26.22222222222222,25.33333333333333,27.55555555555555,27.27777777777777,29.33333333333333,27.05555555555556,29.611111111111107,28.77777777777777,29.05555555555556,28.666666666666664,25.33333333333333,23.833333333333336,27.55555555555555,29.55555555555556,30.944444444444446,25.611111111111107,25.944444444444446,31.05555555555556,28.05555555555556,30.27777777777778,28.22222222222222,29.5,25.33333333333333,30.11111111111111,23.722222222222225,22.722222222222225,26.888888888888893,23.77777777777777,30.0,28.05555555555556,22.444444444444446,28.94444444444444
27.27777777777777,26.05555555555556,32.72222222222222,24.88888888888889,24.444444444444443,31.944444444444443,29.05555555555556,24.444444444444443,24.0,28.166666666666668,23.277777777777786,29.0,27.22222222222222,24.27777777777778,30.500000000000004,25.77777777777778,29.833333333333336,29.611111111111107,33.94444444444444,26.5,31.944444444444443,31.38888888888889,23.277777777777786,30.444444444444443,30.444444444444443,28.88888888888889,28.833333333333336,28.5,30.38888888888889,25.944444444444446,30.222222222222225,29.22222222222221,26.944444444444443,27.666666666666664,28.94444444444444,25.166666666666664,29.72222222222222,28.72222222222222,25.222222222222225,27.944444444444443,28.38888888888889,28.000000000000004,26.38888888888889,23.5,22.27777777777777,21.944444444444443,25.38888888888889,29.444444444444443,24.72222222222222,24.833333333333336,29.833333333333336,28.666666666666664,23.833333333333336,26.11111111111111,24.833333333333336,29.55555555555556,30.222222222222225,24.27777777777778,29.05555555555556,28.38888888888889,28.166666666666668,26.333333333333336,27.722222222222225,27.111111111111107,26.77777777777778,26.333333333333336,28.5,25.11111111111111,31.333333333333336,25.83333333333333,29.5,29.33333333333333,25.05555555555555,23.55555555555556,28.833333333333336,30.27777777777778,30.222222222222225,27.61111111111111,25.33333333333333,30.944444444444446,27.166666666666668,28.94444444444444,29.944444444444446,30.166666666666664,25.72222222222222,29.166666666666664,25.166666666666664,22.5,28.33333333333333,23.33333333333333,30.222222222222225,25.83333333333333,22.22222222222222,30.444444444444443
29.111111111111114,25.27777777777778,33.666666666666664,26.5,24.0,33.11111111111111,29.611111111111107,23.88888888888889,23.33333333333333,29.111111111111114,22.83333333333333,31.38888888888889,28.38888888888889,23.88888888888889,30.944444444444446,25.38888888888889,30.611111111111107,31.0,33.666666666666664,26.333333333333336,31.888888888888893,30.88888888888889,23.000000000000004,28.77777777777777,31.333333333333336,30.33333333333333,30.11111111111111,30.166666666666664,31.944444444444443,25.55555555555556,31.22222222222222,29.666666666666668,26.27777777777777,28.5,29.611111111111107,24.5,30.444444444444443,29.611111111111107,25.0,28.88888888888889,29.88888888888889,28.94444444444444,26.166666666666664,23.166666666666668,22.0,21.72222222222221,24.833333333333336,30.166666666666664,24.0,24.166666666666664,31.05555555555556,29.72222222222222,23.444444444444446,27.944444444444443,24.444444444444443,29.444444444444443,31.77777777777778,23.722222222222225,30.38888888888889,30.27777777777778,29.55555555555556,25.55555555555556,29.0,28.444444444444446,26.166666666666664,25.72222222222222,27.166666666666668,23.88888888888889,32.77777777777778,24.111111111111114,29.611111111111107,29.77777777777777,24.77777777777777,23.22222222222222,29.666666666666668,30.611111111111107,28.72222222222222,29.111111111111114,24.666666666666668,30.38888888888889,26.611111111111114,28.05555555555556,31.38888888888889,30.38888888888889,25.944444444444446,27.61111111111111,26.72222222222221,22.27777777777777,29.27777777777778,22.88888888888889,29.944444444444446,24.833333333333336,22.0,31.77777777777778
30.11111111111111,24.55555555555556,34.22222222222222,28.111111111111107,23.55555555555556,33.888888888888886,30.0,23.33333333333333,22.83333333333333,29.944444444444446,22.38888888888889,33.333333333333336,29.22222222222221,23.55555555555556,30.88888888888889,25.11111111111111,31.166666666666664,32.16666666666667,32.88888888888889,26.22222222222222,31.5,29.77777777777777,22.722222222222225,27.88888888888889,31.611111111111114,31.333333333333336,31.0,31.611111111111114,33.22222222222222,25.27777777777778,32.11111111111111,29.77777777777777,25.83333333333333,28.94444444444444,30.05555555555555,24.05555555555556,31.0,29.88888888888889,24.72222222222222,29.388888888888893,30.88888888888889,29.55555555555556,25.83333333333333,22.944444444444443,21.77777777777778,21.5,24.444444444444443,30.611111111111107,23.444444444444446,23.666666666666664,31.83333333333333,30.33333333333333,22.944444444444443,29.55555555555556,24.111111111111114,29.166666666666664,33.0,23.22222222222222,31.44444444444444,31.72222222222221,30.38888888888889,25.05555555555555,30.222222222222225,29.388888888888893,25.444444444444443,25.27777777777778,25.33333333333333,22.944444444444443,34.05555555555555,23.33333333333333,29.72222222222222,30.05555555555555,24.444444444444443,22.944444444444443,30.166666666666664,30.77777777777778,26.611111111111114,30.05555555555555,24.111111111111114,29.111111111111114,26.05555555555556,27.27777777777777,32.44444444444445,30.27777777777778,26.0,26.333333333333336,28.166666666666668,22.333333333333336,30.05555555555555,22.55555555555556,29.833333333333336,24.166666666666664,21.944444444444443,32.77777777777778
30.55555555555556,23.94444444444444,34.33333333333333,29.72222222222222,23.111111111111107,34.49999999999999,30.222222222222225,22.88888888888889,22.444444444444446,30.500000000000004,22.05555555555556,34.61111111111111,29.833333333333336,23.166666666666668,30.77777777777778,24.88888888888889,31.38888888888889,33.22222222222222,31.5,26.05555555555556,30.944444444444446,28.111111111111107,22.444444444444446,27.22222222222222,31.77777777777778,32.11111111111111,31.72222222222221,32.94444444444444,34.0,24.944444444444446,32.611111111111114,29.5,25.444444444444443,29.111111111111114,30.11111111111111,23.55555555555556,31.05555555555556,29.944444444444446,24.444444444444443,29.77777777777777,31.333333333333336,29.88888888888889,25.500000000000004,22.722222222222225,21.55555555555556,21.333333333333336,24.0,30.72222222222222,22.88888888888889,23.166666666666668,32.27777777777777,30.611111111111107,22.61111111111111,30.72222222222222,23.77777777777777,28.77777777777777,33.94444444444444,22.83333333333333,32.333333333333336,32.72222222222222,30.77777777777778,24.5,31.0,30.05555555555555,24.72222222222222,24.666666666666668,24.22222222222221,21.944444444444443,35.111111111111114,22.77777777777778,29.55555555555556,29.88888888888889,24.27777777777778,22.722222222222225,30.55555555555556,30.38888888888889,25.55555555555556,30.77777777777778,23.61111111111111,27.22222222222222,25.666666666666668,26.666666666666664,33.27777777777778,30.11111111111111,25.944444444444446,25.444444444444443,29.55555555555556,23.61111111111111,30.444444444444443,22.333333333333336,29.388888888888893,23.61111111111111,21.83333333333333,33.61111111111111
30.77777777777778,23.444444444444446,34.22222222222222,31.05555555555556,22.83333333333333,34.61111111111111,30.05555555555555,22.444444444444446,22.05555555555556,30.72222222222222,21.666666666666668,35.0,30.0,22.944444444444443,30.222222222222225,24.72222222222222,31.27777777777777,33.888888888888886,29.55555555555556,26.0,29.833333333333336,26.888888888888893,22.22222222222222,26.72222222222221,31.944444444444443,32.44444444444445,32.11111111111111,33.94444444444444,34.72222222222222,24.666666666666668,32.83333333333333,29.27777777777778,25.166666666666664,29.0,30.05555555555555,23.111111111111107,31.05555555555556,29.611111111111107,24.22222222222221,29.72222222222222,31.72222222222221,29.77777777777777,25.166666666666664,22.55555555555556,21.72222222222221,21.44444444444444,23.61111111111111,30.611111111111107,22.444444444444446,22.722222222222225,32.44444444444445,30.666666666666668,22.11111111111111,31.72222222222221,23.5,27.944444444444443,34.49999999999999,22.55555555555556,32.83333333333333,33.44444444444444,31.0,24.0,31.5,30.38888888888889,24.05555555555556,24.166666666666664,23.5,21.11111111111111,35.72222222222222,22.333333333333336,29.22222222222221,29.5,24.111111111111114,22.55555555555556,30.666666666666668,29.77777777777777,24.944444444444446,31.27777777777777,23.05555555555556,25.88888888888889,25.222222222222225,26.11111111111111,33.94444444444444,29.666666666666668,25.666666666666668,24.88888888888889,30.55555555555556,25.27777777777778,30.55555555555556,22.11111111111111,28.61111111111111,23.166666666666668,23.000000000000004,34.27777777777778
30.55555555555556,22.944444444444443,33.72222222222222,32.11111111111111,22.5,34.66666666666667,29.611111111111107,22.0,21.72222222222221,30.666666666666668,21.38888888888889,34.38888888888889,29.88888888888889,22.666666666666664,29.33333333333333,24.5,30.77777777777778,34.22222222222222,28.05555555555556,26.11111111111111,28.38888888888889,26.166666666666664,22.38888888888889,26.22222222222222,31.77777777777778,32.55555555555555,32.05555555555556,34.55555555555556,34.888888888888886,24.444444444444443,33.0,28.833333333333336,24.77777777777777,28.55555555555556,29.55555555555556,22.666666666666664,30.83333333333333,29.0,24.05555555555556,29.388888888888893,31.944444444444443,29.444444444444443,24.88888888888889,22.38888888888889,23.22222222222222,23.61111111111111,23.33333333333333,30.33333333333333,22.05555555555556,22.333333333333336,32.27777777777777,30.33333333333333,21.77777777777778,32.333333333333336,23.77777777777777,26.83333333333333,34.77777777777777,22.88888888888889,33.11111111111111,33.55555555555556,30.944444444444446,23.61111111111111,31.55555555555556,30.444444444444443,24.166666666666664,23.5,23.000000000000004,20.55555555555556,35.77777777777778,21.83333333333333,28.5,28.833333333333336,23.88888888888889,22.333333333333336,30.11111111111111,28.5,24.388888888888893,31.38888888888889,22.61111111111111,25.05555555555555,24.88888888888889,25.611111111111107,34.166666666666664,28.833333333333336,25.222222222222225,24.388888888888893,31.333333333333336,26.944444444444443,30.33333333333333,22.0,27.444444444444446,22.77777777777778,24.944444444444446,34.49999999999999
29.72222222222222,22.55555555555556,32.666666666666664,32.94444444444444,22.22222222222222,34.111111111111114,28.88888888888889,21.666666666666668,21.5,30.222222222222225,21.05555555555556,33.22222222222222,29.5,22.55555555555556,27.77777777777778,24.27777777777778,29.833333333333336,34.27777777777778,27.22222222222222,27.722222222222225,27.0,25.500000000000004,23.88888888888889,25.83333333333333,31.38888888888889,32.611111111111114,31.55555555555556,34.833333333333336,35.0,24.27777777777778,32.94444444444444,28.000000000000004,24.388888888888893,27.944444444444443,28.55555555555556,22.333333333333336,30.55555555555556,27.83333333333333,23.88888888888889,28.55555555555556,31.666666666666664,28.72222222222222,24.666666666666668,23.22222222222222,25.27777777777778,26.05555555555556,23.111111111111107,29.77777777777777,21.72222222222221,22.0,31.55555555555556,29.388888888888893,21.44444444444444,32.666666666666664,25.444444444444443,26.05555555555556,34.72222222222222,24.666666666666668,32.88888888888889,33.44444444444444,30.77777777777778,23.166666666666668,31.333333333333336,30.0,25.500000000000004,23.000000000000004,22.55555555555556,20.05555555555556,35.27777777777778,21.38888888888889,27.666666666666664,27.666666666666664,23.77777777777777,22.22222222222222,29.33333333333333,26.611111111111114,23.88888888888889,30.944444444444446,22.27777777777777,24.33333333333333,24.611111111111107,25.166666666666664,34.05555555555555,27.111111111111107,24.55555555555556,23.94444444444444,31.888888888888893,28.38888888888889,29.55555555555556,21.83333333333333,26.27777777777777,22.38888888888889,26.77777777777778,34.27777777777778
28.444444444444446,22.27777777777777,30.944444444444446,33.5,22.05555555555556,33.166666666666664,27.333333333333336,21.333333333333336,21.222222222222225,29.05555555555556,20.83333333333333,31.5,28.444444444444446,22.38888888888889,26.166666666666664,24.05555555555556,28.166666666666668,33.77777777777778,26.55555555555556,29.166666666666664,26.38888888888889,24.833333333333336,26.05555555555556,25.38888888888889,30.77777777777778,32.22222222222222,30.27777777777778,34.94444444444445,34.22222222222222,24.166666666666664,32.611111111111114,26.77777777777778,24.111111111111114,26.611111111111114,26.55555555555556,22.0,30.05555555555555,25.444444444444443,23.666666666666664,27.27777777777777,31.0,27.27777777777777,24.388888888888893,25.0,27.333333333333336,27.944444444444443,22.88888888888889,29.05555555555556,21.44444444444444,21.72222222222221,30.83333333333333,27.111111111111107,21.166666666666664,32.83333333333333,27.27777777777777,25.500000000000004,34.27777777777778,26.38888888888889,32.333333333333336,33.11111111111111,30.38888888888889,22.722222222222225,30.500000000000004,28.833333333333336,27.22222222222222,22.444444444444446,22.166666666666668,19.61111111111111,34.111111111111114,21.0,27.166666666666668,25.55555555555556,24.388888888888893,23.666666666666664,27.61111111111111,25.666666666666668,23.33333333333333,30.27777777777778,22.0,23.77777777777777,24.388888888888893,24.77777777777777,33.55555555555556,25.611111111111107,23.61111111111111,23.55555555555556,31.83333333333333,29.55555555555556,27.944444444444443,22.444444444444446,25.77777777777778,22.0,28.22222222222222,33.666666666666664
