Cluster 0,Cluster 1,Cluster 2,Cluster 3,Cluster 4
54.74660194174757,44.788372093023256,27.818431372549014,40.163861386138606,17.207476635514016
54.16990291262136,44.36046511627907,27.399607843137254,39.54752475247525,16.872897196261682
53.65631067961164,43.979069767441864,27.03921568627451,39.018316831683165,16.59626168224299
53.205825242718454,43.62325581395349,26.7156862745098,38.52920792079208,16.345794392523363
52.81553398058252,43.29302325581395,26.403529411764705,38.06287128712871,16.13271028037383
52.43398058252427,43.01395348837209,26.12549019607843,37.65049504950495,15.90747663551402
52.11359223300972,42.84418604651162,25.91333333333333,37.29653465346535,15.73457943925234
51.888349514563096,42.73023255813953,25.719607843137254,36.99306930693069,15.57663551401869
52.730097087378645,43.811627906976746,25.928627450980393,37.49851485148515,15.671028037383177
55.9378640776699,46.96976744186047,27.871764705882352,40.48960396039604,17.27663551401869
59.14854368932039,50.04883720930231,30.254509803921568,43.646534653465345,19.51401869158878
61.78058252427184,52.427906976744175,32.38549019607843,46.48118811881188,21.453271028037385
63.70388349514564,53.916279069767434,34.10274509803922,48.7480198019802,23.060747663551403
65.02718446601943,54.72558139534885,35.35294117647059,50.46237623762376,24.25046728971962
65.81067961165049,54.97209302325581,36.101176470588236,51.609900990099014,24.89345794392524
66.00485436893204,54.70697674418605,36.23686274509804,52.092574257425746,24.91588785046729
65.49029126213593,53.74418604651163,35.55686274509804,51.687623762376234,24.013084112149535
63.84563106796115,51.44651162790697,33.68666666666667,49.6579207920792,22.16168224299065
60.96990291262135,49.651162790697676,31.87882352941176,46.66237623762376,20.78878504672897
58.952427184466025,48.416279069767434,30.70392156862745,44.646039603960396,19.80560747663551
57.72912621359222,47.472093023255816,29.88862745098039,43.336633663366335,19.11869158878505
56.730097087378624,46.72790697674419,29.216078431372548,42.32326732673267,18.53177570093458
55.90679611650486,46.086046511627906,28.64588235294118,41.4559405940594,18.074766355140188
55.211650485436905,45.51627906976745,28.149803921568626,40.71386138613862,17.661682242990654
54.60582524271845,45.0,27.721176470588233,40.05792079207921,17.315887850467288
54.01941747572816,44.56744186046512,27.30588235294118,39.4420792079208,16.98317757009346
53.49514563106795,44.17906976744186,26.95372549019608,38.902970297029704,16.69906542056075
53.050485436893204,43.82558139534884,26.631764705882354,38.41881188118812,16.447663551401867
52.65048543689321,43.48837209302326,26.32588235294118,37.95049504950495,16.22429906542056
52.281553398058264,43.2,26.057254901960786,37.54900990099011,15.979439252336446
51.94757281553398,43.03953488372093,25.85411764705883,37.197524752475246,15.798130841121496
51.71941747572814,42.920930232558135,25.672156862745098,36.90841584158416,15.606542056074765
52.55825242718446,43.97674418604652,25.88313725490196,37.42475247524752,15.69065420560748
55.793203883495124,47.1,27.812941176470584,40.407425742574254,17.325233644859814
59.020388349514555,50.17674418604651,30.19803921568628,43.566336633663376,19.582242990654205
61.67087378640777,52.53953488372092,32.33803921568627,46.42079207920792,21.578504672897193
63.596116504854365,54.02093023255814,34.06313725490196,48.687623762376234,23.214018691588787
64.94077669902913,54.81627906976744,35.32196078431372,50.413366336633665,24.421495327102804
65.73203883495145,55.06744186046512,36.070980392156855,51.57029702970297,25.0803738317757
65.93106796116506,54.811627906976746,36.21764705882353,52.06386138613861,25.125233644859815
65.44271844660193,53.86744186046512,35.55960784313726,51.67871287128712,24.21401869158878
63.80291262135923,51.62093023255814,33.7121568627451,49.67920792079208,22.313084112149536
60.929126213592234,49.888372093023264,31.890588235294114,46.7069306930693,20.868224299065425
58.88252427184467,48.68837209302326,30.69607843137255,44.69653465346535,19.85794392523364
57.66019417475728,47.79302325581395,29.87529411764706,43.39455445544555,19.143925233644858
56.64271844660194,47.086046511627906,29.190980392156863,42.38712871287129,18.546728971962615
55.810679611650485,46.48604651162791,28.615686274509805,41.528217821782185,18.073831775700935
55.12427184466019,45.94883720930233,28.111372549019606,40.79257425742574,17.653271028037384
54.525242718446584,45.45348837209303,27.67450980392157,40.1410891089109,17.306542056074765
53.95533980582525,45.04883720930233,27.250588235294117,39.526237623762384,16.96168224299066
53.44660194174758,44.669767441860465,26.889803921568625,38.98217821782178,16.673831775700936
53.024271844660184,44.33953488372093,26.566666666666666,38.49801980198019,16.40747663551402
52.6388349514563,44.01860465116279,26.256470588235295,38.024257425742576,16.171028037383177
52.288349514563116,43.730232558139534,25.99176470588235,37.61584158415842,15.935514018691588
51.98058252427184,43.56744186046512,25.776078431372547,37.26782178217822,15.77102803738318
51.751456310679615,43.45116279069768,25.594509803921568,36.98019801980198,15.58878504672897
52.602912621359216,44.52093023255814,25.81176470588235,37.487623762376245,15.672897196261681
55.8504854368932,47.718604651162785,27.765882352941176,40.46534653465346,17.32336448598131
59.0747572815534,50.760465116279065,30.163529411764706,43.609900990099014,19.597196261682242
61.726213592233,53.09767441860463,32.3235294117647,46.45841584158416,21.619626168224297
63.65436893203884,54.57906976744185,34.06313725490196,48.73316831683167,23.29532710280374
64.98252427184465,55.36046511627907,35.3243137254902,50.46732673267326,24.506542056074768
65.79320388349514,55.616279069767444,36.099215686274505,51.63217821782179,25.179439252336444
66.00097087378641,55.37441860465116,36.258431372549026,52.13712871287129,25.235514018691585
65.52912621359222,54.476744186046524,35.60274509803922,51.75990099009901,24.33551401869159
63.92815533980582,52.21627906976744,33.7564705882353,49.79455445544554,22.44859813084112
61.09126213592233,50.416279069767434,31.91686274509804,46.806930693069305,20.965420560747667
59.046601941747575,49.193023255813955,30.717254901960782,44.78415841584159,19.95140186915888
57.82815533980582,48.26511627906977,29.891764705882352,43.47029702970297,19.234579439252336
56.83009708737863,47.532558139534885,29.205098039215684,42.445544554455445,18.642056074766355
56.01165048543689,46.88139534883721,28.630588235294116,41.5920792079208,18.1588785046729
55.31747572815534,46.30930232558139,28.132941176470588,40.84950495049505,17.74018691588785
54.69417475728155,45.80930232558139,27.695294117647055,40.19603960396039,17.39158878504673
54.119417475728156,45.36744186046512,27.273333333333333,39.58069306930693,17.02429906542056
53.585436893203905,44.94651162790698,26.91803921568627,39.03910891089109,16.725233644859813
53.13398058252427,44.57674418604651,26.594901960784313,38.546039603960395,16.45981308411215
52.72524271844661,44.22558139534884,26.285882352941176,38.092574257425746,16.209345794392526
52.37087378640776,43.939534883720924,26.021960784313727,37.68712871287129,15.966355140186913
52.051456310679605,43.77441860465116,25.808627450980396,37.33564356435643,15.789719626168225
51.81650485436893,43.65348837209302,25.63137254901961,37.05346534653465,15.602803738317759
52.682524271844656,44.723255813953486,25.852156862745097,37.555940594059415,15.672897196261685
55.986407766990304,47.8860465116279,27.814901960784315,40.53217821782178,17.300934579439254
59.25048543689321,50.95116279069769,30.22627450980392,43.69306930693068,19.55233644859813
61.91359223300971,53.31395348837211,32.38313725490196,46.548514851485145,21.567289719626167
