Cluster 0,Cluster 1,Cluster 2
81.98681572287619,38.624340360873695,44.90733242444898
82.61460750853243,38.59309591642925,44.68349768991895
82.86525550834669,38.38758727445394,44.139685677497546
83.19822583640965,38.17514188034188,43.500179504658036
83.7559903415291,38.04278119658119,43.160840718018626
84.18987485779294,38.18437378917379,43.1374778459441
84.72805460750853,38.34094928774929,43.042092706203135
85.48756204871027,38.609605887939225,42.65716731045974
89.26595214877759,40.02388186134853,43.793846095584335
91.8018352255578,44.78260645773979,49.05865409376657
90.30988286782289,48.70785223171889,57.15965613875635
86.43833902161546,51.300376638176644,64.79560402938725
81.69614125513687,52.09187616334283,69.18030826327349
76.5334916765341,52.38714681861349,70.65312201772325
71.7275011028302,52.117982336182344,70.06254108914642
67.55358315339788,51.714163912630575,69.05203665833523
65.03439355947157,50.17947901234568,65.60038173142468
66.62315897007268,45.73188926875593,57.33113989244869
68.19430904785122,41.19315156695156,49.80411270165871
69.14279120521928,39.084681861348535,47.25842157085511
70.99749622715981,37.79736885090218,45.68325532076043
72.0558831928676,36.99641272554606,44.67706203135651
73.34876842887324,36.51004596391264,43.93078467015073
74.33322839033225,36.182735422602086,44.07040748314777
74.88296997980079,35.862197910731254,43.67636067560403
75.81390680504283,36.03707540360874,43.72331288343558
76.39618676139398,36.033371320037986,43.56097023403771
76.91429778737434,36.08550579297246,43.41039612209346
77.6455290102389,36.150517568850894,43.64497538438234
78.29274976202085,36.51022564102564,43.962527455881244
78.97542070070348,36.87730161443495,44.29957055214724
79.91788349469479,37.3201665716999,44.280243126562134
83.6077713542755,38.82520645773979,45.836817389987125
86.25164263657683,43.53094169040835,51.329659168370824
84.66441561607579,47.49966514719847,59.602522911459516
80.77481611757331,49.99978157644824,67.2542460046959
75.98119442316175,50.82716201329534,71.55978413996819
70.75190557451648,51.13033941120607,73.036835567674
66.02353799540295,50.838741690408355,72.38330152238127
62.03315281744096,50.546311111111116,71.54144815572216
59.718834598685895,49.29889990503324,68.56301143679468
61.51822339857444,45.18805470085471,60.89399681890479
63.58950709293957,41.01188034188034,53.849703097780804
64.84410032272295,39.234830579297245,51.83077179428918
66.93397843096284,38.138290218423556,50.649922744830704
68.24451684428037,37.63619886039886,50.02584261152768
69.73138503865711,37.29503950617284,49.70891464061198
70.96209607392444,37.19319601139602,50.18999015375294
71.79418077128463,37.04802507122508,50.11371052033628
72.89888335538994,37.380225641025646,50.383980156025146
73.69752373987137,37.549724596391265,50.59221237597515
74.49780176917183,37.822490408357076,50.90253578732107
75.53636797381068,38.082293447293445,51.40472392638036
76.50594135265027,38.51268755935423,52.1445618420056
77.4257808037891,39.03860645773979,52.682165416950696
78.47900733672307,39.56972459639127,52.96187760357494
82.4164430823524,41.193249382716054,54.97188442020753
85.33851361705092,45.77490978157645,60.59615238960843
83.94961540247498,49.65203076923076,68.95278497311219
80.09120382624039,52.098950997151,76.47957812618345
75.25612372594087,52.91624843304844,80.62149814436113
69.88591163427829,53.17126818613484,81.91879800045443
65.1299250075457,52.80754188034189,81.47220177232447
61.18193215852894,52.57007255460589,80.80515110202226
59.10592382345429,51.458877872744544,78.1813004620162
61.06935942977874,47.62961101614435,70.99630084071802
63.55793503749623,43.697008926875604,64.17408467772475
65.01547212741752,42.22660455840455,62.60078467015073
67.45424345847555,41.45696144349478,61.728512459289554
